arm,metric,from_batch,to_batch,scope,numerator_delta,denominator_delta,rate_delta,request_denominator_delta,pair_strict_num_delta,ties_delta,new_nll_prompt_n_delta,new_nll_prompt_mean_delta,new_nll_prompt_median_delta,new_nll_prompt_q25_delta,new_nll_prompt_q75_delta,new_nll_prompt_p90_delta,new_nll_prompt_max_delta,new_nll_request_n_delta,new_nll_request_mean_delta,new_nll_request_median_delta,new_nll_request_q25_delta,new_nll_request_q75_delta,new_nll_request_p90_delta,new_nll_request_max_delta,new_strict_num_delta,new_strict_den_delta,new_token_correct_delta,new_token_den_delta,true_nll_prompt_n_delta,true_nll_prompt_mean_delta,true_nll_prompt_median_delta,true_nll_prompt_q25_delta,true_nll_prompt_q75_delta,true_nll_prompt_p90_delta,true_nll_prompt_max_delta,true_nll_request_n_delta,true_nll_request_mean_delta,true_nll_request_median_delta,true_nll_request_q25_delta,true_nll_request_q75_delta,true_nll_request_p90_delta,true_nll_request_max_delta,true_strict_num_delta,true_strict_den_delta,true_token_correct_delta,true_token_den_delta,margin_prompt_n_delta,margin_prompt_mean_delta,margin_prompt_median_delta,margin_prompt_q25_delta,margin_prompt_q75_delta,margin_prompt_p90_delta,margin_prompt_max_delta,margin_request_n_delta,margin_request_mean_delta,margin_request_median_delta,margin_request_q25_delta,margin_request_q75_delta,margin_request_p90_delta,margin_request_max_delta,arm_display_label
MEMIT_ORIGINAL,RS,90,100,CHANGING_SEEN_PREFIX_DESCRIPTIVE_DELTA,739,1000,0.0023000000000000798,1000,739,0,1000,-0.2256724065355442,-0.45299458503723145,-0.0376281663775444,-0.23924517631530762,-0.28088054656982386,1.0341625213623047,1000,-0.2256724065355442,-0.45299458503723145,-0.0376281663775444,-0.23924517631530762,-0.28088054656982386,1.0341625213623047,565,1000,580,1018,1000,-0.3058855966529084,-0.22758054733276367,-0.21380603313446045,-0.4128706455230713,-0.3433519363403317,3.9282283782958984,1000,-0.3058855966529084,-0.22758054733276367,-0.21380603313446045,-0.4128706455230713,-0.3433519363403317,3.9282283782958984,83,1000,82,1013,1000,-0.08021319011736416,0.13168905675411224,0.03877818584442139,-0.14728572976309806,-0.12589435991830733,3.9284016935417014,1000,-0.08021319011736416,0.13168905675411224,0.03877818584442139,-0.14728572976309806,-0.12589435991830733,3.9284016935417014,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,RS,10,100,CHANGING_SEEN_PREFIX_DESCRIPTIVE_DELTA,6188,9000,-0.27669999999999995,9000,6188,0,9000,4.930775528875371,4.054224357823841,0.27209287775622215,8.503776223165914,11.964553515799343,8.812509536743164,9000,4.930775528875371,4.054224357823841,0.27209287775622215,8.503776223165914,11.964553515799343,8.812509536743164,2616,9000,2700,9148,9000,-4.587558269833982,-4.343132972717285,-4.432024240493774,-4.870924711227417,-4.9363238334655755,0.4997272491455078,9000,-4.587558269833982,-4.343132972717285,-4.432024240493774,-4.870924711227417,-4.9363238334655755,0.4997272491455078,348,9000,359,9116,9000,-9.518333798709353,-9.405118997208774,-10.943977257706138,-8.11804647318786,-6.952213039505294,0.49982857188300045,9000,-9.518333798709353,-9.405118997208774,-10.943977257706138,-8.11804647318786,-6.952213039505294,0.49982857188300045,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,PS,1,5,CHANGING_SEEN_PREFIX_DESCRIPTIVE_DELTA,749,800,0.009000000000000008,400,364,0,800,-0.16954314281878768,-0.21649254858493805,-0.041687753051519394,-0.4305753707885742,-0.1565219402313227,3.616933822631836,400,-0.16954314281878768,-0.28624938847497106,-0.1410251740599051,-0.0012569579994305968,-0.7440749105997373,6.079273223876953,522,800,534,812,800,0.1474393978567683,-0.059905052185058594,0.2592496871948242,-0.08403348922729492,0.7033615112304705,2.3757076263427734,400,0.1474393978567683,-0.05274641513824463,0.608789473772049,-0.10890030860900879,0.8890548229217519,1.931875228881836,16,800,23,808,800,0.3169825406755562,0.2665034756064415,-0.579677926376462,0.7785052917897701,0.2704848600551504,2.377946506952867,400,0.3169825406755562,0.1544137487653643,-0.089656290714629,0.21079499972984195,1.1133786528371274,1.880749169155024,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,PS,5,10,CHANGING_SEEN_PREFIX_DESCRIPTIVE_DELTA,965,1000,0.015499999999999958,500,469,0,1000,-0.09248135356787857,-0.012706592679023743,-0.012599054258316755,-0.12393820285797119,-0.5093493938446008,-1.5690040588378906,500,-0.09248135356787857,-0.03745630430057645,-0.019235698855482042,-0.2015190858510323,-0.11799281565472519,-1.1179594993591309,660,1000,675,1016,1000,0.2821395200125991,0.3628358840942383,0.06325852870941162,0.3845508098602295,0.4067405700683633,2.831106185913086,500,0.2821395200125991,0.48379194736480713,0.03466102480888367,0.2680094242095947,0.45384492874145366,2.4959402084350586,3,1000,11,1008,1000,0.37462087358047746,0.30049213021993637,0.2780880331993103,0.36374564189463854,0.6857882128475463,2.830089016119018,500,0.37462087358047746,0.34686089190654457,0.05886619084049016,0.7171042112458963,0.6610841706205939,2.5610855082049966,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,PS,10,20,CHANGING_SEEN_PREFIX_DESCRIPTIVE_DELTA,1924,2000,0.006249999999999978,1000,934,0,2000,-0.14580463979478764,-0.1298714429140091,-0.010825620032846928,-0.46743345260620117,-0.24338197708130327,3.086294174194336,1000,-0.14580463979478764,-0.2924642628058791,-0.05043487064540386,-0.16373781859874725,-0.13955509662628085,-0.30782318115234375,1450,2000,1466,2018,2000,0.6242228883176573,0.6011800765991211,0.2953674793243408,0.8920021057128906,0.9948113441467257,0.52008056640625,1000,0.6242228883176573,0.5321831703186035,0.23596620559692383,0.8928766250610352,0.9663952350616452,3.134526252746582,6,2000,33,2032,2000,0.7700275281124451,0.7428496405482292,0.5260303420946002,1.1623052251525223,0.9609662752220149,0.5190252133179456,1000,0.7700275281124451,0.6926383380778134,0.5046637994237244,0.9630119577923324,0.9996347855267249,3.1366495097463485,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,PS,20,30,CHANGING_SEEN_PREFIX_DESCRIPTIVE_DELTA,1867,2000,-0.007416666666666627,1000,903,0,2000,0.22924751386157127,0.012881509959697723,-0.0022301722783595324,0.26057446002960205,0.9106461048126251,2.873504638671875,1000,0.22924751386157127,0.027059956453740597,-0.007114485022611916,0.14955990406451747,0.7861140459775902,6.1699137687683105,1259,2000,1289,2032,2000,0.6021253001177982,0.7216782569885254,0.64960777759552,0.7456889152526855,0.8260618209838881,1.948049545288086,1000,0.6021253001177982,0.8159420490264893,0.4930494427680969,0.773667573928833,0.8910916805267348,-0.26935672760009766,44,2000,66,2024,2000,0.37287778625622536,0.5152502795681357,0.1672676200978458,0.6596378455869853,0.8522342597119881,1.9511773469861282,1000,0.37287778625622536,0.5906108082272112,0.14373407559469342,0.7349419780948665,0.9520547072883296,-0.26906450913503477,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,PS,30,40,CHANGING_SEEN_PREFIX_DESCRIPTIVE_DELTA,1816,2000,-0.010083333333333333,1000,847,0,2000,0.18721782746355697,-8.265674114227295e-05,-0.0021570443641394377,0.36618804931640625,0.6285816669464133,3.1098709106445312,1000,0.18721782746355697,0.07993697923666332,-0.0023177595576271415,0.24283711129100993,0.7909154713153841,1.3157758712768555,1154,2000,1179,2026,2000,0.3863423136198332,0.4821810722351074,0.2086944580078125,0.4440596103668213,0.5983070373535142,1.2293071746826172,1000,0.3863423136198332,0.4557812213897705,0.23173987865447998,0.51395583152771,0.7644838333129869,2.6137733459472656,20,2000,35,2016,2000,0.1991244861562791,0.30142778158187866,0.047049888875335455,0.42451128974789754,0.5258810013547226,1.228983574109975,1000,0.1991244861562791,0.3238394623622298,0.08604472409933805,0.4007933937391499,0.5137094484045548,2.613817311091964,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,PS,40,50,CHANGING_SEEN_PREFIX_DESCRIPTIVE_DELTA,1499,2000,-0.03775000000000006,1000,635,0,2000,0.617912346496508,0.3229585662484169,0.010372688062489033,1.4262803196907043,1.5095919132232636,-1.5086784362792969,1000,0.617912346496508,0.5491561196831753,0.048015384236350656,1.1793506511457963,1.4882720589637781,0.9188804626464844,541,2000,567,2032,2000,-0.506538190179409,-0.5488762855529785,-0.419842004776001,-0.442995548248291,-0.4908508300781236,0.8142452239990234,1000,-0.506538190179409,-0.585139274597168,-0.4489589333534241,-0.5248018503189087,-0.691700935363766,0.07604408264160156,91,2000,101,2018,2000,-1.1244505366759174,-1.1355273521039635,-1.3013514545746148,-0.7367381677613594,-0.7472716485950563,0.8145591686734406,1000,-1.1244505366759174,-1.171312845312059,-1.1993682011961937,-0.8621811237971997,-0.8614430354675235,0.07609956550913921,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,PS,50,60,CHANGING_SEEN_PREFIX_DESCRIPTIVE_DELTA,-349,2000,-0.17916666666666659,1000,-566,0,2000,2.7765257157332175,4.135402828454971,1.0230033225379884,4.5439581871032715,3.711516952514648,5.612508773803711,1000,2.7765257157332175,3.6053626290522516,1.8004112432245165,4.195996739799739,3.872487485408781,4.644721031188965,-2464,2000,-2471,2032,2000,-2.2692543109774395,-2.3188719749450684,-1.9585778713226318,-2.649646520614624,-2.9627409934997573,-3.4211597442626953,1000,-2.2692543109774395,-2.30521297454834,-1.8132922053337097,-2.733124613761902,-2.8965487003326444,-5.587098121643066,278,2000,258,2034,2000,-5.045780026710657,-5.5448665886651725,-4.929495833348483,-5.4938397645018995,-5.376162703627777,-3.423746547949122,1000,-5.045780026710657,-5.440642045810819,-5.063017874956131,-5.467317697242834,-5.25527610484278,-5.587505252553456,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,PS,60,70,CHANGING_SEEN_PREFIX_DESCRIPTIVE_DELTA,1017,2000,-0.030404761904761934,1000,437,0,2000,0.056033988766286846,0.25769925117492676,0.4414641261100769,-0.11499953269958496,-0.6132588386535645,-4.569774627685547,1000,0.056033988766286846,0.19427645206451416,0.12637324910610914,0.10229814052581787,-0.22255389690399063,-5.132555961608887,294,2000,321,2042,2000,-0.6936263206140332,-0.8005580902099609,-0.4383533000946045,-0.9935343265533447,-1.174349689483643,0.7689018249511719,1000,-0.6936263206140332,-0.7919981479644775,-0.5262263417243958,-0.9081261157989502,-1.105601501464843,-2.709897041320801,61,2000,53,2034,2000,-0.74966030938032,-0.7619088292121887,-0.44179844856262207,-1.2060644505545497,-1.2472756623290469,-2.98096803635417,1000,-0.74966030938032,-0.7919879704713821,-0.5658749043941498,-1.0159760299138725,-0.9826796719804367,-3.3357010065556096,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,PS,70,80,CHANGING_SEEN_PREFIX_DESCRIPTIVE_DELTA,1104,2000,-0.017366071428571495,1000,379,0,2000,0.7729753968988868,1.0666677951812744,0.28504663705825806,1.2090380191802979,1.3003007888793938,-1.1852245330810547,1000,0.7729753968988868,1.0363093689084053,0.364556510001421,1.257542371749878,1.1196211338043227,-0.19579601287841797,286,2000,271,2042,2000,0.8444458534220107,0.9327926635742188,0.7672312259674072,0.9717645645141602,1.0172599792480472,3.160856246948242,1000,0.8444458534220107,0.9401755332946777,0.8448099493980408,0.9554221630096436,0.9342823982238784,5.207830429077148,-42,2000,-64,2030,2000,0.07147045652312434,-0.10263872146606445,-0.22778034210205078,0.22528783418238163,0.8356479719281182,4.355139024773962,1000,0.07147045652312434,-0.16153566539287567,-0.18252253532409668,0.2547241481952369,0.8478079902706614,5.8339831190387486,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,PS,80,90,CHANGING_SEEN_PREFIX_DESCRIPTIVE_DELTA,1409,2000,0.0034375000000000933,1000,585,0,2000,0.3273532705662152,0.44848060607910156,0.4780287444591522,0.3048062324523926,0.28406858444213867,3.3655567169189453,1000,0.3273532705662152,0.4249889776110649,0.46528841415420175,0.2211533784866333,0.16782546043395818,2.674053192138672,175,2000,194,2036,2000,0.18652944170131036,0.17141294479370117,0.39512765407562256,-0.05180668830871582,-0.1587459564208995,-4.360477447509766,1000,0.18652944170131036,0.22668838500976562,0.42398399114608765,-0.011224448680877686,-0.1655123710632349,-1.266225814819336,-91,2000,-93,2018,2000,-0.1408238288649053,-0.1313765048980713,0.08026620745658875,-0.4098579790443182,-0.6821922674775127,-1.972445380379213,1000,-0.1408238288649053,-0.12109016627073288,0.10869082808494568,-0.40220680832862854,-0.7907990203937487,-1.266817030016682,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,PS,90,100,CHANGING_SEEN_PREFIX_DESCRIPTIVE_DELTA,1344,2000,-0.000500000000000056,1000,617,0,2000,-0.299834196063669,-0.47037625312805176,-0.32655030488967896,-0.34856581687927246,-0.42073984146117915,1.5122222900390625,1000,-0.299834196063669,-0.3728750944137573,-0.38722592452540994,-0.2759307026863098,-0.2458095073699944,-2.628814697265625,820,2000,839,2036,2000,-0.3193994701073297,-0.2712898254394531,-0.33767664432525635,-0.25153303146362305,-0.2850544929504313,1.613779067993164,1000,-0.3193994701073297,-0.31850409507751465,-0.3803784251213074,-0.2954452633857727,-0.18741750717162908,-1.162149429321289,177,2000,187,2026,2000,-0.019565274043661596,0.07025039196014404,-0.07368084788322449,0.17766498774290085,0.006483391672373884,1.7839276829104165,1000,-0.019565274043661596,0.09173881262540817,-0.12287008762359619,0.16714587807655334,0.1389038300141685,-1.1616055249432975,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,PS,10,100,CHANGING_SEEN_PREFIX_DESCRIPTIVE_DELTA,11631,18000,-0.273,9000,4771,0,18000,4.521627223927786,5.6437602043151855,1.8961523766629398,7.179846465587616,7.067325353622436,12.296279907226562,9000,4.521627223927786,5.251751125790179,2.357551760971546,6.909069775778335,7.617317155003549,7.458354473114014,3515,18000,3655,18296,18000,-1.1451524946996017,-1.030351161956787,-0.8384212255477905,-1.336000919342041,-1.6353017807006793,2.2735824584960938,9000,-1.1451524946996017,-1.0300841331481934,-0.9393064379692078,-1.3368000984191895,-1.4905278682708722,0.03744697570800781,544,18000,576,18232,18000,-5.666779718627388,-6.046539902687073,-6.153492867946625,-5.197093179449439,-4.871689382140175,2.2756520460893626,9000,-5.666779718627388,-5.987741271965206,-6.290520176291466,-5.227064303384395,-4.43808707118005,0.03985618218212039,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,NS,1,5,CHANGING_SEEN_PREFIX_DESCRIPTIVE_DELTA,3468,4000,-0.009600000000000053,400,227,0,4000,-0.8336486485789525,-0.9932308197021484,-0.7984011173248291,-1.1184191703796387,-0.8967319488525352,3.410470962524414,400,-0.8336486485789525,-1.1614650726318363,-0.47698641717433965,-1.080461406707764,-0.810593585968018,1.1664426803588874,34,4000,95,4060,4000,-0.30781215608975643,-0.5579550266265869,-0.31933170557022095,-0.4236811399459839,-0.16401176452636612,6.529363632202148,400,-0.30781215608975643,-0.5441914469469342,-0.42049645725637674,-0.03593547791242724,-0.2980484867095967,0.005176162719726207,796,4000,836,4040,4000,0.525836492489197,0.5584578514099121,0.6204004352912307,0.5453335046768188,0.2428396224975582,12.10892759822309,400,0.525836492489197,0.3325358305126427,0.312754483520985,0.6713501349091531,0.087021168470379,0.1449771881103521,MEMIT_BLUE (L4+L8)
MEMIT_ORIGINAL,NS,5,10,CHANGING_SEEN_PREFIX_DESCRIPTIVE_DELTA,4160,5000,-0.01869999999999994,500,210,0,5000,-0.4333137175850226,-0.3277597427368164,-0.4299713373184204,-0.3378872871398926,-0.23164424896240732,0.7814197540283203,500,-0.4333137175850226,-0.2909017048776157,-0.5911288201808933,-0.3370524406433102,-0.35487052001059105,0.010435295104979758,115,5000,195,5080,5000,-0.03347565880325831,-0.13421988487243652,-0.12819963693618774,-0.016275644302368164,0.06240482330322372,-0.32218170166015625,500,-0.03347565880325831,-0.14679371984675527,0.1452524187974631,-0.04566428065299899,0.03044246196746947,4.462790393829344,1066,5000,1107,5040,5000,0.3998380587817634,0.38776350021362305,0.3577962126582861,0.2884495258331299,0.3763772487640381,3.5403742969501764,500,0.3998380587817634,0.5044955712335648,0.6171229886822394,0.3436305712908503,0.39914572954177835,2.0467702388763422,MEMIT_BLUE (L4+L8)
