policy,batch,chunk,request_index,adam,loss,optimized_target_chunk,frozen_reuse,stop,clamp_hits
FROZEN2,51,1,53,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,54,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,55,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,56,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,57,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,58,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,59,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,60,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,61,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,62,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,63,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,64,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,65,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,66,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,67,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,68,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,69,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,70,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,71,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,72,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,73,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,74,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,75,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,76,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,77,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,78,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,79,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,80,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,81,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,82,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,83,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,84,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,85,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,86,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,87,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,88,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,89,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,90,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,91,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,92,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,93,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,94,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,95,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,96,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,97,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,98,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,51,1,99,0,0,False,True,FROZEN_TARGET_REUSE_NO_TARGET_FORWARD,0
FROZEN2,52,0,0,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,1,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,2,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,3,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,4,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,5,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,6,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,7,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,8,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,9,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,10,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,11,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,12,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,13,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,14,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,15,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,16,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,17,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,18,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,19,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,20,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,21,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,22,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,23,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,24,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,25,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,26,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,27,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,28,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,29,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,30,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,31,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,32,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,33,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,34,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,35,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,36,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,37,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,38,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,39,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,40,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,41,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,42,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,43,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,44,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,45,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,46,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,47,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,48,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,49,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,50,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,51,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,52,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,53,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,54,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,55,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,56,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,57,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,58,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,59,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,60,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,61,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,62,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,63,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,64,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,65,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,66,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,67,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,68,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,69,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,70,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,71,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,72,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,73,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,74,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,75,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,76,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,77,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,78,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,79,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,80,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,81,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,82,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,83,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,84,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,85,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,86,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,87,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,88,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,89,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,90,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,91,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,92,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,93,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
FROZEN2,52,0,94,24,25,True,False,CHUNK_QUOTA_EXHAUSTED,24
