phase,arm,unit,K,layer,telemetry_status,pi,beta,suffix_mass,applied_coefficient,entry_residual_norm,current_residual_norm,key_norm,q_norm,update_norm,update_energy,update_norm_share,update_energy_share,storage_dtype,alpha_cache_history_width,prepared_update_norm,prepared_update_energy,actual_delta_norm,actual_delta_energy,rounding_error_max_abs,rounding_error_norm,rounding_error_energy,prepared_vs_actual_byte_exact,prepared_vs_actual_cosine,official_reference_endpoint_byte_exact,storage_assignment_count,numeric_storage_cast_count,bf16_path_call_count,postcast_decision_influence_count,official_entrypoint,native_alphaedit_compute_z_call_count,edit_core_wall_seconds_per_K
2,c0,1,4,4,RECORDED,0.16421010951266843,0.16421010951266843,1.0,0.020526263689083554,10.310049936250818,10.310049936250818,28.4580977190703,3.298148222074917,0.5713693544289135,0.3264629391805133,0.11574406817181249,0.05420172788068118,torch.float32,0,0.5713693542545261,0.32646293898123413,0.5713693544289135,0.3264629391805133,2.6659108698368073e-08,1.9565562795559907e-06,3.82811247506998e-12,False,1.0,True,1,0,0,0,,,
2,c0,1,4,5,RECORDED,0.1771697931295759,0.21197886591601614,0.8357898904873317,0.026497358239502018,10.310049936250818,9.767753415496497,34.16243725407653,2.901885164875711,0.6246996135812567,0.39024960720857144,0.12654734472681578,0.06479204980681093,torch.float32,0,0.6246996131787487,0.39024960670567826,0.6246996135812567,0.39024960720857144,1.6538251657038927e-08,1.9648688950417214e-06,3.860709774702475e-12,False,0.9999999999975068,True,1,0,0,0,,,
2,c0,1,4,6,RECORDED,0.18864306345172516,0.28642166281976683,0.6586200973577558,0.035802707852470854,10.310049936250818,9.292644795122685,37.385898109146545,2.7654471432186574,0.7609144435893677,0.5789907904629169,0.15414080672869176,0.09612822009403982,torch.float32,0,0.7609144436143831,0.5789907905009861,0.7609144435893677,0.5789907904629169,2.7241185307502747e-08,1.964379693208862e-06,3.858787579091343e-12,False,0.9999999999960892,True,1,0,0,0,,,
2,c0,1,4,7,RECORDED,0.2130896344876163,0.45340435620141906,0.46997703390603063,0.05667554452517738,10.310049936250818,8.477366567590295,37.302168267141035,2.8284625731443813,1.1098329342837636,1.2317291420209089,0.22482231118862792,0.20450054130526324,torch.float32,0,1.1098329345429234,1.231729142596157,1.1098329342837636,1.2317291420209089,1.4901161193847656e-08,1.992030896238459e-06,3.968187091568597e-12,False,0.9999999999919192,True,1,0,0,0,,,
2,c0,1,4,8,RECORDED,0.2568873994184143,1.0,0.2568873994184143,0.125,10.310049936250818,6.8171012600660355,38.040242141071715,2.7649082690270377,1.8696729572295194,3.4956769669953762,0.37874546918405205,0.5803774609132047,torch.float32,0,1.869672957230239,3.4956769669980674,1.8696729572295194,3.4956769669953762,1.4319084584712982e-08,1.9872359856068697e-06,3.949106862490906e-12,False,0.9999999999913319,True,1,0,0,0,,,
2,c0,1,5,4,RECORDED,0.18008852219534985,0.18008852219534985,1.0,0.02251106527441873,7.396865304662869,7.396865304662869,28.4580977190703,3.298148222074917,0.4614183262260955,0.2129068717772915,0.12553102944255748,0.06488820225693046,torch.float32,0,0.4614183263616172,0.2129068719023559,0.4614183262260955,0.2129068717772915,1.4959368854761124e-08,1.9559601070622313e-06,3.825779940418895e-12,False,1.0,True,1,0,0,0,,,
2,c0,1,5,5,RECORDED,0.1759439587599545,0.21458896908121394,0.8199114778046501,0.026823621135151743,7.396865304662869,7.007283482704256,34.131328893237836,2.9024684803743868,0.4672184680257079,0.21829309686428944,0.12710898534425127,0.06652977662195174,torch.float32,0,0.46721846767293496,0.21829309653464535,0.4672184680257079,0.21829309686428944,1.4901161193847656e-08,1.964747260253709e-06,3.860231796674457e-12,False,1.0,True,1,0,0,0,,,
2,c0,1,5,6,RECORDED,0.18345248445170376,0.2848784744979831,0.6439675190446956,0.035609809312247886,7.396865304662869,6.6970390804261,37.31810459541177,2.766935196432694,0.5623861017059814,0.31627812739205047,0.15299978843221346,0.09639293898003497,torch.float32,0,0.5623861022693643,0.3162781280257278,0.5623861017059814,0.31627812739205047,2.7241185307502747e-08,1.963892228842183e-06,3.8568726865067175e-12,False,1.0,True,1,0,0,0,,,
2,c0,1,5,7,RECORDED,0.20870882429531848,0.4532074060943039,0.4605150345929919,0.056650925761787985,7.396865304662869,6.148616110830486,37.28077331057441,2.8272118686171064,0.8210790283989367,0.6741707708765418,0.2233784178700101,0.20546884640767923,torch.float32,0,0.8210790284532176,0.6741707709656797,0.8210790283989367,0.6741707708765418,1.3878889149054885e-08,1.9919486035390045e-06,3.96785923914099e-12,False,0.9999999999969286,True,1,0,0,0,,,
2,c0,1,5,8,RECORDED,0.2518062102976734,1.0,0.2518062102976734,0.125,7.396865304662869,4.987030011999441,38.169955251578486,2.754601270072401,1.3636293133707507,1.8594849042839847,0.3709817789109677,0.5667202357334036,torch.float32,0,1.3636293130909263,1.8594849035208316,1.3636293133707507,1.8594849042839847,2.5262124836444855e-08,1.9867594728774682e-06,3.947213203068355e-12,False,0.9999999999887231,True,1,0,0,0,,,
2,c0,1,6,4,RECORDED,0.11555822965895807,0.11555822965895807,1.0,0.014444778707369758,5.928908358004677,5.928908358004677,28.4580977190703,3.298148222074917,0.24157767800105723,0.05835977450838249,0.09167614754774027,0.031079841861817628,torch.float32,0,0.2415776782860305,0.05835977464606885,0.24157767800105723,0.05835977450838249,1.1968950275331736e-08,1.9560207450043734e-06,3.826017154887465e-12,False,0.9999999999953897,True,1,0,0,0,,,
2,c0,1,6,5,RECORDED,0.1429779852403736,0.16165901479895178,0.884441770341042,0.020207376849868973,5.928908358004677,5.713421714826697,34.10200798794039,2.9042329278183585,0.2893279072610339,0.08371063792004944,0.10979684934145852,0.04458059357877256,torch.float32,0,0.2893279068276944,0.08371063766929498,0.2893279072610339,0.08371063792004944,2.9322109185159206e-08,1.964710270318802e-06,3.860086446296179e-12,False,0.999999999999094,True,1,0,0,0,,,
2,c0,1,6,6,RECORDED,0.1747420640487777,0.2356717449457805,0.7414637851006683,0.029458968118222562,5.928908358004677,5.442598870423795,37.258511564474325,2.7701306589695367,0.3870429295076663,0.1498022292818763,0.14687865620059137,0.07977806007389084,torch.float32,0,0.3870429296599954,0.14980222939979215,0.3870429295076663,0.1498022292818763,2.657179720699787e-08,1.9640719650311427e-06,3.857578683821294e-12,False,1.0,True,1,0,0,0,,,
2,c0,1,6,7,RECORDED,0.23753609164549194,0.419140616676209,0.5667217210518907,0.052392577084526125,5.928908358004677,4.898894307174776,37.22439262273911,2.82944038917131,0.6224449905249866,0.3874377662296506,0.23621122308937306,0.20633226579694594,torch.float32,0,0.6224449907237766,0.38743776647712236,0.6224449905249866,0.3874377662296506,2.2351741790771484e-08,1.991924172886808e-06,3.9677619105307935e-12,False,0.999999999997984,True,1,0,0,0,,,
2,c0,1,6,8,RECORDED,0.3291856294063987,1.0,0.3291856294063987,0.125,5.928908358004677,3.809465934064626,38.182755538534984,2.75331986998142,1.094726800946919,1.1984267687114756,0.41543712382083675,0.6382292386885731,torch.float32,0,1.0947268010694369,1.1984267689797226,1.094726800946919,1.1984267687114756,2.3457687348127365e-08,1.9864217956329226e-06,3.945871550165525e-12,False,0.999999999992523,True,1,0,0,0,,,
2,c0,1,7,4,RECORDED,0.13662793229444167,0.13662793229444167,1.0,0.01707849153680521,3.130807270519007,3.130807270519007,28.4580977190703,3.298148222074917,0.16190637208419068,0.026213673321464397,0.10976320678411002,0.045874899242057204,torch.float32,0,0.1619063722922245,0.0262136733888284,0.16190637208419068,0.026213673321464397,1.3140379451215267e-08,1.956152190446324e-06,3.826531392187953e-12,False,0.9999999999437719,True,1,0,0,0,,,
2,c0,1,7,5,RECORDED,0.13893693381034114,0.1609235913545025,0.8633720677055584,0.02011544891931281,3.130807270519007,2.99403102847442,34.09551026859447,2.9046277668013594,0.16440210719532383,0.02702805285026275,0.11145517162499487,0.04730009358129647,torch.float32,0,0.16440210718837797,0.02702805284797892,0.16440210719532383,0.02702805285026275,2.5076587917283177e-08,1.9645507085879537e-06,3.859459486613431e-12,False,0.9999999999449822,True,1,0,0,0,,,
2,c0,1,7,6,RECORDED,0.1726587424401893,0.23833568301943064,0.7244351338952173,0.02979196037742883,3.130807270519007,2.8325089939079033,37.24620170517252,2.7712370686260797,0.22036191161741234,0.04855937209168025,0.1493926999959355,0.08498069975333586,torch.float32,0,0.22036191181031856,0.04855937217669862,0.22036191161741234,0.04855937209168025,1.4518263924401253e-08,1.9633772264070115e-06,3.854850133173689e-12,False,0.9999999999888152,True,1,0,0,0,,,
2,c0,1,7,7,RECORDED,0.22115756370170742,0.400810123678031,0.551776391455028,0.05010126545975387,3.130807270519007,2.5536110307737774,37.212265943970486,2.829738871924955,0.32514064430008377,0.10571643857587361,0.22042665347149515,0.1850076831439817,torch.float32,0,0.32514064416694477,0.1057164384892958,0.32514064430008377,0.10571643857587361,1.4813849702477455e-08,1.9922655059938645e-06,3.96912184637299e-12,False,0.9999999999991326,True,1,0,0,0,,,
2,c0,1,7,8,RECORDED,0.3306188277533205,1.0,0.3306188277533205,0.125,3.130807270519007,2.0537165031677374,38.19142340311285,2.752641680417594,0.6032403670696844,0.3638989404623676,0.40896226812346453,0.6368366242793289,torch.float32,0,0.6032403665295125,0.3638989398106606,0.6032403670696844,0.3638989404623676,1.4581019058823586e-08,1.9861432754899547e-06,3.944765110773965e-12,False,0.999999999998692,True,1,0,0,0,,,
2,c0,1,8,4,RECORDED,0.11617592829138608,0.11617592829138608,1.0,0.01452199103642326,1.3785765825798801,1.3785765825798801,28.4580977190703,3.298148222074917,0.05639439148904784,0.0031803273914199916,0.0891752076631166,0.028642264264186555,torch.float32,0,0.05639439184176755,0.003180327431202818,0.05639439148904784,0.0031803273914199916,2.3799657355993986e-08,1.9559471721367134e-06,3.825729340189607e-12,False,0.9999999994111392,True,1,0,0,0,,,
2,c0,1,8,5,RECORDED,0.1467956001621594,0.1660914257272641,0.883824071708614,0.020761428215908012,1.3785765825798801,1.3275744416224267,34.087709079429835,2.9049831360295055,0.06815141805123692,0.004644615782394461,0.10776633450216763,0.041829754069927956,torch.float32,0,0.06815141796024442,0.004644615769991925,0.06815141805123692,0.004644615782394461,2.9514922061935067e-08,1.9650339015984316e-06,3.861358234431155e-12,False,0.999999999596075,True,1,0,0,0,,,
2,c0,1,8,6,RECORDED,0.1730532548286696,0.2347986021022556,0.7370284715464546,0.02934982526278195,1.3785765825798801,1.267785982374981,37.23134592875024,2.771928960965778,0.08963922568388272,0.00803519078120606,0.14174453086657784,0.0723655238732202,torch.float32,0,0.0896392260021463,0.008035190838263862,0.08963922568388272,0.00803519078120606,2.2453605197370052e-08,1.963587441728726e-06,3.855675641314763e-12,False,0.9999999997705284,True,1,0,0,0,,,
2,c0,1,8,7,RECORDED,0.23326494489895666,0.4136085026156091,0.5639752167177849,0.05170106282695114,1.3785765825798801,1.1887398353535763,37.202621940462784,2.82971395158505,0.14696160616966175,0.02159771368796676,0.23238714706638663,0.1945106106440129,torch.float32,0,0.14696160660650817,0.021597713816366066,0.14696160616966175,0.02159771368796676,1.8830178305506706e-08,1.9923504735825787e-06,3.969460409584726e-12,False,0.9999999999264708,True,1,0,0,0,,,
2,c0,1,8,8,RECORDED,0.33071027181882834,1.0,0.33071027181882834,0.125,1.3785765825798801,0.9655448863946143,38.20701310016568,2.7514126692312812,0.2712532482940409,0.0735783247100686,0.4289267799017514,0.6626518471486523,torch.float32,0,0.271253247919915,0.07357832450710289,0.2712532482940409,0.0735783247100686,2.962769940495491e-08,1.9864829522968185e-06,3.946114519765884e-12,False,0.9999999999972515,True,1,0,0,0,,,
2,c0,2,1,4,RECORDED,0.18135847570406977,0.18135847570406977,1.0,0.02266980946300872,7.61739787511761,7.61739787511761,29.18314553884735,3.216072018128684,0.433762973711075,0.18815031736267473,0.11391918809044019,0.054003319148826834,torch.float32,0,0.4337629738092985,0.18815031744788618,0.433762973711075,0.18815031736267473,1.3860699255019426e-08,1.955051881709447e-06,3.822227860175649e-12,False,1.0,True,1,0,0,0,,,
2,c0,2,1,5,RECORDED,0.2111080431043922,0.25787605055332974,0.8186415242959302,0.03223450631916622,7.61739787511761,7.1950225228198486,35.74520636727968,2.7713949102266886,0.5074983568894218,0.25755458224546296,0.1332843148861861,0.07392388436121626,torch.float32,0,0.5074983566901851,0.2575545820432383,0.5074983568894218,0.25755458224546296,2.2606400307267904e-08,1.963852112407457e-06,3.856715119407231e-12,False,1.0,True,1,0,0,0,,,
2,c0,2,1,6,RECORDED,0.21488938443562086,0.35370788785856616,0.607533481191538,0.04421348598232077,7.61739787511761,6.975313380407372,39.7160500468288,2.6044219782356386,0.6307211549547667,0.39780917530747484,0.16564632354206216,0.11418006706335201,torch.float32,0,0.6307211552003702,0.3978091756172895,0.6307211549547667,0.39780917530747484,2.2118911147117615e-08,1.962431424990492e-06,3.8511370977902125e-12,False,0.9999999999977424,True,1,0,0,0,,,
2,c0,2,1,7,RECORDED,0.19475388471965888,0.4960061448236301,0.39264409675591716,0.06200076810295376,7.61739787511761,6.383451737038109,38.54218394634344,2.7445596823127327,0.8518761850400356,0.7256930346383649,0.2237282784260492,0.208290015679935,torch.float32,0,0.8518761850977892,0.7256930347367628,0.8518761850400356,0.7256930346383649,1.816079020500183e-08,1.990479093956433e-06,3.962007023477622e-12,False,0.9999999999971939,True,1,0,0,0,,,
2,c0,2,1,8,RECORDED,0.19789021203625826,1.0,0.19789021203625826,0.125,7.61739787511761,5.0526079088772775,37.69088296928288,2.8165482021842227,1.3837788396607567,1.9148438770928702,0.36342189505526235,0.5496027137466699,torch.float32,0,1.383778839915723,1.9148438777985042,1.3837788396607567,1.9148438770928702,1.4901161193847656e-08,1.985015108908587e-06,3.940284982595369e-12,False,0.9999999999887429,True,1,0,0,0,,,
2,c0,2,2,4,RECORDED,0.1815123899656981,0.1815123899656981,1.0,0.022689048745712263,10.79760394691529,10.79760394691529,29.18314553884735,3.216072018128684,0.6146431143036243,0.3777861579608581,0.10731144137035037,0.0468693917948625,torch.float32,0,0.6146431146234235,0.3777861583539829,0.6146431143036243,0.3777861579608581,2.48473952524364e-08,1.955928450061058e-06,3.825656101758253e-12,False,0.9999999999979656,True,1,0,0,0,,,
2,c0,2,2,5,RECORDED,0.21499044015497393,0.2626679225430962,0.8184876100343019,0.03283349031788702,10.79760394691529,10.320504988517584,35.59570236127326,2.779509320883313,0.7442050339553082,0.5538411325644215,0.12993184664452972,0.06871135028976297,torch.float32,0,0.7442050335847614,0.5538411320128959,0.7442050339553082,0.5538411325644215,1.4319084584712982e-08,1.9646608722462566e-06,3.859892342935421e-12,False,0.9999999999960753,True,1,0,0,0,,,
2,c0,2,2,6,RECORDED,0.21523035693017564,0.35663855221261753,0.603497169879328,0.04457981902657719,10.79760394691529,10.220744261568498,39.344911662299204,2.6246864894760717,0.935744876288924,0.8756184735009737,0.1633730681962551,0.1086321042540384,torch.float32,0,0.9357448762870811,0.8756184734975248,0.935744876288924,0.8756184735009737,2.2118911147117615e-08,1.96350751840119e-06,3.855361774817998e-12,False,0.999999999997222,True,1,0,0,0,,,
2,c0,2,2,7,RECORDED,0.19429673900905614,0.5004206708609458,0.38826681294915233,0.06255258385761822,10.79760394691529,9.738117881551876,38.52063903136596,2.7456563855772194,1.292154170631817,1.6696624006811989,0.2255990887985651,0.2071438023168276,torch.float32,0,1.292154170661915,1.6696624007589815,1.292154170631817,1.6696624006811989,2.3748725652694702e-08,1.9918112850817974e-06,3.967312195379201e-12,False,0.9999999999889327,True,1,0,0,0,,,
2,c0,2,2,8,RECORDED,0.19397007394009622,1.0,0.19397007394009622,0.125,10.79760394691529,8.459341173544031,38.33663629967247,2.765595002995241,2.1409096739735833,4.583494232113675,0.3737845549902997,0.5686433513445085,torch.float32,0,2.1409096744534795,4.583494234168503,2.1409096739735833,4.583494232113675,1.955777406692505e-08,1.986773716861585e-06,3.947269802011997e-12,False,0.9999999999914424,True,1,0,0,0,,,
2,c0,2,3,4,RECORDED,0.17127147372327933,0.17127147372327933,1.0,0.021408934215409917,15.198377710796056,15.198377710796056,29.18314553884735,3.216072018128684,0.8271176762253434,0.684123650324412,0.1094130586912073,0.04907834580512594,torch.float32,0,0.8271176758457607,0.6841236496964929,0.8271176762253434,0.684123650324412,1.775333657860756e-08,1.9559246315246987e-06,3.825641164205028e-12,False,0.9999999999964697,True,1,0,0,0,,,
2,c0,2,3,5,RECORDED,0.20745998281340197,0.25033527414033896,0.8287285262767208,0.03129190926754237,15.198377710796056,14.419102282609177,35.48247792953668,2.7878106801004514,1.0014862920653964,1.0029747931948967,0.13247894658986534,0.07195240759605605,torch.float32,0,1.001486291816166,1.002974792695695,1.0014862920653964,1.0029747931948967,1.3853423297405243e-08,1.9645909538659988e-06,3.859617616012115e-12,False,0.9999999999971776,True,1,0,0,0,,,
2,c0,2,3,6,RECORDED,0.2078305107398047,0.33452604823871235,0.6212685434633187,0.041815756029839043,15.198377710796056,14.00628229796493,39.05502830328574,2.6429759541083673,1.2339045488554101,1.522520435686073,0.1632237766207323,0.10922409187657596,torch.float32,0,1.2339045486620916,1.522520435209,1.2339045488554101,1.522520435686073,1.650187186896801e-08,1.9638170481774874e-06,3.8565773987125405e-12,False,0.9999999999891337,True,1,0,0,0,,,
2,c0,2,3,7,RECORDED,0.19862771634005247,0.4804292315140838,0.41343803272351404,0.06005365393926047,15.198377710796056,13.046295650325456,38.70438565494425,2.740733054351876,1.692690344100006,2.865200601009397,0.2239130335241397,0.20554662279357258,torch.float32,0,1.6926903439358603,2.8652006004537007,1.692690344100006,2.865200601009397,2.270098775625229e-08,1.992643258516497e-06,3.970627155711244e-12,False,0.9999999999901485,True,1,0,0,0,,,
2,c0,2,3,8,RECORDED,0.21481031638346157,1.0,0.21481031638346157,0.125,15.198377710796056,10.848702264867246,38.93505389354125,2.723694785165187,2.8043894193418963,7.864600015316778,0.37097118457405537,0.5641985319286694,torch.float32,0,2.8043894195406516,7.864600016431552,2.8043894193418963,7.864600015316778,2.60770320892334e-08,1.987977823618116e-06,3.9520558271974215e-12,False,0.9999999999905095,True,1,0,0,0,,,
2,c0,2,4,4,RECORDED,0.15670752975118313,0.15670752975118313,1.0,0.01958844121889789,9.457020489734672,9.457020489734672,29.18314553884735,3.216072018128684,0.4801169250968616,0.2305122617644654,0.10784914515043395,0.046994945122150654,torch.float32,0,0.48011692518254967,0.230512261846746,0.4801169250968616,0.2305122617644654,2.2759195417165756e-08,1.955996945640295e-06,3.825924051354163e-12,False,1.0,True,1,0,0,0,,,
2,c0,2,4,5,RECORDED,0.1934864643877631,0.22944170760907437,0.8432924702488169,0.028680213451134296,9.457020489734672,9.064272603336896,35.451512965476056,2.790149680505721,0.5741983915181949,0.32970379282208223,0.12898275906332196,0.067217299121687,torch.float32,0,0.5741983915663077,0.3297037928773348,0.5741983915181949,0.32970379282208223,1.4842953532934189e-08,1.964362459007121e-06,3.858719870356503e-12,False,1.0,True,1,0,0,0,,,
2,c0,2,4,6,RECORDED,0.19667106739732784,0.30266120291812365,0.6498060058610537,0.037832650364765456,9.457020489734672,8.719186090396017,38.92657105173132,2.648695146804555,0.6986570412413483,0.488121661276115,0.1569400300479085,0.09951423195024255,torch.float32,0,0.6986570405995334,0.488121660379298,0.6986570412413483,0.488121661276115,2.452725311741233e-08,1.964247273889935e-06,3.858267352984043e-12,False,0.9999999999958082,True,1,0,0,0,,,
2,c0,2,4,7,RECORDED,0.21045655915596942,0.46444566792727404,0.45313493846372593,0.058055708490909255,9.457020489734672,7.9767595944202245,38.599965519519685,2.743707678958613,1.0215005658950291,1.0434634061238648,0.22946069393458163,0.21273274199126704,torch.float32,0,1.0215005655933185,1.0434634055074694,1.0215005658950291,1.0434634061238648,2.10711732506752e-08,1.992296800733076e-06,3.969246542211249e-12,False,0.9999999999966589,True,1,0,0,0,,,
2,c0,2,4,8,RECORDED,0.24267837930775651,1.0,0.24267837930775651,0.125,9.457020489734672,6.379756444265504,38.96102308444758,2.716513093534866,1.6772723768456916,2.813242626129596,0.37676737180375397,0.5735407818146527,torch.float32,0,1.677272377045307,2.8132426267992146,1.6772723768456916,2.813242626129596,2.6542693376541138e-08,1.986911671715574e-06,3.9478179911995775e-12,False,0.999999999990127,True,1,0,0,0,,,
2,c0,2,5,4,RECORDED,0.1442810205558261,0.1442810205558261,1.0,0.01803512756947826,5.786608626121514,5.786608626121514,29.18314553884735,3.216072018128684,0.26952383117848,0.07264309557312579,0.10666439555425167,0.044456639102970506,torch.float32,0,0.26952383162193577,0.07264309581216959,0.26952383117848,0.07264309557312579,1.4890247257426381e-08,1.956041938267804e-06,3.8261000642624675e-12,False,0.9999999999983545,True,1,0,0,0,,,
