W_sha256,age,alias,arm,at_batch,at_write_success,at_write_success_now_failure,batch,case_id,cohort,controller_influence_count,input_identity_sha256,margin,new_nll,overwrite_candidate,previous_failure_now_recovery,prompt_index,state_sha256,strict,success,true_nll
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,0,llama3-8b-inst,O_NATIVE,1,True,False,1,5979,1,0,c602ccd85e0788b47e3c1b6be94944402672f95298f8efe37edd8573ec48c4d9,12.652509721490787,0.0002536452084314078,False,False,0,0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,True,12.652763366699219
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,0,llama3-8b-inst,O_NATIVE,1,True,False,1,3620,1,0,b551f78ee82aea80095d52d8bd1cd3eefac500b4655ac4b5170ea19e84ba4950,7.388911762041971,0.0007433511782437563,False,False,0,0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,True,7.389655113220215
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,0,llama3-8b-inst,O_NATIVE,1,True,False,1,2115,1,0,c32e7e1110b049165aca4a0c0d41871c0ffe4d5f1af0fc1a4fcdfaf39704af9b,21.156648671021685,0.0011233931872993708,False,False,0,0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,True,21.157772064208984
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,0,llama3-8b-inst,O_NATIVE,1,True,False,1,15503,1,0,a56a57318d17422ae9e6a856d39853c8470358a3f6a6dab255d24ca7f7d74b3c,17.488800096092746,0.0016479019541293383,False,False,0,0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,True,17.490447998046875
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,0,llama3-8b-inst,O_NATIVE,1,True,False,1,403,1,0,1e765c15ada201e05cddf6fe82f733dfee6d6340df6c153809590bd4338e400f,13.844077163783368,0.0003270567976869643,False,False,0,0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,True,13.844404220581055
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,0,llama3-8b-inst,O_NATIVE,1,True,False,1,2879,1,0,56b3109a65ea7c1690d60ee3c54781163166229e1a3497de8cdf68b139371fbe,14.544212638575118,0.0003430254873819649,False,False,0,0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,True,14.5445556640625
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,0,llama3-8b-inst,O_NATIVE,1,True,False,1,4592,1,0,370ccd212076a56d62798d91ccbbc56ec296dba742961dc57b55d19259857395,19.434620194137096,0.0022599175572395325,False,False,0,0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,True,19.436880111694336
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,0,llama3-8b-inst,O_NATIVE,1,True,False,1,3098,1,0,d19d39b3550e9767b077511b2c11c2f5bfb3fd71b18bd0b9749d92b4604166f6,15.0573776261881,0.0062543852254748344,False,False,0,0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,True,15.063632011413574
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,0,llama3-8b-inst,O_NATIVE,1,True,False,1,6827,1,0,861a19b203a9e6bd4d348bb25b672b4e6a00e6ed969a8733d1decbd125d18d3d,20.04364870148129,0.00044919890933670104,False,False,0,0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,True,20.044097900390625
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,0,llama3-8b-inst,O_NATIVE,1,True,False,1,3557,1,0,9f60a698b3f06f24dbde28227352f850d20504d059611458ea8b062304ca57b3,11.303627170273103,0.0014894831692799926,False,False,0,0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,True,11.305116653442383
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,0,llama3-8b-inst,O_NATIVE,1,True,False,1,983,1,0,63fb4f6c7b78c4f68aca88ac4d5a602855616931ba1808229784cc01b2d2e64b,13.821661097696051,0.0036143234465271235,False,False,0,0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,True,13.825275421142578
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,0,llama3-8b-inst,O_NATIVE,1,True,False,1,10695,1,0,1719b190a48983bc229b9eb26de8112fa796db53155df0d33909f01c041a34b5,9.73395489482209,0.003159057814627886,False,False,0,0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,True,9.737113952636719
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,0,llama3-8b-inst,O_NATIVE,1,True,False,1,19830,1,0,89bbabf5df7f254c297bd58ad9cfd8fc4040dae9dc09cb6adef89aad81ea365d,12.91741190123139,0.00044050050200894475,False,False,0,0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,True,12.917852401733398
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,0,llama3-8b-inst,O_NATIVE,1,True,False,1,9198,1,0,b3f89d24f633cb00f0231f3a097731f9d9d57371330164efe915db4159853efd,13.005728609801736,0.0007010624394752085,False,False,0,0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,True,13.006429672241211
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,0,llama3-8b-inst,O_NATIVE,1,True,False,1,19033,1,0,5b9a3e0414ec6c0ca7230f1130fdd9a5582e4a0865431cdea87a8498dd71be54,10.00991400051862,0.004619996063411236,False,False,0,0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,True,10.014533996582031
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,0,llama3-8b-inst,O_NATIVE,1,True,False,1,15315,1,0,f643a2c98b515a8bada6cd8dc3d52f8eb41366ea791f51cc0846a9fa4f031219,12.260493515059352,0.02153945155441761,False,False,0,0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,True,12.28203296661377
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,0,llama3-8b-inst,O_NATIVE,1,True,False,1,3664,1,0,a0ca6d9aa06cefd88eb7369519fbc799f82b1c386c75b83a76030d7252233736,17.720031165590626,0.00021610308613162488,False,False,0,0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,True,17.720247268676758
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,0,llama3-8b-inst,O_NATIVE,1,True,False,1,17078,1,0,96dd660d159724fa32c2e4734f2b2d0175896c19db3c786a4770527bf50800a6,13.686078678816557,0.0005105622112751007,False,False,0,0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,True,13.686589241027832
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,0,llama3-8b-inst,O_NATIVE,1,True,False,1,14779,1,0,58e24ba6a62d2fea6c2d3a7c7ac8ed6bfd64bba2713eb017633ef199e5682ed5,12.091658922145143,0.0006491222884505987,False,False,0,0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,True,12.092308044433594
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,0,llama3-8b-inst,O_NATIVE,1,True,False,1,17394,1,0,61e119892a9dfabaac6d2456e8f922ee30a0cff7a6a3417ba975507f7d6974ef,19.33772498066537,0.000592890428379178,False,False,0,0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,True,19.33831787109375
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,0,llama3-8b-inst,O_NATIVE,1,True,False,1,20878,1,0,92d6ea7065eeb1ec84c274f3be5bb95a36744eb90c9b1643f28f0fec97283aa5,20.34732711644756,8.11782301752828e-05,False,False,0,0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,True,20.347408294677734
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,0,llama3-8b-inst,O_NATIVE,1,True,False,1,9983,1,0,0a7892b296ad8a59af5de0356b7f9bbc2681f34a8437f655bd3630fe6eff4360,11.216509111225605,0.0015485212206840515,False,False,0,0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,True,11.218057632446289
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,0,llama3-8b-inst,O_NATIVE,1,True,False,1,6907,1,0,72a93277b3d20ac3a9996a9a622e59f34920187bdeb66c0c2d23b91e928c9321,22.14803080999991,0.00032276666024699807,False,False,0,0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,True,22.148353576660156
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,0,llama3-8b-inst,O_NATIVE,1,True,False,1,6516,1,0,4e5122c7e8b4897eb67caa2ee6b5e56a9b0c2b7c8d92dc82f27d57d1d68cac3d,10.53148871526355,0.0005957497633062303,False,False,0,0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,True,10.532084465026855
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,0,llama3-8b-inst,O_NATIVE,1,True,False,1,19189,1,0,f11591579cabd561e6784c5ec0a05bc7d52092d144fdbb3d16752a4711f8b0da,5.852525646332651,0.007041519042104483,False,False,0,0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,True,5.859567165374756
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,0,llama3-8b-inst,O_NATIVE,1,True,False,1,9724,1,0,bd99ea28e24def0feedd93312f1eaaa2fbed86235065c76d947b0831fa37b78d,14.550021441624267,0.00025149996508844197,False,False,0,0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,True,14.550272941589355
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,0,llama3-8b-inst,O_NATIVE,1,True,False,1,18132,1,0,ed758e6662f2d37d90b6c48e422f23fbccee43ed7c54c3b7b1c400d27b2f744c,13.137935215781908,0.0005888396990485489,False,False,0,0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,True,13.138524055480957
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,0,llama3-8b-inst,O_NATIVE,1,True,False,1,18300,1,0,41962a5bde1a655390f22058fdc1808f3ca29037129808f0d98357a062e5f947,18.618483542755712,0.0006895071710459888,False,False,0,0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,True,18.619173049926758
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,0,llama3-8b-inst,O_NATIVE,1,True,False,1,21629,1,0,5d3462dd405b9f7abb86d6338db1df68a3c25c4291e0704f493f55069cc6a20a,15.813637079438195,0.0007740838918834925,False,False,0,0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,True,15.814411163330078
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,0,llama3-8b-inst,O_NATIVE,1,True,False,1,20095,1,0,a6709a7511bae3f37e0e4eb4aae90b4537193e35c85ffc63ed506a08ad20d153,10.43578101717867,0.0005183068569749594,False,False,0,0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,True,10.436299324035645
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,0,llama3-8b-inst,O_NATIVE,1,True,False,1,13443,1,0,ed33203564e60c826379634e210f9a2151a08e723c8f60dbdc01d1975b3a9698,12.542543379997369,0.0008077934035100043,False,False,0,0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,True,12.543351173400879
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,0,llama3-8b-inst,O_NATIVE,1,True,False,1,7665,1,0,ae31e5b951b0e138af7c7674f4eb41fdc310b10e84a935bf7b24cc80440f152c,18.533173702133354,0.0005310555570758879,False,False,0,0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,True,18.53370475769043
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,0,llama3-8b-inst,O_NATIVE,1,True,False,1,16343,1,0,86ab60d313e5df8e4b7425336a55a5771d18c794ecd25c75a9ee787dcaafb3c3,12.181603122502565,0.008507084101438522,False,False,0,0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,True,12.190110206604004
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,0,llama3-8b-inst,O_NATIVE,1,True,False,1,7446,1,0,fd56a10f71a70e35c2986947ced177fff29bf567c9b6cfe2661b929b11d2b6b9,16.107902295014355,0.00011467275908216834,False,False,0,0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,True,16.108016967773438
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,0,llama3-8b-inst,O_NATIVE,1,True,False,1,1399,1,0,23f2cb70a47f9e631c931463bf513a53fded4daaa08fb1b75ef6b57a622eb4b9,10.670174909406342,0.001254724687896669,False,False,0,0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,True,10.671429634094238
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,0,llama3-8b-inst,O_NATIVE,1,True,False,1,11858,1,0,a1bb39780de758a3180390bf302d5a23c4d922835b6d2865f9ad3f59d7dacfd2,17.575800788821653,0.0025874252896755934,False,False,0,0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,True,17.578388214111328
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,0,llama3-8b-inst,O_NATIVE,1,True,False,1,6326,1,0,145fc67256dc82c8cd38bea9a5e68cf00efe9c4d08cdaad5c8c33f12ac90b3ad,16.475104614219163,0.0005709686665795743,False,False,0,0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,True,16.475675582885742
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,0,llama3-8b-inst,O_NATIVE,1,True,False,1,15825,1,0,986b139173dbbe076be5a4a2f6979517cce55de67398ba4af2b64bb6265f2889,13.11330018506851,0.0013667537132278085,False,False,0,0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,True,13.114666938781738
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,0,llama3-8b-inst,O_NATIVE,1,True,False,1,378,1,0,090e59e4f71361e3c9e4dc9281ee0a96957a4106cbcacaa60e941692bb435682,13.976489793451037,0.0005104430601932108,False,False,0,0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,True,13.97700023651123
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,0,llama3-8b-inst,O_NATIVE,1,True,False,1,4737,1,0,8f2f1acf96e39216f3c17c0d74eadcc6edc7ff4bf50d75d2518afe6e8b430c56,17.251347319688648,0.004632218275219202,False,False,0,0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,True,17.255979537963867
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,0,llama3-8b-inst,O_NATIVE,1,True,False,1,10106,1,0,1ba4dc55328359020347277d17737325aa28eebc6072b2ba012d5e3d249b3825,18.76472034791368,0.00023326536756940186,False,False,0,0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,True,18.76495361328125
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,0,llama3-8b-inst,O_NATIVE,1,True,False,1,11321,1,0,04d93f51dea091f0a5e6749231f05cb2a9a3ff7f00dd3f6150db7d0cf0bbc149,18.18981526029529,0.0008185135084204376,False,False,0,0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,True,18.19063377380371
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,0,llama3-8b-inst,O_NATIVE,1,True,False,1,8764,1,0,86061bbe870e24c16abe180945c7cb3a9c70b1f3bc580a3fc6e257f0a602c979,21.204002362501342,0.00045015214709565043,False,False,0,0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,True,21.204452514648438
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,0,llama3-8b-inst,O_NATIVE,1,True,False,1,21830,1,0,36587556bc035141887bb11a95a09aed8b704432648706e7ef25dda1431f9e32,17.39631278649904,0.003671573242172599,False,False,0,0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,True,17.39998435974121
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,0,llama3-8b-inst,O_NATIVE,1,True,False,1,4949,1,0,ce68641dba7a5103e35bdd984edf7ba1cc0a74d572c4c733338fcbd7a50b1bc1,11.75041439163033,0.0005278385942801833,False,False,0,0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,True,11.75094223022461
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,0,llama3-8b-inst,O_NATIVE,1,True,False,1,1888,1,0,f5de68e5271e1da0590b45893c3b717ce5bbd2b451477038507fc5592b03118f,12.349029639852233,0.0010727847693488002,False,False,0,0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,True,12.350102424621582
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,0,llama3-8b-inst,O_NATIVE,1,True,False,1,13021,1,0,5f026eb4bda0fa5b446a6a262ac5770b00c784ef15f9b7248930172229e94aac,12.416340550000314,0.0007975496700964868,False,False,0,0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,True,12.41713809967041
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,0,llama3-8b-inst,O_NATIVE,1,True,False,1,6451,1,0,1b914851b0522bc5d4aac1bbeaf94bfb1ba4efb3229977b9de9373a7fa53a3c0,16.225773795042187,0.002175347413867712,False,False,0,0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,True,16.227949142456055
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,0,llama3-8b-inst,O_NATIVE,1,True,False,1,55,1,0,65af16045b0f3cbb5c5bee6c52eda2f7b1e6e8fd511a829f7ff7819049c4383d,10.571157218888402,0.0013821106404066086,False,False,0,0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,True,10.572539329528809
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,0,llama3-8b-inst,O_NATIVE,1,True,False,1,16855,1,0,7b6f3a23d4fed96ff6d38170ce780b83e083b5ddebfdd2b1ab8532f5fd82f309,15.295139378751628,0.0003632839070633054,False,False,0,0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,True,15.295502662658691
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,0,llama3-8b-inst,O_NATIVE,1,True,False,1,21482,1,0,15eded1f4affc589bdcc26fce14951bad6043abfc9ad1e049e242a987159ee04,6.982589714694768,0.0024375985376536846,False,False,0,0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,True,6.985027313232422
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,0,llama3-8b-inst,O_NATIVE,1,True,False,1,16417,1,0,8cfde64b34af1c8b142fe559e39bcac64339650ca18ecc7bab90457711a552df,9.141679988009855,0.00223042001016438,False,False,0,0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,True,9.14391040802002
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,0,llama3-8b-inst,O_NATIVE,1,True,False,1,6540,1,0,05c0aff19ae933207021f1f80f46b2b38c07f273df386b9652d244f14e375b55,11.594210104027297,0.0007920703501440585,False,False,0,0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,True,11.595002174377441
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,0,llama3-8b-inst,O_NATIVE,1,True,False,1,3935,1,0,59c5c74c358986433cbb69c5d4c8ac6f388f89489f6da121ee3bc84b99aa3927,13.622439882412436,0.00020549570035655051,False,False,0,0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,True,13.622645378112793
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,0,llama3-8b-inst,O_NATIVE,1,True,False,1,15909,1,0,64b6734c921c686967bfc41234df40dd3115b9567fef3a206ea651a32f1f035d,17.87821907585021,0.0006108802044764161,False,False,0,0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,True,17.878829956054688
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,0,llama3-8b-inst,O_NATIVE,1,True,False,1,11954,1,0,1b904d3e78b7f702b4ef3a212b232742ff6e5dd3a9b009e89550bebe341339ac,13.564242246837239,7.83174327807501e-05,False,False,0,0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,True,13.56432056427002
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,0,llama3-8b-inst,O_NATIVE,1,True,False,1,21163,1,0,cc1b77f7422ca08495ab80f5714527546848634d038bea820013d5814b958203,11.133614112157375,0.001328896265476942,False,False,0,0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,True,11.134943008422852
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,0,llama3-8b-inst,O_NATIVE,1,True,False,1,5996,1,0,ef007458974cdb6c217ae426191f0ef8249076b4397aa6b6489996bf7e22e7b8,14.599269954953343,0.00041952868923544884,False,False,0,0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,True,14.599689483642578
