identity,case_id,prompt_index,before_success,after_success,lost,gained,new_nll_delta,true_nll_delta,desired_margin_delta
b93527d8566e7443ff91c825400041e05a55751e5877b89080bb601e902bb161,5506,6,True,True,False,False,0.0,0.0,0.0
f5f155accebf4965cdf515c566d42a08477c7a0a2e3676209af64b587ee98cc3,5506,7,False,False,False,False,0.0,0.0,0.0
a81fb24f7c25e291a5ed2f1a74538a9822a8e2bb868f20b66b05d2849f89f30d,5506,8,True,True,False,False,0.0,0.0,0.0
e8df044226542e860539bc854e86ddc83f842f4001ccb01550f357851e9a29e5,5506,9,True,True,False,False,0.0,0.0,0.0
0061e769988ad66e1c045612d4ff7dcadc58ebdb52cafeac2d55dba3c10ea668,14521,0,True,True,False,False,0.0,0.0,0.0
15d7e5aafe67f816f4e7c344ab447b30e90818656bbf4fac166a6e431a277ee3,14521,1,True,True,False,False,0.0,0.0,0.0
efb3229d698ff29c559c6f4a056306f2f34289f8bbdefb0a77eff4cd79e24a9b,14521,2,True,True,False,False,0.0,0.0,0.0
97663a3df549af82035cf307482b3c7747823da2be77d91f0c62fca0232ca537,14521,3,True,True,False,False,0.0,0.0,0.0
7ccef0504a6194f8ea7c39d16a5ff5421a03678a0626480bce33aedbde9dd55a,14521,4,True,True,False,False,0.0,0.0,0.0
3a4f1207d056d2935e97985daf6fd032c3893187ba01bd945fbae26325019449,14521,5,True,True,False,False,0.0,0.0,0.0
1b99d967d41e02292cc8e66901b4721eea3cd8e6be9e1fef7d413240f50d7e6b,14521,6,True,True,False,False,0.0,0.0,0.0
0f2faddc46b0a8bd9be7a7b456a8417f212093f7dd573c778b521984ccc39f0b,14521,7,True,True,False,False,0.0,0.0,0.0
fd7a5166bd65e14ff069c92208772841edb28b3f4b937daa53dec51ab8ef6d04,14521,8,True,True,False,False,0.0,0.0,0.0
40008fcf93636e022c0c5b17409070a8a2757fb30f8d753d01a014b416b98393,14521,9,True,True,False,False,0.0,0.0,0.0
aedacd49ee50dd737e36bf28b6656adadbb9438d3831a79e04ad97d3a399eaf2,14349,0,False,False,False,False,0.0,0.0,0.0
ea617b0f8b5ee33cd75b8c40519e3717b486e51a24b686e2ab30d4070d2e152d,14349,1,True,True,False,False,0.0,0.0,0.0
2851d453d3c53c486c342f4c333c40fce42b4fd7109bfb20e336ffecaea4102b,14349,2,True,True,False,False,0.0,0.0,0.0
bf2fe05a9c3d02ac5efeb1adc5c0df5cbebe5049d421f559730866e944e318b4,14349,3,True,True,False,False,0.0,0.0,0.0
f2c1516bd424bf2f3ec1a5048ffe27223de1911beb65355ae02a04a524c8a4b9,14349,4,True,True,False,False,0.0,0.0,0.0
e934b3c4be3b351db91ac0a39b855d3fcb16fc88ff7b64656d74874b66bb6d44,14349,5,True,True,False,False,0.0,0.0,0.0
6bf572ac24a91d9d8f8de7427889bce8135293c1fac20c756b4e7678c6f77f9b,14349,6,True,True,False,False,0.0,0.0,0.0
b8d79f08820bf1e98ee28fd130455ecd9ed61af3e0dd10cb75231c558f164c90,14349,7,True,True,False,False,0.0,0.0,0.0
fd7ceb181295ec5ed931a15f3ff0e32b203c1ac392154c1f2aed89092d5a29db,14349,8,True,True,False,False,0.0,0.0,0.0
b2abcc737b74e863e9d9789b0e2d0029bcaf90b9dda06304ebde8ad957a03588,14349,9,False,False,False,False,0.0,0.0,0.0
655a4ae08abbbc6719384a05ef8003805750096da3a8d88497cca08941f0ce31,16334,0,True,True,False,False,0.0,0.0,0.0
bba36a8eabd424df00986bf0a02a29b81b1af9d5f23a2c141023c2bd6c6b6502,16334,1,True,True,False,False,0.0,0.0,0.0
5d9864a8ddbd31b6298313939e1205302abc2434fc6d0c3f7dd7a2d6793b1c3a,16334,2,True,True,False,False,0.0,0.0,0.0
7c48f029e2f44841c0720b1e58626371f617334b45b794e0f0e47c21c1d9dc25,16334,3,True,True,False,False,0.0,0.0,0.0
5349f073ad583c3544df889c75d7a461d2b37da378f728e245bbcedee264950e,16334,4,True,True,False,False,0.0,0.0,0.0
4acedc0587cb38d861f21d1a84eaabb90d89577cb39df526b916b034160269cd,16334,5,True,True,False,False,0.0,0.0,0.0
30877901a37a79318c49256b4f9c96c4b4c31f510c90ff56098ea8773ca9f28e,16334,6,True,True,False,False,0.0,0.0,0.0
446fb6c0345de911f54f26ff4bd1f0230151872248da700107f7e01e3fd99977,16334,7,False,False,False,False,0.0,0.0,0.0
00d2dfe668582e4de0c639bf9f29f1ad7503959caa1f3274368f987dcfd6d2cd,16334,8,True,True,False,False,0.0,0.0,0.0
2076f1514ab9a2ad88cf1bbc774bb9bf9da264ca895d20630128c7ceab23e764,16334,9,True,True,False,False,0.0,0.0,0.0
d5da4c0e82b4ff442ad317dee896f639bab5245c5a4e9e432c8aaac253474a71,6882,0,True,True,False,False,0.0,0.0,0.0
40d73ae6ebc2c2bdd65965299b3e8f73515e34f72be3a69c46232b4ca5986d60,6882,1,True,True,False,False,0.0,0.0,0.0
56ae46acaa94dd91c1fdc181ecdcaf2fdfa8f1ced66c1d64d578e204b0d332b8,6882,2,True,True,False,False,0.0,0.0,0.0
73b607b229b2c29b722ea7d32904df09c9a859ecab3e5fa44a2c70cd97bdcef7,6882,3,True,True,False,False,0.0,0.0,0.0
bdcdabb458c4848242bf56a966176296325d40439001093dfad6cb74bb6c0957,6882,4,True,True,False,False,0.0,0.0,0.0
aa8ff69f0d61e680dbb8f447ccea8bac41127552c7a6d6074aa05f817790becb,6882,5,True,True,False,False,0.0,0.0,0.0
570f909daf15d15ec4812dda537ac772ec653d5ec0a8c063a75c45217edb2c58,6882,6,True,True,False,False,0.0,0.0,0.0
0baaaffafeecd94350f71f2772acfb92a16fa183600635fc14622b9f031073d6,6882,7,True,True,False,False,0.0,0.0,0.0
ed74e5b1478efd6f45795ae012e94e10354fafce90502195253e80175a5690f5,6882,8,True,True,False,False,0.0,0.0,0.0
5fbe4273f5acb6418df3ea1b88123d1a684a4d0c7e78c3b75290537128708a0c,6882,9,True,True,False,False,0.0,0.0,0.0
9ef06f1e75a6f4f10b6c08b3538ed26c316477a492bb805cee081e5569965165,6620,0,False,False,False,False,0.0,0.0,0.0
c272029f4528204c62868d2279d3a9a4446545afa10edb124e55b3e4ddf6a4e0,6620,1,True,True,False,False,0.0,0.0,0.0
17fe9f36063585e8aea5048146338b2e9bab2fe5a2fa7b8716a7a52736f9d706,6620,2,False,False,False,False,0.0,0.0,0.0
a007d2750fa32aa5f3a1b509bdda78278f411421948fae917121296332d3e9d2,6620,3,True,True,False,False,0.0,0.0,0.0
9f7dcf9f513d32b2cfad8d40e17e3347383ec1780f24c39a173788fc940696ce,6620,4,True,True,False,False,0.0,0.0,0.0
4f7d8c486025ffc1151e7f45addc074daafcd61609d5f9cd0826d1634b72a9b3,6620,5,False,False,False,False,0.0,0.0,0.0
be4b813e2018612f53cf5c7e7bb72d6bccb7852876b8e38965109bd7a61d48b4,6620,6,True,True,False,False,0.0,0.0,0.0
73e0790bad8603e3d142a9226de8b9fec97aa8969f8b61edfbf0ad23e34a207b,6620,7,True,True,False,False,0.0,0.0,0.0
926a073635d83d07286b4503797b2aa34441fce63166070d0c826d1656420574,6620,8,True,True,False,False,0.0,0.0,0.0
2a3172eb38675aac935e585cf4882dc791c6580429bbbd98dfdd1d51d5196637,6620,9,True,True,False,False,0.0,0.0,0.0
cd712262f1f6b4814f1a564e5665e05d722d92b044c65ec053a1836afe72f3fd,5979,0,True,True,False,False,0.0,0.0,0.0
b8bc9f62691f4ac51b35e9429cbddcbd2c8f600b8705b1a1a023ab9e71724b60,5979,1,True,True,False,False,0.0,0.0,0.0
5f4b5c4e045ab88934e00a3edb274ef9a156a32ba3f637dc69c9624259a48663,5979,2,True,True,False,False,0.0,0.0,0.0
a9cbf937a11f02643411b569171672d2242c555fd0a07bf1f2bdf583797c4468,5979,3,False,False,False,False,0.0,0.0,0.0
c157dbb01f1c8ff48a104bcb64e4c1fc33195e5ee0f914f92d30dd551f4f22ae,5979,4,True,True,False,False,0.0,0.0,0.0
22accf45cccf086ddacca49344261f59c14fbff7b802f0276a91b9573d7597cb,5979,5,True,True,False,False,0.0,0.0,0.0
2a3a1755ebca0eb127269b986e5b2e414b6b8fa3bcb91fe813d99d6bd5a7e5db,5979,6,True,True,False,False,0.0,0.0,0.0
261b4600e0ad30c98a1b7a07c7d0655ea2e1550722585a54314dedd4a8e398e3,5979,7,True,True,False,False,0.0,0.0,0.0
e5a4b5ec24421481ef85846cd6b47099659a0e97c76d2fe4d8d995db7588f25f,5979,8,True,True,False,False,0.0,0.0,0.0
e23deb5f4ffb3e9eafdd667177c0360534a53ce9be11c012d45dea84fc5b28f3,5979,9,False,False,False,False,0.0,0.0,0.0
8c372dc5c68635babe37c0c70f5751ffddcfd27d797ab15574c559927199d537,3620,0,True,True,False,False,0.0,0.0,0.0
ecc4c117cfad5ddf4c79d7e0bc4f481b464a44e9dde31c3ea289cf8269d3ebb8,3620,1,True,True,False,False,0.0,0.0,0.0
0ba3bd79c596914f24a360801b45fcd64cfeaa73d3af6b5a8fae300647e27d68,3620,2,True,True,False,False,0.0,0.0,0.0
ce19d5e0d81a73ed60fb722943dd0b8d182d0047d0225386004b3aa741d7be2a,3620,3,True,True,False,False,0.0,0.0,0.0
d7902adc5ebe60530a30838f4e6396f0fcd068b124fc201dcd773823eb73b8a1,3620,4,True,True,False,False,0.0,0.0,0.0
d916d51f31b18b0341c5e782af7cbbf3c4b63e5567e3fb560294ea4786590bc0,3620,5,True,True,False,False,0.0,0.0,0.0
abedf378ae20e13d7c6c514d554e2132bf2a022b4c8758d2577207c876d42ff5,3620,6,True,True,False,False,0.0,0.0,0.0
81f6a42a911cb43435eb66254dd108675bcb355117bd17e43d14a5f596959366,3620,7,True,True,False,False,0.0,0.0,0.0
fd4703b745092977e8f19d012eb46f48db4f2f6e42d2b67693271ac2da129d11,3620,8,True,True,False,False,0.0,0.0,0.0
853b5829b300a61f873ea6e80d87f84bc6814a1d30faaf7197c92e26e229d9a9,3620,9,True,True,False,False,0.0,0.0,0.0
80a31e504587ee02fde889c7a69e21c5cd9003001faad5ac499c1b7d8e3530f4,2115,0,True,True,False,False,0.0,0.0,0.0
cee727826567fd30e281a4564a15a3452019db92586d960ace76d8e92db18763,2115,1,True,True,False,False,0.0,0.0,0.0
c548396be6ec5dbd2735d970bcb1b36c195a4a9b060b4a61bc37dfae84788230,2115,2,True,True,False,False,0.0,0.0,0.0
67246894c5510e153ca69575c470165eaf6f8dacb0409a004c04ab578a01a861,2115,3,False,False,False,False,0.0,0.0,0.0
dad0c5ae316f0ad8a28e0f77df7e7d17d38d0b5945166ceef6348e430018f350,2115,4,True,True,False,False,0.0,0.0,0.0
a011fc665fcceb74b3509affb4f52bb82a2415edd35d16eb0ca780a955dcd958,2115,5,True,True,False,False,0.0,0.0,0.0
82f222b91f6ec09356a519e8fed211b2dd0eee5633ed753ea25b9b7515765042,2115,6,True,True,False,False,0.0,0.0,0.0
71136e03215bc8fd7f1d3badd5c2a0f1b9e8f2b19a5a78d23e97dcd23b92b4cf,2115,7,True,True,False,False,0.0,0.0,0.0
cee8ecbdc2ad266c06cee3fb17eead59b2e22ff727e683d23ea8caeb25904d41,2115,8,True,True,False,False,0.0,0.0,0.0
9eefaf4fd064460b9bfa89b387678b70531a9a2ebe1145071afd9ff8c2aee5a2,2115,9,True,True,False,False,0.0,0.0,0.0
8e2ad4285cce29f1d91e0d6e753ea5b7a98b4d58f6b74af2caafe33e08326a7e,15503,0,True,True,False,False,0.0,0.0,0.0
db181e6f1deda9350875c9e9cf5d8c1cc2cababe22b1addf8e7e5648030b2cdc,15503,1,True,True,False,False,0.0,0.0,0.0
adbcb4d361d9ff2dd8bf0df92401b3f5291a6e3bfaaccb6268bb52ceb6f7660f,15503,2,False,False,False,False,0.0,0.0,0.0
234412397aef905ae6c6d7306b18242d2efd7326f78538039d4cf9a06ebce645,15503,3,True,True,False,False,0.0,0.0,0.0
3cd8539a77e36ae689b462e4984157780b49369494ad18b3c2c63b1d4be0c16d,15503,4,False,False,False,False,0.0,0.0,0.0
ca2dfe6c7c6cec4edec165446e93d9cfaaa51c1444dacf78eb5bcb6bdc8338c5,15503,5,False,False,False,False,0.0,0.0,0.0
cb98522fac7794587d56f2ba0d2bf5cef0e7e8ba7d7814f794a0b2ef65af8e43,15503,6,True,True,False,False,0.0,0.0,0.0
e6e088462a0df223fdefd231c9e936ad2c1e3441e1f2781392bc083df12b788c,15503,7,True,True,False,False,0.0,0.0,0.0
64ab2f7ed1bb3323da18cb56f0e37a99e8db619c16d0e37895ea08d4e198638a,15503,8,True,True,False,False,0.0,0.0,0.0
f7a0ebd863d57de11c1e307e5eeb008506801d9de041459a6763967cb0ad31f7,15503,9,True,True,False,False,0.0,0.0,0.0
df1b17290c1f6ad9cf8aee35e9a77d1ca3984c3b851c6d4e6105340022d18f89,403,0,True,True,False,False,0.0,0.0,0.0
9c827e686a2ac6a98c85309b8456b733b3f49c3ffa70db0f0fd90bf33e9b339d,403,1,True,True,False,False,0.0,0.0,0.0
e0f4b7272f668ec917b851d90c719494ca08d28a063adf4fbf18e381934f0c4a,403,2,True,True,False,False,0.0,0.0,0.0
1c1bc83cab52bdb10c96e2fe4a8fc540f571a333cbfdb0e19daad589468d152e,403,3,True,True,False,False,0.0,0.0,0.0
df5cc9847c64c2fc93267aa50bd2b5135653be34e2fe4fd0d60430804d4434f9,403,4,True,True,False,False,0.0,0.0,0.0
664cf61a97914c025417ce38efc3f2291aebc5d1685cd82772e310854dbf9c7f,403,5,True,True,False,False,0.0,0.0,0.0
1d035d47e30b73c1dd4d0872ab6d9b3fc536a428940775df1da1a6ae37c355fd,403,6,True,True,False,False,0.0,0.0,0.0
918c9cf8571d8d79a5f7b0291eee4cc2d96d611101ee96d29aaed8b4ca11f9c1,403,7,True,True,False,False,0.0,0.0,0.0
386af32851944726e22c8409f2458d6ec7ef8f43bfc8a816a80d6216d538a954,403,8,True,True,False,False,0.0,0.0,0.0
5f93fe10c042bc8e2060402437f2bb6688eada1c58495dc9f183b5bb6300159d,403,9,True,True,False,False,0.0,0.0,0.0
4cef16e0bcd2146a3b2a8f2674095a51a0fd7ca0337dad657b9b8663ff8568a0,2879,0,True,True,False,False,0.0,0.0,0.0
3e01d0bb9a6004a3370f3248a32419d256628d8ec37a75ea36d5a41a061305e2,2879,1,True,True,False,False,0.0,0.0,0.0
09bb818ac4b9386a753399ee585634fa0a4b47aefb6bb43395328db67250f8bf,2879,2,True,True,False,False,0.0,0.0,0.0
8ecabbcd6d34b3586edbe4fbed2e0728933e225cdb245ec0f86cb5b767fc0f53,2879,3,True,True,False,False,0.0,0.0,0.0
a3860435e18837ae1a98fc07d6edff730d305116571cd4b6be045e76be35010d,2879,4,True,True,False,False,0.0,0.0,0.0
e0a86df5f4b7635f4ca648bde5061a64479ce74ebc22a2bd4924a336e42ac00f,2879,5,True,True,False,False,0.0,0.0,0.0
855174640c64a946167ec51a110d49a3b6ef81bffe89ecf436c49a9ef758d19d,2879,6,True,True,False,False,0.0,0.0,0.0
fadc28c3342b88fdd2d0986f5290a9e1a63cb438551748b8b0d175f5f623eb5b,2879,7,True,True,False,False,0.0,0.0,0.0
1b27c4d75793a0f3aac17f28861afd841fb279dd17eae8274bba17bd7f8e8444,2879,8,True,True,False,False,0.0,0.0,0.0
e1a109ac60e9a066270ae2153eff2eb2d0fa17101dcc3eeb4c427bec80f0cd82,2879,9,True,True,False,False,0.0,0.0,0.0
291d7b45e66b334a816c792aad619b433cabee5a9d052413509b9349490fb063,4592,0,False,False,False,False,0.0,0.0,0.0
b28f1973dc4df806b8a884474fc0b5c95f68ff750908d881569fa21d440ea622,4592,1,False,False,False,False,0.0,0.0,0.0
146bf77eaee3fd8c822c8d99d7c9cfc7772ea28f3e10dc4d711243ab3ea5a5dc,4592,2,False,False,False,False,0.0,0.0,0.0
5c7cb2994781eb1a0da7469c4af3772f6d62069bba3d4bd71559467cee48ba97,4592,3,False,False,False,False,0.0,0.0,0.0
792465ce0a309dc8c29a1940340bec7246b37ce2a70bb97b0bcf5c75612987d7,4592,4,False,False,False,False,0.0,0.0,0.0
5d95ae92b2a72f634923ab9b09663226c37fd70e7b3d02a8c048ba9d8f9c7068,4592,5,False,False,False,False,0.0,0.0,0.0
509a421d5ceaff71516be1e6dee278a2adb59dbbeac10492710f0759be532492,4592,6,False,False,False,False,0.0,0.0,0.0
3bb458686a30ea9f830f05b4361094b4d9baff4e090784870478595d9875c8fe,4592,7,False,False,False,False,0.0,0.0,0.0
c33acf2f192028705b380c05a199b2599b6045c77d2a5ca66b35d62f05178c86,4592,8,False,False,False,False,0.0,0.0,0.0
1750006b9c6f037afe23ae816600589f0b4b31da648f449724be587ab142ca27,4592,9,False,False,False,False,0.0,0.0,0.0
a4e4835c4ab8f96e59e178cc468e43b6650fdb3b22d2e42798057c4863690eaf,3098,0,True,True,False,False,0.0,0.0,0.0
4a688ca6ce95d3d7791e10623329e529553114ddab4f0713848e75d401f74250,3098,1,True,True,False,False,0.0,0.0,0.0
adbd31a6b79f63586b83390865677351c0a86c1dbec94ce186a38c1f852d8b54,3098,2,False,False,False,False,0.0,0.0,0.0
d1fad2bae94c0c779b2a79af91e3e0fd704d5345e83c018fc904ddbb71477250,3098,3,True,True,False,False,0.0,0.0,0.0
c12e882b43f1a08ba314dec39e3a1d84bc59fe3968078fde70a737efe3b69fb0,3098,4,True,True,False,False,0.0,0.0,0.0
bd5c643e2732bb7036361a14078d749330117d6e1344004146bb7b6a52b69b87,3098,5,True,True,False,False,0.0,0.0,0.0
e8e56ba3442a97ed8000ea32f2167b6fc109cdcf3f9b7f1bbf9e9161c28f7c73,3098,6,True,True,False,False,0.0,0.0,0.0
cc256562eaca0c48ffcca5ad3c8c0decbf2368ee1547d476a9f6532072d963e9,3098,7,True,True,False,False,0.0,0.0,0.0
b1b4426c438bc908be3896e4b9d1abf614086ced8dec23dc270e9af70970218f,3098,8,True,True,False,False,0.0,0.0,0.0
b4d935b2a4d50ba61e51e9c2a97d150fa2023f355d91baeb133d9fe1bd45c8dc,3098,9,True,True,False,False,0.0,0.0,0.0
e0ecef9a87075a4820bc44b3f5753574d3685a4b7aeb8464f989f36f41cb0131,6827,0,True,True,False,False,0.0,0.0,0.0
5609b81a44e8d497c5906f188c8c4a71cffd9042b2efa4cf66cd2bb10b9e3f8f,6827,1,False,False,False,False,0.0,0.0,0.0
6ade452e72e7c5d4c92de4ae0bc37f68414d89a1a278632422ed7096755907a3,6827,2,True,True,False,False,0.0,0.0,0.0
16749307ab80fa2a5848648971e5c834e2a0d0fcf24c5b3660ef4eb1d31875d1,6827,3,True,True,False,False,0.0,0.0,0.0
5363a74ddb0fa5325b428cde3530c070b49fd6597eda90e5a710fb650e815132,6827,4,True,True,False,False,0.0,0.0,0.0
b69858b2dec16359d4463641d3e339cc4d566999f4d0380075718a2e11a4db36,6827,5,False,False,False,False,0.0,0.0,0.0
7c14142eed2020c0863f123509b27951bdccef018279766558ff9e2ad036c907,6827,6,True,True,False,False,0.0,0.0,0.0
15c3989b6f5912cf2e280576b0ae80627ccc0b079c3f631b812c9e368c2efb93,6827,7,True,True,False,False,0.0,0.0,0.0
579cb335bdbeb2463133044ae2ad988c27610787064f408a34d2fd3219210b5f,6827,8,True,True,False,False,0.0,0.0,0.0
7eafe95b997c7a86ed5a17a11a03404dbbf6dfa9fc5b21ddaa02ad51165f3d2f,6827,9,True,True,False,False,0.0,0.0,0.0
85e0c803088a72797aa5c64be64ec23883688d763e3b4a16bc62d547ed4b9e2b,3557,0,True,True,False,False,0.0,0.0,0.0
060e01d47090f2f3adee7597bda86479ec53d632535f35fc429e7ab2b6e767ce,3557,1,True,True,False,False,0.0,0.0,0.0
f86fb4a429dd25235dd7fc2b7ddc8ee2fd16e3d1c5d975431b9cf49a47f60c13,3557,2,True,True,False,False,0.0,0.0,0.0
32f629cf300c6fecb6fe506f3a9fa5b43e589c3adf4b6b837bc9f5e94f7aa239,3557,3,True,True,False,False,0.0,0.0,0.0
69db600686abd1f97c92392b9a963cb42f6811705068e8262405b76ebcf80c6f,3557,4,True,True,False,False,0.0,0.0,0.0
b5aeb2e66c7514569fae9de7d5a7645b6f76d3a308bedb2d50856d3191ca1775,3557,5,True,True,False,False,0.0,0.0,0.0
2827790dcd53b48be1efb8486545c21d2afcf0e5106d2b169c7212b9ebdbb641,3557,6,True,True,False,False,0.0,0.0,0.0
64581737741cd31c5ac3f9a6eadb64e460eb2f85453a470ee424f986864738f4,3557,7,True,True,False,False,0.0,0.0,0.0
5d2b28de88a55aba9397ef777673d854a029240aada649de82e19de1f9439c82,3557,8,True,True,False,False,0.0,0.0,0.0
3556f5aef1e1da23c352e701e67cb87b1b769c7397c2ceb2b158e1d5a1b7bf15,3557,9,True,True,False,False,0.0,0.0,0.0
4e563132d985643e7d6f7753a83a7cbd4440bbc505d08f2c6bd4d8b3ccaac4fe,983,0,True,True,False,False,0.0,0.0,0.0
ec7848a41b343744e24012cc2409e7cb6cb384e792aa1f5505203c8e46d57abb,983,1,True,True,False,False,0.0,0.0,0.0
766effa2d8c1825cc8c5b20bfe1f7125831bbd76b0000db4a6cad122e377f497,983,2,True,True,False,False,0.0,0.0,0.0
e5820951ced3ce13da170f12b9c778b01773900c89f8eca38f8d7a3683535fb6,983,3,True,True,False,False,0.0,0.0,0.0
