cell,arm,batch,request_sha256,metric,value
LM,ORBFH,9,b423b4d95b600fbfa331b7f73ac12437f41e46f8eabb4fb081891f9a77116ca4,rephrase_target_new_nll_mean,17.33076286315918
LM,ORBFH,9,b4b19dfffc8bddf9db504bc61a76c22ff14f45e35eba9bbecbbaf568dc7b78c4,rephrase_target_new_nll_mean,16.055671215057373
LM,ORBFH,3,7288b280f83041c4bfe8663812708e4472c3f064e69b8e83fb6d3b0fe2c8a72b,rephrase_target_new_nll_mean,16.01039457321167
LM,ORBFH,9,8aef44f7f1a82601feaf791b616cf5674e2bef932f498ca4863d962e45915456,rephrase_target_new_nll_mean,15.305047512054443
LM,ORBFH,3,f8d114c3c992b44ab02e6441d19978523001f46c3e25ad90c6e1484b72d78c7c,locality_target_true_nll_mean,13.1791166305542
LM,ORBFH,2,5edd0a7b2e06d9c525d9156bb83bdd8ab96e4c59ec37698812e5153907e41bad,locality_target_true_nll_mean,12.978787040710449
LM,ORBFH,10,da39090de18e94d6096abfd2482ae18e071bb9cfa281788afcc1a4ede2700fc1,locality_target_true_nll_mean,12.829579830169678
LM,ORBFH,3,0a454df331684fd4754c40ceea365198e2acc26afde0d5f4795a0c34ed032392,locality_target_true_nll_mean,12.24806318283081
LM,ORBFH,8,8852ab0f68fe6e7ffa8f807635668dd430dc593ab5c5b73985eaabb88fede7a0,locality_target_true_nll_mean,12.168625640869141
LM,JAC,6,3929d03d41d42056edb173a3422c9700b8c981e94566b33240d3d4a548e38f17,rewrite_target_new_nll,18.567924499511719
LM,JAC,6,83caed2e5c75f3a824fa9ed8f5e0170a2ce5ddc8377fa2e12153a7592d3bc9e1,rewrite_target_new_nll,18.187437057495117
LM,JAC,6,3bbc65af40d5f143e512dda23d884018f18504d7fe2e7394d35872aba5fe125b,rewrite_target_new_nll,17.508317947387695
LM,JAC,6,645a974b82b3193f28e9ffdeea91ff2c29a756d6f174a370316ebb4e80c82e9d,rewrite_target_new_nll,17.40534782409668
LM,JAC,6,fbfc7f8c81ef3c172fa8c5df13f871b80a96d5d379b9639a51684e5611919896,rewrite_target_new_nll,17.358753204345703
LM,JAC,6,4d71307f7f1eea8b3f0ba86b2e9ddc1721811bb17dab4ec11e4db987cf55d175,rephrase_target_new_nll_mean,18.963630676269531
LM,JAC,6,3929d03d41d42056edb173a3422c9700b8c981e94566b33240d3d4a548e38f17,rephrase_target_new_nll_mean,17.787308692932129
LM,JAC,2,6004734a3e907d0ad5784edce44262e127590447068af53de0b613f812596584,rephrase_target_new_nll_mean,16.537587642669678
LM,JAC,6,83caed2e5c75f3a824fa9ed8f5e0170a2ce5ddc8377fa2e12153a7592d3bc9e1,rephrase_target_new_nll_mean,15.879238605499268
LM,JAC,3,7288b280f83041c4bfe8663812708e4472c3f064e69b8e83fb6d3b0fe2c8a72b,rephrase_target_new_nll_mean,15.779449939727783
LM,JAC,10,da39090de18e94d6096abfd2482ae18e071bb9cfa281788afcc1a4ede2700fc1,locality_target_true_nll_mean,13.618731117248535
LM,JAC,3,f8d114c3c992b44ab02e6441d19978523001f46c3e25ad90c6e1484b72d78c7c,locality_target_true_nll_mean,13.087565374374389
LM,JAC,2,5edd0a7b2e06d9c525d9156bb83bdd8ab96e4c59ec37698812e5153907e41bad,locality_target_true_nll_mean,13.046875667572021
LM,JAC,8,8852ab0f68fe6e7ffa8f807635668dd430dc593ab5c5b73985eaabb88fede7a0,locality_target_true_nll_mean,12.327946758270263
LM,JAC,3,0a454df331684fd4754c40ceea365198e2acc26afde0d5f4795a0c34ed032392,locality_target_true_nll_mean,12.323135089874267
LA,O,7,f4d531ab45ea3741bd0116279493961b76f3e6491e3d5d4c5dcac34e34179af9,rewrite_target_new_nll,0.034764714539051056
LA,O,8,43b53093cce75d432b809f6544874cba1023f2dbfa2bd7eb547573a050119f34,rewrite_target_new_nll,0.021149234846234322
LA,O,8,62f8814ef0b1dac2e94300adf1a08c8097e649cbea7f17e52a88f4adf6008098,rewrite_target_new_nll,0.018841225653886795
LA,O,8,661e64c5dd58fc75ab4b69cb9b755354a375195a995d33e7307efc5ebfffc619,rewrite_target_new_nll,0.018142703920602798
LA,O,1,719bc0576defaa23049b37c5031acb62bc8db10d464ac03f6da1299e2cd3a5b7,rewrite_target_new_nll,0.017635326832532883
LA,O,2,6004734a3e907d0ad5784edce44262e127590447068af53de0b613f812596584,rephrase_target_new_nll_mean,16.269378185272217
LA,O,1,35bf1daae2dea57e75a545d92be2a5b950f31eba85989d792f9f262e54660b84,rephrase_target_new_nll_mean,13.939244747161865
LA,O,3,7288b280f83041c4bfe8663812708e4472c3f064e69b8e83fb6d3b0fe2c8a72b,rephrase_target_new_nll_mean,13.773256301879883
LA,O,1,23c1238dd9069718d334ae7f722280560776c5e930ea2fdbe0f4b20ca542081e,rephrase_target_new_nll_mean,13.202498435974121
LA,O,3,8b62da126c320ee8c8382166f83ac01b0a61b7cdc9dad5d1cfe059844c8ecd55,rephrase_target_new_nll_mean,12.499919891357422
LA,O,3,f8d114c3c992b44ab02e6441d19978523001f46c3e25ad90c6e1484b72d78c7c,locality_target_true_nll_mean,13.715834379196167
LA,O,6,c9308e948280a8df1108f6bfa5165432ccb8468c9ca24cbc6b909c4c00f402e9,locality_target_true_nll_mean,13.124338340759277
LA,O,2,5edd0a7b2e06d9c525d9156bb83bdd8ab96e4c59ec37698812e5153907e41bad,locality_target_true_nll_mean,12.783922576904297
LA,O,3,369369471c50d1993d2c0d3490f0767f3581eb43cdb65a3f86f84824f3a3ecb1,locality_target_true_nll_mean,12.599510860443115
LA,O,3,0a454df331684fd4754c40ceea365198e2acc26afde0d5f4795a0c34ed032392,locality_target_true_nll_mean,12.074779033660889
LA,QCL,1,719bc0576defaa23049b37c5031acb62bc8db10d464ac03f6da1299e2cd3a5b7,rewrite_target_new_nll,2.5847172737121582
LA,QCL,1,23c1238dd9069718d334ae7f722280560776c5e930ea2fdbe0f4b20ca542081e,rewrite_target_new_nll,0.21173736453056335
LA,QCL,10,4a3478ebda7b7e76337b68ce7ff5cd7dae87fb5c2b7c58c4c24fcc05069a8d74,rewrite_target_new_nll,0.19134986400604248
LA,QCL,6,3bbc65af40d5f143e512dda23d884018f18504d7fe2e7394d35872aba5fe125b,rewrite_target_new_nll,0.12111586332321167
LA,QCL,2,6004734a3e907d0ad5784edce44262e127590447068af53de0b613f812596584,rewrite_target_new_nll,0.1095796674489975
LA,QCL,1,35bf1daae2dea57e75a545d92be2a5b950f31eba85989d792f9f262e54660b84,rephrase_target_new_nll_mean,13.750924587249756
LA,QCL,3,7288b280f83041c4bfe8663812708e4472c3f064e69b8e83fb6d3b0fe2c8a72b,rephrase_target_new_nll_mean,13.56064510345459
LA,QCL,1,23c1238dd9069718d334ae7f722280560776c5e930ea2fdbe0f4b20ca542081e,rephrase_target_new_nll_mean,13.079136371612549
LA,QCL,2,6004734a3e907d0ad5784edce44262e127590447068af53de0b613f812596584,rephrase_target_new_nll_mean,12.92637300491333
LA,QCL,3,8b62da126c320ee8c8382166f83ac01b0a61b7cdc9dad5d1cfe059844c8ecd55,rephrase_target_new_nll_mean,12.915730476379395
LA,QCL,6,c9308e948280a8df1108f6bfa5165432ccb8468c9ca24cbc6b909c4c00f402e9,locality_target_true_nll_mean,13.779746532440186
LA,QCL,3,f8d114c3c992b44ab02e6441d19978523001f46c3e25ad90c6e1484b72d78c7c,locality_target_true_nll_mean,13.711508226394653
LA,QCL,2,5edd0a7b2e06d9c525d9156bb83bdd8ab96e4c59ec37698812e5153907e41bad,locality_target_true_nll_mean,12.892337799072266
LA,QCL,3,0a454df331684fd4754c40ceea365198e2acc26afde0d5f4795a0c34ed032392,locality_target_true_nll_mean,12.357308959960937
LA,QCL,8,8852ab0f68fe6e7ffa8f807635668dd430dc593ab5c5b73985eaabb88fede7a0,locality_target_true_nll_mean,12.045277309417724
LA,NQFIX,10,4a3478ebda7b7e76337b68ce7ff5cd7dae87fb5c2b7c58c4c24fcc05069a8d74,rewrite_target_new_nll,1.3945612907409668
LA,NQFIX,4,2271a8d1447526bd3b07024587e8074835842824df64467a21595479c87670c9,rewrite_target_new_nll,0.26919665932655334
LA,NQFIX,10,5294ae5324eabb19b0fff1b1abf320281dc7053daa67be959e25a6cded53c831,rewrite_target_new_nll,0.23796138167381287
LA,NQFIX,6,5ec143f8dddb7766f07a4730c12cb6a280461f137576280dc9f0d614b00eb2a0,rewrite_target_new_nll,0.2352544367313385
LA,NQFIX,8,57f4ee7a0cfd67c2583db96a6d31cfc5b7184958a5ea9196096f89f8d5dc8b8c,rewrite_target_new_nll,0.22254665195941925
LA,NQFIX,1,35bf1daae2dea57e75a545d92be2a5b950f31eba85989d792f9f262e54660b84,rephrase_target_new_nll_mean,14.150431156158447
LA,NQFIX,1,23c1238dd9069718d334ae7f722280560776c5e930ea2fdbe0f4b20ca542081e,rephrase_target_new_nll_mean,12.827364921569824
LA,NQFIX,3,8b62da126c320ee8c8382166f83ac01b0a61b7cdc9dad5d1cfe059844c8ecd55,rephrase_target_new_nll_mean,10.525591373443604
LA,NQFIX,3,a36d61a5a04b777e6d5fdfbb0188066e3ffa8655e414f1f64906b37709b462ca,rephrase_target_new_nll_mean,9.2614483833312988
LA,NQFIX,5,f3ba2c2245b37c605bce04bebcec812c51cf83b9f5305723e697a809e8d8701b,rephrase_target_new_nll_mean,9.2000329494476318
LA,NQFIX,6,c9308e948280a8df1108f6bfa5165432ccb8468c9ca24cbc6b909c4c00f402e9,locality_target_true_nll_mean,15.536320018768311
LA,NQFIX,4,69c85f90e4c3a8306921c8bcc8856835a6b1807eda6d628c40770c1531efbf23,locality_target_true_nll_mean,12.823538208007813
LA,NQFIX,2,5edd0a7b2e06d9c525d9156bb83bdd8ab96e4c59ec37698812e5153907e41bad,locality_target_true_nll_mean,12.776173496246338
LA,NQFIX,3,f8d114c3c992b44ab02e6441d19978523001f46c3e25ad90c6e1484b72d78c7c,locality_target_true_nll_mean,12.750882387161255
LA,NQFIX,3,0a454df331684fd4754c40ceea365198e2acc26afde0d5f4795a0c34ed032392,locality_target_true_nll_mean,12.242397880554199
LA,ORBFH,1,719bc0576defaa23049b37c5031acb62bc8db10d464ac03f6da1299e2cd3a5b7,rewrite_target_new_nll,2.7799336910247803
LA,ORBFH,1,23c1238dd9069718d334ae7f722280560776c5e930ea2fdbe0f4b20ca542081e,rewrite_target_new_nll,0.23783272504806519
LA,ORBFH,8,31ed46e93a121341a725a1e4896dca319b1c3b3f711d2b14343e4597cb01c616,rewrite_target_new_nll,0.12102513760328293
LA,ORBFH,1,dbf463ad5bb621bfe8a9a2c2319e02df1ad94daa27c797d0294c20d6f80a83f2,rewrite_target_new_nll,0.08968430757522583
LA,ORBFH,1,50d6505f4bf83bb005d91ac06d26b044492e5bbdd5ebf7ac3ad402fb8cc9e12c,rewrite_target_new_nll,0.07845548540353775
LA,ORBFH,3,7288b280f83041c4bfe8663812708e4472c3f064e69b8e83fb6d3b0fe2c8a72b,rephrase_target_new_nll_mean,13.922167778015137
LA,ORBFH,1,35bf1daae2dea57e75a545d92be2a5b950f31eba85989d792f9f262e54660b84,rephrase_target_new_nll_mean,13.766393661499023
LA,ORBFH,1,23c1238dd9069718d334ae7f722280560776c5e930ea2fdbe0f4b20ca542081e,rephrase_target_new_nll_mean,13.048301696777344
LA,ORBFH,3,8b62da126c320ee8c8382166f83ac01b0a61b7cdc9dad5d1cfe059844c8ecd55,rephrase_target_new_nll_mean,12.942470073699951
LA,ORBFH,9,b423b4d95b600fbfa331b7f73ac12437f41e46f8eabb4fb081891f9a77116ca4,rephrase_target_new_nll_mean,12.174442291259766
LA,ORBFH,3,f8d114c3c992b44ab02e6441d19978523001f46c3e25ad90c6e1484b72d78c7c,locality_target_true_nll_mean,13.660537433624267
LA,ORBFH,6,c9308e948280a8df1108f6bfa5165432ccb8468c9ca24cbc6b909c4c00f402e9,locality_target_true_nll_mean,13.410664367675782
LA,ORBFH,2,5edd0a7b2e06d9c525d9156bb83bdd8ab96e4c59ec37698812e5153907e41bad,locality_target_true_nll_mean,12.904414844512939
LA,ORBFH,3,0a454df331684fd4754c40ceea365198e2acc26afde0d5f4795a0c34ed032392,locality_target_true_nll_mean,12.373268413543702
LA,ORBFH,8,8852ab0f68fe6e7ffa8f807635668dd430dc593ab5c5b73985eaabb88fede7a0,locality_target_true_nll_mean,12.004546928405762
LA,JAC,5,21657d106092efa537fe62b9f21b9c35d06b472f15d2dd60b8988fe8c845584a,rewrite_target_new_nll,17.48457145690918
LA,JAC,5,663ae9123217413f4a6aa39ab1a2a57692593c52b7036655224c856f6aa5c139,rewrite_target_new_nll,17.328271865844727
LA,JAC,5,6dfd5df857b5268f808fcf0ad79f7d10b6b19d563d669ff4f33bfcf7d82131d1,rewrite_target_new_nll,17.211420059204102
LA,JAC,5,2bbbd38ed95cc7bc0d80d0a35f0c1b4ab3316051b8caf02bb00f162d037bbea6,rewrite_target_new_nll,16.914165496826172
LA,JAC,5,1e3b5e22d108f73a2ea06a7ec707339755483551dc6b4f1426dbcec379b8b9ea,rewrite_target_new_nll,16.366920471191406
LA,JAC,5,533bb754713d076aad1dfe77d075d5b28fbc3a86f65cdc2288c3023b869aa787,rephrase_target_new_nll_mean,15.744476318359375
LA,JAC,5,387909b995ac69f077c84226fcc41d231488d635407de8139e0afdbd2c54c581,rephrase_target_new_nll_mean,15.345912933349609
LA,JAC,5,1e3b5e22d108f73a2ea06a7ec707339755483551dc6b4f1426dbcec379b8b9ea,rephrase_target_new_nll_mean,15.215346336364746
LA,JAC,2,6004734a3e907d0ad5784edce44262e127590447068af53de0b613f812596584,rephrase_target_new_nll_mean,14.612235069274902
LA,JAC,5,3770ec7829bebecf582b665e42a8be4b72676216146d84ef0c0f9102ec1a9651,rephrase_target_new_nll_mean,14.488972663879395
LA,JAC,6,c9308e948280a8df1108f6bfa5165432ccb8468c9ca24cbc6b909c4c00f402e9,locality_target_true_nll_mean,15.381426048278808
LA,JAC,3,f8d114c3c992b44ab02e6441d19978523001f46c3e25ad90c6e1484b72d78c7c,locality_target_true_nll_mean,13.794727039337157
LA,JAC,2,5edd0a7b2e06d9c525d9156bb83bdd8ab96e4c59ec37698812e5153907e41bad,locality_target_true_nll_mean,12.977595710754395
LA,JAC,3,0a454df331684fd4754c40ceea365198e2acc26afde0d5f4795a0c34ed032392,locality_target_true_nll_mean,12.423844814300537
LA,JAC,8,8852ab0f68fe6e7ffa8f807635668dd430dc593ab5c5b73985eaabb88fede7a0,locality_target_true_nll_mean,12.086980819702148
QM,O,8,af66ed3714a102e1ed4481ef7fb5d422bfb3471808413ad77b3edb92f8d9a40d,rewrite_target_new_nll,4.6221489906311035
QM,O,9,c8759136267f7e6af3367ae9d6b1891b5f2533ffe01bc2ffb0d0de1cb8e9085e,rewrite_target_new_nll,4.1754260063171387
QM,O,3,007f14a1b3d01c68f5138bf26b4678b496444e46700959d7d702071a193bb801,rewrite_target_new_nll,1.8368937969207764
QM,O,10,0b26dfaa5397f0efef160bb16eb21f16d8475fb790c7727fd8a110b8ffc6d997,rewrite_target_new_nll,1.3725073337554932
QM,O,4,8ad0685bc0536be89daacb37190dd2c10e86f65fa4db67a085076d37c8e020cf,rewrite_target_new_nll,1.3685958385467529
QM,O,1,35bf1daae2dea57e75a545d92be2a5b950f31eba85989d792f9f262e54660b84,rephrase_target_new_nll_mean,10.942170143127441
QM,O,10,ae2c2659c1129749c105a1ebfb1a63c25f49981c938edbd2a3b6cc0e49fe38e5,rephrase_target_new_nll_mean,9.6010956764221191
QM,O,2,478cc128de4b77765054cceec8c26461c780b0287581bebc07ed906af44b37da,rephrase_target_new_nll_mean,9.0905799865722656
QM,O,10,c7594c7f806a8fe568b29ba124afe7cb60303ddf03cc4723490be4fa210f551c,rephrase_target_new_nll_mean,9.0257658958435059
QM,O,2,9261cdbe524af80cf109cf56bd643510c069692a9d7aab378c648ff5222e7eab,rephrase_target_new_nll_mean,9.008110523223877
QM,O,3,369369471c50d1993d2c0d3490f0767f3581eb43cdb65a3f86f84824f3a3ecb1,locality_target_true_nll_mean,16.433323478698732
QM,O,10,47d740e9a802fd5de0a1db01014109c685045bd928dcd0d67e1077f33c7a647b,locality_target_true_nll_mean,14.246096992492676
QM,O,6,645a974b82b3193f28e9ffdeea91ff2c29a756d6f174a370316ebb4e80c82e9d,locality_target_true_nll_mean,13.436398887634278
QM,O,8,8852ab0f68fe6e7ffa8f807635668dd430dc593ab5c5b73985eaabb88fede7a0,locality_target_true_nll_mean,12.959448051452636
QM,O,4,1800ea9155445e41b7a33c08bd3c4e7bbceaecdf5a90306119edc116a3405513,locality_target_true_nll_mean,12.764436817169189
QM,QCL,9,c8759136267f7e6af3367ae9d6b1891b5f2533ffe01bc2ffb0d0de1cb8e9085e,rewrite_target_new_nll,6.6433391571044922
QM,QCL,1,719bc0576defaa23049b37c5031acb62bc8db10d464ac03f6da1299e2cd3a5b7,rewrite_target_new_nll,3.4044120311737061
QM,QCL,1,d62d3daaa98597827218b56a25f7ae3bb2b223eaaf78b7acf4945a97a6ef323f,rewrite_target_new_nll,1.0307506322860718
QM,QCL,8,7949c7557ca2aaea00f9bc50cc6c55fcf3cc409ac6a160599d503a1a7c21a08b,rewrite_target_new_nll,0.72343146800994873
QM,QCL,6,93f4fe9bbf7974bf98b743b2f1307fd839bc6b2960fafd843cfe3eda879379b4,rewrite_target_new_nll,0.67901510000228882
QM,QCL,10,a863663b6a74ee45bfc91b53e16b002fb68ec3e688a5b5d98a74e13507053dd2,rephrase_target_new_nll_mean,12.553221702575684
QM,QCL,5,e5169c026fa64b6401357ac12888e22e15102e32c0293b522a6191a526c3992a,rephrase_target_new_nll_mean,10.23406982421875
QM,QCL,4,ea199e749bcc4a184f7467def4c7c2b0907c53713a7345e875b9227a4209120b,rephrase_target_new_nll_mean,10.180564880371094
QM,QCL,1,35bf1daae2dea57e75a545d92be2a5b950f31eba85989d792f9f262e54660b84,rephrase_target_new_nll_mean,9.8427238464355469
QM,QCL,3,5cac5aaecae524fa521b78f4907b4d11e411a0b2dc9886bacaa1def449c4fdd6,rephrase_target_new_nll_mean,9.1334142684936523
QM,QCL,3,369369471c50d1993d2c0d3490f0767f3581eb43cdb65a3f86f84824f3a3ecb1,locality_target_true_nll_mean,14.263805317878724
QM,QCL,6,0b2053b08db8fbee5048ded8f944756edee1bd4e1c0c195a6e8e353504763297,locality_target_true_nll_mean,13.412979459762573
QM,QCL,8,8852ab0f68fe6e7ffa8f807635668dd430dc593ab5c5b73985eaabb88fede7a0,locality_target_true_nll_mean,13.068557071685792
QM,QCL,6,645a974b82b3193f28e9ffdeea91ff2c29a756d6f174a370316ebb4e80c82e9d,locality_target_true_nll_mean,13.020570850372314
QM,QCL,6,1cfe090c9861932226bef865ff03923d860fb91023a5ebe93c3bab1a657257cb,locality_target_true_nll_mean,12.575511741638184
QM,NQFIX,9,e29de53513911a0a608790b663bc01be302b70ae5e7f8becbcffec76fa2b0d92,rewrite_target_new_nll,9.1301536560058594
QM,NQFIX,10,a75969e1dbf788fb6411c545098fe9cc27ca65a97d859e9d6dc2c66ebc5d7634,rewrite_target_new_nll,8.8596887588500977
QM,NQFIX,8,f49f3109a6b3dc7e973df56c56c03856916874617b0d34faf8c942caa1a8d5ee,rewrite_target_new_nll,8.7732200622558594
QM,NQFIX,8,2ee09ef903a6fac0c79c53c0465590b641da8f63d7cc702326c1760c80402f95,rewrite_target_new_nll,8.0459804534912109
QM,NQFIX,9,c8759136267f7e6af3367ae9d6b1891b5f2533ffe01bc2ffb0d0de1cb8e9085e,rewrite_target_new_nll,7.3023757934570312
QM,NQFIX,8,7949c7557ca2aaea00f9bc50cc6c55fcf3cc409ac6a160599d503a1a7c21a08b,rephrase_target_new_nll_mean,10.840724945068359
QM,NQFIX,1,35bf1daae2dea57e75a545d92be2a5b950f31eba85989d792f9f262e54660b84,rephrase_target_new_nll_mean,10.83098316192627
QM,NQFIX,8,2ee09ef903a6fac0c79c53c0465590b641da8f63d7cc702326c1760c80402f95,rephrase_target_new_nll_mean,10.602207660675049
QM,NQFIX,6,b4b6974268c3115c84323f0c2dcc461fb0ad2eb437f4792f4973c25fdf372cb7,rephrase_target_new_nll_mean,10.514412820339203
QM,NQFIX,8,0e52280eaa911bad52f77f921366c2722c116189855998e5e476ff258c402aaa,rephrase_target_new_nll_mean,10.456874370574951
