dynamic_layer_visit_count,factor_build_count,history_append_count,native_compute_z_bypassed_with_shared_fixed_z,native_creg_action_status,physical_write_count,resolution_stable_path_frobenius_squared,schema,sum_step_action_frobenius_squared,terminal_net_frobenius,terminal_net_frobenius_squared,adapter_dynamic_z_count,adapter_fixed_z_compute_count,adapter_fixed_z_recompute_count,adapter_inner_cache_mutation_count,adapter_inner_history_append_count,adapter_key_capture_count,adapter_layer_factorization_count,adapter_official_endpoint_count,adapter_solve_count,adapter_terminal_capture_count,adapter_terminal_finalize_count,jvp_attention_backend_switch_count,jvp_finite_difference_forward_count,jvp_jvp_call_count,jvp_model_forward_invocation_count,jvp_physical_write_count,jvp_temporary_direction_hook_count,jvp_wall_seconds,cell,arm,batch,endpoint_status,wall_seconds,model_forward_invocation_count,semantic_request_strict_count,semantic_tie_count,first_hit_prefix,cache_entry_width,cache_exit_width,raw_path,anchor_active_request_count,anchor_zero_request_count,anchor_zero_semantic_miss_count,anchor_zero_semantic_miss_policy,first_hit,jvp_call_count,key_capture_count,materialization_count,nonzero_action_visit_count,physical_euler_path_frobenius_length,resolution_stable_path_frobenius,step_count,terminal_capture_count,terminal_status,zero_action_visit_count,q_terminal_n,q_terminal_mean,q_terminal_median,q_terminal_q25,q_terminal_q75,q_terminal_p90,q_terminal_max
,20,0,,TELEMETRY_WITHHELD,1,60.527239137743884,orbode.arm-telemetry.v1,15.131809784435971,7.3626193298646117,54.208163396496019,0,0,0,0,0,20,20,0,20,41,1,0,0,0,0,0,0,0,LM,QCL,1,HORIZON_SEMANTIC_MISS,266.71810668054968,528,80,0,,0,0,/data/janghj/ODE-edit/local/state/orbode-sequential-b100x10-server4-v1/tech-r1/results/task-0/arm-QCL/batch-01.json,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,0,20,1,20,15.111489405404301,7.7799253940988331,20,20,HORIZON_SEMANTIC_MISS,0,100,0.38807591459578455,0.37923338616174729,0.35178876162973105,0.42381026235039249,0.45617143861642828,0.50699572096113721
,20,0,,TELEMETRY_WITHHELD,1,61.385243694925762,orbode.arm-telemetry.v1,15.346310923731441,7.3992049596282419,54.748234034587171,0,0,0,0,0,20,20,0,20,41,1,0,0,0,0,0,0,0,LM,QCL,2,HORIZON_SEMANTIC_MISS,242.927076282911,528,90,0,,0,0,/data/janghj/ODE-edit/local/state/orbode-sequential-b100x10-server4-v1/tech-r1/results/task-0/arm-QCL/batch-02.json,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,0,20,1,20,15.178662677591436,7.8348735596004202,20,20,HORIZON_SEMANTIC_MISS,0,100,0.37736703102713143,0.37351892964490518,0.34286839110255263,0.41456223063743908,0.43938453092898522,0.48111101846166882
,20,0,,TELEMETRY_WITHHELD,1,65.528444148378725,orbode.arm-telemetry.v1,16.382111037094681,7.6575629788602964,58.63827077521178,0,0,0,0,0,20,20,0,20,41,1,0,0,0,0,0,0,0,LM,QCL,3,HORIZON_SEMANTIC_MISS,257.38170521799475,528,90,0,,0,0,/data/janghj/ODE-edit/local/state/orbode-sequential-b100x10-server4-v1/tech-r1/results/task-0/arm-QCL/batch-03.json,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,0,20,1,20,15.685558116787103,8.0949641227357354,20,20,HORIZON_SEMANTIC_MISS,0,100,0.38296598719820574,0.38203504108847364,0.3448402298001978,0.41433224039896033,0.4326632934109978,0.52130989590788579
,20,0,,TELEMETRY_WITHHELD,1,67.778058832830482,orbode.arm-telemetry.v1,16.94451470820762,7.7759996272643805,60.466170203215782,0,0,0,0,0,20,20,0,20,41,1,0,0,0,0,0,0,0,LM,QCL,4,HORIZON_SEMANTIC_MISS,247.00742250401527,528,95,0,,0,0,/data/janghj/ODE-edit/local/state/orbode-sequential-b100x10-server4-v1/tech-r1/results/task-0/arm-QCL/batch-04.json,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,0,20,1,20,15.960628290710902,8.2327430928476382,20,20,HORIZON_SEMANTIC_MISS,0,100,0.37726648525564677,0.37369632499895067,0.34523851464188215,0.40234611323795721,0.4432720156833756,0.48247139138861445
,20,0,,TELEMETRY_WITHHELD,1,71.427324609929244,orbode.arm-telemetry.v1,17.856831152482311,7.9824032120649093,63.718761039984187,0,0,0,0,0,20,20,0,20,41,1,0,0,0,0,0,0,0,LM,QCL,5,HORIZON_SEMANTIC_MISS,244.23947046883404,528,98,0,,0,0,/data/janghj/ODE-edit/local/state/orbode-sequential-b100x10-server4-v1/tech-r1/results/task-0/arm-QCL/batch-05.json,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,0,20,1,20,16.368028633370358,8.4514687841776492,20,20,HORIZON_SEMANTIC_MISS,0,100,0.37397455159859694,0.37111825252922237,0.34484721899058018,0.40290937985808595,0.43579293648372525,0.46943281052248947
,20,0,,TELEMETRY_WITHHELD,1,75.229206935098247,orbode.arm-telemetry.v1,18.807301733774562,8.2115724580123697,67.429922233187298,0,0,0,0,0,20,20,0,20,41,1,0,0,0,0,0,0,0,LM,QCL,6,HORIZON_SEMANTIC_MISS,254.04140346124768,528,95,0,,0,0,/data/janghj/ODE-edit/local/state/orbode-sequential-b100x10-server4-v1/tech-r1/results/task-0/arm-QCL/batch-06.json,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,0,20,1,20,16.804343544810958,8.6734772113090983,20,20,HORIZON_SEMANTIC_MISS,0,100,0.38270301759326658,0.38481194293709697,0.34208478807900167,0.41871335597189752,0.4483472534550938,0.48153253856527611
,20,0,,TELEMETRY_WITHHELD,1,78.231184599982811,orbode.arm-telemetry.v1,19.557796149995703,8.3502099225758482,69.726005751084145,0,0,0,0,0,20,20,0,20,41,1,0,0,0,0,0,0,0,LM,QCL,7,HORIZON_SEMANTIC_MISS,242.56351193133742,528,98,0,,0,0,/data/janghj/ODE-edit/local/state/orbode-sequential-b100x10-server4-v1/tech-r1/results/task-0/arm-QCL/batch-07.json,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,0,20,1,20,17.119529780887088,8.8448394332504883,20,20,HORIZON_SEMANTIC_MISS,0,100,0.37193617341379936,0.37269841715063573,0.34497668912042062,0.39567387708020835,0.4201184865891599,0.45907670657042116
,20,0,,TELEMETRY_WITHHELD,1,86.631391405450444,orbode.arm-telemetry.v1,21.657847851362611,8.7837972561242523,77.155094236695945,0,0,0,0,0,20,20,0,20,41,1,0,0,0,0,0,0,0,LM,QCL,8,HORIZON_SEMANTIC_MISS,274.67227373365313,528,99,0,,0,0,/data/janghj/ODE-edit/local/state/orbode-sequential-b100x10-server4-v1/tech-r1/results/task-0/arm-QCL/batch-08.json,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,0,20,1,20,18.012617001733489,9.3075985842455857,20,20,HORIZON_SEMANTIC_MISS,0,100,0.37080299428285796,0.37510276371928353,0.34278907387306323,0.39672318067651569,0.42137006491145229,0.48142245252355592
,20,0,,TELEMETRY_WITHHELD,1,87.654190487736656,orbode.arm-telemetry.v1,21.913547621934164,8.8368870669391537,78.090573033836492,0,0,0,0,0,20,20,0,20,41,1,0,0,0,0,0,0,0,LM,QCL,9,HORIZON_SEMANTIC_MISS,264.50823074951768,528,98,0,,0,0,/data/janghj/ODE-edit/local/state/orbode-sequential-b100x10-server4-v1/tech-r1/results/task-0/arm-QCL/batch-09.json,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,0,20,1,20,18.126991237660022,9.3623816674891369,20,20,HORIZON_SEMANTIC_MISS,0,100,0.3706345583562593,0.37509733273014767,0.33792235938820681,0.40115154682397797,0.43312614613209621,0.47703335470918889
,20,0,,TELEMETRY_WITHHELD,1,95.057227795918749,orbode.arm-telemetry.v1,23.764306948979687,9.2061168516156933,84.752587485602447,0,0,0,0,0,20,20,0,20,41,1,0,0,0,0,0,0,0,LM,QCL,10,HORIZON_SEMANTIC_MISS,303.57590838242322,528,98,0,,0,0,/data/janghj/ODE-edit/local/state/orbode-sequential-b100x10-server4-v1/tech-r1/results/task-0/arm-QCL/batch-10.json,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,0,20,1,20,18.852299009870329,9.7497296268111331,20,20,HORIZON_SEMANTIC_MISS,0,100,0.36859655490661269,0.36607924761872668,0.33835535486677615,0.39542527422460194,0.42055309978653782,0.46742349917596526
,20,0,,TELEMETRY_WITHHELD,1,229.3954979352109,orbode.arm-telemetry.v1,57.348874483802724,12.989160780873862,168.71829779139165,0,0,0,0,0,20,20,0,20,41,1,0,0,0,0,0,0,0,LM,NQFIX,1,HORIZON_SEMANTIC_MISS,269.53864596504718,528,97,0,,0,0,/data/janghj/ODE-edit/local/state/orbode-sequential-b100x10-server4-v1/tech-r1/results/task-0/arm-NQFIX/batch-01.json,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,0,20,1,20,31.548928300195058,15.14580793273211,20,20,HORIZON_SEMANTIC_MISS,0,100,0.28932140661029543,0.28303509606415722,0.23715161693998069,0.32938621704693527,0.37084130968949319,0.69589608019389793
,20,0,,TELEMETRY_WITHHELD,1,238.92448618480049,orbode.arm-telemetry.v1,59.731121546200121,13.151911541960583,172.97277720755602,0,0,0,0,0,20,20,0,20,41,1,0,0,0,0,0,0,0,LM,NQFIX,2,HORIZON_SEMANTIC_MISS,295.69279126636684,528,98,0,,0,0,/data/janghj/ODE-edit/local/state/orbode-sequential-b100x10-server4-v1/tech-r1/results/task-0/arm-NQFIX/batch-02.json,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,0,20,1,20,31.966152088292784,15.457182349471086,20,20,HORIZON_SEMANTIC_MISS,0,100,0.26964622883171829,0.26325521490740161,0.22292072906366628,0.31038019731871158,0.3714125259694453,0.46179752199109747
,20,0,,TELEMETRY_WITHHELD,1,265.51515947751329,orbode.arm-telemetry.v1,66.378789869378323,13.875394259569031,192.52656585848123,0,0,0,0,0,20,20,0,20,41,1,0,0,0,0,0,0,0,LM,NQFIX,3,HORIZON_SEMANTIC_MISS,284.37816263176501,528,98,0,,0,0,/data/janghj/ODE-edit/local/state/orbode-sequential-b100x10-server4-v1/tech-r1/results/task-0/arm-NQFIX/batch-03.json,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,0,20,1,20,33.362404576138196,16.294635911167617,20,20,HORIZON_SEMANTIC_MISS,0,100,0.24893419579937304,0.24194655708683993,0.20829991733950709,0.29020739093777814,0.32175290467888451,0.39096295964323885
,20,0,,TELEMETRY_WITHHELD,1,295.66942554078179,orbode.arm-telemetry.v1,73.917356385195447,14.547345269226174,211.62525438207712,0,0,0,0,0,20,20,0,20,41,1,0,0,0,0,0,0,0,LM,NQFIX,4,HORIZON_SEMANTIC_HIT_OBSERVED,250.9015755802393,528,100,0,19,0,0,/data/janghj/ODE-edit/local/state/orbode-sequential-b100x10-server4-v1/tech-r1/results/task-0/arm-NQFIX/batch-04.json,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,0,20,1,20,34.823891781647738,17.195040725185322,20,20,HORIZON_SEMANTIC_HIT_OBSERVED,0,100,0.22863055466879798,0.22152207885122699,0.1864730322178545,0.26413974866410056,0.30509854144127002,0.38143469181171025
,20,0,,TELEMETRY_WITHHELD,1,339.99871954370855,orbode.arm-telemetry.v1,84.999679885927137,15.451807828199367,238.75836515960327,0,0,0,0,0,20,20,0,20,41,1,0,0,0,0,0,0,0,LM,NQFIX,5,HORIZON_SEMANTIC_MISS,250.81237262301147,528,99,0,,0,0,/data/janghj/ODE-edit/local/state/orbode-sequential-b100x10-server4-v1/tech-r1/results/task-0/arm-NQFIX/batch-05.json,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,0,20,1,20,36.994741251053469,18.439054193306895,20,20,HORIZON_SEMANTIC_MISS,0,100,0.21757560390812075,0.19734990713054412,0.16146976281621747,0.24046534600641734,0.27780931406840137,1.6025329231840921
,20,0,,TELEMETRY_WITHHELD,1,404.58596695921779,orbode.arm-telemetry.v1,101.14649173980445,16.828384007921748,283.19450831807643,0,0,0,0,0,20,20,0,20,41,1,0,0,0,0,0,0,0,LM,NQFIX,6,HORIZON_SEMANTIC_MISS,268.25835567060858,528,99,0,,0,0,/data/janghj/ODE-edit/local/state/orbode-sequential-b100x10-server4-v1/tech-r1/results/task-0/arm-NQFIX/batch-06.json,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,0,20,1,20,39.57063927877963,20.114322433510353,20,20,HORIZON_SEMANTIC_MISS,0,100,768.49013682618545,0.18342836875227331,0.14559927715779952,0.22380277378222019,0.259139771505145,76830.662503558633
,20,0,,TELEMETRY_WITHHELD,1,556.50349734957183,orbode.arm-telemetry.v1,139.12587433739296,19.480221014164712,379.47901076070451,0,0,0,0,0,20,20,0,20,41,1,0,0,0,0,0,0,0,LM,NQFIX,7,HORIZON_SEMANTIC_MISS,291.09466170240194,528,99,0,,0,0,/data/janghj/ODE-edit/local/state/orbode-sequential-b100x10-server4-v1/tech-r1/results/task-0/arm-NQFIX/batch-07.json,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,0,20,1,20,45.268618745721476,23.590326351061186,20,20,HORIZON_SEMANTIC_MISS,0,100,0.15695664634118026,0.14890710147094213,0.12100602034871434,0.19511958373231258,0.21917918920168375,0.25796705276278109
,20,0,,TELEMETRY_WITHHELD,1,759.82425123993141,orbode.arm-telemetry.v1,189.95606280998285,22.604751870259665,510.97480711600781,0,0,0,0,0,20,20,0,20,41,1,0,0,0,0,0,0,0,LM,NQFIX,8,HORIZON_SEMANTIC_MISS,287.86958942003548,528,95,0,,0,0,/data/janghj/ODE-edit/local/state/orbode-sequential-b100x10-server4-v1/tech-r1/results/task-0/arm-NQFIX/batch-08.json,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,0,20,1,20,51.856612751172158,27.564909781095448,20,20,HORIZON_SEMANTIC_MISS,0,100,0.13567741165984093,0.1302877823084872,0.10854451527614956,0.15489209392910258,0.18323771349960685,0.27886753382749802
,20,0,,TELEMETRY_WITHHELD,1,990.24940853193687,orbode.arm-telemetry.v1,247.56235213298422,25.735273668614298,662.30431079847233,0,0,0,0,0,20,20,0,20,41,1,0,0,0,0,0,0,0,LM,NQFIX,9,HORIZON_SEMANTIC_MISS,268.21116059087217,528,95,0,,0,0,/data/janghj/ODE-edit/local/state/orbode-sequential-b100x10-server4-v1/tech-r1/results/task-0/arm-NQFIX/batch-09.json,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,0,20,1,20,58.415255436146232,31.468228557259732,20,20,HORIZON_SEMANTIC_MISS,0,100,407.76739687791058,0.12153241981315245,0.1009591842049912,0.15283546111761639,0.18300172293387146,22533.503614332338
,20,0,,TELEMETRY_WITHHELD,1,1356.6423625848461,orbode.arm-telemetry.v1,339.16059064621152,30.268188959799573,916.16326290613279,0,0,0,0,0,20,20,0,20,41,1,0,0,0,0,0,0,0,LM,NQFIX,10,HORIZON_SEMANTIC_MISS,291.39779148437083,528,69,0,,0,0,/data/janghj/ODE-edit/local/state/orbode-sequential-b100x10-server4-v1/tech-r1/results/task-0/arm-NQFIX/batch-10.json,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,0,20,1,20,67.800776587307141,36.83262633297884,20,20,HORIZON_SEMANTIC_MISS,0,100,0.11447165678261186,0.10955980468826138,0.095325661924978392,0.1308909509529122,0.14791437233015162,0.19463926167402873
,20,0,,TELEMETRY_WITHHELD,1,88.022358654051075,orbode.arm-telemetry.v1,22.005589663512769,8.4611683087205396,71.591369148496796,0,0,0,0,0,20,20,0,20,41,1,0,0,20,20,0,20,24.658165657892823,LM,ORBFH,1,HORIZON_SEMANTIC_MISS,321.50833017844707,548,88,0,,0,0,/data/janghj/ODE-edit/local/state/orbode-sequential-b100x10-server4-v1/tech-r1/results/task-0/arm-ORBFH/batch-01.json,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,20,20,1,20,17.394751527932378,9.3820231642248189,20,20,HORIZON_SEMANTIC_MISS,0,100,0.32146890607660622,0.31407065270791507,0.28460425364653796,0.35907176236942295,0.39208767729267402,0.43812772987254206
,20,0,,TELEMETRY_WITHHELD,1,92.020074845928306,orbode.arm-telemetry.v1,23.005018711482077,8.5714209558468415,73.469257202330397,0,0,0,0,0,20,20,0,20,41,1,0,0,20,20,0,20,22.164749819785357,LM,ORBFH,2,HORIZON_SEMANTIC_MISS,293.55438974592835,548,94,0,,0,0,/data/janghj/ODE-edit/local/state/orbode-sequential-b100x10-server4-v1/tech-r1/results/task-0/arm-ORBFH/batch-02.json,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,20,20,1,20,17.787120381531306,9.5927094632292658,20,20,HORIZON_SEMANTIC_MISS,0,100,0.30468891986623947,0.30148534716747016,0.26652869451918909,0.33762913864365729,0.3656915755679257,0.43713377333256787
,20,0,,TELEMETRY_WITHHELD,1,101.8951620308827,orbode.arm-telemetry.v1,25.473790507720675,9.0722179260105253,82.305138097026727,0,0,0,0,0,20,20,0,20,41,1,0,0,20,20,0,20,27.054993667639792,LM,ORBFH,3,HORIZON_SEMANTIC_MISS,317.91234483290464,548,94,0,,0,0,/data/janghj/ODE-edit/local/state/orbode-sequential-b100x10-server4-v1/tech-r1/results/task-0/arm-ORBFH/batch-03.json,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,20,20,1,20,18.883318103966065,10.094313351134028,20,20,HORIZON_SEMANTIC_MISS,0,100,0.30238071674658312,0.30452940072371737,0.2596168928032902,0.33298779197468192,0.36586399841613187,0.44958423961952443
,20,0,,TELEMETRY_WITHHELD,1,106.11180872261824,orbode.arm-telemetry.v1,26.527952180654562,9.2395511223188951,85.369304941944364,0,0,0,0,0,20,20,0,20,41,1,0,0,20,20,0,20,24.71693364623934,LM,ORBFH,4,HORIZON_SEMANTIC_MISS,318.69951814878732,548,99,0,,0,0,/data/janghj/ODE-edit/local/state/orbode-sequential-b100x10-server4-v1/tech-r1/results/task-0/arm-ORBFH/batch-04.json,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,20,20,1,20,19.147035451254496,10.301058621453343,20,20,HORIZON_SEMANTIC_MISS,0,100,0.29393548176459028,0.29004545541106347,0.26116781185616245,0.32277667053025838,0.3535588476794651,0.44083871654575929
,20,0,,TELEMETRY_WITHHELD,1,115.72624226897501,orbode.arm-telemetry.v1,28.931560567243753,9.6611959497559923,93.33870717958159,0,0,0,0,0,20,20,0,20,41,1,0,0,20,20,0,20,24.728758953511715,LM,ORBFH,5,HORIZON_SEMANTIC_HIT_OBSERVED,308.05873006302863,548,100,0,20,0,0,/data/janghj/ODE-edit/local/state/orbode-sequential-b100x10-server4-v1/tech-r1/results/task-0/arm-ORBFH/batch-05.json,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,20,20,1,20,20.074398283396416,10.757613223618659,20,20,HORIZON_SEMANTIC_HIT_OBSERVED,0,100,0.28374928330119781,0.28225784879657712,0.25235012133904122,0.30676468996172812,0.35088114306451573,0.39014015577065203
,20,0,,TELEMETRY_WITHHELD,1,133.60092642994073,orbode.arm-telemetry.v1,33.400231607485182,10.338145069745199,106.87724348309698,0,0,0,0,0,20,20,0,20,41,1,0,0,20,20,0,20,25.245427343994379,LM,ORBFH,6,HORIZON_SEMANTIC_MISS,301.23088697716594,548,97,0,,0,0,/data/janghj/ODE-edit/local/state/orbode-sequential-b100x10-server4-v1/tech-r1/results/task-0/arm-ORBFH/batch-06.json,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,20,20,1,20,21.961792431710339,11.558586696908092,20,20,HORIZON_SEMANTIC_MISS,0,100,0.28155099867177363,0.2849285445566857,0.23917723771682062,0.31718949541819197,0.34083393903765852,0.3832833094061755
,20,0,,TELEMETRY_WITHHELD,1,143.29526581973326,orbode.arm-telemetry.v1,35.823816454933315,10.719518062474975,114.90806749172724,0,0,0,0,0,20,20,0,20,41,1,0,0,20,20,0,20,22.068284260109067,LM,ORBFH,7,HORIZON_SEMANTIC_MISS,279.88735471852124,548,99,0,,0,0,/data/janghj/ODE-edit/local/state/orbode-sequential-b100x10-server4-v1/tech-r1/results/task-0/arm-ORBFH/batch-07.json,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,20,20,1,20,22.503116716067233,11.970600060971599,20,20,HORIZON_SEMANTIC_MISS,0,100,0.26570785351077131,0.26473158146161968,0.23839063022310628,0.29174146420014857,0.31616850611558711,0.36439557135052608
,20,0,,TELEMETRY_WITHHELD,1,171.22192152014281,orbode.arm-telemetry.v1,42.805480380035704,11.697063491211104,136.82129431742371,0,0,0,0,0,20,20,0,20,41,2,0,0,20,20,0,20,30.499018235132098,LM,ORBFH,8,HORIZON_SEMANTIC_HIT_OBSERVED,391.46650470886379,725,100,0,14,0,0,/data/janghj/ODE-edit/local/state/orbode-sequential-b100x10-server4-v1/tech-r1/results/task-0/arm-ORBFH/batch-08.json,100,0,0,NONBLOCKING_SCIENTIFIC_OBSERVATION,,20,20,1,20,24.720761171135123,13.085179460754171,20,20,HORIZON_SEMANTIC_HIT_OBSERVED,0,100,0.25224282347439275,0.25596265364683823,0.22085215118258447,0.27630853855217236,0.30179286375193437,0.33202411614311372
