comparison,panel,metric,identity,case_id,prompt_index,before_success,after_success,loss,recovery,new_nll_delta,true_nll_delta,desired_margin_delta
A0_to_A-OS,Current100,RS,8ecb7d16229809eb5485cb0bbc4c0b892daf76efce342f81b2306352f0166c04,5617,0,True,True,False,False,0.005265144165605307,-0.7024068832397461,-0.7076720274053514
A0_to_A-OS,Current100,RS,e4fb69c32e27f838944a40c42722f18436ebcece196c6607456b8003229b3d93,17308,0,True,True,False,False,-0.004966653883457184,0.1665658950805664,0.1715325489640236
A0_to_A-OS,Current100,RS,2c73175e21771d57eed5fa5f0e6a2461c6370487757ca6adaaad7fc2939ba35c,16643,0,True,True,False,False,0.0012499243021011353,-0.16887855529785156,-0.1701284795999527
A0_to_A-OS,Current100,RS,2e55ef336c23b8515ddcf6246e2ba9b08436a660d6ae3abfaa010806306f34b3,11354,0,True,True,False,False,0.00918859988451004,-0.6187191009521484,-0.6279077008366585
A0_to_A-OS,Current100,RS,351ffea67556cefef231f3d9e9e94ea7606daf70a7166fe83492bbfd5fc1b748,14683,0,True,True,False,False,0.019449405372142792,-0.5630512237548828,-0.5825006291270256
A0_to_A-OS,Current100,RS,a98099f644eb41ff58ac0f417c28045fa5a7e142d38bb9d586de7090e7d2b971,11156,0,True,True,False,False,0.02254730463027954,0.1275472640991211,0.10499995946884155
A0_to_A-OS,Current100,RS,16dace884ea6ccb19818ae76e77fb3366b09d3f9ef5db38ac687126ab29a8cd0,6225,0,False,False,False,False,0.08626365661621094,0.032067060470581055,-0.05419659614562988
A0_to_A-OS,Current100,RS,9bb066fc2891ca60b743e36ac60477587d1a104e277e6ab947f3f4907c4ce9d3,18311,0,True,True,False,False,0.0025172329042106867,-1.5021839141845703,-1.504701147088781
A0_to_A-OS,Current100,RS,62f349415d880b7ab758928443dab88e1dc12e3257f6cb10e78d542c2d975b10,2827,0,True,True,False,False,0.00557166151702404,-1.1365108489990234,-1.1420825105160475
A0_to_A-OS,Current100,RS,cfe13a94eedc7b6a6627f1cfccd91da8298bc5636a32add78645c90161ab01a1,13137,0,True,True,False,False,0.04098889231681824,-0.7731766700744629,-0.8141655623912811
A0_to_A-OS,Current100,RS,ad7097c2de666663be671cc0ebf409b5234d2796a9458babac495316b2364f58,17628,0,True,True,False,False,0.009756222367286682,-0.4033946990966797,-0.41315092146396637
A0_to_A-OS,Current100,RS,8836fadd0d7e50680ac9d2cd30cd60e7d618c29ce2cd84e9d7e0ca8835ab0925,6125,0,True,True,False,False,0.10401185415685177,-0.7395162582397461,-0.8435281123965979
A0_to_A-OS,Current100,RS,97627f7d1d9b18cc2d536e52e78947dd77e651bbc8d25105bd75927e8df8aad1,17930,0,True,True,False,False,0.00706795509904623,-0.49193477630615234,-0.4990027314051986
A0_to_A-OS,Current100,RS,e67e61652e778ef3a8cfe57df668f8d7c78df5dfb9dbf80fba12fe3d42f5510a,19191,0,True,True,False,False,0.0014320369809865952,-0.4613990783691406,-0.4628311153501272
A0_to_A-OS,Current100,RS,381ab9504af8eb24929a853a14de93362a6f0fe35ef786597442b642381d23cc,8223,0,True,True,False,False,0.029571473598480225,-0.2267284393310547,-0.2562999129295349
A0_to_A-OS,Current100,RS,8bd997a3057881ddb4e998b2fa6ec5f5002e80019588574611c27a25c1e569ea,9627,0,True,True,False,False,9.866873733699322e-05,-0.17164039611816406,-0.17173906485550106
A0_to_A-OS,Current100,RS,e82b4d6e5ddec77c0d8fa1d3a977246d5db06d98fb3c5c22d207594b88f545dc,10783,0,True,True,False,False,0.01915639638900757,0.11086082458496094,0.09170442819595337
A0_to_A-OS,Current100,RS,04a7aa1c54c1a3d05073d60752573933c0164fa2536045a0a9d4b845f1ef32fb,21630,0,True,True,False,False,0.014139678329229355,-0.3512873649597168,-0.36542704328894615
A0_to_A-OS,Current100,RS,a2f3fe4dc7d41d3b18a7ce703eb3fc9a8f893fb695b5d3733861c82c88e14f32,3485,0,True,True,False,False,0.0724988654255867,0.01964426040649414,-0.05285460501909256
A0_to_A-OS,Current100,RS,d3afea0c92bcfbacbaa153da1f000a8a7d4aef72a17e3d2201e25cf1eafa4495,1684,0,True,True,False,False,0.03628051280975342,-1.2629766464233398,-1.2992571592330933
A0_to_A-OS,Current100,RS,694514c55ddb6e9736524cbe9dd0ae0348511b2dfdb23e67876a83a20b082d10,7580,0,True,True,False,False,0.0024274326860904694,-0.35640525817871094,-0.3588326908648014
A0_to_A-OS,Current100,RS,75815a4b13ace72563cf1f4f6f8cb9c4b2f763c3cdf45b6fdc4a3a16b7e2a847,12727,0,True,True,False,False,0.03318316489458084,-0.47936248779296875,-0.5125456526875496
A0_to_A-OS,Current100,RS,5ab52d1b9947e946a117cddb4eaab1e8317778c2af90f99e4590b288a9e74ecb,8776,0,True,True,False,False,0.010945364832878113,0.11632728576660156,0.10538192093372345
A0_to_A-OS,Current100,RS,bc66a1a2b367e0803dd89f7358c33942224212a270512ee389583c9353530235,8823,0,True,True,False,False,-0.020148277282714844,0.040508270263671875,0.06065654754638672
A0_to_A-OS,Current100,RS,5282d17faca2c4fdaaa97d354aeebb532358a9f5aaa4cbc4fd6e315601727a99,5771,0,True,True,False,False,0.012201722711324692,-0.48729610443115234,-0.49949782714247704
A0_to_A-OS,Current100,RS,1a68baad2ef59caf0966341315de2fb7f3fff3b88fc80402fa8c5e08800feae4,18565,0,True,True,False,False,0.008967212866991758,-0.542208194732666,-0.5511754075996578
A0_to_A-OS,Current100,RS,2dd45720f856830de182fe2ed4499628510a16a27efdc74668d0c3e887b9de80,7329,0,True,True,False,False,0.03457922674715519,-1.0806732177734375,-1.1152524445205927
A0_to_A-OS,Current100,RS,23f4d4414486130ee823816456660013e392e9967c62b47523d32e9ba2d071df,8098,0,True,True,False,False,0.0020779273472726345,-0.681330680847168,-0.6834086081944406
A0_to_A-OS,Current100,RS,432930faf89eb0a9eda0c73009ba4b582773b62b7b8e301b4685be96ed7c8644,14557,0,True,True,False,False,-0.19687604904174805,-0.7392578125,-0.542381763458252
A0_to_A-OS,Current100,RS,f7bc0b0c291286b9759e8e8ba21c9ce66dbee1c6d4f1f74966305c32e1648f24,16758,0,True,True,False,False,0.026518680155277252,-0.23957157135009766,-0.2660902515053749
A0_to_A-OS,Current100,RS,d6c9e6404613727198b5c3accf8ca4b11656d2cc51447cc350569de81e819605,14438,0,True,True,False,False,0.01844465732574463,0.02607250213623047,0.00762784481048584
A0_to_A-OS,Current100,RS,72a2f026568a0070050fcc76754bf2a3b914646792a9f2a9dc02bef959a86e2f,3161,0,True,True,False,False,0.0005218759179115295,-0.10885047912597656,-0.10937235504388809
A0_to_A-OS,Current100,RS,8380a0261bec51b46a6ea1a6adb40462bd7f7b0879e1b3e5b6379906996a04c0,4180,0,True,True,False,False,0.0050368402153253555,-0.19774150848388672,-0.20277834869921207
A0_to_A-OS,Current100,RS,c5c645ce42850e51edc0e32cce3604f526416b62fdcf1429cff0f39d3f9bf93f,7171,0,True,True,False,False,0.17723448574543,-1.3387737274169922,-1.5160082131624222
A0_to_A-OS,Current100,RS,829944ce573f86348180221509c9096d1cbe61911d1cdf2c6d5fee56e5dc825f,17435,0,True,True,False,False,0.05042461305856705,-0.8753433227539062,-0.9257679358124733
A0_to_A-OS,Current100,RS,90e94c066e3ad7ed252e68a46253e492002d546913dd7a90c086483186d1e297,6391,0,True,True,False,False,-0.11692988872528076,-1.235590934753418,-1.1186610460281372
A0_to_A-OS,Current100,RS,89da0ef158be3d9a7f0c0dec79848293410dcb31d596b88104aaaab18093475d,17787,0,True,True,False,False,0.000537751242518425,0.31211185455322266,0.31157410331070423
A0_to_A-OS,Current100,RS,edd8070b8c14f5c86e8db64efd1a4e2c270ce34e13de5a209dd544ffe3ccecfe,10515,0,True,True,False,False,0.0012877089902758598,0.0011806488037109375,-0.00010706018656492233
A0_to_A-OS,Current100,RS,b5952b271535227be62244e6629ba93d4b400656513e16563a1a58eb65cab5cc,11748,0,True,True,False,False,-0.04709113389253616,1.3897857666015625,1.4368769004940987
A0_to_A-OS,Current100,RS,b203feb542cfb1bb57a19093dd482852113cc671543936bd73ef161653e71db0,17389,0,True,True,False,False,6.0056219808757305e-05,-0.08490180969238281,-0.08496186591219157
A0_to_A-OS,Current100,RS,f7c6f6901d7d37a2d64410ce038199f5d1d9df0f511adf984b49f234cce99261,10070,0,True,True,False,False,0.011271964758634567,-0.32568359375,-0.33695555850863457
A0_to_A-OS,Current100,RS,586756bad46e6f7ac003aac49674cedc09ee4b9ff7559ef7d5cabbf77980e714,4792,0,True,True,False,False,0.0403783917427063,-0.7092962265014648,-0.7496746182441711
A0_to_A-OS,Current100,RS,2258088c181ebb68c3df79c58b7acfefdc2023bc35e1467fe6f46ca0095df084,13386,0,True,True,False,False,0.002933177864179015,-0.37067317962646484,-0.37360635749064386
A0_to_A-OS,Current100,RS,3bf481686d2c47085e9be580688d5eee9a92c88569b12328ee0679e7963184ca,11178,0,True,True,False,False,0.7496762275695801,1.0379829406738281,0.28830671310424805
A0_to_A-OS,Current100,RS,44af2a10170c9ddf2e026ee1d01598ef0fdbd80e5e12f4f7145053999e2018da,20771,0,True,True,False,False,0.06270133331418037,-1.9206504821777344,-1.9833518154919147
A0_to_A-OS,Current100,RS,7ff424dd8f5fa62a0b053c6948785fbfb8cec132eae3623515ebc6bc4ce7d9a0,21299,0,True,True,False,False,3.791111521422863e-05,-0.3060417175292969,-0.3060796286445111
A0_to_A-OS,Current100,RS,37c036e23e7a009c5c66848b47f2a2649d60a56db11f4f954fc2cb4f748814b4,2908,0,True,True,False,False,0.0003176917089149356,0.3207740783691406,0.3204563866602257
A0_to_A-OS,Current100,RS,7b25fa6e368b59fe3e12c39e2d52fc6623997f44304eb21cb2038227b9d62c87,17068,0,True,True,False,False,0.0006568513344973326,-0.5309514999389648,-0.5316083512734622
A0_to_A-OS,Current100,RS,b185e519d173d7277537cea70c863f2d2bb19d4838b4e499a5834e40a515b1d5,12230,0,True,True,False,False,0.016149673610925674,-1.3356857299804688,-1.3518354035913944
A0_to_A-OS,Current100,RS,d7844a1dd08927970643d08c40719537e547d2eadec3b2c467209ebdfc84ba7d,19068,0,True,True,False,False,0.005600126460194588,-0.2670717239379883,-0.27267185039818287
A0_to_A-OS,Current100,RS,e425d39664b71db0455151046b387b27f07e6067350d2aafeaea6af0346d551f,16823,0,True,True,False,False,0.031950950622558594,-1.2691144943237305,-1.301065444946289
A0_to_A-OS,Current100,RS,761a67364bac6ab8fb50e43c3146066209ba18cba98ba251aa7b920f12014701,2515,0,True,True,False,False,0.00019852770492434502,-0.3974313735961914,-0.39762990130111575
A0_to_A-OS,Current100,RS,2f09fbe16cccdbd67d4ae5daf6e7101f98f7de5d8307a88fefd76edd6a54e805,1057,0,True,True,False,False,0.0005287481471896172,-0.28143310546875,-0.2819618536159396
A0_to_A-OS,Current100,RS,d61e57e76c2ba53d609e00aa26cfb5dfbff8c43f67130faa8310abe3016389a1,13170,0,True,True,False,False,0.17403500713407993,-2.870032787322998,-3.044067794457078
A0_to_A-OS,Current100,RS,cac38389cdf935f0301efc6c641bb111ec8eee9a0b4eadfce88211bd7b2c0117,20011,0,True,True,False,False,4.1003171645570546e-05,-1.0941905975341797,-1.0942316007058253
A0_to_A-OS,Current100,RS,216cfd6174792c2ffd5dec5d522198560ef3a005cbf5ad994d292e2387ef4163,4087,0,True,True,False,False,0.002564431168138981,-0.3971290588378906,-0.3996934900060296
A0_to_A-OS,Current100,RS,5f1fcfe14d3b3db74b55eb3e8c28e44a1a1402ce07c289437154238a1f46a832,6438,0,True,True,False,False,0.00043117464520037174,-1.4235830307006836,-1.424014205345884
A0_to_A-OS,Current100,RS,21c4e08acb5eef38a00887cb8a86230090022245bcff36958d66857260b1621f,8334,0,True,True,False,False,0.008908153511583805,-0.7877159118652344,-0.7966240653768182
A0_to_A-OS,Current100,RS,9df3594898cdef2b2c0db7d69f3479528eac6b9086c9ecc25cce4b42fb1621b8,20902,0,True,True,False,False,-0.0003197789192199707,0.16194438934326172,0.1622641682624817
A0_to_A-OS,Current100,RS,3b997449af839024210c84c5b1a72d242a22d899ab56c047ba66c3934edf56a0,5429,0,True,True,False,False,0.11065024137496948,-0.0857853889465332,-0.19643563032150269
A0_to_A-OS,Current100,RS,5e1f51cf5d8a91c9e52f28aaf0d11b18b90190f3cd0e343f00dd2335613e096e,18611,0,True,True,False,False,0.0019431235268712044,-0.33928966522216797,-0.3412327887490392
A0_to_A-OS,Current100,RS,7f7ad0dd3e4f6b8d38bc84e3004b19fd0ede5fdb08126edb2f8cc27b60b53154,17754,0,True,True,False,False,0.0036126673221588135,-1.317704200744629,-1.3213168680667877
A0_to_A-OS,Current100,RS,49e0e8a5b08c8667319f4eecac9b898bd75e0fbd939188660982d20546c430de,17680,0,True,True,False,False,0.010910583660006523,-0.46990442276000977,-0.4808150064200163
A0_to_A-OS,Current100,RS,6695981a5187a8a15c174e0ca7f5a307445539945edba49669617a077c1b0b79,850,0,True,True,False,False,0.002479374408721924,-1.0923404693603516,-1.0948198437690735
A0_to_A-OS,Current100,RS,f63670888b57106cabf542166499b0262d3c6ba659e1bb79b0e8ae2bf85e8812,5147,0,True,True,False,False,0.07133494317531586,-0.9232244491577148,-0.9945593923330307
A0_to_A-OS,Current100,RS,5e2edc2f91fb4b54a4d7c7c998444d1f17716d52c318a04a827415905bb66aca,15860,0,True,True,False,False,0.011482229456305504,-1.304020881652832,-1.3155031111091375
A0_to_A-OS,Current100,RS,5373f17c582b925126c6b3e1f582be64b1a4bcd731043d511b714ee6d9926b17,2475,0,True,True,False,False,-0.0006362944841384888,-0.000858306884765625,-0.00022201240062713623
A0_to_A-OS,Current100,RS,bc42eeadb2dd2b2c02196f5f2a2e20ebf4783baa0e17719c6a3e62c70f483ac2,1740,0,True,True,False,False,0.07169008255004883,-1.7677907943725586,-1.8394808769226074
A0_to_A-OS,Current100,RS,f7cd1770b61fd0c685e258b99c811cc07061eda4436dc9145a3b7c74fa98e677,20050,0,False,False,False,False,0.15579462051391602,-0.2989950180053711,-0.4547896385192871
A0_to_A-OS,Current100,RS,dc05fae708fab8c084279e7bf19dae96d0516d1e3319f9f052e12e99744af8c2,14406,0,True,True,False,False,0.0037158746272325516,-0.5736570358276367,-0.5773729104548693
A0_to_A-OS,Current100,RS,027dd0746e333b294c0a5fe8fffad9b6a706717f021a271e62891c1ce54a2818,10173,0,True,True,False,False,0.014942687004804611,-0.1678318977355957,-0.18277458474040031
A0_to_A-OS,Current100,RS,a69897733a5e55169baf0593b8ac6f555e55391c276fe74a15a5f1f689977183,4679,0,True,True,False,False,0.0004475873429328203,0.2553730010986328,0.2549254137557
A0_to_A-OS,Current100,RS,0eac5209ddd83ed221d6de56fb9bbf8aa47599ef5f8021cbe4aaf0966db2dc32,11368,0,True,True,False,False,0.004246055148541927,-0.3908233642578125,-0.3950694194063544
A0_to_A-OS,Current100,RS,9645a97bacb2e0b99cd9044ac2c656ad8266798b29119d0e8ca9ec79d964dfb0,13460,0,True,True,False,False,0.0058934614062309265,-0.5869770050048828,-0.5928704664111137
A0_to_A-OS,Current100,RS,b1b5c74d31ff50552b171875c372a8fedfd79dd1dbdd502e26c6638e16a69a85,13158,0,True,True,False,False,0.010073827113956213,-0.7452583312988281,-0.7553321584127843
A0_to_A-OS,Current100,RS,3f952908dbd1f9ccfbff78804ef0cb92b2ab4c7039520e123f8fc3cdcb65ded8,13856,0,True,True,False,False,0.0545707568526268,-0.6639547348022461,-0.7185254916548729
A0_to_A-OS,Current100,PS,db247e3434c48b6ad1d4b5ac49bc423dfeb7396f62377637fcf465baa0ceca22,18246,0,True,True,False,False,0.10501241683959961,-0.17786121368408203,-0.28287363052368164
A0_to_A-OS,Current100,PS,60e105d4f2ee3957079155e28126d8355a8617df44c79f280b002bdc1f76d0eb,18246,1,True,True,False,False,0.7408219575881958,-0.11016082763671875,-0.8509827852249146
A0_to_A-OS,Current100,PS,5bbca10114f8f499e46beff57bbed395266495a0a9883a389820ca47b86d05f0,6208,0,True,True,False,False,0.1793205738067627,0.16078472137451172,-0.018535852432250977
A0_to_A-OS,Current100,PS,b00c4f43d6eeb41c439fd0ebb8c74b5f3b5b1ffabeb01393e9689a5bad148ec1,6208,1,True,True,False,False,0.000530861783772707,-0.14993762969970703,-0.15046849148347974
A0_to_A-OS,Current100,PS,d8d2dd2304524d2d097de7e2879305533abf2f325af38c34db2798a8c2092694,17272,0,True,True,False,False,0.024937830865383148,-0.5357885360717773,-0.5607263669371605
A0_to_A-OS,Current100,PS,b663d022b9a1e4e36e7de3171a40325156720746f9b7c145ca709c85744e7299,17272,1,True,True,False,False,0.014094829559326172,0.095184326171875,0.08108949661254883
A0_to_A-OS,Current100,PS,01848a5c7d4dd22f94fc4611951ee2c49754cd25390d217fadaa3711ae50dc7f,5149,0,True,True,False,False,0.012940704822540283,-0.1419544219970703,-0.1548951268196106
A0_to_A-OS,Current100,PS,34e909e5dd9b0813f9d837545695aeddfb70c3454433e43a89b8c5c64dbfebbb,5149,1,True,True,False,False,0.011410713195800781,-0.3293180465698242,-0.340728759765625
A0_to_A-OS,Current100,PS,552ab938570297e8b6efa50f1952aa1c2bf52bd42442fb572ef3529055dfb469,16709,0,True,True,False,False,0.03510579466819763,-0.03219032287597656,-0.0672961175441742
A0_to_A-OS,Current100,PS,27c2b99824d8351e6715f253f58d746cc508b22b710a0bb0b04f2ab4e41f76e4,16709,1,True,True,False,False,-0.11493611335754395,-0.251434326171875,-0.13649821281433105
A0_to_A-OS,Current100,PS,977637234e00457620cbde80f9941d175066af8fb289993dc32f1e3fd34e898f,17483,0,True,True,False,False,-0.1712961196899414,0.1313934326171875,0.3026895523071289
A0_to_A-OS,Current100,PS,63a98ee066f32c226418cec3737ad55e4ad3337beba5132b8574302141475c33,17483,1,True,True,False,False,0.0982728898525238,-0.3188796043395996,-0.4171524941921234
A0_to_A-OS,Current100,PS,c2474657fa701bf95c1cb2010f6c355dab39175444dcaf945a6d9858111305c3,9090,0,True,True,False,False,-9.053852409124374e-06,0.03520774841308594,0.03521680226549506
A0_to_A-OS,Current100,PS,b132a01bbd1ff6c4ad79d62e7e2e98db8fc3e2b14292b402c4496846f290a243,9090,1,True,True,False,False,0.002187497913837433,-0.1662139892578125,-0.16840148717164993
A0_to_A-OS,Current100,PS,d2b43ad46187bd82fb641d10b3b3e080e7eeaf188ee0f0b0ecdff7b16f567140,4395,0,True,False,True,False,0.18708038330078125,-0.07919120788574219,-0.26627159118652344
A0_to_A-OS,Current100,PS,0e665672c85625da15af4879bae84eca26e798d49366872f38812a388b8d960c,4395,1,True,True,False,False,0.469724178314209,0.06598567962646484,-0.40373849868774414
A0_to_A-OS,Current100,PS,f967b3899a2cbea1dbee0cc23a376efcb4adcf34a29dcf12abcbd1367be04969,14590,0,True,True,False,False,0.004226195625960827,-0.7113065719604492,-0.71553276758641
A0_to_A-OS,Current100,PS,493e57430f2d647088184e9fa5e15345ce52b59e45d2433f1cc5f89eedcae419,14590,1,True,True,False,False,-0.003945540636777878,-0.3233776092529297,-0.3194320686161518
A0_to_A-OS,Current100,PS,2ab6e107124d757f6548758f5076855d26befab21ce47b9b0c92074a0609bcf5,7812,0,True,True,False,False,0.2088523507118225,-0.10409688949584961,-0.3129492402076721
A0_to_A-OS,Current100,PS,979e7f086db87c1d2fe4b62853d31203022c981ef438ef3a94e2cab8b6c7f8f0,7812,1,True,True,False,False,-0.002052783966064453,0.4981684684753418,0.5002212524414062
A0_to_A-OS,Current100,PS,a856dea4de58a248bfdb4c7de8b223b780c30d4eeef82d14c1b1d183fb9bc9ec,821,0,True,True,False,False,-0.28214311599731445,-0.2980213165283203,-0.01587820053100586
A0_to_A-OS,Current100,PS,389c3a65ebf07b2d3c9c51a95fdc3a9f34fb8653abce38675114bc7a75498eef,821,1,True,True,False,False,-0.04754638671875,-0.12813282012939453,-0.08058643341064453
A0_to_A-OS,Current100,PS,c9353786d7c99d603e83c1a8c78bb0b062e6d5b5efef2575e943e79f8530f684,13931,0,True,True,False,False,0.04748570919036865,-0.06381416320800781,-0.11129987239837646
A0_to_A-OS,Current100,PS,fd1eae917c6f1e98bad67ce54aac67b84552a689d5cacc1a29b673b58078280b,13931,1,True,True,False,False,0.004276152700185776,-0.38346099853515625,-0.387737151235342
A0_to_A-OS,Current100,PS,c2c9528713cceb2e1c0bde669970ef7078a7d37adf1260af972f0d5aee95daac,11695,0,True,True,False,False,0.4451444149017334,0.1044912338256836,-0.3406531810760498
A0_to_A-OS,Current100,PS,40842a6b3816f07f9eb8066e618bb5041d63cdefd40b6f51ace65f15edac9998,11695,1,True,True,False,False,-0.10883378982543945,-0.1966695785522461,-0.08783578872680664
A0_to_A-OS,Current100,PS,4baf5a3d768d5b094e4fa346d41633cccbcbe26e6c19d0f16d88f14341cbe9f0,9277,0,True,True,False,False,0.06379422545433044,-0.1315174102783203,-0.19531163573265076
A0_to_A-OS,Current100,PS,3c11db3bae131f5177b1cc5d4045db7509ec038e13c89eed2333d230f9dc1108,9277,1,True,True,False,False,0.02749195694923401,-0.8036322593688965,-0.8311242163181305
A0_to_A-OS,Current100,PS,7f2a114237098e2d2612b87417f1fbdb799cffe9a7c5870c14c3dc76afba7f57,19560,0,True,True,False,False,0.04170522093772888,-0.33678627014160156,-0.37849149107933044
A0_to_A-OS,Current100,PS,627c06d8c296db0c5c57169cae4d6fe859d90b608162eafe7eccf96f5778ad4a,19560,1,True,True,False,False,-0.0349545031785965,0.3764219284057617,0.4113764315843582
A0_to_A-OS,Current100,PS,9bc6420ad27c1933e78420c9fc9c05bc06a378331bbdbb66ad539bf09e1a779e,3,0,False,False,False,False,-0.2809882164001465,0.0011106370948255062,0.282098853494972
A0_to_A-OS,Current100,PS,3777c4d71ab4733bc678cf800d99856639ec6d968468dee0eb41ae81d4b9ace1,3,1,False,False,False,False,-0.004488945007324219,0.024147063493728638,0.028636008501052856
A0_to_A-OS,Current100,PS,08fc31ce497a476642be27d59e7bc1a9c9b0edb53fef6dc0e414f09c51e2a459,18963,0,True,True,False,False,0.03808482736349106,-0.12218952178955078,-0.16027434915304184
A0_to_A-OS,Current100,PS,8aa6d848f1c083065ed4e2454190b839923d2e616c1ad369dbcff30392365216,18963,1,True,True,False,False,0.005426380783319473,-0.3548927307128906,-0.3603191114962101
A0_to_A-OS,Current100,PS,2769f0a6e96fe4dd9c4c9b5c7976f6fd1b32e1117b4f4c1cf52d165c140a9a95,17689,0,True,True,False,False,-0.05760478973388672,0.13986587524414062,0.19747066497802734
A0_to_A-OS,Current100,PS,af3eeb451040f625476528a62cbb2b6b8a8c80e7252145d043dfd23070fa0bb7,17689,1,True,True,False,False,0.18435150384902954,0.36800193786621094,0.1836504340171814
