accepted_z_rephrase_nll,accepted_z_rewrite_nll,case_index,cumulative_outer_entry_movement_norm,depth,global_target_update_ordinal,inner_index,inner_step_movement_norm,outer_step_index,request_index,target_objective_nll
"[0.16015625, 0.1142578125]",0.40625,1,1.6653789262819094,IL8-FULL,2,2,0.7244590528450501,0,1,0.8076974749565125
"[1.625, 4.21875]",2.046875,1,2.4268616407115484,IL8-FULL,2,2,1.4853619965764295,0,2,1.5789440870285034
"[7.25, 0.79296875]",0.73828125,1,2.618173335675807,IL8-FULL,2,2,1.5707910957949507,0,3,0.6175692081451416
"[0.349609375, 0.66015625]",0.310546875,1,1.0294827558483408,IL8-FULL,2,2,0.5570909265760624,0,4,0.3697948455810547
"[2.859375, 4.65625]",0.828125,1,1.9894023543778054,IL8-FULL,2,2,1.0346595911969858,0,5,0.7810389995574951
"[5.21875, 0.59765625]",2.1875,1,2.3673719993388205,IL8-FULL,2,2,1.5236969042473674,0,6,2.593581438064575
"[1.875, 0.19140625]",0.1748046875,1,2.0073859036421995,IL8-FULL,2,2,0.9769857390053337,0,7,0.5300621390342712
"[5.53125, 5.75]",8.1875,1,3.8008729512386483,IL8-FULL,2,2,2.479689467150779,0,8,7.09902286529541
"[6.125, 1.6875]",1.203125,1,3.4191803474863147,IL8-FULL,2,2,2.3713082266464838,0,9,1.1493726968765259
"[1.5625, 9.625]",0.234375,1,3.1084987642461543,IL8-FULL,3,3,1.205643036384617,0,0,0.5126886367797852
"[0.11669921875, 0.08984375]",0.0771484375,1,1.686584795856095,IL8-FULL,3,3,0.45846327880282645,0,1,0.2586655020713806
"[1.7578125, 4.96875]",0.53125,1,2.5701483546267165,IL8-FULL,3,3,0.8962363978342991,0,2,0.7820903062820435
"[6.53125, 0.3984375]",0.03759765625,1,2.710654610425589,IL8-FULL,3,3,0.35054312493212675,0,3,0.12050467729568481
"[0.162109375, 0.240234375]",0.162109375,1,1.1237987331627153,IL8-FULL,3,3,0.20990205007926016,0,4,0.21458643674850464
"[2.09375, 3.5]",0.328125,1,2.087437279763801,IL8-FULL,3,3,0.4433314552584851,0,5,0.326887845993042
"[6.21875, 1.5546875]",0.91796875,1,2.7900991412243132,IL8-FULL,3,3,1.4721623815181646,0,6,1.097714900970459
"[1.46875, 0.08935546875]",0.040771484375,1,2.0627849835626466,IL8-FULL,3,3,0.3008725845061191,0,7,0.13917264342308044
"[3.078125, 3.1875]",2.796875,1,5.1303036619149545,IL8-FULL,3,3,3.9893135124158983,0,8,2.6810615062713623
"[5.0625, 0.439453125]",0.08935546875,1,3.5434741073481066,IL8-FULL,3,3,0.6524041294995816,0,9,0.14881548285484314
"[1.28125, 9.5625]",0.30078125,1,3.1402934448210367,IL8-FULL,4,4,0.30245049872490554,0,0,0.36211246252059937
"[0.0849609375, 0.06640625]",0.047607421875,1,1.7130963562693178,IL8-FULL,4,4,0.15259458022918226,0,1,0.15773576498031616
"[0.6640625, 3.203125]",0.32421875,1,2.651900729497678,IL8-FULL,4,4,0.4613786683881364,0,2,0.3329651355743408
"[6.40625, 0.3671875]",0.0196533203125,1,2.7278437676654534,IL8-FULL,4,4,0.07108934581883378,0,3,0.07424496859312057
"[0.09765625, 0.1435546875]",0.10205078125,1,1.175992455762593,IL8-FULL,4,4,0.1265910101582962,0,4,0.1437317579984665
"[1.8515625, 3.484375]",0.177734375,1,2.137613596079524,IL8-FULL,4,4,0.19284100300181348,0,5,0.21164411306381226
"[4.375, 0.11181640625]",0.6484375,1,2.8873179451402597,IL8-FULL,4,4,0.6475751425065782,0,6,0.33164021372795105
"[1.296875, 0.0810546875]",0.0257568359375,1,2.081956617148464,IL8-FULL,4,4,0.08210214306115687,0,7,0.08673785626888275
"[1.65625, 0.79296875]",0.05859375,1,5.130303653003347,IL8-FULL,4,4,1.5364387364374004,0,8,0.18030568957328796
"[4.96875, 0.31640625]",0.060791015625,1,3.55470150528247,IL8-FULL,4,4,0.08779074403373854,0,9,0.09660925716161728
"[1.265625, 9.5625]",0.0751953125,1,3.229946080859511,IL8-FULL,5,5,0.3655379244650273,0,0,0.10378166288137436
"[0.06591796875, 0.0576171875]",0.024658203125,1,1.7395232498858395,IL8-FULL,5,5,0.15922788582016698,0,1,0.08129175007343292
"[0.3671875, 3.3125]",0.10791015625,1,2.697336036539059,IL8-FULL,5,5,0.3361148785542462,0,2,0.11579253524541855
"[6.21875, 0.27734375]",0.007781982421875,1,2.7455911790739216,IL8-FULL,5,5,0.07494730641818852,0,3,0.03646229952573776
"[0.06298828125, 0.06298828125]",0.05908203125,1,1.2383767931056975,IL8-FULL,5,5,0.14509141115595434,0,4,0.08530306816101074
"[1.5859375, 3.453125]",0.08984375,1,2.2030287640322,IL8-FULL,5,5,0.21364619724665684,0,5,0.11908109486103058
"[3.90625, 0.10107421875]",0.1826171875,1,2.928717965122027,IL8-FULL,5,5,0.3347774190106112,0,6,0.08022084087133408
"[1.140625, 0.0634765625]",0.016357421875,1,2.0999509325854087,IL8-FULL,5,5,0.08755836296768901,0,7,0.05547588691115379
"[1.3203125, 0.37109375]",0.013427734375,1,5.1303036578423775,IL8-FULL,5,5,0.1805381003568498,0,8,0.056886937469244
"[4.84375, 0.224609375]",0.03369140625,1,3.5667791866379575,IL8-FULL,5,5,0.09752314701232027,0,9,0.06265512108802795
"[1.1796875, 9.5625]",0.044189453125,1,3.2488246806893324,IL8-FULL,6,6,0.09471263177510271,0,0,0.07049566507339478
"[0.0576171875, 0.04736328125]",0.018310546875,1,1.7556265600523502,IL8-FULL,6,6,0.07418802069443246,0,1,0.061125196516513824
"[0.259765625, 3.203125]",0.0693359375,1,2.71361256401927,IL8-FULL,6,6,0.10567392377862214,0,2,0.08003704249858856
"[6.09375, 0.2490234375]",0.004608154296875,1,2.7520325955740903,IL8-FULL,6,6,0.03327601330872516,0,3,0.025787999853491783
"[0.045166015625, 0.0458984375]",0.039794921875,1,1.2714452645981564,IL8-FULL,6,6,0.07784879814769627,0,4,0.06703609228134155
"[1.4921875, 3.484375]",0.06201171875,1,2.2366469565392064,IL8-FULL,6,6,0.108675118629159,0,5,0.08266296982765198
"[3.6875, 0.07958984375]",0.1416015625,1,2.9368343475887806,IL8-FULL,6,6,0.07321069331811271,0,6,0.059628840535879135
"[1.0859375, 0.048095703125]",0.01141357421875,1,2.1098942979567203,IL8-FULL,6,6,0.05062809324153375,0,7,0.041539281606674194
"[1.265625, 0.314453125]",0.01025390625,1,5.130303660581553,IL8-FULL,6,6,0.05161545232970675,0,8,0.04154621437191963
"[4.75, 0.205078125]",0.025634765625,1,3.5731382268378846,IL8-FULL,6,6,0.05717996083064881,0,9,0.04906279593706131
"[1.09375, 9.5]",0.03173828125,1,3.261118769821739,IL8-FULL,7,7,0.06937635745377123,0,0,0.05151237174868584
"[0.046142578125, 0.0439453125]",0.01312255859375,1,1.769771480219741,IL8-FULL,7,7,0.06015467001280178,0,1,0.04739836975932121
"[0.2001953125, 3.203125]",0.048828125,1,2.727769243281849,IL8-FULL,7,7,0.07876623985222864,0,2,0.05761226266622543
"[6.03125, 0.21875]",0.0037689208984375,1,2.7561751865708466,IL8-FULL,7,7,0.025378545977381373,0,3,0.019445333629846573
"[0.03369140625, 0.031982421875]",0.03076171875,1,1.2996705705701035,IL8-FULL,7,7,0.0659717174967816,0,4,0.05274304747581482
"[1.3828125, 3.484375]",0.044677734375,1,2.2615840646911565,IL8-FULL,7,7,0.08135047791995606,0,5,0.062456827610731125
"[3.625, 0.0810546875]",0.11279296875,1,2.9432915686539918,IL8-FULL,7,7,0.05868207423110445,0,6,0.047100991010665894
"[1.015625, 0.05126953125]",0.01025390625,1,2.117832114954927,IL8-FULL,7,7,0.04087973879025838,0,7,0.035791270434856415
"[1.1640625, 0.26953125]",0.0081787109375,1,5.130303113149641,IL8-FULL,7,7,0.04067921683096441,0,8,0.03379508852958679
"[4.625, 0.16796875]",0.022216796875,1,3.578177332811513,IL8-FULL,7,7,0.04828379777508886,0,9,0.03966957703232765
"[0.7734375, 10.125]",0.0145263671875,1,0.4457199844240078,IL8-FULL,8,0,0.4457199844240078,1,0,0.0933343693614006
"[0.173828125, 0.1484375]",0.0107421875,1,0.043248822394722226,IL8-FULL,8,0,0.043248822394722226,1,1,0.052934180945158005
"[0.1650390625, 3.515625]",0.02294921875,1,0.04930542267821482,IL8-FULL,8,0,0.04930542267821482,1,2,0.06211646646261215
"[8.5625, 0.875]",0.0038909912109375,1,0.03496336456098999,IL8-FULL,8,0,0.03496336456098999,1,3,0.04051511734724045
"[0.0225830078125, 0.0185546875]",0.0174560546875,1,0.03979740989791041,IL8-FULL,8,0,0.03979740989791041,1,4,0.05446434020996094
"[1.265625, 4.59375]",0.04052734375,1,0.050879017932686024,IL8-FULL,8,0,0.050879017932686024,1,5,0.06463094800710678
"[6.34375, 0.072265625]",0.04345703125,1,0.06052466736677016,IL8-FULL,8,0,0.06052466736677016,1,6,0.07346703112125397
"[1.15625, 0.052490234375]",0.0072021484375,1,0.020308952820243094,IL8-FULL,8,0,0.020308952820243094,1,7,0.02919059619307518
"[2.53125, 0.73828125]",0.00726318359375,1,0.029748663503625677,IL8-FULL,8,0,0.029748663503625677,1,8,0.04011089727282524
"[5.4375, 0.69921875]",0.0250244140625,1,0.03305259293147981,IL8-FULL,8,0,0.03305259293147981,1,9,0.04644693061709404
"[0.75390625, 10.1875]",0.01141357421875,1,0.4930831839038423,IL8-FULL,9,1,0.10563851550228325,1,0,0.04769424349069595
"[0.1416015625, 0.10888671875]",0.00860595703125,1,0.10185949462075577,IL8-FULL,9,1,0.059912422642675316,1,1,0.03809729218482971
"[0.146484375, 3.53125]",0.0172119140625,1,0.11946547842125121,IL8-FULL,9,1,0.07030518934668055,1,2,0.04811198264360428
"[8.5625, 0.8046875]",0.002166748046875,1,0.08061932763185634,IL8-FULL,9,1,0.045856167064672194,1,3,0.023261934518814087
"[0.0196533203125, 0.01422119140625]",0.01336669921875,1,0.10139830707001228,IL8-FULL,9,1,0.06164429728713327,1,4,0.044902291148900986
"[1.1796875, 4.6875]",0.0277099609375,1,0.12392797864264901,IL8-FULL,9,1,0.0731511580269185,1,5,0.04719797521829605
"[6.15625, 0.054931640625]",0.039306640625,1,0.14122667506589315,IL8-FULL,9,1,0.0831520950608488,1,6,0.04667217656970024
"[1.1640625, 0.044921875]",0.0062255859375,1,0.05329975040327597,IL8-FULL,9,1,0.03303874937156147,1,7,0.024802273139357567
"[2.390625, 0.6015625]",0.005889892578125,1,0.07478130195878029,IL8-FULL,9,1,0.04509637559009171,1,8,0.03156369924545288
"[5.4375, 0.66015625]",0.02099609375,1,0.08557334853022674,IL8-FULL,9,1,0.052569964531724106,1,9,0.03768666833639145
"[0.6875, 10.0625]",0.00946044921875,1,0.5249920987258164,IL8-FULL,10,2,0.05670242268026511,1,0,0.0329197533428669
"[0.138671875, 0.10302734375]",0.006805419921875,1,0.14518897654661794,IL8-FULL,10,2,0.04529284915173191,1,1,0.02990233525633812
"[0.12109375, 3.546875]",0.01300048828125,1,0.17636319832939795,IL8-FULL,10,2,0.057199059446295074,1,2,0.03770715743303299
"[8.5625, 0.734375]",0.0016632080078125,1,0.10729304625834735,IL8-FULL,10,2,0.027655494105059308,1,3,0.01629140041768551
"[0.01483154296875, 0.0123291015625]",0.0101318359375,1,0.154533662050087,IL8-FULL,10,2,0.05338314702031907,1,4,0.035706859081983566
"[1.078125, 4.75]",0.02001953125,1,0.17947061682582224,IL8-FULL,10,2,0.05611242473079913,1,5,0.038857217878103256
"[6.09375, 0.053466796875]",0.025390625,1,0.19426234866063027,IL8-FULL,10,2,0.05548731622376395,1,6,0.03696918115019798
"[1.125, 0.045166015625]",0.00543212890625,1,0.0827342993406209,IL8-FULL,10,2,0.029486766436546574,1,7,0.022082677111029625
"[2.359375, 0.57421875]",0.004730224609375,1,0.11183110349371382,IL8-FULL,10,2,0.037301826847514874,1,8,0.025740865617990494
"[5.34375, 0.6640625]",0.0164794921875,1,0.13014255216333415,IL8-FULL,10,2,0.04480467867249479,1,9,0.031330790370702744
"[0.71875, 10.0]",0.007537841796875,1,0.5495310720030518,IL8-FULL,11,3,0.04058712747151827,1,0,0.025236565619707108
"[0.12353515625, 0.09375]",0.005889892578125,1,0.18047131424071833,IL8-FULL,11,3,0.03686692225627737,1,1,0.02644146792590618
"[0.10986328125, 3.640625]",0.01129150390625,1,0.22230540272991217,IL8-FULL,11,3,0.04648957809046366,1,2,0.030721066519618034
"[8.5625, 0.73046875]",0.00140380859375,1,0.12515855774336082,IL8-FULL,11,3,0.020085844386769105,1,3,0.012837576679885387
"[0.01263427734375, 0.01092529296875]",0.008544921875,1,0.19810682575697186,IL8-FULL,11,3,0.04402338376304852,1,4,0.03006325662136078
"[1.0625, 4.84375]",0.0181884765625,1,0.2265417839118512,IL8-FULL,11,3,0.047907494924601876,1,5,0.03028949722647667
"[6.0625, 0.0458984375]",0.0203857421875,1,0.23853001516450217,IL8-FULL,11,3,0.0455797100895874,1,6,0.02838602289557457
"[1.1171875, 0.038818359375]",0.0047607421875,1,0.10980172728666493,IL8-FULL,11,3,0.02722597575715218,1,7,0.018833409994840622
"[2.4375, 0.478515625]",0.0040283203125,1,0.14290932032034293,IL8-FULL,11,3,0.03157768913323982,1,8,0.02137114852666855
"[5.34375, 0.578125]",0.0142822265625,1,0.16843900538001147,IL8-FULL,11,3,0.038628081970387244,1,9,0.02695641480386257
"[0.69921875, 10.0625]",0.0064697265625,1,0.5689279967387739,IL8-FULL,12,4,0.032404333467740284,1,0,0.019688721746206284
"[0.123046875, 0.0869140625]",0.005279541015625,1,0.21279066701808486,IL8-FULL,12,4,0.03395144726295128,1,1,0.02276940457522869
"[0.10205078125, 3.59375]",0.00994873046875,1,0.2611524223744109,IL8-FULL,12,4,0.039446549810265484,1,2,0.02517259679734707
"[8.5625, 0.72265625]",0.00124359130859375,1,0.1399320627403231,IL8-FULL,12,4,0.016483740113401344,1,3,0.011796037666499615
"[0.0123291015625, 0.009033203125]",0.00732421875,1,0.2361144153992237,IL8-FULL,12,4,0.038601911800737174,1,4,0.026577619835734367
"[1.0703125, 4.84375]",0.01416015625,1,0.26439863068160574,IL8-FULL,12,4,0.03889240468157732,1,5,0.025293797254562378
"[5.9375, 0.04443359375]",0.018310546875,1,0.2733474310846551,IL8-FULL,12,4,0.03644829911250214,1,6,0.02396019920706749
"[1.0703125, 0.038818359375]",0.00421142578125,1,0.1338495547475919,IL8-FULL,12,4,0.024182526273369098,1,7,0.017142346128821373
"[2.359375, 0.48828125]",0.0032958984375,1,0.1694885128898072,IL8-FULL,12,4,0.02732162849795441,1,8,0.019834060221910477
"[5.375, 0.58203125]",0.0125732421875,1,0.20269217386534297,IL8-FULL,12,4,0.03461265233129374,1,9,0.022911570966243744
"[0.7109375, 10.0]",0.004974365234375,1,0.5847495345221851,IL8-FULL,13,5,0.026701157092707404,1,0,0.015849556773900986
"[0.109375, 0.08837890625]",0.004058837890625,1,0.24191266863932417,IL8-FULL,13,5,0.030879079559703888,1,1,0.018891071900725365
"[0.09033203125, 3.625]",0.00872802734375,1,0.29447706748520347,IL8-FULL,13,5,0.03413820315683677,1,2,0.02127903327345848
"[8.625, 0.71484375]",0.001007080078125,1,0.15414781813722125,IL8-FULL,13,5,0.01599737625762213,1,3,0.0097279641777277
"[0.01092529296875, 0.0079345703125]",0.00579833984375,1,0.2713736872734158,IL8-FULL,13,5,0.03604364994662528,1,4,0.02325950562953949
"[0.90625, 4.8125]",0.0113525390625,1,0.29750097737393855,IL8-FULL,13,5,0.03430257285083143,1,5,0.022023629397153854
"[5.90625, 0.04248046875]",0.0166015625,1,0.3041863216734991,IL8-FULL,13,5,0.03249399208011047,1,6,0.01934613659977913
"[1.0234375, 0.03466796875]",0.0040283203125,1,0.1569184479786488,IL8-FULL,13,5,0.023247858976521735,1,7,0.01537393033504486
"[2.296875, 0.435546875]",0.00323486328125,1,0.19521077412879845,IL8-FULL,13,5,0.026776026361072378,1,8,0.01673083007335663
"[5.3125, 0.5546875]",0.0111083984375,1,0.2332674091516701,IL8-FULL,13,5,0.031071878108864,1,9,0.018961194902658463
"[0.6484375, 9.9375]",0.00543212890625,1,0.5967148628836154,IL8-FULL,14,6,0.021603793978939554,1,0,0.01366550475358963
"[0.12255859375, 0.08203125]",0.00408935546875,1,0.2659105416869858,IL8-FULL,14,6,0.0257495407057799,1,1,0.01743706315755844
"[0.091796875, 3.625]",0.0076904296875,1,0.32272452284124975,IL8-FULL,14,6,0.029004458234743163,1,2,0.018548358231782913
"[8.5625, 0.703125]",0.00099945068359375,1,0.16588135287991088,IL8-FULL,14,6,0.013259731624459526,1,3,0.008579973131418228
"[0.0096435546875, 0.00689697265625]",0.00494384765625,1,0.3020641031439377,IL8-FULL,14,6,0.031703949767443465,1,4,0.020247388631105423
"[0.88671875, 4.8125]",0.01043701171875,1,0.3262903583160805,IL8-FULL,14,6,0.03001938573747617,1,5,0.01885424181818962
"[5.84375, 0.039306640625]",0.0150146484375,1,0.3288411940980054,IL8-FULL,14,6,0.026369815621926983,1,6,0.017064012587070465
"[1.015625, 0.0341796875]",0.0036468505859375,1,0.17767761718378794,IL8-FULL,14,6,0.02095548891488018,1,7,0.013879990205168724
"[2.234375, 0.38671875]",0.0026397705078125,1,0.2166427000649677,IL8-FULL,14,6,0.022715685619012976,1,8,0.01482400856912136
"[5.28125, 0.55078125]",0.00970458984375,1,0.25858612339159004,IL8-FULL,14,6,0.02584512014117756,1,9,0.017641283571720123
"[0.6484375, 10.0625]",0.004791259765625,1,0.6069566600255848,IL8-FULL,15,7,0.01915660148084661,1,0,0.011069806292653084
"[0.10888671875, 0.08056640625]",0.0035858154296875,1,0.28883768811033317,IL8-FULL,15,7,0.024443649717215583,1,1,0.01500723510980606
"[0.08154296875, 3.5625]",0.00726318359375,1,0.34788859914501774,IL8-FULL,15,7,0.026001491190426336,1,2,0.016631288453936577
"[8.5625, 0.70703125]",0.000858306884765625,1,0.17682732826762473,IL8-FULL,15,7,0.0120275926732023,1,3,0.007456054445356131
"[0.0084228515625, 0.00555419921875]",0.004241943359375,1,0.32942925023841163,IL8-FULL,15,7,0.02838322712829929,1,4,0.018339388072490692
"[0.89453125, 4.8125]",0.00933837890625,1,0.35132249254840786,IL8-FULL,15,7,0.0264302819661471,1,5,0.016669606789946556
"[5.75, 0.03515625]",0.01385498046875,1,0.35118061968263686,IL8-FULL,15,7,0.023920701109323775,1,6,0.015915367752313614
"[1.0234375, 0.0341796875]",0.0034332275390625,1,0.19687927369426317,IL8-FULL,15,7,0.019457272704730945,1,7,0.01292370818555355
"[2.25, 0.412109375]",0.0026092529296875,1,0.23576687433411225,IL8-FULL,15,7,0.020711053498246375,1,8,0.013018421828746796
"[5.1875, 0.578125]",0.00848388671875,1,0.2827506578142915,IL8-FULL,15,7,0.024729930410580848,1,9,0.015503443777561188
"[0.53125, 9.0]",0.00341796875,1,0.025688535967766185,IL8-FULL,16,0,0.025688535967766185,2,0,0.012955854646861553
"[0.04443359375, 0.046630859375]",0.0033416748046875,1,0.025809728245765648,IL8-FULL,16,0,0.025809728245765648,2,1,0.01573467254638672
"[0.07568359375, 3.65625]",0.0079345703125,1,0.02171222203461443,IL8-FULL,16,0,0.02171222203461443,2,2,0.01342323049902916
"[8.0625, 0.8125]",0.00063323974609375,1,0.01442972203128951,IL8-FULL,16,0,0.01442972203128951,2,3,0.0077517274767160416
"[0.00830078125, 0.00726318359375]",0.00433349609375,1,0.0270073004687054,IL8-FULL,16,0,0.0270073004687054,2,4,0.015690702944993973
"[0.90234375, 4.46875]",0.00811767578125,1,0.026129629571041313,IL8-FULL,16,0,0.026129629571041313,2,5,0.014620929956436157
"[6.1875, 0.10107421875]",0.0208740234375,1,0.03643831891652109,IL8-FULL,16,0,0.03643831891652109,2,6,0.017901921644806862
"[0.96875, 0.02783203125]",0.003143310546875,1,0.020294700463331223,IL8-FULL,16,0,0.020294700463331223,2,7,0.01199602521955967
"[2.203125, 0.35546875]",0.0023956298828125,1,0.02002447230935732,IL8-FULL,16,0,0.02002447230935732,2,8,0.01234673336148262
"[5.40625, 1.1640625]",0.00750732421875,1,0.023645559502102037,IL8-FULL,16,0,0.023645559502102037,2,9,0.013813793659210205
"[0.546875, 8.9375]",0.0033416748046875,1,0.045048555863294454,IL8-FULL,17,1,0.019586380571228957,2,0,0.01042109727859497
"[0.037109375, 0.0439453125]",0.0032196044921875,1,0.04954726484549291,IL8-FULL,17,1,0.023787345904964705,2,1,0.012896670028567314
"[0.0712890625, 3.640625]",0.007476806640625,1,0.041928938524485315,IL8-FULL,17,1,0.020292942458626912,2,2,0.012316979467868805
"[8.125, 0.8046875]",0.0005645751953125,1,0.02574330263012336,IL8-FULL,17,1,0.01171888996254657,2,3,0.0065579889342188835
"[0.006744384765625, 0.006011962890625]",0.003662109375,1,0.050707972690825956,IL8-FULL,17,1,0.02372086229459157,2,4,0.013960815034806728
"[0.8828125, 4.53125]",0.00665283203125,1,0.04819504137749461,IL8-FULL,17,1,0.022103603948475235,2,5,0.012639730237424374
"[6.15625, 0.08935546875]",0.0164794921875,1,0.06301151754264868,IL8-FULL,17,1,0.02706373854743288,2,6,0.014654017984867096
"[0.98046875, 0.02734375]",0.002716064453125,1,0.0384036981948957,IL8-FULL,17,1,0.018135337436355908,2,7,0.010743716731667519
"[2.140625, 0.353515625]",0.0021820068359375,1,0.038628624200456665,IL8-FULL,17,1,0.018618777005617412,2,8,0.010694085620343685
"[5.46875, 1.0859375]",0.00653076171875,1,0.04451251637981303,IL8-FULL,17,1,0.020883394258018596,2,9,0.012269027531147003
"[0.546875, 8.8125]",0.003021240234375,1,0.060371991913178116,IL8-FULL,18,2,0.01575647133352717,2,0,0.008944166824221611
"[0.04150390625, 0.0439453125]",0.0029296875,1,0.06897966415870106,IL8-FULL,18,2,0.01949948263729267,2,1,0.011983751319348812
"[0.06787109375, 3.546875]",0.00653076171875,1,0.06049004416407495,IL8-FULL,18,2,0.01862299105203289,2,2,0.01092437095940113
"[8.125, 0.796875]",0.000530242919921875,1,0.03543519581124711,IL8-FULL,18,2,0.00991553740927898,2,3,0.00576908141374588
"[0.006500244140625, 0.00543212890625]",0.0035400390625,1,0.0717369529280931,IL8-FULL,18,2,0.0211084400240096,2,4,0.012387581169605255
"[0.83203125, 4.5]",0.00665283203125,1,0.067172573916376,IL8-FULL,18,2,0.019110993155677682,2,5,0.011829483322799206
"[6.09375, 0.07080078125]",0.0166015625,1,0.08453784869560776,IL8-FULL,18,2,0.022156548233413446,2,6,0.013027245178818703
"[0.98828125, 0.0238037109375]",0.002716064453125,1,0.05462894961169693,IL8-FULL,18,2,0.01624426189410754,2,7,0.009441930800676346
"[2.15625, 0.359375]",0.00191497802734375,1,0.05474014022122136,IL8-FULL,18,2,0.016137759841610727,2,8,0.01026565209031105
"[5.4375, 1.140625]",0.006500244140625,1,0.0630364619803136,IL8-FULL,18,2,0.018550493684728546,2,9,0.011120441369712353
"[0.5546875, 8.9375]",0.0026092529296875,1,0.07313222785604544,IL8-FULL,19,3,0.013784000974357329,2,0,0.008159609511494637
"[0.03662109375, 0.039794921875]",0.002532958984375,1,0.08737285919230892,IL8-FULL,19,3,0.01846836232218837,2,1,0.0108866011723876
"[0.0673828125, 3.546875]",0.005889892578125,1,0.07729039146403467,IL8-FULL,19,3,0.016835737908443858,2,2,0.009917544201016426
"[8.0625, 0.796875]",0.00052642822265625,1,0.044120610687933166,IL8-FULL,19,3,0.008890828164327477,2,3,0.005204934626817703
"[0.00640869140625, 0.005340576171875]",0.0030517578125,1,0.09074493232262319,IL8-FULL,19,3,0.01909071288336314,2,4,0.01141397189348936
"[0.80859375, 4.53125]",0.005401611328125,1,0.0853223964083534,IL8-FULL,19,3,0.018230614976454434,2,5,0.010907404124736786
"[6.0625, 0.06591796875]",0.01470947265625,1,0.10380780767204949,IL8-FULL,19,3,0.020076505137205356,2,6,0.011865894310176373
"[0.8984375, 0.02587890625]",0.002410888671875,1,0.06910864576631683,IL8-FULL,19,3,0.014551120647263244,2,7,0.008973844349384308
"[2.109375, 0.296875]",0.00189971923828125,1,0.0704635380759899,IL8-FULL,19,3,0.015789686224160545,2,8,0.009552359580993652
"[5.40625, 1.140625]",0.005584716796875,1,0.0801189417814377,IL8-FULL,19,3,0.017137896737071612,2,9,0.010654924437403679
"[0.50390625, 8.875]",0.0023956298828125,1,0.08551572931096654,IL8-FULL,20,4,0.012747469101378512,2,0,0.007850486785173416
"[0.037353515625, 0.03759765625]",0.002227783203125,1,0.104283361930677,IL8-FULL,20,4,0.017007754632346665,2,1,0.010721897706389427
"[0.06982421875, 3.546875]",0.0054931640625,1,0.09271832339294159,IL8-FULL,20,4,0.01549382795359309,2,2,0.00964229553937912
"[8.0625, 0.80078125]",0.00046539306640625,1,0.05123106187082565,IL8-FULL,20,4,0.008131488924438688,2,3,0.004815924447029829
