accuracy,case_index,comparison,delta_rephrase_w_minus_z_gap,delta_rewrite_w_minus_z_gap,delta_w_rephrase_nll,delta_w_rephrase_strict_success,delta_w_rewrite_nll,delta_w_rewrite_success,delta_z_rephrase_nll,delta_z_rephrase_strict_success,delta_z_rewrite_nll,delta_z_rewrite_success,pair_binding,request_index,request_sha256
NOT_RECORDED,3,IL8-FULL-IL3-FULL,0.17529296875,0.00043487548828125,-0.00244140625,0,-0.001068115234375,0,-0.177734375,0,-0.00150299072265625,0,same_stream_order_case_request,5,472026d0a81e0abea282876d5064eede5f410d0102c44d94d070ebf92420c771
NOT_RECORDED,3,IL8-FULL-IL3-FULL,0.0893402099609375,-0.008313179016113281,0.4603080749511719,0,-0.01810932159423828,0,0.3709678649902344,0,-0.009796142578125,0,same_stream_order_case_request,6,34da1f2e8dc9670ec41d7784fa8d025678bc1009ebfcc9577823787902857e92
NOT_RECORDED,3,IL8-FULL-IL3-FULL,1.61328125,9.918212890625e-05,0.3984375,-1,-0.00211334228515625,0,-1.21484375,0,-0.0022125244140625,0,same_stream_order_case_request,7,9a6dd76f564eabe6d772c906c071d9d837193dc7543a04dc4a666f2c4bfaf5fc
NOT_RECORDED,3,IL8-FULL-IL3-FULL,-0.2265625,0.000335693359375,-0.5458984375,0,-0.0017852783203125,0,-0.3193359375,0,-0.0021209716796875,0,same_stream_order_case_request,8,c36d70eb53ba78389390e289afb5dd9f925d5772a413bd1a75bd67a4b4a12428
NOT_RECORDED,3,IL8-FULL-IL3-FULL,-0.0390625,0.000274658203125,-0.009765625,0,-0.00079345703125,0,0.029296875,0,-0.001068115234375,0,same_stream_order_case_request,9,63e9e046e3468bc2aaa15480bfe629a10c7ed43491d17ef3a0eceed9d49c6365
NOT_RECORDED,4,IL8-FULL-IL3-FULL,0.00146484375,-3.814697265625e-05,-0.0477294921875,0,-0.00159454345703125,0,-0.0491943359375,0,-0.001556396484375,0,same_stream_order_case_request,0,94bd4b37a5d07ad36fd1f8d54bbc8b2908a74560edcbbcfa2e8cd869eebaf856
NOT_RECORDED,4,IL8-FULL-IL3-FULL,0.00103759765625,-0.00067138671875,-0.0333251953125,0,-0.002471923828125,0,-0.03436279296875,0,-0.001800537109375,0,same_stream_order_case_request,1,53a3ee42de862f325a85838efdb208f2f0d6da19694bc8ccc8241fd530598eea
NOT_RECORDED,4,IL8-FULL-IL3-FULL,0.000762939453125,3.814697265625e-05,-0.0052032470703125,0,-0.00205230712890625,0,-0.0059661865234375,0,-0.0020904541015625,0,same_stream_order_case_request,2,569f1a97c3971140f8e826932006d0d697bae8da7872d2105db2e6eab60839d6
NOT_RECORDED,4,IL8-FULL-IL3-FULL,-0.018096923828125,1.52587890625e-05,-0.1208038330078125,0,-0.0005779266357421875,0,-0.1027069091796875,0,-0.0005931854248046875,0,same_stream_order_case_request,3,93140396d3eb2d8f451a94d46170ab2af2e1f02d91529583cd73ad449bfb207e
NOT_RECORDED,4,IL8-FULL-IL3-FULL,-0.02734375,-0.001007080078125,-0.28515625,0,-0.004425048828125,0,-0.2578125,0,-0.00341796875,0,same_stream_order_case_request,4,e558da6313163140b0e184e8308f584bc1635823d3d2f9b3340fe9126e729a14
NOT_RECORDED,4,IL8-FULL-IL3-FULL,-0.044677734375,0.0001983642578125,-0.00634765625,0,-0.009368896484375,0,0.038330078125,0,-0.0095672607421875,0,same_stream_order_case_request,5,7412f9b677bdd6da6ceaf7b352a8013e66884fca96673ccdef4c91ded318ed24
NOT_RECORDED,4,IL8-FULL-IL3-FULL,0.03125,0.00145721435546875,-0.21875,0,-0.0029296875,0,-0.25,0,-0.00438690185546875,0,same_stream_order_case_request,6,23c1238dd9069718d334ae7f722280560776c5e930ea2fdbe0f4b20ca542081e
NOT_RECORDED,4,IL8-FULL-IL3-FULL,-0.0625,-0.000286102294921875,0.3125,0,-0.00081634521484375,0,0.375,0,-0.000530242919921875,0,same_stream_order_case_request,7,35bf1daae2dea57e75a545d92be2a5b950f31eba85989d792f9f262e54660b84
NOT_RECORDED,4,IL8-FULL-IL3-FULL,-0.0047607421875,-7.62939453125e-06,-0.1453857421875,0,-0.003692626953125,0,-0.140625,0,-0.00368499755859375,0,same_stream_order_case_request,8,82e5ab0c97a6d3bf7b7c62e0fd42a5e8a875b906ce593c077f599ad5435d28ea
NOT_RECORDED,4,IL8-FULL-IL3-FULL,-0.000812530517578125,-0.00055694580078125,-0.009433746337890625,0,-0.00250244140625,0,-0.0086212158203125,0,-0.00194549560546875,0,same_stream_order_case_request,9,eca5f60936dfc2d99bd2d8d8059966c1e2abd050a28822126da716e6255c6720
NOT_RECORDED,5,IL8-FULL-IL3-FULL,-0.0030059814453125,2.288818359375e-05,-0.0061492919921875,0,-0.000762939453125,0,-0.003143310546875,0,-0.00078582763671875,0,same_stream_order_case_request,0,c26d9f7b75c14056267c2567ba556e5b76ebfdac6a2231a6d3f1fc8bfa91ec2d
NOT_RECORDED,5,IL8-FULL-IL3-FULL,-1.1318359375,-6.103515625e-05,-2.0419921875,0,-0.001018524169921875,0,-0.91015625,0,-0.000957489013671875,0,same_stream_order_case_request,1,a61a8732e7087bac9df081e4cfb0319a07f61ccb3987494c7f24ded194e18d42
NOT_RECORDED,5,IL8-FULL-IL3-FULL,0.013671875,-0.00020599365234375,-0.08740234375,0,-0.0005645751953125,0,-0.10107421875,0,-0.00035858154296875,0,same_stream_order_case_request,2,c95165b3bb5e2754faaa370e60fd0e96d24767b8eda1af67c1f801d7f4671c79
NOT_RECORDED,5,IL8-FULL-IL3-FULL,-0.001983642578125,0.000213623046875,-0.0038299560546875,0,-0.00092315673828125,0,-0.0018463134765625,0,-0.00113677978515625,0,same_stream_order_case_request,3,b60dce4b4fb7c58f26743b14e89bf6f65fd42fa8a116dc3a52707814fd0496fe
NOT_RECORDED,5,IL8-FULL-IL3-FULL,-0.06256103515625,7.62939453125e-06,-0.0649566650390625,0,-0.000370025634765625,0,-0.0023956298828125,0,-0.000377655029296875,0,same_stream_order_case_request,4,6a691cf16b423bb1d5a6ce4bf3417dd2d707fdac2436c48131dec1cd89b48a6b
NOT_RECORDED,5,IL8-FULL-IL3-FULL,-0.02587890625,-0.0016021728515625,-0.1292724609375,0,-0.00390625,0,-0.1033935546875,0,-0.0023040771484375,0,same_stream_order_case_request,5,2a8f1b4955bc1a289af449ade95dfac602e09ca669c961f5c2f949575e94e148
NOT_RECORDED,5,IL8-FULL-IL3-FULL,-0.111328125,-0.0005645751953125,-0.7578125,0,-0.0006561279296875,0,-0.646484375,0,-9.1552734375e-05,0,same_stream_order_case_request,6,fc11f308500869e6b6107573e91176f8fb98c2b06cc9eb7d8107d0fb1af68f64
NOT_RECORDED,5,IL8-FULL-IL3-FULL,0.734375,7.62939453125e-05,-2.609375,0,0.00110626220703125,0,-3.34375,0,0.00102996826171875,0,same_stream_order_case_request,7,409ab50440c393003452ca14f7a848b9b9c4c26eaf347918e74bd2328b526d48
NOT_RECORDED,5,IL8-FULL-IL3-FULL,0.0341796875,0.000118255615234375,-0.0850830078125,0,-0.00096893310546875,0,-0.1192626953125,0,-0.001087188720703125,0,same_stream_order_case_request,8,55b3125b46809bfd09b46805671031439ad32c9f96657b2e9a2e1d248c8bbb80
NOT_RECORDED,5,IL8-FULL-IL3-FULL,0.01806640625,0.00012969970703125,0.04833984375,0,-0.00029754638671875,0,0.0302734375,0,-0.00042724609375,0,same_stream_order_case_request,9,81c8c31e8abdcc2afdc5f07178b0a29d0dd009dcb1c5ad3746b934b567eccdeb
NOT_RECORDED,6,IL8-FULL-IL3-FULL,-0.053466796875,-0.00040435791015625,-0.125732421875,0,-0.0012969970703125,0,-0.072265625,0,-0.00089263916015625,0,same_stream_order_case_request,0,65fe8c1ae82c41f795ca50b2a0707d66874e1ae73ea6a6a34e23cc47f17c9e67
NOT_RECORDED,6,IL8-FULL-IL3-FULL,-0.001384735107421875,-0.002044677734375,-0.004825592041015625,0,-0.00724029541015625,0,-0.00344085693359375,0,-0.00519561767578125,0,same_stream_order_case_request,1,2f7b6e27f3bba670acf943b4dec2a696193b1ce72e53248761d42a7b1a19ccf6
NOT_RECORDED,6,IL8-FULL-IL3-FULL,-0.015869140625,-3.4332275390625e-05,-0.01239013671875,0,-0.001155853271484375,0,0.00347900390625,0,-0.00112152099609375,0,same_stream_order_case_request,2,97e557fa2d1959dfc82a211736e5b608f395a1f440583abd5d70d65a2fbf5cfe
NOT_RECORDED,6,IL8-FULL-IL3-FULL,-0.33984375,0.00139617919921875,-0.5390625,0,-0.0018157958984375,0,-0.19921875,0,-0.00321197509765625,0,same_stream_order_case_request,3,322b5d3c47aa80d2c94addc9a85c94282e44d92f9ccc5a0cf4cab593ea40cb3b
NOT_RECORDED,6,IL8-FULL-IL3-FULL,0.013671875,-0.000762939453125,-0.70361328125,0,-0.003143310546875,0,-0.71728515625,0,-0.00238037109375,0,same_stream_order_case_request,4,2cb95a1a83adc4008a17e6b41b7af19fb47a468500652815384202b87b26ccb4
NOT_RECORDED,6,IL8-FULL-IL3-FULL,-0.0809326171875,-0.0006866455078125,-0.203857421875,0,-0.00118255615234375,0,-0.1229248046875,0,-0.00049591064453125,0,same_stream_order_case_request,5,39cb134a7460153810c2e46692d13f26ce9cef48815e15c399b48c97a18eb027
NOT_RECORDED,6,IL8-FULL-IL3-FULL,-0.014434814453125,0.0001373291015625,-0.5941009521484375,0,-0.00525665283203125,0,-0.5796661376953125,0,-0.00539398193359375,0,same_stream_order_case_request,6,50d6505f4bf83bb005d91ac06d26b044492e5bbdd5ebf7ac3ad402fb8cc9e12c
NOT_RECORDED,6,IL8-FULL-IL3-FULL,-0.0184326171875,-5.340576171875e-05,-0.174560546875,0,-0.000438690185546875,0,-0.1561279296875,0,-0.000385284423828125,0,same_stream_order_case_request,7,48f8e5c9758bc1ecd0a5d87381377f2e938e3fbd115904598f843ea205a1cb29
NOT_RECORDED,6,IL8-FULL-IL3-FULL,-0.00171661376953125,-0.0003948211669921875,-0.0049285888671875,0,-0.001003265380859375,0,-0.00321197509765625,0,-0.0006084442138671875,0,same_stream_order_case_request,8,5222c50191326e7119d973b8926c803a0ac65079d8f3f3217e939a2eed376d81
NOT_RECORDED,6,IL8-FULL-IL3-FULL,-0.0234375,-0.000171661376953125,-0.484375,0,-0.00069427490234375,0,-0.4609375,0,-0.000522613525390625,0,same_stream_order_case_request,9,f296600e034a8a300da559a46de195efdd639d61128b9c3cc6a0887b1ef0d697
NOT_RECORDED,7,IL8-FULL-IL3-FULL,0.1541748046875,-0.00464630126953125,0.6458740234375,0,-0.0064697265625,0,0.49169921875,0,-0.00182342529296875,0,same_stream_order_case_request,0,1f15ad772a9fa6b37e334f9e0a833b6b234fbcc3e02b033e20f4c8f7f264ec9f
NOT_RECORDED,7,IL8-FULL-IL3-FULL,0.046875,-6.866455078125e-05,-0.25,0,-0.0020294189453125,0,-0.296875,0,-0.00196075439453125,0,same_stream_order_case_request,1,c416911d0d03300f77dc8d76e3ad6eab8c96026a867011c7a7728857b99e3e0c
NOT_RECORDED,7,IL8-FULL-IL3-FULL,-0.0010223388671875,-0.00029754638671875,-0.012176513671875,0,-0.0023956298828125,0,-0.0111541748046875,0,-0.00209808349609375,0,same_stream_order_case_request,2,72a75cd16bd699577bf429e669049d3300002c7fd1905e4f2deb4e9e9cf79a10
NOT_RECORDED,7,IL8-FULL-IL3-FULL,0.05078125,-0.0001068115234375,0.12109375,0,-0.0060577392578125,0,0.0703125,0,-0.005950927734375,0,same_stream_order_case_request,3,7e171f0683f1329a0b503c23931df0906725a579a73788155f049006f9ad9234
NOT_RECORDED,7,IL8-FULL-IL3-FULL,-0.0038604736328125,-0.0006561279296875,-0.0462646484375,0,-0.0044097900390625,0,-0.0424041748046875,0,-0.003753662109375,0,same_stream_order_case_request,4,50b6d7182bbb50024151c35a1af67f6f578882edaea4f98b765ec14cd313defc
NOT_RECORDED,7,IL8-FULL-IL3-FULL,-0.00263214111328125,-0.0001983642578125,-0.007564544677734375,0,-0.0034637451171875,0,-0.004932403564453125,0,-0.003265380859375,0,same_stream_order_case_request,5,93b075f0e328c3fcb2abafea111d73fd635b70813aa17f11fff9e5c8b5f55ff7
NOT_RECORDED,7,IL8-FULL-IL3-FULL,-0.0546875,0.0005645751953125,-0.5,0,-0.002685546875,0,-0.4453125,0,-0.0032501220703125,0,same_stream_order_case_request,6,4a7d0d23ef3616b440f41d94b1e628cc6114d354cc49b0d25337f302b7cbf3ec
NOT_RECORDED,7,IL8-FULL-IL3-FULL,-0.0008697509765625,-8.58306884765625e-05,0.002716064453125,0,-0.0003185272216796875,0,0.0035858154296875,0,-0.000232696533203125,0,same_stream_order_case_request,7,f9f16bc7443ae596666c746ce23ea545748ddb3ef4434d0c407eb162fe7d8dbc
NOT_RECORDED,7,IL8-FULL-IL3-FULL,0.0009918212890625,-6.866455078125e-05,-0.01502227783203125,0,-0.00115966796875,0,-0.01601409912109375,0,-0.00109100341796875,0,same_stream_order_case_request,8,586d683ae8d67dfbb02210b31897583d20fe567bc9eaac6aaeb7fc136b111f58
NOT_RECORDED,7,IL8-FULL-IL3-FULL,-0.00771331787109375,-6.866455078125e-05,-0.03778076171875,0,-0.00070953369140625,0,-0.03006744384765625,0,-0.000640869140625,0,same_stream_order_case_request,9,917e1683ed6303e6329abda3892afc6a827a129a43cdc31f1361ee9a99cabca9
NOT_RECORDED,8,IL8-FULL-IL3-FULL,-0.077392578125,-0.00075531005859375,-0.22998046875,0,-0.0054931640625,0,-0.152587890625,0,-0.00473785400390625,0,same_stream_order_case_request,0,d97bda6d6a887cafe4132a43d6d106a50a3a151b295c299fbaa9079c4004d670
NOT_RECORDED,8,IL8-FULL-IL3-FULL,0.015625,-0.0041961669921875,-0.1015625,0,-0.0078125,0,-0.1171875,0,-0.0036163330078125,0,same_stream_order_case_request,1,7a3cc6340e797e103f5ab68ea59b5e176a2d12639a688d3976372b570f83f3d3
NOT_RECORDED,8,IL8-FULL-IL3-FULL,0.08154296875,-0.0367431640625,-0.09619140625,0,-0.0943603515625,0,-0.177734375,0,-0.0576171875,0,same_stream_order_case_request,2,a0e3b3665e3acf91cc0f8e3266db11b483ea3b8269b38dbde27b268007d89343
NOT_RECORDED,8,IL8-FULL-IL3-FULL,-0.037109375,-0.003753662109375,-0.162109375,0,-0.008453369140625,0,-0.125,0,-0.00469970703125,0,same_stream_order_case_request,3,0f87867b9b690190efe9e3d65b533309c8a7791ed39a0a0b7c231d0b7d6a89a0
NOT_RECORDED,8,IL8-FULL-IL3-FULL,-0.0810546875,-0.000701904296875,-0.0703125,0,-0.00106048583984375,0,0.0107421875,0,-0.00035858154296875,0,same_stream_order_case_request,4,44ab2dfa36200c934db39cfa054a5522dc88440bf69af322dc936c4ba1de5509
NOT_RECORDED,8,IL8-FULL-IL3-FULL,0.083740234375,-0.0040740966796875,0.24951171875,0,-0.0067291259765625,0,0.165771484375,0,-0.002655029296875,0,same_stream_order_case_request,5,cb7c55a4e2dd79332d59c67a80558cdd018be66887291ba61bda4f4cd96f0c0d
NOT_RECORDED,8,IL8-FULL-IL3-FULL,-0.0601348876953125,-0.0128326416015625,-0.136505126953125,0,-0.02374267578125,0,-0.0763702392578125,0,-0.0109100341796875,0,same_stream_order_case_request,6,bc8ea88677fa3c48a9f530c375644aa2795c663a9f9bd749229249c49602f1d7
NOT_RECORDED,8,IL8-FULL-IL3-FULL,-0.0703125,-0.00685882568359375,-0.1875,0,-0.01373291015625,0,-0.1171875,0,-0.00687408447265625,0,same_stream_order_case_request,7,b413834a331862a731306abda170f203ac59c4af3e39d4bd2b6671b13fa2651c
NOT_RECORDED,8,IL8-FULL-IL3-FULL,-1.375,-0.00868988037109375,-1.1171875,0,-0.0146942138671875,0,0.2578125,0,-0.00600433349609375,0,same_stream_order_case_request,8,62319418a997482ab3699f64675fd274c3b8fd81156833171d0938833ebbde03
NOT_RECORDED,8,IL8-FULL-IL3-FULL,-0.046875,-0.000873565673828125,-0.265625,0,-0.0032806396484375,0,-0.21875,0,-0.002407073974609375,0,same_stream_order_case_request,9,f861df3f9c6e6a756af53dd86b9a6637d28dfec0707b093be1f1b66e0835538e
NOT_RECORDED,9,IL8-FULL-IL3-FULL,-0.0009975433349609375,-3.0517578125e-05,-0.014776229858398438,0,-0.001064300537109375,0,-0.0137786865234375,0,-0.001033782958984375,0,same_stream_order_case_request,0,c5da7945932414925468ad5192bc538d69616b204b0c19a08458be414ffd783d
NOT_RECORDED,9,IL8-FULL-IL3-FULL,0.022705078125,-0.000762939453125,-0.034423828125,0,-0.005584716796875,0,-0.05712890625,0,-0.00482177734375,0,same_stream_order_case_request,1,589228d3143b3e0e5da484e7298376b1b8067cb8a493d947f96663047fd97310
NOT_RECORDED,9,IL8-FULL-IL3-FULL,-0.0001068115234375,-7.62939453125e-06,-0.0046844482421875,0,-0.00342559814453125,0,-0.00457763671875,0,-0.00341796875,0,same_stream_order_case_request,2,2a475a8db1c123494579a717b4a26faaf206a116fa5e2625a04fd4d22e6f1fe6
NOT_RECORDED,9,IL8-FULL-IL3-FULL,-0.031337738037109375,-0.000732421875,0.14002227783203125,0,-0.0027008056640625,0,0.17136001586914062,0,-0.0019683837890625,0,same_stream_order_case_request,3,c5bb0823d9465b1daec7a2e191874ebc0e80430ac73333d7510aee66649f2711
NOT_RECORDED,9,IL8-FULL-IL3-FULL,0.056640625,-1.52587890625e-05,-0.447265625,0,-0.0011138916015625,0,-0.50390625,0,-0.0010986328125,0,same_stream_order_case_request,4,3cdee578c9ea2f065dc37a81eef836ce67d8d7925897fa1b78b87f8ebf769bde
NOT_RECORDED,9,IL8-FULL-IL3-FULL,0.004913330078125,0.0001983642578125,-0.012481689453125,0,-0.001678466796875,0,-0.01739501953125,0,-0.0018768310546875,0,same_stream_order_case_request,5,c2a511b461d586287863e69ded39d72e773ee7ff59c54b951a1fc191530a9230
NOT_RECORDED,9,IL8-FULL-IL3-FULL,0.08203125,4.1961669921875e-05,-0.76953125,0,-0.00016689300537109375,0,-0.8515625,0,-0.00020885467529296875,0,same_stream_order_case_request,6,3e85fe2dc398bc4391de8657ba293c4c2da08fa360ff4e648e41a041f0e4caa8
NOT_RECORDED,9,IL8-FULL-IL3-FULL,-0.0771484375,-0.00028228759765625,0.3232421875,0,-0.00075531005859375,0,0.400390625,0,-0.0004730224609375,0,same_stream_order_case_request,7,0d37408f349a9e1575f9996b4666d8be3c1a4b030ef6385556f20138f0e45d77
NOT_RECORDED,9,IL8-FULL-IL3-FULL,-0.00225830078125,-0.0007171630859375,-0.41253662109375,0,-0.0032806396484375,0,-0.4102783203125,0,-0.0025634765625,0,same_stream_order_case_request,8,cad93aa25aedcacddc439835622bc76cd6fca8de2ba3a8c308395f1f1077074d
NOT_RECORDED,9,IL8-FULL-IL3-FULL,-0.0419921875,-9.1552734375e-05,0.041015625,0,-0.0012054443359375,0,0.0830078125,0,-0.0011138916015625,0,same_stream_order_case_request,9,93d42cde8e8fd31026407a218569f7f6e8f3966169613fa62ecac7505fffc82b
NOT_RECORDED,10,IL8-FULL-IL3-FULL,-0.02392578125,-0.00022125244140625,-0.0009765625,0,-0.00127410888671875,0,0.02294921875,0,-0.0010528564453125,0,same_stream_order_case_request,0,ff1c1d9405055ee8e382e7231c176b6bfdaa8fe6d7949fc5d436643c5ad7ca6c
NOT_RECORDED,10,IL8-FULL-IL3-FULL,0.00030517578125,-0.00016021728515625,-0.03778076171875,0,-0.0003452301025390625,0,-0.0380859375,0,-0.0001850128173828125,0,same_stream_order_case_request,1,33d7d08444cf56ef400978ca49e87be35361a5b7e9d51181355ebe6914d6ed92
NOT_RECORDED,10,IL8-FULL-IL3-FULL,0.011077880859375,-0.0005035400390625,0.054473876953125,0,-0.004730224609375,0,0.04339599609375,0,-0.0042266845703125,0,same_stream_order_case_request,2,719bc0576defaa23049b37c5031acb62bc8db10d464ac03f6da1299e2cd3a5b7
NOT_RECORDED,10,IL8-FULL-IL3-FULL,-0.0020751953125,-2.47955322265625e-05,-0.004547119140625,0,-0.00024127960205078125,0,-0.002471923828125,0,-0.00021648406982421875,0,same_stream_order_case_request,3,9ca8ef6d615cff61f4b47ea671a3b6ee00e045b5353a561638eae765a2c6c5ff
