accuracy,case_index,depth,rephrase_w_minus_z_nll_gap,request_index,request_sha256,rewrite_w_minus_z_nll_gap,w_locality_nll,w_locality_success,w_rephrase_margin,w_rephrase_nll,w_rephrase_strict_success,w_rewrite_margin,w_rewrite_nll,w_rewrite_success,z_rephrase_margin,z_rephrase_nll,z_rephrase_strict_success,z_rewrite_margin,z_rewrite_nll,z_rewrite_success
NOT_RECORDED,3,IL8-FULL,0.1328125,2,2d7a05de733521918b9b3c10f95568ee42e8fa4bbeb9911964758f2e95f6e9e4,0.0007171630859375,"[9.5625, 6.25, 7.625, 6.84375, 6.78125, 7.78125, 11.9375, 5.84375, 6.65625, 7.875]",1,"[4.8671875, -1.484375]","[0.4453125, 4.1875]",0,15.435317993164062,0.0021820068359375,1,"[5.6796875, -1.3125]","[0.3828125, 3.984375]",0,16.12353515625,0.00146484375,1
NOT_RECORDED,3,IL8-FULL,0.078125,3,7ad81b264c5bf8e0448ecd9bcdb6f342989288fde3543b7704f2c1ec659b7185,5.7220458984375e-05,"[9.625, 9.6875, 11.25, 11.6875, 7.90625, 14.75, 9.5, 9.5, 13.125, 11.6875]",1,"[1.375, 2.796875]","[5.75, 2.984375]",1,13.436752319335938,0.0007476806640625,1,"[1.4375, 2.859375]","[5.65625, 2.921875]",1,13.499309539794922,0.000690460205078125,1
NOT_RECORDED,3,IL8-FULL,-0.0350341796875,4,b11185489a6e191b8145c5e43c46e1ac11afecedbb8858886ba16fb0915c52d5,0.000152587890625,"[11.125, 12.3125, 10.125, 13.75, 3.578125, 7.84375, 12.8125, 11.6875, 13.625, 10.375]",0,"[9.7109375, 12.323486328125]","[0.4140625, 0.051513671875]",1,16.998825073242188,0.0011749267578125,1,"[9.515625, 12.26123046875]","[0.484375, 0.05126953125]",1,17.123977661132812,0.0010223388671875,1
NOT_RECORDED,3,IL8-FULL,0.14013671875,5,472026d0a81e0abea282876d5064eede5f410d0102c44d94d070ebf92420c771,0.00041961669921875,"[12.125, 9.375, 6.46875, 8.0625, 7.5, 6.125, 9.9375, 9.25, 7.78125, 9.6875]",1,"[10.4638671875, 4.140625]","[0.0986328125, 2.015625]",1,13.872711181640625,0.002288818359375,1,"[10.048828125, 4.3671875]","[0.138671875, 1.6953125]",1,14.748130798339844,0.00186920166015625,1
NOT_RECORDED,3,IL8-FULL,0.004131317138671875,6,34da1f2e8dc9670ec41d7784fa8d025678bc1009ebfcc9577823787902857e92,0.000640869140625,"[3.520111083984375, 7.44512939453125, 7.72344970703125, 6.5959320068359375, 5.4409637451171875, 6.067535400390625, 6.73193359375, 7.9876708984375, 7.07342529296875, 4.878997802734375]",0,"[3.4988021850585938, 8.17578125]","[2.0636978149414062, 4.94921875]",1,14.866873741149902,0.008126258850097656,1,"[3.7255706787109375, 7.988525390625]","[1.9931793212890625, 5.011474609375]",1,14.680014610290527,0.007485389709472656,1
NOT_RECORDED,3,IL8-FULL,1.52734375,7,9a6dd76f564eabe6d772c906c071d9d837193dc7543a04dc4a666f2c4bfaf5fc,0.00051116943359375,"[12.8125, 7.5, 7.46875, 8.4375, 10.375, 9.0, 7.28125, 15.375, 15.3125, 8.9375]",1,"[3.3125, -0.3125]","[3.6875, 11.5625]",0,10.623542785644531,0.00145721435546875,1,"[8.5546875, 0.6875]","[1.9453125, 10.25]",1,11.749053955078125,0.000946044921875,1
NOT_RECORDED,3,IL8-FULL,-0.001953125,8,c36d70eb53ba78389390e289afb5dd9f925d5772a413bd1a75bd67a4b4a12428,6.103515625e-05,"[10.0, 7.71875, 6.8125, 8.1875, 7.28125, 9.1875, 5.71875, 9.375, 5.6875, 6.40625]",1,"[4.24609375, 1.939453125]","[0.50390625, 0.341796875]",1,9.247787475585938,0.0022125244140625,1,"[3.98828125, 1.943359375]","[0.51171875, 0.337890625]",1,9.122848510742188,0.0021514892578125,1
NOT_RECORDED,3,IL8-FULL,-0.0107421875,9,63e9e046e3468bc2aaa15480bfe629a10c7ed43491d17ef3a0eceed9d49c6365,0.0003509521484375,"[14.375, 13.4375, 10.0, 10.6875, 13.1875, 13.375, 8.4375, 14.4375, 6.40625, 11.625]",1,"[3.501953125, 2.244140625]","[0.310546875, 0.396484375]",1,10.87359619140625,0.00140380859375,1,"[3.3671875, 2.123046875]","[0.3203125, 0.408203125]",1,10.936447143554688,0.0010528564453125,1
NOT_RECORDED,4,IL8-FULL,0.001220703125,0,94bd4b37a5d07ad36fd1f8d54bbc8b2908a74560edcbbcfa2e8cd869eebaf856,-8.392333984375e-05,"[8.0, 12.8125, 13.125, 12.0, 13.5625, 11.75, 12.0625, 14.75, 11.25, 12.6875]",1,"[5.763427734375, 4.50048828125]","[0.049072265625, 0.06201171875]",1,8.749290466308594,0.00070953369140625,1,"[5.826171875, 4.565185546875]","[0.048828125, 0.059814453125]",1,8.68670654296875,0.00079345703125,1
NOT_RECORDED,4,IL8-FULL,0.00201416015625,1,53a3ee42de862f325a85838efdb208f2f0d6da19694bc8ccc8241fd530598eea,0.0,"[7.59375, 12.4375, 11.75, 10.5, 12.6875, 15.25, 7.71875, 10.75, 11.5, 11.5]",1,"[8.4580078125, 9.35888671875]","[0.0419921875, 0.01611328125]",1,13.49920654296875,0.00079345703125,1,"[8.7119140625, 9.4840087890625]","[0.0380859375, 0.0159912109375]",1,13.24920654296875,0.00079345703125,1
NOT_RECORDED,4,IL8-FULL,-4.57763671875e-05,2,569f1a97c3971140f8e826932006d0d697bae8da7872d2105db2e6eab60839d6,0.00014495849609375,"[7.0625, 4.375, 2.140625, 4.8125, 1.9296875, 7.21875, 7.21875, 6.28125, 0.99609375, 1.9921875]",0,"[10.369964599609375, 9.11480712890625]","[0.005035400390625, 0.01019287109375]",1,12.435981750488281,0.00151824951171875,1,"[10.30743408203125, 9.17724609375]","[0.00506591796875, 0.01025390625]",1,12.436126708984375,0.001373291015625,1
NOT_RECORDED,4,IL8-FULL,-0.0050506591796875,3,93140396d3eb2d8f451a94d46170ab2af2e1f02d91529583cd73ad449bfb207e,-1.9073486328125e-05,"[4.21875, 8.1875, 11.5, 5.25, 9.8125, 7.6875, 3.953125, 8.125, 6.6875, 3.5]",0,"[6.115966796875, 10.182373046875]","[0.040283203125, 0.005126953125]",1,13.249635696411133,0.0003643035888671875,1,"[5.949951171875, 10.119537353515625]","[0.050048828125, 0.005462646484375]",1,13.062116622924805,0.0003833770751953125,1
NOT_RECORDED,4,IL8-FULL,-0.00390625,4,e558da6313163140b0e184e8308f584bc1635823d3d2f9b3340fe9126e729a14,0.0,"[12.0, 10.4375, 10.0, 4.875, 10.75, 5.875, 3.9375, 8.8125, 5.8125, 5.46875]",1,"[3.625, 6.671875]","[4.4375, 1.640625]",1,9.24725341796875,0.00274658203125,1,"[3.625, 6.7265625]","[4.4375, 1.6484375]",1,9.24725341796875,0.00274658203125,1
NOT_RECORDED,4,IL8-FULL,-0.030029296875,5,7412f9b677bdd6da6ceaf7b352a8013e66884fca96673ccdef4c91ded318ed24,0.0003814697265625,"[18.25, 19.0, 16.375, 15.1875, 9.9375, 8.5, 11.5625, 11.0625, 7.875, 12.375]",1,"[2.75, 3.234375]","[0.109375, 2.234375]",1,8.684356689453125,0.003143310546875,1,"[2.75244140625, 3.171875]","[0.10693359375, 2.296875]",1,8.747238159179688,0.0027618408203125,1
NOT_RECORDED,4,IL8-FULL,-0.03125,6,23c1238dd9069718d334ae7f722280560776c5e930ea2fdbe0f4b20ca542081e,-5.340576171875e-05,"[15.625, 12.0, 3.265625, 13.5625, 14.9375, 16.125, 8.8125, 12.5625, 0.002105712890625, 1.21875]",0,"[-12.291015625, -15.10546875]","[12.75, 15.375]",0,15.249221801757812,0.0007781982421875,1,"[-12.353515625, -15.107421875]","[12.8125, 15.375]",0,15.061668395996094,0.00083160400390625,1
NOT_RECORDED,4,IL8-FULL,-0.03125,7,35bf1daae2dea57e75a545d92be2a5b950f31eba85989d792f9f262e54660b84,0.000110626220703125,"[6.25, 14.3125, 17.125, 12.4375, 17.75, 19.0, 17.375, 13.3125, 9.3125, 12.125]",1,"[-12.0078125, -14.62890625]","[13.6875, 15.0625]",0,13.186500549316406,0.00099945068359375,1,"[-12.0546875, -14.734375]","[13.6875, 15.125]",0,13.31161117553711,0.000888824462890625,1
NOT_RECORDED,4,IL8-FULL,0.002685546875,8,82e5ab0c97a6d3bf7b7c62e0fd42a5e8a875b906ce593c077f599ad5435d28ea,2.288818359375e-05,"[15.125, 13.5, 13.25, 15.625, 11.875, 18.25, 12.5625, 12.8125, 18.25, 14.3125]",1,"[5.484375, 6.4375]","[0.046875, 1.0625]",1,11.3731689453125,0.0018310546875,1,"[5.61474609375, 6.4375]","[0.04150390625, 1.0625]",1,11.498191833496094,0.00180816650390625,1
NOT_RECORDED,4,IL8-FULL,-0.000507354736328125,9,eca5f60936dfc2d99bd2d8d8059966c1e2abd050a28822126da716e6255c6720,-0.00014495849609375,"[9.4375, 11.875, 11.8125, 9.1875, 6.90625, 13.1875, 12.875, 11.875, 7.5625, 8.125]",0,"[9.30413818359375, 10.185798645019531]","[0.00836181640625, 0.00170135498046875]",1,10.9990234375,0.0009765625,1,"[9.2406005859375, 10.185821533203125]","[0.0093994140625, 0.001678466796875]",1,10.811378479003906,0.00112152099609375,1
NOT_RECORDED,5,IL8-FULL,0.00128173828125,0,c26d9f7b75c14056267c2567ba556e5b76ebfdac6a2231a6d3f1fc8bfa91ec2d,0.000579833984375,"[9.25, 19.75, 13.75, 10.8125, 10.0, 8.5625, 4.8125, 12.0625, 5.375, 16.625]",1,"[13.176513671875, 13.808502197265625]","[0.010986328125, 0.003997802734375]",1,16.748626708984375,0.001373291015625,1,"[13.4293212890625, 13.683258056640625]","[0.0081787109375, 0.004241943359375]",1,17.37420654296875,0.00079345703125,1
NOT_RECORDED,5,IL8-FULL,-1.0185546875,1,a61a8732e7087bac9df081e4cfb0319a07f61ccb3987494c7f24ded194e18d42,1.52587890625e-05,"[17.125, 12.0, 14.875, 16.75, 6.46875, 12.375, 13.625, 11.625, 14.4375, 14.0]",0,"[0.75, 5.318359375]","[3.203125, 0.275390625]",1,8.499462127685547,0.000537872314453125,1,"[0.8125, 4.640625]","[5.125, 0.390625]",1,8.37447738647461,0.000522613525390625,1
NOT_RECORDED,5,IL8-FULL,0.06591796875,2,c95165b3bb5e2754faaa370e60fd0e96d24767b8eda1af67c1f801d7f4671c79,0.000335693359375,"[7.96875, 6.875, 8.9375, 7.1875, 8.375, 6.5625, 6.875, 8.125, 4.9375, 8.375]",1,"[2.25390625, 5.5595703125]","[0.83984375, 0.1279296875]",1,13.373641967773438,0.0013580322265625,1,"[2.49609375, 5.93359375]","[0.73828125, 0.09765625]",1,13.936477661132812,0.0010223388671875,1
NOT_RECORDED,5,IL8-FULL,0.0005035400390625,3,b60dce4b4fb7c58f26743b14e89bf6f65fd42fa8a116dc3a52707814fd0496fe,0.00054931640625,"[4.9375, 6.15625, 3.75, 1.5859375, 0.76171875, 3.53125, 4.1875, 5.34375, 5.6875, 4.34375]",0,"[13.310211181640625, 11.932891845703125]","[0.002288818359375, 0.004608154296875]",1,11.623466491699219,0.00153350830078125,1,"[13.936004638671875, 12.30810546875]","[0.001495361328125, 0.00439453125]",1,12.061515808105469,0.00098419189453125,1
NOT_RECORDED,5,IL8-FULL,-0.014984130859375,4,6a691cf16b423bb1d5a6ce4bf3417dd2d707fdac2436c48131dec1cd89b48a6b,8.392333984375e-05,"[7.75, 7.9375, 8.25, 11.0, 8.125, 10.375, 10.375, 8.8125, 6.03125, 11.0625]",1,"[-0.5078125, 9.117279052734375]","[2.03125, 0.007720947265625]",0,15.12405014038086,0.000949859619140625,1,"[-0.5625, 9.368560791015625]","[2.0625, 0.006439208984375]",0,15.374134063720703,0.000865936279296875,1
NOT_RECORDED,5,IL8-FULL,-0.017333984375,5,2a8f1b4955bc1a289af449ade95dfac602e09ca669c961f5c2f949575e94e148,0.0006561279296875,"[2.71875, 8.6875, 8.6875, 5.0, 12.3125, 7.84375, 6.6875, 10.9375, 9.5, 6.34375]",0,"[8.15869140625, 8.671875]","[0.02880859375, 2.140625]",1,10.1842041015625,0.0032958984375,1,"[8.0927734375, 8.640625]","[0.0322265625, 2.171875]",1,10.372360229492188,0.0026397705078125,1
NOT_RECORDED,5,IL8-FULL,0.013671875,6,fc11f308500869e6b6107573e91176f8fb98c2b06cc9eb7d8107d0fb1af68f64,0.0,"[8.5, 15.5625, 10.4375, 7.4375, 14.3125, 13.0625, 7.75, 11.8125, 9.1875, 13.5]",1,"[1.375, -0.328125]","[0.890625, 4.28125]",0,8.935317993164062,0.0021820068359375,1,"[1.55859375, -0.3125]","[0.80078125, 4.34375]",0,8.872817993164062,0.0021820068359375,1
NOT_RECORDED,5,IL8-FULL,0.6875,7,409ab50440c393003452ca14f7a848b9b9c4c26eaf347918e74bd2328b526d48,0.0001678466796875,"[16.75, 14.0, 15.375, 20.25, 14.875, 16.5, 20.625, 18.25, 14.1875, 16.5]",1,"[11.90625, -5.40625]","[3.59375, 10.8125]",0,20.74774169921875,0.00225830078125,1,"[12.09375, -4.34375]","[3.40625, 9.625]",0,20.747909545898438,0.0020904541015625,1
NOT_RECORDED,5,IL8-FULL,0.02880859375,8,55b3125b46809bfd09b46805671031439ad32c9f96657b2e9a2e1d248c8bbb80,5.7220458984375e-05,"[3.921875, 12.6875, 5.625, 4.28125, 6.78125, 7.1875, 6.375, 6.96875, 8.5, 4.53125]",0,"[7.453125, 11.83447265625]","[0.234375, 0.10302734375]",1,11.874076843261719,0.00092315673828125,1,"[7.822265625, 12.33544921875]","[0.177734375, 0.10205078125]",1,12.061634063720703,0.000865936279296875,1
NOT_RECORDED,5,IL8-FULL,0.03271484375,9,81c8c31e8abdcc2afdc5f07178b0a29d0dd009dcb1c5ad3746b934b567eccdeb,0.00016021728515625,"[11.9375, 10.25, 18.375, 7.96875, 9.25, 9.5, 8.8125, 3.921875, 13.625, 7.09375]",0,"[6.4921875, 17.1064453125]","[0.7265625, 0.0185546875]",1,16.748977661132812,0.0010223388671875,1,"[6.62109375, 17.60546875]","[0.66015625, 0.01953125]",1,16.99913787841797,0.00086212158203125,1
NOT_RECORDED,6,IL8-FULL,-0.042724609375,0,65fe8c1ae82c41f795ca50b2a0707d66874e1ae73ea6a6a34e23cc47f17c9e67,-0.00041961669921875,"[9.0, 3.8125, 5.5, 7.9375, 9.6875, 12.875, 6.5625, 5.59375, 4.53125, 4.875]",0,"[7.046875, 8.75732421875]","[3.078125, 0.11767578125]",1,12.37396240234375,0.00103759765625,1,"[7.078125, 8.828125]","[3.171875, 0.109375]",1,12.123542785644531,0.00145721435546875,1
NOT_RECORDED,6,IL8-FULL,-0.000194549560546875,1,2f7b6e27f3bba670acf943b4dec2a696193b1ce72e53248761d42a7b1a19ccf6,-0.000152587890625,"[9.3125, 11.875, 8.25, 5.0, 6.21875, 4.0, 7.4375, 7.09375, 7.09375, 6.53125]",0,"[13.873695373535156, 11.434539794921875]","[0.00130462646484375, 0.002960205078125]",1,16.37464141845703,0.00035858154296875,1,"[13.873504638671875, 11.309341430664062]","[0.001495361328125, 0.0031585693359375]",1,16.124488830566406,0.00051116943359375,1
NOT_RECORDED,6,IL8-FULL,-0.015380859375,2,97e557fa2d1959dfc82a211736e5b608f395a1f440583abd5d70d65a2fbf5cfe,-4.9591064453125e-05,"[6.75, 2.59375, 3.59375, 6.53125, 6.5, 5.375, 7.96875, 4.09375, 9.1875, 3.765625]",0,"[6.1912841796875, -1.796875]","[0.0274658203125, 4.6875]",0,12.061565399169922,0.000934600830078125,1,"[6.3167724609375, -1.828125]","[0.0269775390625, 4.71875]",0,11.999015808105469,0.00098419189453125,1
NOT_RECORDED,6,IL8-FULL,0.1484375,3,322b5d3c47aa80d2c94addc9a85c94282e44d92f9ccc5a0cf4cab593ea40cb3b,0.00016021728515625,"[14.0, 21.125, 15.8125, 13.5625, 16.75, 14.0625, 7.15625, 16.5, 13.3125, 19.0]",1,"[-4.4296875, 5.8125]","[5.84375, 1.78125]",0,20.123687744140625,0.001312255859375,1,"[-4.234375, 6.203125]","[5.75, 1.578125]",0,20.37384796142578,0.00115203857421875,1
NOT_RECORDED,6,IL8-FULL,0.052734375,4,2cb95a1a83adc4008a17e6b41b7af19fb47a468500652815384202b87b26ccb4,-6.103515625e-05,"[9.125, 13.9375, 12.375, 10.625, 12.6875, 9.6875, 1.296875, 9.0625, 10.9375, 0.59765625]",0,"[6.1875, 10.9775390625]","[4.3125, 0.1474609375]",1,18.623321533203125,0.001678466796875,1,"[6.09375, 10.8642578125]","[4.21875, 0.1357421875]",1,18.373260498046875,0.001739501953125,1
