case_id,current_conflicting_target,denominator_exclusion,entry,exact_neighbor_rewrite_overlap_count,later_conflicting_seen_target,ordinal,panel,semantic_conflict_detection,subject_relation_cluster,target_sha
10692,False,0,Early,0,False,1025,Current100,False,b02a5393bc6eeee72c0c6c6c54dc3473c51bf696cecf30e4e9c5b41506aedcf5,4f0ab8ad79593c7e7b3827b54ad48ba8257f1cc7ca7721d3e15abd6807dabd96
21101,False,0,Early,0,False,1026,Current100,False,7f4effb4ce7d05ef8bf4038bb4ba7741568de060efd695ec70c3aeba2ed806cd,8313d0d97f37a178d1c9a6d87abb43694d27e37eae479fd6a3f3a793e3f7656e
11842,False,0,Early,0,False,1027,Current100,False,67729280fa37c3c1f221651e234611d78cb22d89f15e4ae0489c226582a54d2e,a691b02a572d6f56c59b3a53e3ec8ca193a68c6a3fb38d3bd8c5bcc1bf2c944c
7494,False,0,Early,0,False,1028,Current100,False,7cbc09bde6a1873ee08ae2c296d578f03f655e108580e56fee4b96dbc9c6cbc0,5b579331b725dc7ed4e699a4189719fabf8c132ef820d1b10a5b3b83abb75100
12134,False,0,Early,0,False,1029,Current100,False,c9f7cb521bef79b03331a826de5f464e6a23760d626f3f3685999b99d4952b44,28b343cb4e6278763f24c8c2e9a4a79427250538f4e5de2601fbef8996a31a14
17219,False,0,Early,0,False,1030,Current100,False,6e45618fef0a281883e4c2e7ca39c45b42a9e7769aeb61e09590f6d0d4b0904c,345e70b972ad3e163f2fca72684a67c4bfd4c201974f1a2951e741d0d1d79e9a
2995,False,0,Early,0,False,1031,Current100,False,33eac9aacf1e28c4e35bf11cd09a1e7c3244c7e19729a983486db7d27ffcf2e8,4fbf9e06318b736575d2cff48ef5743fb070557148b8a2e5c0820582d9c111ee
4694,False,0,Early,0,False,1032,Current100,False,0e23263bb934b2c9d2c45ba6775f157a7987c6f07149bda239d3d26461ff22e9,7774487c8de38d72e0ec90950144c3653cd6d5afd0e9cdf92878adb317e50b74
4437,False,0,Early,0,False,1033,Current100,False,ee8d76902b0ba1c4a65e2bbb8818fbdde1fd7666b2b40d5c803e842ed23e1fc5,6949d667043bee0b3956062215f13454c6877f7bada74c9cee264e7035f428c2
3007,False,0,Early,0,False,1034,Current100,False,8bf2db62de61b12664cbd455198619365700bc07ab107e52ed89c6d997110db0,542fae80622159f5d5acb66cb2977a5fdc53ceb3a1a9c239e2a85a11d6dff6b9
3261,False,0,Early,0,False,1035,Current100,False,3aff539aa41a3e5b8d8ffaa09720d97e5044511852a2cdc5596abcf51b01c72d,355150d7754082ff89d6cd93753cdc52e2ba042ddb1e5ba827ca0a95ec8689b7
18945,False,0,Early,0,False,1036,Current100,False,c2133e4856fb5d99aeddcf9a5dbb66b7860adaa75624424e44066eb942631f39,54be24acda0d3ba2f88237fd160dec13353e02bfd46d33be3b13f3dd01244add
21804,False,0,Early,0,False,1037,Current100,False,81a32ddc754eec2c42a9b235421cf9742321c13cdbd9919c8024728b6199e830,e3a15c053f08ec5480bf59edbd28a457a08cf517d279f13b94e4858f16f1e961
3143,False,0,Early,0,False,1038,Current100,False,8b6b20e962867c4b54d4bc3dc868358ef2de9f6df0aa4e6e350474d34d556a68,6949d667043bee0b3956062215f13454c6877f7bada74c9cee264e7035f428c2
14484,False,0,Early,0,False,1039,Current100,False,908f598288e415c4c4498b4d70263000b440647f107f28955ef243506713f584,5417ffe77a73b40f2f0329c6ea68d26ecd9898fc5c11e549433b8069c6ac5318
14124,False,0,Early,3,False,1040,Current100,False,f2b5b6bad3f5f619640d66cac89a19e4fe0ba9598e13c9dcd616cf8d12d49b81,51648db51d77b8c0c379b77dee2d7108da4baadf89ae31f2bd158e4f4ba99658
19793,False,0,Early,0,False,1041,Current100,False,0a1a8c46ac8a555a9817c0b84893c1c608b360a0ad66de2d25f93d18740e1166,a4f2cf81a927c6eb9dd7d575978468433f12433f589181b445059b20205d4de1
16160,False,0,Early,0,False,1042,Current100,False,36b6678e6a6d76751dc79f6734e844988e3ecaefd84b4cdfe4d7d353bc106123,6bf56c02bd2bb3a9045653858d773332fe1229d5fdca3f6ec6358a8ce3016025
10465,False,0,Early,0,False,1043,Current100,False,b89761697bbaa2edbbf27fb24a457cc338ff6113f6c2a43a5f23d72a7ad84919,092033938ca2debb340be95266c500b7ee4739facaf97f9a059b190a19cee0f5
18215,False,0,Early,0,False,1044,Current100,False,c1d098dd142c43953f64cc95aa008cbe435fae462efa9b036e4dfd5d70a7064e,4f0ab8ad79593c7e7b3827b54ad48ba8257f1cc7ca7721d3e15abd6807dabd96
5372,False,0,Early,0,False,1045,Current100,False,9f24c6fd1224b88efdd89c9eda5d75b6315d3a12bf4580ffc9ee61c745c0b8b6,c6b2610fdc03b4a461de6de5b7523a958dbf96d005c2b117e8b0945cf1a5b252
6891,False,0,Early,0,False,1046,Current100,False,51265e643073be933208d44b1bf5762d2dbbd28b13f8685cceed8459261403e3,9f3f8e317508fe1ac49b5a5cce6075a73b6faee2a604d15f0a36a74aaf812637
12165,False,0,Early,0,False,1047,Current100,False,43a50239e1b173007923736b98a35ca02ea005ca6ba42027edd2b7b4b0b9a3a8,6eb307f4fc50f948af43a8fd753a577cc158d89ef902beaf2ce3242fef74b505
20679,False,0,Early,0,False,1048,Current100,False,472acbf4e66dea8bc071af7598c2eecd766e757bf638deb600a3af63e57ce959,758780001e3eafc1c793dfe6c093bc249dab6502bf17b7f2fe3f5097d423ab25
1454,False,0,Early,0,False,1049,Current100,False,a35a5aab263f05ff625607eb1939dadc33c7ae8832f5fada8d848a2e838ca9d2,7a74734f8e72692d13bfa4bf51a6fc41c6991c0bcd22dc9c70f785b485b97ae1
10122,False,0,Early,0,False,1050,Current100,False,6bcff3d6ac8eb6f2faf854c12adc91402d4a4a4d34362d6f52618709920bc424,32889a931b08ba01dadfc309df2ec6bd7b8234aa9a8db49ffd49818f3b3aa1c6
5695,False,0,Early,0,False,1051,Current100,False,710178ae331ab41a4d67e1fe4afa5a9df14f6d85dc46bc4337777d324c82bc79,1ee6fa77ced117e6045bbb22bf6e7495c3f4721401ad9a2a9061be4ef515190e
13721,False,0,Early,0,False,1052,Current100,False,64eb94bd10f03211e4879e3d3fffa8ab87ed8a7547d429360e93aaae9bc4fb57,a48073439ac549c6f43e3156e520b4791a536605e317d0e186c347df4bf98471
1761,False,0,Early,0,False,1053,Current100,False,72a83b7d00d03c603c00424baff3958697c2c9c7943cb45ef51a8456e66c358d,e3a15c053f08ec5480bf59edbd28a457a08cf517d279f13b94e4858f16f1e961
471,False,0,Early,0,False,1054,Current100,False,ea450784c44923fa00532a7dabec4353ad82b56a02ebb8df494cbbf00370e69e,44ea103e695dccba78d8ab9b705003aeed6cc1c017451caea7abfcf398004417
7912,False,0,Early,0,False,1055,Current100,False,438e044f3cf55b820c86f56e3b5f4402fa35a092b74d656d29cdb3826a60476c,3a198a4272d97d95a4cedc59541dc17198af91367b3054252c92ee8bd41c8c85
19908,False,0,Early,0,False,1056,Current100,False,2752b8a39b2910f562e2c880ad10e3e8225e494d5ba98474b7e3bfea4f3c3046,38aced240343f4d84d19f02f694938384f4d3ced8569ae726cea1424bee976d5
2942,False,0,Early,0,False,1057,Current100,False,fb9f4f2e46d8a344b8e25f7d3deeeb7766d638b5bb80fd2aadb3e2adbd86ad55,32889a931b08ba01dadfc309df2ec6bd7b8234aa9a8db49ffd49818f3b3aa1c6
16353,False,0,Early,3,False,1058,Current100,False,2a715d4f20a8d34c5e552ea83fda9591f074c376efecc587af448d87dd1bda6f,da58e72c5b56aa7c204ef4061c35fa16ee4c305c276884851ee1447b75d52488
14511,False,0,Early,0,False,1059,Current100,False,ba0db38b97cca6cfb03bc5cbf397d076fa3597e2b23cad5b50b5cf1fe63fbebd,4de6a32c0876f24f8fbd299a13b909dcb51416d90de3b89716a998df593c4cec
14651,False,0,Early,0,False,1060,Current100,False,77547f368dc6d23160c649002626471d7f22c43d3a3cc6b4af0fcdde678b4557,28b343cb4e6278763f24c8c2e9a4a79427250538f4e5de2601fbef8996a31a14
11949,False,0,Early,0,False,1061,Current100,False,c3dd6a65a60479353501b9e570fa94ae0ba12851b371f62a7eb3d31b66cb8455,564996fab76ce6b93000b9ee9988f6a86e7cd9e663477c7e0774de72043660c2
5073,False,0,Early,0,False,1062,Current100,False,f1f5eb5b39ed2dd2d08dea4b0e53adf5b6122153301b90f24b3d6bbbc4cabf4c,092033938ca2debb340be95266c500b7ee4739facaf97f9a059b190a19cee0f5
5918,False,0,Early,0,False,1063,Current100,False,f77b218f390c7bb950dfcd49ccf65d8ef95f031e2fd78ad06f425d36926a65c9,4a420f71fffa9e49c8005d8a8715c7bc2f5de506928eeeb96a0dae0b93966d70
7865,False,0,Early,0,False,1064,Current100,False,d94af361a186988cd08da5b0c3aa0b644cdee1335b3bdfb3a206bb66a0b616c5,07bb3c3f5a38af2d0deea379cfb2d7e4f592fd2d553fc2daf7fd14aaf22ede3e
3807,False,0,Early,0,False,1065,Current100,False,e0b49437ed48982267b51bfe9c34481dd14b1fcfea58a653c023c9881cb70bca,32889a931b08ba01dadfc309df2ec6bd7b8234aa9a8db49ffd49818f3b3aa1c6
4956,False,0,Early,0,False,1066,Current100,False,fbc73db1676c9b6dd0ecbc062684eccb9fa2c1c43761f8726cc9aea8122cc9d9,345e70b972ad3e163f2fca72684a67c4bfd4c201974f1a2951e741d0d1d79e9a
9276,False,0,Early,0,False,1067,Current100,False,33e42cb48fb6e33ed4ef9e157bc3dd1e6cc6f28a79ade9d75bd2a3ad6b84c7d0,e57814bb3066ba26d305b8d09428461c591c44bf565ef94eb1babfa8c33a0281
6843,False,0,Early,1,False,1068,Current100,False,b8a4f4635654a209a2d62ad6f7cb801d5e4416746d00c7819cd29eb2328263f0,b332ce29d50e8581a1130cc6a6f038383248cf9598e0f872b0e202f4330e9311
12348,False,0,Early,0,False,1069,Current100,False,da086b0982d917601c90ef6fe7e25eeb8b9cca20b798dc3e2d478d6cc900086c,a68f454b67dfd8429e41dca15c43c3171a94510b1daeca2c38d0b44561937e5d
5718,False,0,Early,0,False,1070,Current100,False,632a5fc975f9a1a2ca25a68ee4ad23f5968e0b454d972c903f7a483eba461a07,ba422497e88ca8bedef89b54fcf6c83f3b5cbeba2c0768bcbb56d5c8b8f695d6
7875,False,0,Early,0,False,1071,Current100,False,6d063ca1c843132174e81104e87678c8bf55bde25a964c353c4bec25083600bb,32889a931b08ba01dadfc309df2ec6bd7b8234aa9a8db49ffd49818f3b3aa1c6
2952,False,0,Early,0,False,1072,Current100,False,e515389eb32f437ed7658b402d9d0fd83e9c4b6ab406febffe1d2fcbea0a190c,8da7d3ed60ee6ae1be169f9ff2e87a1fc7c00c433df53d72f1aed64aa1a29891
3986,False,0,Early,0,False,1073,Current100,False,50d193cf62f9c0ac48682016eeeea2a737fccd41f5f6dba06a518f11d07a61e7,1ee6fa77ced117e6045bbb22bf6e7495c3f4721401ad9a2a9061be4ef515190e
7152,False,0,Early,0,False,1074,Current100,False,8380ba74a358a8fc1ecd72f164e8471cca44709feca0df20eed961193a0a44cb,66c9bf88f18725517d98c3d73a534cd1aeff5fc3930c50e05fcab426bcc928a6
7718,False,0,Early,0,False,1075,Current100,False,30e8601207011c789f9db4af628d1c3348c96d402f5bb2024a15b16a737f5c8e,2145faaae1e1e9c4f6aa06700512c087996694c5b03c5c6e22461c9c3987e573
20562,False,0,Early,0,False,1076,Current100,False,d65a0c0fb13d0d9522c85304c66457df51a175773c45fc3047ded27da0e58d6e,07bb3c3f5a38af2d0deea379cfb2d7e4f592fd2d553fc2daf7fd14aaf22ede3e
18761,False,0,Early,0,False,1077,Current100,False,82676b520389dc6fe9a5ac29ab9455e6459d23145dd1724d779700ec3292907e,a68f454b67dfd8429e41dca15c43c3171a94510b1daeca2c38d0b44561937e5d
6489,False,0,Early,0,False,1078,Current100,False,96eb101f0af814131d4c995555c045d5cb7ed5f6131aa1b9761599fdec853d03,3c35aec40ce5edabb151fe74179c069e4051457bd20880bf243903914566ed68
8094,False,0,Early,0,False,1079,Current100,False,29f5efddcbc0a4ee7d9f83e4829983fd51ce85b0aee9d0c040f1d6ee5c3e21ad,581fbc1ed0df6f91ec6a9953ce3432ffc5e7484d9e4c5e9d2e7af3c5a5328669
3363,False,0,Early,0,False,1080,Current100,False,bcbcfd66452987bd48e879ce91c1338b0033e58952890f3ba819f01a7e10826e,d7292749cdf96ed372cc79c8b1a7c4586c0941bf91c43550a6d98c4e0d49e492
8338,False,0,Early,0,False,1081,Current100,False,b5818270c1a7a0f3ecd663942371399c68ec241098e2875a664f6a387fa7778f,7a52c4ffc58624dc7d08e1484f9e36dd7591c8f993e0253ae65e66dac3a68081
16478,False,0,Early,0,False,1082,Current100,False,a9afc9af74573fc2c5571fb613210690ec3427cba1c8b29b5653f810205b9d8d,8313d0d97f37a178d1c9a6d87abb43694d27e37eae479fd6a3f3a793e3f7656e
16686,False,0,Early,0,False,1083,Current100,False,e915ec76f33f1c1ae518a9e2d7c5159ae8bad30ede02c8a69d6f9d1fa0153453,2e16abce23dc740ecc2520e4dcacc358b84fb5b900f1a58d49b5a4a973d9cede
8136,False,0,Early,0,False,1084,Current100,False,e34a8dabc951e7df9d191a8ace5850f467a2ef7686c06fed3197c5f025149d37,79071115d5984bfa0ed72c32a7ddad2d45a7b883eb7ea4c9c65443dc9a61c922
15520,False,0,Early,0,False,1085,Current100,False,dda5b4be9da67e7612304bdc9808000b1dcc1ff8de39ef61b0ed62a987b9fd8a,32889a931b08ba01dadfc309df2ec6bd7b8234aa9a8db49ffd49818f3b3aa1c6
15106,False,0,Early,0,False,1086,Current100,False,915beefb5dbd40231e13e12b05324cd5227cd1ab2f309256a6edcd9b5887730c,9a638d930e8e64ec91311c812361c4a2a313a44a81bbeace36606af776a2a8da
462,False,0,Early,0,False,1087,Current100,False,ae123ec0dec106befa7a768dbfdf2c4871640e7af97d63c6c6c958de29d98798,b7c1ccb5006c7aa09a8be98f15e35cd1039da812b04224194c60899958afc112
5958,False,0,Early,1,False,1088,Current100,False,74a7972323aadfff1d4f73d78d23b070014acf6649a7a3ed54990e796cd0a819,8313d0d97f37a178d1c9a6d87abb43694d27e37eae479fd6a3f3a793e3f7656e
8569,False,0,Early,0,False,1089,Current100,False,dcb471bb0f61ce139113a9fe3db05526a779428833d9608b3275d801e2212158,32889a931b08ba01dadfc309df2ec6bd7b8234aa9a8db49ffd49818f3b3aa1c6
1940,False,0,Early,0,False,1090,Current100,False,2557b1be5dcbd003fb398cdba2913b7916ef7e4becac469ecc6538984d27deab,9057bb19fe354dcdc8ada02e9d239c320e98c8dc1e5e5a6f1cb9f69cfe0671fe
18440,False,0,Early,0,False,1091,Current100,False,0a497142736d3bee588b247d69bc69984b6a2ea26135d24adc771208e872ed9e,345e70b972ad3e163f2fca72684a67c4bfd4c201974f1a2951e741d0d1d79e9a
20451,False,0,Early,0,False,1092,Current100,False,c614d9b6dcb6db4ac691b371923af97921635c4a12ad15b97564ba433eb7d00c,8d6aa44316cabad81e614e469da80bb1fad5c4a6892f129b1d8dc8db9c939016
8545,False,0,Early,0,False,1093,Current100,False,94687c11b87387c58e9ec25fa2a7026104047dfe63164c35c9948ad6a43be88e,5ebcb2d32e72c8ebcbdfdb86b5e9e19d999b6ffc1488e84f803e2f7ea74d1175
21396,False,0,Early,0,False,1094,Current100,False,9e441ee97b789ee0f0b37d6fd866b401020c3584c02cf1aa60a68eceb6361a24,1ee6fa77ced117e6045bbb22bf6e7495c3f4721401ad9a2a9061be4ef515190e
14742,False,0,Early,0,False,1095,Current100,False,a1a2baf31a8f2b5ca0c28122ac1b1fe4da1e572598454ffbc7e0368ac9bc3381,4de6a32c0876f24f8fbd299a13b909dcb51416d90de3b89716a998df593c4cec
19789,False,0,Early,0,False,1096,Current100,False,6d27b03da67c75d405931c71d1341c14b1d4678ae8fb8316ca5e311df7689f53,8a766f0d8dd2cfd6e894a5ac7e64103877192dcdabeb06d9cf4e9cfd83aa0e88
18471,False,0,Early,0,False,1097,Current100,False,5d390ed521edf75c9fff77fd18af4ca463a810cebc2f722155183ad736b24d4e,c7bbb1dfa0c5dbe755a84168b84c7501b7cda86a83fa5f336f69967ca74fe71b
19441,False,0,Early,0,False,1098,Current100,False,4f0b5da0d32c99571d70b9f38fcada82b98d646557f1d03bd88aafd4e9e671d7,34c35c30fbb42f485ed7ca6c5ec460db6eb53262486f3d375f33247ff15b8385
12311,False,0,Early,0,False,1099,Current100,False,3400519b3571c4c0c29a312d3f884a57337e2b3df10512f460288db3b322e468,cd6c31c72565a084ac799955962e1525ce052386d410cacc405d6167e3e1dea7
16186,False,0,Early,0,False,0,Fixed100,False,4bac29db714b3b47b0e3694182b16fe562078964c48683a44941061a51755520,754e77563d7f68953137c9c649d4618069c14c188a87e601815d5d0252cbc08d
3743,False,0,Early,0,False,1,Fixed100,False,dfc8bc5969d0397b006c655717f13b9537f48de266bda2533e802162ab42b465,7f1150ac2c9c6ef1f133f776407935a229c7544dd033b29e37e6e9f9de1420f9
1481,False,0,Early,0,False,2,Fixed100,False,a78d42504545baa2b758b7e5cd5d00edee80b49f113352aaed2f7cbb1b81cebc,ee0ef27ae3e02d72ccc30d5c38438c5fe32aaa5d2a4926eb915c96aec03a858b
18140,False,0,Early,1,False,3,Fixed100,False,33c93be84362e211034b8ab514dec7a961ade5a3b2fdda1811bfc15a57980f46,36f5a63b54a9bfeb487d6ee9d8526c6c4820abe3d65014e348c93478970f8239
5506,False,0,Early,0,False,4,Fixed100,False,7d6711e558bf20fbe957c0134d6dab1a91478df03fb8a25546dea2989d9cdf83,092033938ca2debb340be95266c500b7ee4739facaf97f9a059b190a19cee0f5
14521,False,0,Early,0,False,5,Fixed100,False,e9478df50b11396033afab6039d66a09a33c68e956fad85bd036c8025a1f9bf9,a6287891826748b2fb5c209aaadfa2df65554619d9d45fb15ec862421fc3c7a3
14349,False,0,Early,0,False,6,Fixed100,False,c389b528ec0e31b8bc4760bc9fe6976dfe20475c55a1b2de0dc4adf273569d29,52cc91afd91b06d3058da1419ccd12ad354772c89d0cdac8200b190b7b6053df
16334,False,0,Early,0,False,7,Fixed100,False,7b3837c5978bf746429def6bf90572bafcbac81fa88cd7384226409c92f85ccc,54be24acda0d3ba2f88237fd160dec13353e02bfd46d33be3b13f3dd01244add
6882,False,0,Early,0,False,8,Fixed100,False,7b451a91c91c116d37fc2e0a0b3c03edac32c9bdb86bb132ebb01888bbd8e41e,8313d0d97f37a178d1c9a6d87abb43694d27e37eae479fd6a3f3a793e3f7656e
6620,False,0,Early,0,False,9,Fixed100,False,d6476ecd6b1f7aa490303682a833ea87445b10ff29302bbc24fd2b90e7c8605b,4f0ab8ad79593c7e7b3827b54ad48ba8257f1cc7ca7721d3e15abd6807dabd96
5979,False,0,Early,0,False,10,Fixed100,False,493f6a32728c14055656e9d4c80547890a4e293d63e6044874f9ad4b2f856fdc,1ee6fa77ced117e6045bbb22bf6e7495c3f4721401ad9a2a9061be4ef515190e
3620,False,0,Early,0,False,11,Fixed100,False,61879ad4ca05e072189119ec1a514917a68a033c64a9e19262da2c07f95f3044,5e7a85ff0649e7041ce378e9d821375a1ae8aa1320c70bf0d6a4e3d4d58bfcaa
2115,False,0,Early,0,False,12,Fixed100,False,fc68d45adf8be9c765b0f06a646f3a34003771433dc0704d0b447ceac62903aa,5e61d9f6a99cef3c80fd33ca3157613b21cad1e0b3d34081d333c4537924c0ad
15503,False,0,Early,0,False,13,Fixed100,False,52fad38e176591cbdbb3b55ca67d06fb6b9adaba05375ccbc1ed2e03c6fa243a,e141dfb63ea66eacd4721357fb98d722c76714d8a543b478bd533220eca8aa2e
403,False,0,Early,0,False,14,Fixed100,False,ebbc695e6739f2d3706a349c65ec3f746177400308f26abb9c5134c7f5de89c9,b5aa814b834537f7775f9d8b97ca09f4ae9fa5284ee69f499cd492b4bb73d9fa
2879,False,0,Early,0,False,15,Fixed100,False,7eaf4a0b8efe0c60edd875f446fe6f5a06a30392bee71f6086ebd5b492d88d35,f7687e7983f137c01b3a5fe6429c885430c23c02b311ccafc64dab7e0662cc38
4592,False,0,Early,0,False,16,Fixed100,False,5f7db3f62118b7bf8e065744e33f01d6bfc625e25d847ef9c22b33238768b506,05f9034aae29d7e851cc1c6bba6bdbc8aa4c51127063a79ef176cbb62dd9eb11
3098,False,0,Early,0,False,17,Fixed100,False,31e6a5a4f0442b4e38da2fc9b6e717f52095fc36852265b42919e16ed2d97250,ac8c913fe9fe58fed4f603b326916b771656d437f2b8fab45f1e3ae10b9b965b
6827,False,0,Early,0,False,18,Fixed100,False,a279ec25cf4b8e43822ef97ac312177e29c19164b775c55f3878b033124a25c7,ec98aed34a901a0ec8f725716591554e7042e7176c596a3dc101e7d1b4463886
3557,False,0,Early,0,False,19,Fixed100,False,528a9f9bcbdf5c28e1d52b8253b538bfd9336176862dd2926223ad8090958f91,ac8c913fe9fe58fed4f603b326916b771656d437f2b8fab45f1e3ae10b9b965b
983,False,0,Early,0,False,20,Fixed100,False,e8add3c013479e7b768c696c7c3591caf4c8596cee8418f0d5cb2964c8cf93cc,e2df4eaed6026fbff0eb2025e6ad1fcc959737d819ee28501d8940aca596844a
10695,False,0,Early,0,False,21,Fixed100,False,fba223d2738c5678ad10ae7133c0f0cdec595503bee75e254a639730a7515bb9,c8a6e0d4a6e458b0dbdc1445f885219ac03bf9c0d1030b36e9954e72ab90a530
19830,False,0,Early,0,False,22,Fixed100,False,d6ab4967e7a0d1e8f989e78b026507365f8af9aa9ca67ee412d38a4748a9b745,e5777cab81802a685de3e4c40931f39b76b9acadaa7431159f1143c2276ed320
9198,False,0,Early,0,False,23,Fixed100,False,1921bca39d08ebbcdfa3b5f2736483c6f283de07962aee4695a57c0075db373c,fee272cd42c08e38a08d8f9c1397360c2b8f883d26042fd0a8307ff5fa272ee0
19033,False,0,Early,0,False,24,Fixed100,False,c182bbca913624df95a053bcf093deb610e9a9c64b798ca10abde932422e158a,82932ddce217e2199c3cd9ba126ab94c5a0bca7f820ad501ad2f39d4dd9d90cd
