job_id,entry_n,component,value,unit,accounting,status,evidence
46439,5000,peak_reserved_bytes,39462109184,bytes,COUNT_OR_PEAK_NOT_ADDITIVE,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-e01-fullseen-schema-repair-r3/local/baseline-mechanism-first-e01/20260912-v1/fullseen-schema-repair-r3/n5000/output/terminal.json
45914,5000,allocated_GPU_seconds,9727,seconds,ALLOCATION_TOTAL_NOT_ADDITIVE,FAILED_POST_NATIVE_EVAL_SCHEMA,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-e01-terminal-performance-repair-r1/local/baseline-mechanism-first-e01/20260912-v1/attempts/warm-l4-n5000-performance-r2/output/failure.json
45914,5000,program_elapsed,9720.0660384316,seconds,PROGRAM_TOTAL_NESTED_IN_ALLOCATION,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-e01-terminal-performance-repair-r1/local/baseline-mechanism-first-e01/20260912-v1/attempts/warm-l4-n5000-performance-r2/output/failure.json
45914,5000,native_10_batches,8170.789719805121,seconds,PROGRAM_COMPONENT,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-e01-fullseen-schema-repair-r3/local/baseline-mechanism-first-e01/20260912-v1/fullseen-schema-repair-r3/reused-native-chain-receipt.json
45914,5000,target_seconds,6726.750929825008,seconds,NATIVE_NESTED_COMPONENT_NOT_ADDITIVE,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-e01-terminal-performance-repair-r1/local/baseline-mechanism-first-e01/20260912-v1/attempts/warm-l4-n5000-performance-r2/output
45914,5000,key_seconds,236.67671520635486,seconds,NATIVE_NESTED_COMPONENT_NOT_ADDITIVE,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-e01-terminal-performance-repair-r1/local/baseline-mechanism-first-e01/20260912-v1/attempts/warm-l4-n5000-performance-r2/output
45914,5000,solve_seconds,2.9496639408171177,seconds,NATIVE_NESTED_COMPONENT_NOT_ADDITIVE,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-e01-terminal-performance-repair-r1/local/baseline-mechanism-first-e01/20260912-v1/attempts/warm-l4-n5000-performance-r2/output
45914,5000,observer_copy_seconds,30.50935534760356,seconds,NATIVE_NESTED_COMPONENT_NOT_ADDITIVE,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-e01-terminal-performance-repair-r1/local/baseline-mechanism-first-e01/20260912-v1/attempts/warm-l4-n5000-performance-r2/output
45914,5000,history_verification_seconds,4.9208874851465225,seconds,NATIVE_NESTED_COMPONENT_NOT_ADDITIVE,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-e01-terminal-performance-repair-r1/local/baseline-mechanism-first-e01/20260912-v1/attempts/warm-l4-n5000-performance-r2/output
45914,5000,compute_z,1000,count,COUNT_NOT_ADDITIVE,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-e01-terminal-performance-repair-r1/local/baseline-mechanism-first-e01/20260912-v1/attempts/warm-l4-n5000-performance-r2/output
45914,5000,key_calls,20,count,COUNT_NOT_ADDITIVE,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-e01-terminal-performance-repair-r1/local/baseline-mechanism-first-e01/20260912-v1/attempts/warm-l4-n5000-performance-r2/output
45914,5000,solve_calls,10,count,COUNT_NOT_ADDITIVE,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-e01-terminal-performance-repair-r1/local/baseline-mechanism-first-e01/20260912-v1/attempts/warm-l4-n5000-performance-r2/output
45914,5000,history_append_passes,10,count,COUNT_NOT_ADDITIVE,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-e01-terminal-performance-repair-r1/local/baseline-mechanism-first-e01/20260912-v1/attempts/warm-l4-n5000-performance-r2/output
45914,5000,first_batch_W0_ENTRY_NATIVE_panels,284.95344441756606,seconds,PROGRAM_COMPONENT,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-e01-terminal-performance-repair-r1/local/baseline-mechanism-first-e01/20260912-v1/attempts/warm-l4-n5000-performance-r2/output/B051/E1-coverage.json
45914,5000,query_general_signed_observation,344.77445547655225,seconds,PROGRAM_COMPONENT,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-e01-terminal-performance-repair-r1/local/baseline-mechanism-first-e01/20260912-v1/attempts/warm-l4-n5000-performance-r2/output/B051/observations/observation-receipt.json
45914,5000,representative_signed_FD,1.092727918177843,seconds,PROGRAM_COMPONENT,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-e01-terminal-performance-repair-r1/local/baseline-mechanism-first-e01/20260912-v1/attempts/warm-l4-n5000-performance-r2/output/B051/signed-initial.json
45914,5000,spectrum,,seconds,NOT_SEPARATELY_RECORDED,NOT_RECORDED,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-e01-terminal-performance-repair-r1/local/baseline-mechanism-first-e01/20260912-v1/attempts/warm-l4-n5000-performance-r2/output
45914,5000,model_load,,seconds,NOT_SEPARATELY_RECORDED,NOT_RECORDED,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-e01-terminal-performance-repair-r1/local/baseline-mechanism-first-e01/20260912-v1/attempts/warm-l4-n5000-performance-r2/output
45914,5000,terminal_current_eval,,seconds,NOT_SEPARATELY_RECORDED,NOT_RECORDED,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-e01-terminal-performance-repair-r1/local/baseline-mechanism-first-e01/20260912-v1/attempts/warm-l4-n5000-performance-r2/output
45914,5000,checkpoint_IO,,seconds,NOT_SEPARATELY_RECORDED,NOT_RECORDED,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-e01-terminal-performance-repair-r1/local/baseline-mechanism-first-e01/20260912-v1/attempts/warm-l4-n5000-performance-r2/output
45914,5000,restore_time,,seconds,NOT_SEPARATELY_RECORDED,NOT_RECORDED,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-e01-terminal-performance-repair-r1/local/baseline-mechanism-first-e01/20260912-v1/attempts/warm-l4-n5000-performance-r2/output
46440,9000,allocated_GPU_seconds,4663,seconds,ALLOCATION_TOTAL_NOT_ADDITIVE,COMPLETED_EXIT_0,parent_single_scheduler_receipt
46440,9000,program_elapsed,4656.180602846667,seconds,PROGRAM_TOTAL_NESTED_IN_ALLOCATION,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-e01-fullseen-schema-repair-r3/local/baseline-mechanism-first-e01/20260912-v1/fullseen-schema-repair-r3/n9000/output/terminal.json
46440,9000,model_load,21.25005423091352,seconds,PROGRAM_COMPONENT,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-e01-fullseen-schema-repair-r3/local/baseline-mechanism-first-e01/20260912-v1/fullseen-schema-repair-r3/n9000/output/terminal.json
46440,9000,fullseen_past_eval_guard_shards,4269.783500770107,seconds,PROGRAM_COMPONENT,NATIVE_Z_HISTORY_0,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-e01-fullseen-schema-repair-r3/local/baseline-mechanism-first-e01/20260912-v1/fullseen-schema-repair-r3/n9000/output/terminal.json
46440,9000,new_native_batches,0,count,COUNT_OR_PEAK_NOT_ADDITIVE,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-e01-fullseen-schema-repair-r3/local/baseline-mechanism-first-e01/20260912-v1/fullseen-schema-repair-r3/n9000/output/terminal.json
46440,9000,new_z,0,count,COUNT_OR_PEAK_NOT_ADDITIVE,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-e01-fullseen-schema-repair-r3/local/baseline-mechanism-first-e01/20260912-v1/fullseen-schema-repair-r3/n9000/output/terminal.json
46440,9000,new_history_append,0,count,COUNT_OR_PEAK_NOT_ADDITIVE,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-e01-fullseen-schema-repair-r3/local/baseline-mechanism-first-e01/20260912-v1/fullseen-schema-repair-r3/n9000/output/terminal.json
46440,9000,evaluated_past_requests,9900,count,COUNT_OR_PEAK_NOT_ADDITIVE,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-e01-fullseen-schema-repair-r3/local/baseline-mechanism-first-e01/20260912-v1/fullseen-schema-repair-r3/n9000/output/terminal.json
46440,9000,reused_current_requests,100,count,COUNT_OR_PEAK_NOT_ADDITIVE,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-e01-fullseen-schema-repair-r3/local/baseline-mechanism-first-e01/20260912-v1/fullseen-schema-repair-r3/n9000/output/terminal.json
46440,9000,peak_allocated_bytes,34783035904,bytes,COUNT_OR_PEAK_NOT_ADDITIVE,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-e01-fullseen-schema-repair-r3/local/baseline-mechanism-first-e01/20260912-v1/fullseen-schema-repair-r3/n9000/output/terminal.json
46440,9000,peak_reserved_bytes,39462109184,bytes,COUNT_OR_PEAK_NOT_ADDITIVE,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-e01-fullseen-schema-repair-r3/local/baseline-mechanism-first-e01/20260912-v1/fullseen-schema-repair-r3/n9000/output/terminal.json
45915,9000,allocated_GPU_seconds,9748,seconds,ALLOCATION_TOTAL_NOT_ADDITIVE,FAILED_POST_NATIVE_EVAL_SCHEMA,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-e01-terminal-performance-repair-r1/local/baseline-mechanism-first-e01/20260912-v1/attempts/warm-l4-n9000-performance-r2/output/failure.json
45915,9000,program_elapsed,9742.126184556633,seconds,PROGRAM_TOTAL_NESTED_IN_ALLOCATION,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-e01-terminal-performance-repair-r1/local/baseline-mechanism-first-e01/20260912-v1/attempts/warm-l4-n9000-performance-r2/output/failure.json
45915,9000,native_10_batches,8172.952265024185,seconds,PROGRAM_COMPONENT,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-e01-fullseen-schema-repair-r3/local/baseline-mechanism-first-e01/20260912-v1/fullseen-schema-repair-r3/reused-native-chain-receipt.json
45915,9000,target_seconds,6727.512998500839,seconds,NATIVE_NESTED_COMPONENT_NOT_ADDITIVE,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-e01-terminal-performance-repair-r1/local/baseline-mechanism-first-e01/20260912-v1/attempts/warm-l4-n9000-performance-r2/output
45915,9000,key_seconds,240.41217668540776,seconds,NATIVE_NESTED_COMPONENT_NOT_ADDITIVE,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-e01-terminal-performance-repair-r1/local/baseline-mechanism-first-e01/20260912-v1/attempts/warm-l4-n9000-performance-r2/output
45915,9000,solve_seconds,2.948027614504099,seconds,NATIVE_NESTED_COMPONENT_NOT_ADDITIVE,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-e01-terminal-performance-repair-r1/local/baseline-mechanism-first-e01/20260912-v1/attempts/warm-l4-n9000-performance-r2/output
45915,9000,observer_copy_seconds,30.0718215405941,seconds,NATIVE_NESTED_COMPONENT_NOT_ADDITIVE,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-e01-terminal-performance-repair-r1/local/baseline-mechanism-first-e01/20260912-v1/attempts/warm-l4-n9000-performance-r2/output
45915,9000,history_verification_seconds,4.7755773682147264,seconds,NATIVE_NESTED_COMPONENT_NOT_ADDITIVE,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-e01-terminal-performance-repair-r1/local/baseline-mechanism-first-e01/20260912-v1/attempts/warm-l4-n9000-performance-r2/output
45915,9000,compute_z,1000,count,COUNT_NOT_ADDITIVE,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-e01-terminal-performance-repair-r1/local/baseline-mechanism-first-e01/20260912-v1/attempts/warm-l4-n9000-performance-r2/output
45915,9000,key_calls,20,count,COUNT_NOT_ADDITIVE,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-e01-terminal-performance-repair-r1/local/baseline-mechanism-first-e01/20260912-v1/attempts/warm-l4-n9000-performance-r2/output
45915,9000,solve_calls,10,count,COUNT_NOT_ADDITIVE,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-e01-terminal-performance-repair-r1/local/baseline-mechanism-first-e01/20260912-v1/attempts/warm-l4-n9000-performance-r2/output
45915,9000,history_append_passes,10,count,COUNT_NOT_ADDITIVE,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-e01-terminal-performance-repair-r1/local/baseline-mechanism-first-e01/20260912-v1/attempts/warm-l4-n9000-performance-r2/output
45915,9000,first_batch_W0_ENTRY_NATIVE_panels,292.73775629885495,seconds,PROGRAM_COMPONENT,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-e01-terminal-performance-repair-r1/local/baseline-mechanism-first-e01/20260912-v1/attempts/warm-l4-n9000-performance-r2/output/B091/E1-coverage.json
45915,9000,query_general_signed_observation,345.7910761591047,seconds,PROGRAM_COMPONENT,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-e01-terminal-performance-repair-r1/local/baseline-mechanism-first-e01/20260912-v1/attempts/warm-l4-n9000-performance-r2/output/B091/observations/observation-receipt.json
45915,9000,representative_signed_FD,1.0126696918159723,seconds,PROGRAM_COMPONENT,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-e01-terminal-performance-repair-r1/local/baseline-mechanism-first-e01/20260912-v1/attempts/warm-l4-n9000-performance-r2/output/B091/signed-initial.json
45915,9000,spectrum,,seconds,NOT_SEPARATELY_RECORDED,NOT_RECORDED,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-e01-terminal-performance-repair-r1/local/baseline-mechanism-first-e01/20260912-v1/attempts/warm-l4-n9000-performance-r2/output
45915,9000,model_load,,seconds,NOT_SEPARATELY_RECORDED,NOT_RECORDED,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-e01-terminal-performance-repair-r1/local/baseline-mechanism-first-e01/20260912-v1/attempts/warm-l4-n9000-performance-r2/output
45915,9000,terminal_current_eval,,seconds,NOT_SEPARATELY_RECORDED,NOT_RECORDED,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-e01-terminal-performance-repair-r1/local/baseline-mechanism-first-e01/20260912-v1/attempts/warm-l4-n9000-performance-r2/output
45915,9000,checkpoint_IO,,seconds,NOT_SEPARATELY_RECORDED,NOT_RECORDED,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-e01-terminal-performance-repair-r1/local/baseline-mechanism-first-e01/20260912-v1/attempts/warm-l4-n9000-performance-r2/output
45915,9000,restore_time,,seconds,NOT_SEPARATELY_RECORDED,NOT_RECORDED,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-e01-terminal-performance-repair-r1/local/baseline-mechanism-first-e01/20260912-v1/attempts/warm-l4-n9000-performance-r2/output
45908,5000,allocated_GPU_seconds,1187,seconds,ALLOCATION_TOTAL_NOT_ADDITIVE,USER_SUPERSEDED_NOT_NUMERICAL_FAILURE,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-baseline-mechanism-first-e01-v1/local/baseline-mechanism-first-e01/20260912-v1/control/user-repair-r1/terminal-release.json
45913,9000,allocated_GPU_seconds,0,seconds,ALLOCATION_TOTAL_NOT_ADDITIVE,USER_SUPERSEDED_NOT_NUMERICAL_FAILURE,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-baseline-mechanism-first-e01-v1/local/baseline-mechanism-first-e01/20260912-v1/control/user-repair-r1/terminal-release.json
45719,0,allocated_GPU_seconds,1175.0,seconds,PRIOR_ALLOCATION_REUSE_NOT_NEW_COST,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-baseline-mechanism-first-e01-v1/experiment-reports/servers/server1/baseline-mechanism-first-e01-2026-09-12-v1/cold-l4-recall-r1/compute-accounting.csv
45805,1000,allocated_GPU_seconds,8810.0,seconds,PRIOR_ALLOCATION_REUSE_NOT_NEW_COST,,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-baseline-mechanism-first-e01-v1/experiment-reports/servers/server1/baseline-mechanism-first-e01-2026-09-12-v1/warm-l4-recall-r2/compute-accounting.csv
