model,batch_index,alphaedit_minus_memit_debt_native_mean,alphaedit_minus_memit_debt_native_p90,alphaedit_minus_memit_debt_native_max,alphaedit_minus_memit_rs_current_rate,alphaedit_minus_memit_nll_advantage_mean,alphaedit_minus_memit_target_new_strict_rate,alphaedit_minus_memit_frobenius_action_sq_sum_layers
llama3-8b-inst,15,-5.0942872080065378,-10.498634791988115,-70.775951007993982,0,2.5306299029456483,0.020000000000000018,-755.06244062798601
llama3-8b-inst,16,-5.3553062298276153,-10.774968823907201,-313.87431159879623,0,1.2444730885630175,0.040000000000000036,-1363.9763390011854
llama3-8b-inst,17,820981.23219039035,-11.974555540966028,410493252.12370402,0,2.6823959693285868,0.07999999999999996,-1679.300701664981
llama3-8b-inst,18,-4.4155331749711157,-7.710037817945393,-62.74100449541281,0.040000000000000036,3.3689175359019092,0.16000000000000003,-2799.3488974472743
llama3-8b-inst,19,-5.6682231623335788,-9.8093597375632022,-98.126701759702414,0.030000000000000027,2.2695082320460074,0.10999999999999999,-3585.1317377732375
llama3-8b-inst,20,-8.5051146180389363,-16.833923749239123,-162.72831098871853,0.020000000000000018,2.1584548468348856,0.10999999999999999,-4475.7303669772
llama3-8b-inst,21,-7.9867518975204232,-15.867798296983745,-130.14076873879478,0,0.99802846043849058,0.030000000000000027,-3851.9674417311526
llama3-8b-inst,22,-10.927062646324277,-17.660460139954562,-353.26419849535085,0.010000000000000009,2.1288691431916309,0.060000000000000053,-2908.2862872046003
llama3-8b-inst,23,1529527.9713651678,-23.62659385878089,429474600.37311202,0,1.9835914267837147,0.010000000000000009,-1576.2294477083678
llama3-8b-inst,24,-5.6085524298220708,-11.434373057044187,-135.6715829695664,0,3.0974520037712505,0.069999999999999951,-1226.3174942760027
llama3-8b-inst,25,950608.80025638163,-10.07782483805528,475306662.06327069,0,3.2707828082602646,0.07999999999999996,-1162.9310887153642
llama3-8b-inst,26,247266.88277357497,-9.3526704517856452,123635752.67373507,0.010000000000000009,3.1041334669472409,0.050000000000000044,-1244.6594477643105
llama3-8b-inst,27,1857967.2578804316,-7.4659407132600517,928985404.73670495,0,3.5496018576395372,0.07999999999999996,-1234.4657889985649
llama3-8b-inst,28,-3.6397125967027129,-6.2958504131122917,-65.589357507508723,0,3.3589817002526292,0.07999999999999996,-1053.5497521464999
llama3-8b-inst,29,577223.33940866787,-6.4453784787243453,288613511.34802341,0,4.1422263990718413,0.069999999999999951,-1173.7772480319647
llama3-8b-inst,30,-1895521.5707837094,-4.8125226114017732,-1212554278.9758749,0.010000000000000009,4.9978753473583026,0.14000000000000001,-1131.5058446488838
llama3-8b-inst,31,-4.0295886528440565,-5.6326862848154988,-92.989001517639991,0.010000000000000009,4.113609237992641,0.089999999999999969,-972.83434558064869
llama3-8b-inst,32,-4.3681477743024963,-5.6317548532434643,-64.90323679997465,0,4.8128452920625211,0.069999999999999951,-915.46355220455246
llama3-8b-inst,33,-2.1492091302852119,-2.9103220907859386,-19.673902815354012,0,5.1614671834314692,0.10999999999999999,-831.17094996665401
llama3-8b-inst,34,652993.9431526548,-2.4417768290066415,326497879.40180564,0.010000000000000009,4.2201697420673003,0.060000000000000053,-927.17264122055826
llama3-8b-inst,35,-2.4440455410730042,-2.9953972311102439,-7.8219280007932994,0.010000000000000009,4.7110065242215935,0.14000000000000001,-1046.1028403503256
llama3-8b-inst,36,3259254.3451396418,-2.3509733215481194,624925800.41029394,0,4.2122222853822677,0.10999999999999999,-1146.1903819739096
llama3-8b-inst,37,1866981.9118101413,-2.4491481325911959,933492003.47212195,0.010000000000000009,3.7021157329020937,0.10999999999999999,-1279.1882695365339
llama3-8b-inst,38,-1.5369134130775479,-1.3618088074029995,15.923286127995258,0.040000000000000036,5.2200128752959438,0.14000000000000001,-1196.1957684091401
llama3-8b-inst,39,-2.2272713960212549,-2.9384087363621041,-55.595238033742611,0.010000000000000009,4.3916413031911006,0.12,-1707.1119037675201
llama3-8b-inst,40,-1.6512968839400135,-2.0157783204897086,-11.114859403679237,0.020000000000000018,4.9735964925986629,0.12,-1759.6595871419172
llama3-8b-inst,41,-1.6380283957500907,-1.345389028904477,-11.502470314386237,0,4.4869820793857897,0.13,-1993.4553752930537
llama3-8b-inst,42,851901.06383609737,-0.44380710882916574,425951023.26647532,0.010000000000000009,4.6083624229320765,0.050000000000000044,-2270.2969498220336
llama3-8b-inst,43,-1.0012393464964457,-0.66771390466125258,-2.2030936179303353,0,3.7921410774202187,0.089999999999999969,-2749.0334819291329
llama3-8b-inst,44,-0.93346430175187489,-0.34356475645446061,5.3140658855475245,0,3.3774986490937629,0.089999999999999969,-3064.5502171468947
llama3-8b-inst,45,-1.4640393260925211,-1.1008098729688776,-8.4560736016577316,0.010000000000000009,3.46619983532044,0.099999999999999978,-3106.0884109489821
llama3-8b-inst,46,-1.8603528231554676,-1.2038715965083373,23.220672147007072,0.010000000000000009,6.2521867991874567,0.46999999999999997,-3308.7376519279196
llama3-8b-inst,47,-5.3922239261500691,-6.026403693890888,-7.4709807253947389,0.10999999999999999,8.0384905411829095,0.6399999999999999,-3442.4487574452678
llama3-8b-inst,48,-3.7201717017080083,-4.0543655728960664,21.123727339588257,0.069999999999999951,8.2485386805742742,0.70999999999999996,-3735.2388234388791
llama3-8b-inst,49,-1.9353087506589479,-2.3922831372326501,0.75382923302623084,0.14000000000000001,8.747925804569368,0.84999999999999998,-3455.3421452375151
llama3-8b-inst,50,-0.33860620839015088,0.23515529969132842,14.768657640454997,0.10999999999999999,8.927831809261443,0.80000000000000004,-3429.285164647918
llama3-8b-inst,51,0.073148683039097939,0.2974119361264993,21.444600906188263,0.099999999999999978,9.8001288168610152,0.87,-2800.9750947223365
llama3-8b-inst,52,0.43700092825852366,1.8743854555454762,40.360384613252151,0.15000000000000002,8.8936945971680181,0.77000000000000002,-3007.9401282435356
llama3-8b-inst,53,1.1608576060230806,3.6078630008849348,52.577515136821575,0.089999999999999969,8.8685260960903189,0.75,-2738.0116914424789
llama3-8b-inst,54,0.21750599231009637,2.4725308527008822,-11.139300324054766,0.10999999999999999,8.5813841487836164,0.69999999999999996,-3021.1190069424397
llama3-8b-inst,55,0.83667166224394052,3.1087384146222439,36.301906542946391,0.050000000000000044,8.4387033084571161,0.71999999999999997,-2063.1907991803
llama3-8b-inst,56,1.1238121195981732,3.1814151664128447,45.950669097698238,0.050000000000000044,8.2211206605666405,0.60999999999999999,-2096.0384609334928
llama3-8b-inst,57,1.61291801786831,3.4411982585118714,31.651315491122752,0.10999999999999999,8.686647721456815,0.63,-1887.2474131653717
llama3-8b-inst,58,-3865946.2408535876,6.9704127151673507,-1932973809.7825484,0.10999999999999999,7.8295802487053612,0.63,-1544.6857060419857
llama3-8b-inst,59,2.3557036428782783,4.8291965409774189,86.980747701886358,0.13,7.7696837736169257,0.52000000000000002,-1643.3981428018558
llama3-8b-inst,60,3.4295987590645369,8.7187443836774889,41.033088464525605,0.040000000000000036,6.8946172099663805,0.42999999999999994,-1896.9723095745389
llama3-8b-inst,61,2.8486607413902565,8.4909693353589262,74.571422383373275,0.060000000000000053,6.6839494462471345,0.47999999999999998,-1064.9101655707861
llama3-8b-inst,62,2.885029739813298,8.2654574436015835,87.032322749956592,0.07999999999999996,7.6276558963786378,0.43000000000000005,-951.98155221703109
llama3-8b-inst,63,3.2930284402504131,8.8926568791547975,60.447747822998203,0.060000000000000053,7.1804360074686286,0.52000000000000002,-1464.4595314742442
llama3-8b-inst,64,3.3925988620814214,10.064233624412442,15.081042830364268,0.040000000000000036,5.8925505087552299,0.44999999999999996,-930.26224237857173
llama3-8b-inst,65,3.4707086970421215,9.2015063769146952,114.18321689223269,0.050000000000000044,6.3183460541075007,0.39000000000000001,-1029.0847893589053
llama3-8b-inst,66,4.2433074392120691,9.7520755291115133,305.10296407542307,0.099999999999999978,6.8867721230080861,0.46999999999999997,-501.23591462757281
llama3-8b-inst,67,1.8468794982584047,3.8608047708199509,-5.160397922380966,0.050000000000000044,5.3358685737044285,0.43999999999999995,-899.82379502946378
llama3-8b-inst,68,3.0008411753209083,10.266712397114626,82.069426040232429,0.069999999999999951,5.2031781328563378,0.39000000000000001,-594.99416947500413
llama3-8b-inst,69,2.1233231857618202,7.440080468626487,166.43313256547634,0.020000000000000018,6.5141341044275025,0.40000000000000002,-516.06101417446803
llama3-8b-inst,70,3.0406019126740396,8.0906154369081467,36.961893057149467,0,4.9692905142655217,0.29000000000000004,-887.75510991963893
llama3-8b-inst,71,1.5688801044942728,6.661829476299733,49.971475157415142,0.020000000000000018,3.9181674057837323,0.35999999999999999,-311.77629701493493
llama3-8b-inst,72,2.0110590495696501,4.5180756960538533,15.158334608839368,0.020000000000000018,4.3237021518559402,0.30999999999999994,-698.54227429081902
llama3-8b-inst,73,2.6158880481732973,4.2980646910683742,107.07177872489046,0.020000000000000018,4.2277968925917602,0.32999999999999996,-395.56218966268943
llama3-8b-inst,74,3.64501772053148,9.1049816720267813,286.00083900163565,0.010000000000000009,4.4197313453564675,0.26000000000000001,-431.33020643143118
llama3-8b-inst,75,4.3536548618009654,13.145143067169052,87.502530622677313,0.020000000000000018,4.9100355931842934,0.31999999999999995,-1277.7708099038186
llama3-8b-inst,76,3.3605975421842302,8.8960311580331179,154.65760517503941,0,4.7078385167510355,0.45999999999999996,-407.98607749847679
llama3-8b-inst,77,3.1467264521550282,8.6542360596724031,121.31943964405171,0,4.8847184375488446,0.48999999999999999,-705.29289711894489
llama3-8b-inst,78,2.7381831051934062,8.9726954391343448,71.813044467153787,0,5.4966749225576592,0.47999999999999998,-1144.90130615216
llama3-8b-inst,79,3.3519805353163372,5.173952222094,743.71768860671455,0.010000000000000009,5.2469585044539908,0.41999999999999993,-1222.7901571805096
llama3-8b-inst,80,2.4329902562173649,5.764460349996142,129.44173837867265,0,5.9772072858595138,0.54000000000000004,-183.73824746419814
llama3-8b-inst,81,4.2077320473113282,10.248439363897823,207.78159927529614,0.010000000000000009,6.5852637020685139,0.58000000000000007,-806.91151611307396
llama3-8b-inst,82,0.97502745863775342,3.7107133137895367,42.027445853502215,0.030000000000000027,6.1072339096313755,0.63,-1107.9555172914847
llama3-8b-inst,83,5.4667547781750763,11.84675754922544,422.01417023247234,0.020000000000000018,6.0661360759330467,0.60000000000000009,-1189.4938668059158
llama3-8b-inst,84,2.4760443639292835,8.6387469337993394,83.936367022505692,0.030000000000000027,7.4693366057394082,0.59999999999999998,-732.32548229375243
llama3-8b-inst,85,2.382476377350252,8.0302440902043379,46.412690040595393,0.07999999999999996,7.8809947927151729,0.69999999999999996,-1262.6822647763602
llama3-8b-inst,86,3.8721282139615516,9.2566140115419717,120.96317480220323,0.040000000000000036,6.7614720206869849,0.75,-1412.4179919270227
llama3-8b-inst,87,4.2783711449145905,7.6008124212944477,257.79766883042134,0.12,9.0422123469760844,0.76000000000000001,-897.05488775135382
llama3-8b-inst,88,3.3172386409379824,7.9251886170519592,131.98209079020339,0.17000000000000004,9.3219524888518421,0.78000000000000003,-1033.2000793435332
llama3-8b-inst,89,3.6923326676803634,11.166264332221488,74.237816927222497,0.15000000000000002,8.7152084803863961,0.77000000000000002,-1016.2302592645401
llama3-8b-inst,90,3.3408117123573033,9.1014673377510285,178.48486340330413,0.089999999999999969,8.5191393098760102,0.77000000000000002,-919.62098843175863
llama3-8b-inst,91,4.2017068102823698,7.2250765362589213,332.78913997626972,0.099999999999999978,8.1115720626626064,0.71999999999999997,-600.46798877037281
llama3-8b-inst,92,3.591783100113437,9.9597597697491338,201.56926345097784,0.059999999999999942,8.1049446601708581,0.73999999999999999,-752.08538409110224
llama3-8b-inst,93,3.4015289491120084,8.9462752801264642,97.548055132648216,0.089999999999999969,8.6178499563264488,0.75,-1071.6202735640313
llama3-8b-inst,94,3.9261773216263629,9.8883918183926482,209.54050034101897,0.14000000000000001,9.3636912511109784,0.72999999999999998,121.44449512916799
llama3-8b-inst,95,4.8541379093809756,10.741351534728276,217.27411620877541,0.12,8.0628454662854363,0.63,312.25103757538182
llama3-8b-inst,96,3.6562547228169255,7.1041553292798749,87.67355293198203,0.089999999999999969,6.8799500526799049,0.6399999999999999,-65.627329167886273
llama3-8b-inst,97,3.2894977086963286,9.0515425334802888,81.611108070206313,0.069999999999999951,7.5452054663320212,0.55000000000000004,-362.76005775302292
llama3-8b-inst,98,2.0130865763218466,4.0822549031491748,108.16654755184818,0.089999999999999969,7.7302177761343103,0.64999999999999991,-242.27126443334237
llama3-8b-inst,99,3.7889253436183878,10.557857918708699,200.15823634084308,0.07999999999999996,6.2763474175066589,0.48999999999999999,-116.49853200474172
llama3-8b-inst,100,1.0780556110825961,4.4026588347716871,122.06271680346899,0.07999999999999996,7.9463778340298994,0.71999999999999997,120.24917977744462
qwen2.5-7b-inst,1,0.14083906074614683,0.23469808601744035,1.4849724066871302,0,-0.36605715571087849,-0.020000000000000018,-2888.7833579776152
qwen2.5-7b-inst,2,0.12068037466550374,0.34120702069013553,1.8429840321636521,0,-0.31125026058478333,0,-4969.5035388931228
qwen2.5-7b-inst,3,0.13329107546727281,0.21893434434242742,2.4664329253008801,0,-0.57840279362055291,-0.020000000000000018,-3238.863999449457
qwen2.5-7b-inst,4,0.1210923716959198,0.26501605348979085,1.7742688590516851,0,-0.2776338531490179,0.010000000000000009,-3616.9353114420737
qwen2.5-7b-inst,5,0.12154874991645714,0.22044465849199135,2.8897686773627447,0,0.19969972403410807,0,-3203.7255771885307
qwen2.5-7b-inst,6,0.13042284434167983,0.28044780054509522,2.9278119773823388,0,-0.33750630293721784,0,-3181.2857614570103
qwen2.5-7b-inst,7,0.10144077816380204,0.17745197139381053,1.9776283654501876,0,0.24421388748378448,0,-2085.3461888260836
qwen2.5-7b-inst,8,0.089449130789822195,0.32222766811422665,4.4742841656402623,0.010000000000000009,0.66899308543172076,0.010000000000000009,-1788.4968043383742
qwen2.5-7b-inst,9,-0.067327776818196794,-0.16024636125982505,-2.1792940566991801,0,0.54811820935370648,0.020000000000000018,-1939.2010117017653
qwen2.5-7b-inst,10,-0.047484303523145144,0.18370967847665765,-3.7552331075570011,0,2.1879444106071606,0,-1584.9596296243358
qwen2.5-7b-inst,11,-0.11758097295679748,-0.24169044997304057,-0.056403213782169281,0,1.6863049566227719,0.010000000000000009,-2754.4130335118421
qwen2.5-7b-inst,12,-0.30447613787486039,-0.58066239333537784,-7.3030855894375311,0.010000000000000009,1.2654833003394383,0.020000000000000018,-2514.4192936952322
qwen2.5-7b-inst,13,-0.3665155010487493,-0.89473716136155246,-10.164452764648507,0,2.3157668582109903,0.030000000000000027,-1727.7536461019108
qwen2.5-7b-inst,14,-0.33543616499270557,-0.51466392008359696,8.6578769832103966,-0.010000000000000009,4.0311479359485389,0,-3388.9067788298157
qwen2.5-7b-inst,15,-0.72068620435557729,-1.9709857868800691,-16.253967620012034,0.010000000000000009,2.9094018373568549,0.040000000000000036,-4823.9603420268322
qwen2.5-7b-inst,16,-0.79039122595974476,-1.5631875371066986,-26.604773528892629,0,3.6996951328837895,0.030000000000000027,-6313.5202041409048
qwen2.5-7b-inst,17,-0.96974843246340003,-2.0571135306231172,-24.576570518020397,0.010000000000000009,3.4865985998956592,0.030000000000000027,-7799.4415050626467
qwen2.5-7b-inst,18,-2.4159929904224455,-5.1392938141617757,-30.942368235748319,0,2.919393912399709,0.010000000000000009,-11734.078778889841
qwen2.5-7b-inst,19,-4.38130503085402,-9.9899581419564552,-66.422213913559702,0.010000000000000009,3.1318118120785954,0.040000000000000036,-14135.022134154107
qwen2.5-7b-inst,20,-5.4354078555292968,-10.951573952254705,-96.987163882592597,0,3.050976548864945,0.020000000000000018,-21258.347420348087
qwen2.5-7b-inst,21,-7.2094940603449862,-14.503679238905113,-187.89697558017528,0,3.2544140883420916,0.089999999999999969,-32961.287429977521
qwen2.5-7b-inst,22,-5.4845635935791037,-11.311588715790146,-92.123089089828511,-0.010000000000000009,3.412121360362816,0.059999999999999942,-49283.237657740166
qwen2.5-7b-inst,23,-5.4160576386576693,-11.558737590659181,-103.66976677889554,0.030000000000000027,3.8773108459220378,0.13,-44396.298783767284
qwen2.5-7b-inst,24,-3.7662693725506196,-7.1273453850304485,-48.356903168977581,0.010000000000000009,3.4539853121665498,0.099999999999999978,-49270.384766390474
qwen2.5-7b-inst,25,-4.1167733984655657,-6.5607465256348538,-186.65931927022649,0.010000000000000009,5.0000414395335255,0.20999999999999996,-50867.618262514363
qwen2.5-7b-inst,26,-6.9022949264981186,-12.80519180104435,-382.70524748152957,0.07999999999999996,7.7708476437376524,0.53000000000000003,-56411.744826436916
qwen2.5-7b-inst,27,2523161.3353035781,-6.0810150811752521,1261582218.6302874,0.089999999999999969,7.6780170979476496,0.52000000000000002,-68958.584517826763
qwen2.5-7b-inst,28,-7.0769005059597392,-11.105487637003508,-514.69068781207443,0.16000000000000003,9.2823931071686996,0.75,-54007.460159523624
qwen2.5-7b-inst,29,-6.5500769965653358,-11.479530729532065,-337.56519638933418,0.18000000000000005,10.527729776893104,0.82999999999999996,-60965.700326059421
qwen2.5-7b-inst,30,-5.9069443238510182,-11.924678098904277,-339.81818774670717,0.19999999999999996,10.70185814894303,0.89000000000000001,-83808.141069967663
qwen2.5-7b-inst,31,-5.6317847164293902,-8.697722026166165,-365.46555902937297,0.32999999999999996,11.246161579627806,0.86999999999999988,-76777.394222694886
qwen2.5-7b-inst,32,-7.5838187592570758,-9.4259633492521342,-849.21169351785306,0.21999999999999997,11.69894298460582,0.97999999999999998,-63479.239916337043
qwen2.5-7b-inst,33,-5.4678655649040868,-9.8681891097344163,-121.07443977954836,0.29000000000000004,11.003582074098885,0.94999999999999996,-59883.534608793161
qwen2.5-7b-inst,34,-7.7121467300779498,-19.627396531184946,-274.55197181802959,0.37,11.58910248389002,0.95999999999999996,-86179.716444790538
qwen2.5-7b-inst,35,-8.218706350871873,-13.97408316093523,-435.14699318067568,0.37,11.69727783555296,0.96999999999999997,-87441.30558519547
qwen2.5-7b-inst,36,-11.549347011922368,-16.178152338375519,-1493.1616144200113,0.30000000000000004,11.139545600448617,0.93999999999999995,-87265.369739987495
qwen2.5-7b-inst,37,-7.6527098959798172,-14.382728284474627,-555.78826879403482,0.33999999999999997,11.70573392047816,0.96999999999999997,-77022.980030254257
qwen2.5-7b-inst,38,-8.0725153163309518,-11.380041697123225,-553.68740689301649,0.38,11.584063217467628,0.96999999999999997,-67551.657556707025
qwen2.5-7b-inst,39,-7.700514614305134,-15.66795041353924,-186.2159660498362,0.41000000000000003,11.544439794914215,0.92999999999999994,-103276.78062448803
qwen2.5-7b-inst,40,-8.7467192362061255,-16.030303478549023,-782.2275192182442,0.37,11.490069242313329,0.93000000000000005,-98655.219534521064
qwen2.5-7b-inst,41,-8.5278051728991766,-18.40077898713124,-182.38846107230017,0.32999999999999996,11.358512007868413,0.92000000000000004,-75293.743261039854
qwen2.5-7b-inst,42,-8.1145688950479116,-19.045639093319046,-213.90740191401048,0.39000000000000001,11.730923298623892,0.97999999999999998,-92479.210029217895
qwen2.5-7b-inst,43,-4.889171636054936,-8.9066123116177174,-106.94551181671793,0.45999999999999996,12.076233166387537,0.93000000000000005,-82404.382823851178
qwen2.5-7b-inst,44,-6.2585467893086904,-12.037909105441765,-153.13832865178261,0.5,13.190958542121225,0.94999999999999996,-73341.660977328487
qwen2.5-7b-inst,45,-6.9744891003359113,-12.239477524739375,-228.12195411551039,0.46999999999999997,12.860277194900481,0.93999999999999995,-70011.965160620079
qwen2.5-7b-inst,46,-8.0276708989302836,-16.482279353221212,-187.73532645317084,0.37,12.530770962818206,0.95999999999999996,-58850.370360949768
qwen2.5-7b-inst,47,-6.2740926174045404,-11.791547303927281,-118.94045824517423,0.39000000000000001,12.984103749988426,0.92000000000000004,-156304.88469493686
qwen2.5-7b-inst,48,-8.0836310298436675,-19.652765291399774,-229.69232533374813,0.39000000000000001,12.535601761947692,0.95999999999999996,-77954.835835298698
qwen2.5-7b-inst,49,-7.1869169234977148,-18.663132084238967,-301.90454674444851,0.37,12.305801255368205,0.92000000000000004,-99437.777388307892
qwen2.5-7b-inst,50,-5.5155748698286375,-11.388037510359453,-165.51282923979207,0.37,12.80516141289263,0.93999999999999995,-105344.1344125352
qwen2.5-7b-inst,51,-4.6520357411821012,-8.4721555685058654,53.723475719496008,0.51000000000000001,10.346953758547897,0.68000000000000005,44227.445001764441
qwen2.5-7b-inst,52,-6.6260586084536932,-12.779166428689287,138.35237047306379,0.40000000000000002,11.79072859704789,0.88,-117722.07830977417
qwen2.5-7b-inst,53,-5.4279774694150085,-11.085834601678187,-20.935110495256623,0.5,12.710423586898614,0.85999999999999999,-74707.762081445937
qwen2.5-7b-inst,54,-4.9199378842744759,-9.0008892071978366,-95.399097956816817,0.47999999999999998,12.14635454379575,0.90000000000000002,-109061.3654928859
qwen2.5-7b-inst,55,-4.6946211788005527,-9.5026652478265703,-54.855550713120067,0.43999999999999995,12.237443976549402,0.88,-74357.469055465393
qwen2.5-7b-inst,56,-3.6280628780802902,-9.7941631907767004,105.95092515682137,0.43000000000000005,11.523271117081823,0.90000000000000002,-53956.995436746627
qwen2.5-7b-inst,57,-5.7272263246122339,-9.5950636038344683,-111.5317418135436,0.42000000000000004,12.158296239758419,0.91000000000000003,-54245.453197655006
qwen2.5-7b-inst,58,-4.433429804870733,-10.081904820355771,-89.544267494536342,0.53000000000000003,12.746044897079264,0.88,-56415.615060785058
qwen2.5-7b-inst,59,-6.6560386675695327,-12.431605898924145,-657.62845637406247,0.43999999999999995,12.886044943716843,0.87,-182410.11251170016
qwen2.5-7b-inst,60,-6.0912905133416384,-19.975557591848364,-43.022080822126213,0.54000000000000004,13.036712155377609,0.93999999999999995,-78490.25970257695
qwen2.5-7b-inst,61,-6.4916857572323767,-11.521712326834242,-160.11169755865927,0.47999999999999998,12.814584626068244,0.94999999999999996,-56731.794419946658
qwen2.5-7b-inst,62,-6.0550357934035608,-13.349539525601713,129.77254415478282,0.45999999999999996,12.515939136085782,0.94999999999999996,-59130.016568538893
qwen2.5-7b-inst,63,-5.1097917986445962,-11.329830575639601,-47.557580356739606,0.40000000000000002,12.012130909678707,0.91000000000000003,-66268.452016750889
qwen2.5-7b-inst,64,-4.8137255743216407,-10.631935283450769,-74.674608584484986,0.45999999999999996,11.803273528783757,0.85999999999999999,-61298.404449142938
qwen2.5-7b-inst,65,-6.562382471106309,-14.440117077087315,-247.32617830590976,0.41999999999999993,13.153028788763914,0.93999999999999995,-71748.043510780655
qwen2.5-7b-inst,66,-6.6091257326652428,-13.350098316445511,-137.08492613363842,0.46999999999999997,12.592243690387985,0.93999999999999995,-53137.970855716179
qwen2.5-7b-inst,67,-6.4260008218843696,-14.281808095241711,-100.55404944506654,0.47999999999999998,12.54110829390058,0.93999999999999995,-84266.637843827208
qwen2.5-7b-inst,68,0.22342084914467542,0.12057244489511376,17.060402459397437,0.5,9.4258384357678011,0.69999999999999996,208536.48505548568
qwen2.5-7b-inst,69,-5.0590364980577105,-13.377052635994996,258.19727126316218,0.37,10.091455381452251,0.89000000000000001,-78006.75241398612
qwen2.5-7b-inst,70,-7.4268155732892627,-15.966441050528577,-428.31274848253895,0.46999999999999997,11.181035822816485,0.90000000000000002,-54093.095342627756
qwen2.5-7b-inst,71,-3.9475241517882251,-6.2278673317440241,-91.15218481476586,0.43999999999999995,12.87657309409944,0.95999999999999996,-66609.54573903195
qwen2.5-7b-inst,72,-4.1515461452393314,-9.8950625692106957,-81.80797670147571,0.44999999999999996,11.363352399328141,0.85999999999999999,-58821.55738885871
qwen2.5-7b-inst,73,-5.3018402567797676,-14.369551362834397,-355.70071417703014,0.35999999999999999,12.3435682381878,0.90000000000000002,-98814.128433313497
qwen2.5-7b-inst,74,-6.6342625612224451,-14.515494195894336,-494.11993546124393,0.52000000000000002,11.948762943272355,0.90000000000000002,-41770.045406093093
qwen2.5-7b-inst,75,-5.2795719576564188,-8.2420852535205338,-285.50286505350897,0.48999999999999999,12.190443808420676,0.91000000000000003,-72508.935764879803
qwen2.5-7b-inst,76,-6.6682980466949608,-11.421714897733933,-217.10496981575079,0.43999999999999995,11.394886588918453,0.91000000000000003,-57036.406263859411
qwen2.5-7b-inst,77,-5.5850830147121178,-10.322421185614433,-164.55744867590838,0.48999999999999999,11.183331204177263,0.90000000000000002,-47833.463495065116
qwen2.5-7b-inst,78,-6.731992535115042,-13.020196827011331,-336.36718020846615,0.47999999999999998,11.212372380360902,0.87,-103585.80309737881
qwen2.5-7b-inst,79,-7.3038208737240211,-11.433006125308824,-713.0676076043062,0.47999999999999998,11.553270326246276,0.87,-87134.463915985863
qwen2.5-7b-inst,80,-4.7277340443403411,-8.8746714080147839,-106.8035029220579,0.46999999999999997,11.277909523997367,0.84999999999999998,-66229.761053542199
qwen2.5-7b-inst,81,-8.3582309098847887,-13.352996275238791,-987.04267880856526,0.47999999999999998,11.191800409519347,0.81999999999999995,-84312.649073670706
qwen2.5-7b-inst,82,-8.4247310552885395,-16.75124295125859,-512.28816237426133,0.41999999999999993,11.37261077053361,0.81999999999999995,-83493.636839091821
qwen2.5-7b-inst,83,-7.6368660709971286,-19.87159238144946,-214.52243296282148,0.47999999999999998,11.072314268491683,0.76000000000000001,-31043.453335733022
qwen2.5-7b-inst,84,-8.0191388770328462,-22.998114414307736,-59.075935928433893,0.39999999999999991,10.648904189853639,0.81000000000000005,-40416.215902099138
qwen2.5-7b-inst,85,-9.090853413481188,-23.013769487189229,-488.50282177623069,0.45999999999999996,10.700267994113673,0.80000000000000004,-41598.014697518396
