model,method,metric,rank_descending,value,batch_index,request_sha256,case_identity_sha256,recurrence_closure_relative_error,identity_valid,nonfinite
llama3-8b-inst,memit,q_post_L8,1,38852.02220523613,58,75c7c672dc21924e28f91ca9e93b2d0bf9a26349eef4b5b725ad931bf18d0733,01e8610926fc5cde82f958e27fbe9532f27cd726f80e5a48e86f8fb0f68c6612,1.3841384439020737e-12,1,0
llama3-8b-inst,memit,q_post_L8,2,30992.312405610828,30,dc076cd6ea2d7e428b6d47b69f5f719d933cd7f78a595fe7560ea1f51c1312b2,8de383f48930aed2f7b9228fda48e5034ae4f561d8b5f6b97dd900dcb493e99a,3.1666297939590625e-13,1,0
llama3-8b-inst,memit,q_post_L8,3,1.4537219728700657,64,d5ed24484701a8449a6fa2643104e073bbc25e7d5cadfa6bb26bc06ae058534d,1b19c472ef49a37c50bae34c288f897dc61917c81c6d4a7dcf0d80b31b3f07f7,4.9960142905682624e-17,1,0
llama3-8b-inst,memit,q_post_L8,4,1.197972609528478,42,7f0ede353404cafa2bf65a4f0fc2c9fef1a1830566f7ad299130b8405d7f25f5,b0540f9d772c6e178fd0fbaa8e0a47d5326c3466f78ed35c2c0c50d20208cfd2,1.0596817113116642e-17,1,0
llama3-8b-inst,memit,q_post_L8,5,1.1112752085292246,40,963f468d484cc60fda083865343d3bc6cbe1379ad967c216be6d703ff00bc6fc,00bca2fecabe06a9de9c99f5db93935a13261e3d38ceed2e074e042dc1e52c06,7.205077985876475e-18,1,0
llama3-8b-inst,memit,q_post_L8,6,1.0482344182392753,21,a4f5edf82083c2361eff58ddba9cc3407a333053f87e8fde5f38f097eca68751,fe4250b410a3544e03f60efcdda84401cdb5c11bf35cbed748e565fb15c622d7,2.787915790305868e-17,1,0
llama3-8b-inst,memit,q_post_L8,7,1.0233722567462278,22,6c8da367d705777d5647c6011d12691a970eae2ae38daf459dd235fbb3a56ca1,8d252b12d3d3452518914ecb382ad7234db6d5b2f34a241a32ba15e8bbce1123,1.2261507340736902e-16,1,0
llama3-8b-inst,memit,q_post_L8,8,0.9545018661028672,16,b43633007d6987e41754ccccbbf88fe530b13aa17c0523ecdc307eda551a6cb0,8cb5d694f54afda5d0daa9d343f697ad971d4fb55f328226d16095c62e083796,1.9176663286518184e-17,1,0
llama3-8b-inst,memit,q_post_L8,9,0.8724710273132307,30,e6dcdfdb7ddff5930a196a1c6ba01b0487a5eeb10b4501f2efd313bf94d74e2d,a52c2b61191e9871882384b9d6feff3597a39598519f616d4a62437b75a56981,1.0471949313379888e-17,1,0
llama3-8b-inst,memit,q_post_L8,10,0.857814651328055,74,8eca99251e16fd303d4bb300b0c37d9524715bdba3be8849dcb7059e18fa6603,e4f86cf8c7b7affccc5525712aee4fae39b560a8390a502f6ca7f2ff74bda756,2.4560128991863734e-17,1,0
llama3-8b-inst,memit,d_parallel,1,2413.9187043617235,58,75c7c672dc21924e28f91ca9e93b2d0bf9a26349eef4b5b725ad931bf18d0733,01e8610926fc5cde82f958e27fbe9532f27cd726f80e5a48e86f8fb0f68c6612,1.3841384439020737e-12,1,0
llama3-8b-inst,memit,d_parallel,2,0.5266852026931426,3,72ed03d28b034897d61f381e0a9c6e945a0347a0339befce591950712148b86d,8671878c0071d49499e9c8488b0356cc32d16c69f9605e30602d3144f92c4d37,1.7476196203696266e-18,1,0
llama3-8b-inst,memit,d_parallel,3,0.5090418782752453,11,d672904ae5508f8165e4082f7939be31fb7fa91dcdf10df4ebd99217c897766b,3b3ad51fbd123a0e0d0d809af8e68221c40d65d55f6e36365d1cc7b1fceeb1aa,2.0124318159760302e-18,1,0
llama3-8b-inst,memit,d_parallel,4,0.5058456939596196,3,5048daec8eda8a9d3c95b043bcae37662854fde7ae07fc2a6a740cabba3039fb,6a26f68839d2bb12bebf24fbdd86e6e6db6447783a09aa270a2727b6cffe1c2d,2.0257793970917645e-18,1,0
llama3-8b-inst,memit,d_parallel,5,0.5007896789976435,1,23c1238dd9069718d334ae7f722280560776c5e930ea2fdbe0f4b20ca542081e,5c8711bed17befbb67b442255668f5dc894f872259509ec78484c04462870d0a,2.635600368535225e-18,1,0
llama3-8b-inst,memit,d_parallel,6,0.496289690564998,74,8eca99251e16fd303d4bb300b0c37d9524715bdba3be8849dcb7059e18fa6603,e4f86cf8c7b7affccc5525712aee4fae39b560a8390a502f6ca7f2ff74bda756,2.4560128991863734e-17,1,0
llama3-8b-inst,memit,d_parallel,7,0.4877334905608605,3,7288b280f83041c4bfe8663812708e4472c3f064e69b8e83fb6d3b0fe2c8a72b,c4a0744b9eece4887410f6764a977c8dfc5c931c31061e8a34754100a72afb3d,1.76725324805282e-18,1,0
llama3-8b-inst,memit,d_parallel,8,0.47921126658958985,5,589538be01a86310c56851a8bc919cd5960a401251a24f1727344c0e836aebfc,b2e6fa912b5fab293e648ade55c3700db5c4ed318fcb8c7e7274fcdcf4c667e5,2.370195429369809e-18,1,0
llama3-8b-inst,memit,d_parallel,9,0.47714348784643085,1,719bc0576defaa23049b37c5031acb62bc8db10d464ac03f6da1299e2cd3a5b7,ad2e92909b85571ce76d86891c1a4bb234924c2c0bdc512662fb15f3940df976,2.3800753621346085e-18,1,0
llama3-8b-inst,memit,d_parallel,10,0.4746257597627907,1,0d37408f349a9e1575f9996b4666d8be3c1a4b030ef6385556f20138f0e45d77,e8c7634337430260725c6641f4e1771fe558b4f0530552f05150e3cbc797df88,1.982988648725482e-18,1,0
llama3-8b-inst,memit,d_perp,1,35872.42923838425,58,75c7c672dc21924e28f91ca9e93b2d0bf9a26349eef4b5b725ad931bf18d0733,01e8610926fc5cde82f958e27fbe9532f27cd726f80e5a48e86f8fb0f68c6612,1.3841384439020737e-12,1,0
llama3-8b-inst,memit,d_perp,2,30218.587462309297,30,dc076cd6ea2d7e428b6d47b69f5f719d933cd7f78a595fe7560ea1f51c1312b2,8de383f48930aed2f7b9228fda48e5034ae4f561d8b5f6b97dd900dcb493e99a,3.1666297939590625e-13,1,0
llama3-8b-inst,memit,d_perp,3,1.0100652415105325,64,d5ed24484701a8449a6fa2643104e073bbc25e7d5cadfa6bb26bc06ae058534d,1b19c472ef49a37c50bae34c288f897dc61917c81c6d4a7dcf0d80b31b3f07f7,4.9960142905682624e-17,1,0
llama3-8b-inst,memit,d_perp,4,0.9386237857788504,16,cb8ca9d8f208d78a9ddcbe2ff13840e4917ceb961c64be45436607d3bc019b4d,b0b20855c0167b3847677a5429ebac107b8694ed70ab13f5a02cf2cc3c1773a9,4.794540817647068e-18,1,0
llama3-8b-inst,memit,d_perp,5,0.9140610790841537,40,963f468d484cc60fda083865343d3bc6cbe1379ad967c216be6d703ff00bc6fc,00bca2fecabe06a9de9c99f5db93935a13261e3d38ceed2e074e042dc1e52c06,7.205077985876475e-18,1,0
llama3-8b-inst,memit,d_perp,6,0.9080961475984584,30,e6dcdfdb7ddff5930a196a1c6ba01b0487a5eeb10b4501f2efd313bf94d74e2d,a52c2b61191e9871882384b9d6feff3597a39598519f616d4a62437b75a56981,1.0471949313379888e-17,1,0
llama3-8b-inst,memit,d_perp,7,0.8880003045276007,19,8980f77843e4a89d03691fbd3015cbef209c069286ce680611e8145e8af1c108,db3b26152f5a1fa0fa7c2b5c34b5ecc19a4420d7759af87cec8b764e6e83cb20,1.1049053442264629e-16,1,0
llama3-8b-inst,memit,d_perp,8,0.8704054612531047,22,6c8da367d705777d5647c6011d12691a970eae2ae38daf459dd235fbb3a56ca1,8d252b12d3d3452518914ecb382ad7234db6d5b2f34a241a32ba15e8bbce1123,1.2261507340736902e-16,1,0
llama3-8b-inst,memit,d_perp,9,0.8660641858701619,42,7f0ede353404cafa2bf65a4f0fc2c9fef1a1830566f7ad299130b8405d7f25f5,b0540f9d772c6e178fd0fbaa8e0a47d5326c3466f78ed35c2c0c50d20208cfd2,1.0596817113116642e-17,1,0
llama3-8b-inst,memit,d_perp,10,0.8191243252542171,16,d88b25ed3126b61e474be639df6a4e22475bb86d426f7a0cef4e538e4f747a8f,ac07caf27c07e34aaaa889b4e4cea0cc7f726898dabdfe63ce8b964c5fa1c1dd,8.260905433087234e-17,1,0
llama3-8b-inst,memit,recurrence_closure_relative_error,1,1.3841384439020737e-12,58,75c7c672dc21924e28f91ca9e93b2d0bf9a26349eef4b5b725ad931bf18d0733,01e8610926fc5cde82f958e27fbe9532f27cd726f80e5a48e86f8fb0f68c6612,1.3841384439020737e-12,1,0
llama3-8b-inst,memit,recurrence_closure_relative_error,2,3.1666297939590625e-13,30,dc076cd6ea2d7e428b6d47b69f5f719d933cd7f78a595fe7560ea1f51c1312b2,8de383f48930aed2f7b9228fda48e5034ae4f561d8b5f6b97dd900dcb493e99a,3.1666297939590625e-13,1,0
llama3-8b-inst,memit,recurrence_closure_relative_error,3,1.3279712343194682e-16,17,1b3d87c429d2ce11da20118d183b134e8ae822af5fe95eb0d03d62c6426dd517,5721bb56c705750570ee7b3a1af6545225febece305fc35aedcc5de7a107ddaf,1.3279712343194682e-16,1,0
llama3-8b-inst,memit,recurrence_closure_relative_error,4,1.2561212933935862e-16,20,6c37906aeabafdd964c756fdb1d7713f4dbe7d152b19e2261752cb54e0bf9a0a,2a8bde759f37b8f74f567ff58f75f8bb9d9b3ce4cf9f00054b35c3134d075710,1.2561212933935862e-16,1,0
llama3-8b-inst,memit,recurrence_closure_relative_error,5,1.2261507340736902e-16,22,6c8da367d705777d5647c6011d12691a970eae2ae38daf459dd235fbb3a56ca1,8d252b12d3d3452518914ecb382ad7234db6d5b2f34a241a32ba15e8bbce1123,1.2261507340736902e-16,1,0
llama3-8b-inst,memit,recurrence_closure_relative_error,6,1.1292179145328708e-16,20,48bd4d1bb2a13cf0d01fd78b052b6bb576fd6b28e7594dd89083af3f13d3ab63,0bbfc6da43429ae9292ce4082ff2bac2bb16fc2e1ee8dba87a5e5698c2284d01,1.1292179145328708e-16,1,0
llama3-8b-inst,memit,recurrence_closure_relative_error,7,1.1049053442264629e-16,19,8980f77843e4a89d03691fbd3015cbef209c069286ce680611e8145e8af1c108,db3b26152f5a1fa0fa7c2b5c34b5ecc19a4420d7759af87cec8b764e6e83cb20,1.1049053442264629e-16,1,0
llama3-8b-inst,memit,recurrence_closure_relative_error,8,1.1039104059912821e-16,20,06eba5bb44c0c503a4e3259e3338be7065b09b35eee8245739964b522b002f4c,6a649d4aea2e40a08008e75427fb61dfb5c79d0bfd56c39567ebf2258d8dc2b2,1.1039104059912821e-16,1,0
llama3-8b-inst,memit,recurrence_closure_relative_error,9,9.444804963945014e-17,20,99795f61e5638346bff0bd05367d8caa2d9d9690f4f29701c84afd441b74119d,04b086cf6ff5f865f88c5b1e50b2815275b6de4b7a7ef14b3e483aa6501fad41,9.444804963945014e-17,1,0
llama3-8b-inst,memit,recurrence_closure_relative_error,10,9.029144925992549e-17,24,2649778d7f237d9ec6ffa9184753627a4bc15bc779b6ae15b93b69d98a0ccec1,241553a069bd71a8b8e22f13c31f1089c6a54ad7e615b66be00f307a900ac476,9.029144925992549e-17,1,0
llama3-8b-inst,memit,target_new_nll,1,22.44037628173828,95,1d1e655525aa33226c415bf51a8abc250499cfed2242f1f3acd54d715218915a,09e3508523965ecdf8a4ffb04ae8f7491fc9f3fefcf9756a4fdfcc8bac26e729,7.779793028282772e-18,1,0
llama3-8b-inst,memit,target_new_nll,2,18.934938430786133,92,6d04567f65df37f983864213695c4bdcbd9c4659c9d4a8821e0e98eedef036d2,0543264bebd7b57eea36ba248e21f83b502ec4b346616fe13fea4c778d4889cd,5.405179083402997e-18,1,0
llama3-8b-inst,memit,target_new_nll,3,17.697513580322266,92,230ccc5f3ed408182512732927fa6f3131099cc5887141d86c364dfb78c38293,a5a289307f4b7edaa931589c1ee34ca068c201639868482ca6f947e093dbca4f,6.177938488838926e-18,1,0
llama3-8b-inst,memit,target_new_nll,4,17.677032470703125,55,dcf2ce953961ca67a8f17d0289d99a3a2296252a6c9869b934198dce87d7ce16,6cb300a5bcb12cd1a8221028efb2c0afd587338319542d44eb8c3c9833f707b3,7.826511455413268e-18,1,0
llama3-8b-inst,memit,target_new_nll,5,17.452394485473633,96,39d65578ed6a5b806f4cef50ebb81bd76c53032e99ce9c3b8bb303d4cab11872,ce0548cb2f9c8472b3c33390bd0108341a4dedf81b5abf1e02c7525f3da57f0f,5.015751671617487e-18,1,0
llama3-8b-inst,memit,target_new_nll,6,17.17057991027832,95,3b17f5b3813fe20385969e130fa10b4318dedfa88fc9f927a250892b40f41e37,900efe409c9ab302bb3e1035beeb539a8109393bf7d57611b3331d819980f9f3,7.704962960872124e-18,1,0
llama3-8b-inst,memit,target_new_nll,7,17.097488403320312,50,5b58b4032c187dce9f7ef17a7be13e912a77931a2859ca341740f8597da77b47,48bde977ad306c3ec37160b4295fea0194efffc935e5d79992352b0440f652ec,1.0625203520841158e-17,1,0
llama3-8b-inst,memit,target_new_nll,8,17.052322387695312,76,ca7a2ffc900596c499990c7df9674cb3832de67e471f0fcd96052b565ab363b4,e8a9f62dcd9dee2b4ba0c356fe94eaae2bab0c63868754e213cf17070e869c5c,2.230553842483298e-17,1,0
llama3-8b-inst,memit,target_new_nll,9,16.52103614807129,51,00ed13fde901cda6b3a0611a1937f6037ed20e064ca6e8016277102879ad99bb,df293ccbd303244783d3a8b62b41ba3ac6adc99a6ae0f58676ec5b6dcbc6ecde,8.669436885876553e-18,1,0
llama3-8b-inst,memit,target_new_nll,10,16.518775939941406,58,4a530dd40807b703904fd9d91a8807ded3ee497a80c1df2606e948ed7fc10b0b,1b62017f9c5d10585a6c6128ddcf0ed6a760551fd98dc3ddfc6766557e3f8c91,7.925220908777928e-18,1,0
llama3-8b-inst,memit,target_true_nll,1,34.01415252685547,18,5ba7f3dcbc05d91f04e586d5a1fd696a7d1adf5f789a6f72fa6bf2113cb2c047,b291769f0fe84d919d0e79fcdb748c56a099ddc9b4ecf6ccfbe50f907af9ed50,8.705418557569276e-18,1,0
llama3-8b-inst,memit,target_true_nll,2,30.503637313842773,17,bdb474349fd2c6243454d3c9765119fe36c9ea8e14052d83765645eb260bb7c4,b877c6512d0b799d149bab72f2f16bbf33653e99c25794b4c4d182d60f6f9476,5.870361095420804e-18,1,0
llama3-8b-inst,memit,target_true_nll,3,28.037416458129883,12,273a2c7ad033975b3600c5b2bd119225a6101eebbfb97847eade563728ade558,421968434aa8bc88287f28d6e890f9bbb07363b385b2164aeeed01109f4ff88e,4.565426392161883e-18,1,0
llama3-8b-inst,memit,target_true_nll,4,27.7908992767334,16,bff5c7431744da092fe49bbd2cd5e552e73bf8cbd2fd0fe924c33c457bd71186,2c7c67c16c8fda14c27cbc0a6bb48d9966e6a7897649238c84225b26a2299c1d,1.3906778663894108e-17,1,0
llama3-8b-inst,memit,target_true_nll,5,27.62693214416504,19,260e53c3f976b9549e8b7ee9cffb100cceda0f5073c5e6480dbf86c749fc41ee,62f2d500e06b9ecb255695ccfc06ac182130e704e2bbc81ebe93840e2735b0c5,8.120096903274102e-18,1,0
llama3-8b-inst,memit,target_true_nll,6,27.29554557800293,15,60edadaddee88d1c8eaa6a7c876fa28d12ee50eb6199f3d229acf8c50d2a0d11,b66633fbc067facb4092beaa95d2bfc24999ee49775fc42043c3f9a92a1df529,1.9863014258212884e-17,1,0
llama3-8b-inst,memit,target_true_nll,7,27.090383529663086,19,982eab86afd6866faec6773f131514ef3b139c94bfb72f62fc15a0fac1e7bf80,e7d3da98a4d20eed2a231f77b2f22a495c565724c0a2a74fa45a3f5feb4a6b6f,8.1825584826988e-18,1,0
llama3-8b-inst,memit,target_true_nll,8,26.813318252563477,19,3a37734d2f53cb275726dc9788562829a24cd0312d53530a612c517d7831a046,48f0ffee1a16f89a6025ec8f34c35e06f888e4bd32dae9d2bd2d9859a1d43a12,1.0752498523850284e-17,1,0
llama3-8b-inst,memit,target_true_nll,9,26.3686466217041,98,200381e2d062aa97c6c740ca5a15265143d66329a933d183787cfb42a77ee7da,2ef344422915eb52598417c032425324c10a5fe64e5a31bb5969cf5f4c32cbc5,4.7866393993873385e-18,1,0
llama3-8b-inst,memit,target_true_nll,10,26.23339080810547,19,0bf7282cad369b9958e2f15b1959d4b90fe7261d8c2de820e67e26e856d7e565,68f5000688868d769ece45240d2700651666fc09bfdb4b38bfe9aee0c327385a,1.804854498195938e-17,1,0
llama3-8b-inst,memit,terminal_sentinel_q_pre_L8,1,0.6542560871973017,100,ff8f1ed64a83a42716871a9c789ca191ebaded6293eb288172a1ca113089fe20,05f60f9066c7fed0c5ebc215e2eb71166f7862ee402339096fa2abf9c906b9c8,8.671826633318404e-18,1,0
llama3-8b-inst,memit,terminal_sentinel_q_pre_L8,2,0.6273514527391078,100,e1dc4880ab03ec7423540fb3e7f358c4fd98414f807c904e86dc2e83a18d5b11,2f703c2f25323ccd709478de4c625cc53684cea3aede701be4714fa1f736b1bb,2.0331948189345892e-17,1,0
llama3-8b-inst,memit,terminal_sentinel_q_pre_L8,3,0.6223579856025699,100,0c476f48be60b5e0da3d67e8382934353cdaa872fb960cb069a50c10c749c9f2,e783503836c455fbb832f3034558cda02451e9efa77f04d84bd5c8b1f6e595ab,8.301516953175962e-18,1,0
llama3-8b-inst,memit,terminal_sentinel_q_pre_L8,4,0.6188068277250058,100,0960ce081228c281ab38dc8c635a50f35e2eb431b9fb4086bbffdf5637a7a3e2,9432e327fb39b9bce0052279f32e7399dbdd311ddb4bbf0f621be8007b465dfa,4.275404342001237e-18,1,0
llama3-8b-inst,memit,terminal_sentinel_q_pre_L8,5,0.6051756538220875,100,0117b22aa950684060f3ec604cfe04ca575347e44d79ffc7b4a75b938ca13812,59da97d3ba436014094b69285bb844e423a3f72aeeb30e8607981781b6d5bdc9,7.860357187804801e-18,1,0
llama3-8b-inst,memit,terminal_sentinel_q_pre_L8,6,0.6051547199199167,100,c148005ef63432dd44defc8d0d41501c374b8653c8079ef0244622cab214fded,99e0a15e9094f37a6c2b7f238e95e10c3c17aa79e1e2768feafd8a076b50395e,2.449805988231562e-18,1,0
llama3-8b-inst,memit,terminal_sentinel_q_pre_L8,7,0.5985724768084677,100,92b5d8fb0eb032c6bcfab40a91282b71edf9665f7ac35cefba7846e0defb5784,6708dc3a4e35feea45346c82eb5e921cfe3704231ccc27fc1dc396a95af40f73,1.1726622405765133e-17,1,0
llama3-8b-inst,memit,terminal_sentinel_q_pre_L8,8,0.5920202627843021,100,731367176051461cabd9ae81b1a6fe731f39fe4e19be63ca8b3476afe9b8ac8b,cabb74cb493ff7da2a2e28e0b015bd2d3e7a01aab06cb9a82d3a7530cce4c960,9.318628528911297e-18,1,0
llama3-8b-inst,memit,terminal_sentinel_q_pre_L8,9,0.5914951764363888,100,26d65ca5fc4b4818b0b56046baf9bcde48afb25fe8513714ea0d87dd5a8f42a8,ac758e9b274bedab5a503a26713ed948abb060c486c9610001cfc4c17d60b372,1.6197493239850224e-17,1,0
llama3-8b-inst,memit,terminal_sentinel_q_pre_L8,10,0.5866372274493802,100,7ed03327aea6f69a137f5d41ca5e7cea88759f64b8f741312bf64a7828a88660,879b1d946dba2e708c08d6396efeef2097d39390d98fb34233d81f45ad49742a,8.171209298802703e-18,1,0
llama3-8b-inst,memit,terminal_sentinel_q_post_L8,1,0.4578957953817073,100,ff8f1ed64a83a42716871a9c789ca191ebaded6293eb288172a1ca113089fe20,05f60f9066c7fed0c5ebc215e2eb71166f7862ee402339096fa2abf9c906b9c8,8.671826633318404e-18,1,0
llama3-8b-inst,memit,terminal_sentinel_q_post_L8,2,0.4541860460264871,100,7c2f5bb236e96261dc34990b0f0ab573547224b284efdf0ebd8c5cacd29402bf,71974ceda7d119bc9f16770cff82fa86a00819af7c7bf0f01be2c9ac5e09f772,7.236542010046887e-18,1,0
llama3-8b-inst,memit,terminal_sentinel_q_post_L8,3,0.41294683396024934,100,92b5d8fb0eb032c6bcfab40a91282b71edf9665f7ac35cefba7846e0defb5784,6708dc3a4e35feea45346c82eb5e921cfe3704231ccc27fc1dc396a95af40f73,1.1726622405765133e-17,1,0
llama3-8b-inst,memit,terminal_sentinel_q_post_L8,4,0.41117776885116797,100,0c476f48be60b5e0da3d67e8382934353cdaa872fb960cb069a50c10c749c9f2,e783503836c455fbb832f3034558cda02451e9efa77f04d84bd5c8b1f6e595ab,8.301516953175962e-18,1,0
llama3-8b-inst,memit,terminal_sentinel_q_post_L8,5,0.40700103564047935,100,5e1fe04993d2a43a57cc21e73813254003470b39778899fca3640e2fe8cee6a1,320bdaa5d27be74fadfab613a25bd2c62b738f0b27d034604702f8045bcfb674,8.439000220515283e-18,1,0
llama3-8b-inst,memit,terminal_sentinel_q_post_L8,6,0.3960946152150507,100,0117b22aa950684060f3ec604cfe04ca575347e44d79ffc7b4a75b938ca13812,59da97d3ba436014094b69285bb844e423a3f72aeeb30e8607981781b6d5bdc9,7.860357187804801e-18,1,0
llama3-8b-inst,memit,terminal_sentinel_q_post_L8,7,0.39500567488374416,100,99bffe3183d91983399fcd6f38c8bb5a8f67dad36b5e3fa7588c503ec4f508ee,50801050e840e5db4ac426550d0deb1c9cff79c6aeca5ca3dcbe3ad9e70127ea,5.153942699083898e-18,1,0
llama3-8b-inst,memit,terminal_sentinel_q_post_L8,8,0.39439619617413085,100,e1dc4880ab03ec7423540fb3e7f358c4fd98414f807c904e86dc2e83a18d5b11,2f703c2f25323ccd709478de4c625cc53684cea3aede701be4714fa1f736b1bb,2.0331948189345892e-17,1,0
llama3-8b-inst,memit,terminal_sentinel_q_post_L8,9,0.3920765060422031,100,ead62836412311b2f74ba9fc4057a5d48b10044224008d426b8908ce9468cf24,4b460a320cddebb785e78e5b2d10cdd9fd02d69b41365fc8236477113b5c2092,7.435588126224044e-18,1,0
llama3-8b-inst,memit,terminal_sentinel_q_post_L8,10,0.3914011634032718,100,3c0b05b93bc75dc5401579ff2a5652f954df56f2736d85bf04170a72e99e3872,f15e70478b3dd12f5e9465d9bf5b553519db99d31e4a28d57fdf5be55b430b64,1.778377072789092e-17,1,0
llama3-8b-inst,memit,terminal_sentinel_d_parallel,1,0.3420298584474817,100,c148005ef63432dd44defc8d0d41501c374b8653c8079ef0244622cab214fded,99e0a15e9094f37a6c2b7f238e95e10c3c17aa79e1e2768feafd8a076b50395e,2.449805988231562e-18,1,0
llama3-8b-inst,memit,terminal_sentinel_d_parallel,2,0.325656546807999,100,ff8f1ed64a83a42716871a9c789ca191ebaded6293eb288172a1ca113089fe20,05f60f9066c7fed0c5ebc215e2eb71166f7862ee402339096fa2abf9c906b9c8,8.671826633318404e-18,1,0
llama3-8b-inst,memit,terminal_sentinel_d_parallel,3,0.2960457432871286,100,950a5b336fd1c9468a35e6c8c9ee44030a6c17dc54ebbaf34aaf25a5aab5c24c,210cb0c32b633a52eb9c7438fe4b186a66ae224ba1a9ca4e222211aaa21ca6b8,5.291068326546101e-18,1,0
llama3-8b-inst,memit,terminal_sentinel_d_parallel,4,0.2829959807329224,100,99bffe3183d91983399fcd6f38c8bb5a8f67dad36b5e3fa7588c503ec4f508ee,50801050e840e5db4ac426550d0deb1c9cff79c6aeca5ca3dcbe3ad9e70127ea,5.153942699083898e-18,1,0
llama3-8b-inst,memit,terminal_sentinel_d_parallel,5,0.28288165811146604,100,5e1fe04993d2a43a57cc21e73813254003470b39778899fca3640e2fe8cee6a1,320bdaa5d27be74fadfab613a25bd2c62b738f0b27d034604702f8045bcfb674,8.439000220515283e-18,1,0
llama3-8b-inst,memit,terminal_sentinel_d_parallel,6,0.27825584981073487,100,0960ce081228c281ab38dc8c635a50f35e2eb431b9fb4086bbffdf5637a7a3e2,9432e327fb39b9bce0052279f32e7399dbdd311ddb4bbf0f621be8007b465dfa,4.275404342001237e-18,1,0
llama3-8b-inst,memit,terminal_sentinel_d_parallel,7,0.26704829734031227,100,070fd8f3054f838142993e397697c1e699696ce8c56d270600465507c01374b5,ec0e6bee3acce8a21ac6208d45b893fde2cf1a86cebd1919f6eeb77cc74c7ab7,7.234013450712004e-18,1,0
llama3-8b-inst,memit,terminal_sentinel_d_parallel,8,0.2667918759236476,100,c5ea6b0e90bc4a2f75eb3e3a0715761ccb0270c7e1cea6775dc4e12865ee7af2,9f44ce5548199099581b7a0eafc8237ffd0b71bfa7f9d0bae809338bdc90ac18,7.575954467829362e-18,1,0
llama3-8b-inst,memit,terminal_sentinel_d_parallel,9,0.25068327494110654,100,92b5d8fb0eb032c6bcfab40a91282b71edf9665f7ac35cefba7846e0defb5784,6708dc3a4e35feea45346c82eb5e921cfe3704231ccc27fc1dc396a95af40f73,1.1726622405765133e-17,1,0
llama3-8b-inst,memit,terminal_sentinel_d_parallel,10,0.24996920979992585,100,5d82baf5dad93c185c0c3ce16b4a658a0d559a11d3b0b987cbc14027eacb849e,09afe80a598e83e08863dd005bf494b3ed18fcf8f1037488ff8e4f0e365a0c81,7.747833143676388e-18,1,0
