request_index,request_sha256,prompt,prompt_index,endpoint,PDZ-T1-PRC†,PDZ-T2-PRC,PDZ-T3-PRC,PDZ-T5-PRC,PDZ-T2-PRC_minus_PDZ-T1-PRC†,PDZ-T3-PRC_minus_PDZ-T2-PRC,PDZ-T5-PRC_minus_PDZ-T3-PRC,PDZ-T5-PRC_minus_PDZ-T1-PRC
16,28380ae63c22bfe558c51b74c37ea0f21b0d2a56d51d9668b669a7da0368ae22,rewrite,0,accepted_z,0.033907271921634674,0.011002940125763416,0.005844409111887217,0.003041643649339676,-0.022904331795871258,-0.0051585310138762,-0.0028027654625475407,-0.030865628272294998
17,5fb850b2455f7b7e5f6079f0dce941715ca198eff1276c7a4d63f6aaeb20d520,rewrite,0,accepted_z,0.08698868006467819,0.023077599704265594,0.012532763183116913,0.003738915082067251,-0.0639110803604126,-0.010544836521148682,-0.008793848101049662,-0.08324976498261094
18,85a4eedb16a30908dfc36bf358b5d34dc472310148a017735bbdad65a96f977c,rewrite,0,accepted_z,0.06137056648731232,0.019077740609645844,0.011631174944341183,0.007035600487142801,-0.04229282587766647,-0.007446565665304661,-0.004595574457198381,-0.054334966000169516
19,cf6f2bb990d5607be73e905f76a5a18c2756098f9d34cb16b4de12fe91ac1d3d,rewrite,0,accepted_z,0.011289997026324272,0.0036908143665641546,0.0035859348718076944,0.00134080124553293,-0.0075991826597601175,-0.00010487949475646019,-0.0022451336262747645,-0.009949195780791342
20,d62d3daaa98597827218b56a25f7ae3bb2b223eaaf78b7acf4945a97a6ef323f,rewrite,0,accepted_z,0.057111404836177826,0.02464664913713932,0.015159630216658115,0.007731040008366108,-0.032464755699038506,-0.009487018920481205,-0.0074285902082920074,-0.04938036482781172
21,c4c0883e808830f850159906afcefc21c16dcd760fd4acf68e0181ad9745b79a,rewrite,0,accepted_z,0.09829097241163254,0.018051855266094208,0.007043176330626011,0.002096480457112193,-0.08023911714553833,-0.011008678935468197,-0.004946695873513818,-0.09619449195452034
22,2d7a05de733521918b9b3c10f95568ee42e8fa4bbeb9911964758f2e95f6e9e4,rewrite,0,accepted_z,0.0706409364938736,0.024477872997522354,0.011410925537347794,0.0067872218787670135,-0.04616306349635124,-0.01306694746017456,-0.00462370365858078,-0.06385371461510658
23,7ad81b264c5bf8e0448ecd9bcdb6f342989288fde3543b7704f2c1ec659b7185,rewrite,0,accepted_z,0.010125461034476757,0.005463074892759323,0.004057509358972311,0.0029671236407011747,-0.004662386141717434,-0.001405565533787012,-0.0010903857182711363,-0.007158337393775582
24,b11185489a6e191b8145c5e43c46e1ac11afecedbb8858886ba16fb0915c52d5,rewrite,0,accepted_z,0.030722759664058685,0.008096256293356419,0.004869032185524702,0.0027887048199772835,-0.022626503370702267,-0.0032272241078317165,-0.0020803273655474186,-0.027934054844081402
25,472026d0a81e0abea282876d5064eede5f410d0102c44d94d070ebf92420c771,rewrite,0,accepted_z,0.049970388412475586,0.007360483054071665,0.004624505061656237,0.0032245328184217215,-0.04260990535840392,-0.002735977992415428,-0.0013999722432345152,-0.046745855594053864
26,34da1f2e8dc9670ec41d7784fa8d025678bc1009ebfcc9577823787902857e92,rewrite,0,accepted_z,0.1134461909532547,0.027161167934536934,0.01725705713033676,0.011670995503664017,-0.08628502301871777,-0.009904110804200172,-0.005586061626672745,-0.10177519544959068
27,9a6dd76f564eabe6d772c906c071d9d837193dc7543a04dc4a666f2c4bfaf5fc,rewrite,0,accepted_z,0.05888057127594948,0.027557993307709694,0.01808721199631691,0.009325162507593632,-0.031322577968239784,-0.009470781311392784,-0.008762049488723278,-0.049555408768355846
28,c36d70eb53ba78389390e289afb5dd9f925d5772a413bd1a75bd67a4b4a12428,rewrite,0,accepted_z,0.013424364849925041,0.007468043826520443,0.005344744771718979,0.0034800940193235874,-0.005956321023404598,-0.002123299054801464,-0.0018646507523953915,-0.009944270830601454
29,63e9e046e3468bc2aaa15480bfe629a10c7ed43491d17ef3a0eceed9d49c6365,rewrite,0,accepted_z,0.033620528876781464,0.01532658189535141,0.009095543995499611,0.0037352333310991526,-0.018293946981430054,-0.006231037899851799,-0.005360310664400458,-0.02988529554568231
30,94bd4b37a5d07ad36fd1f8d54bbc8b2908a74560edcbbcfa2e8cd869eebaf856,rewrite,0,accepted_z,0.04247825965285301,0.011122370138764381,0.0057448516599833965,0.002754824236035347,-0.03135588951408863,-0.005377518478780985,-0.0029900274239480495,-0.039723435416817665
31,53a3ee42de862f325a85838efdb208f2f0d6da19694bc8ccc8241fd530598eea,rewrite,0,accepted_z,0.02713647298514843,0.010532035492360592,0.006164702586829662,0.0033243412617594004,-0.016604437492787838,-0.0043673329055309296,-0.002840361325070262,-0.02381213172338903
32,569f1a97c3971140f8e826932006d0d697bae8da7872d2105db2e6eab60839d6,rewrite,0,accepted_z,0.03250907361507416,0.012627055868506432,0.007883860729634762,0.004547017626464367,-0.019882017746567726,-0.00474319513887167,-0.003336843103170395,-0.02796205598860979
33,93140396d3eb2d8f451a94d46170ab2af2e1f02d91529583cd73ad449bfb207e,rewrite,0,accepted_z,0.011890369467437267,0.0045200795866549015,0.002814263105392456,0.001794277224689722,-0.007370289880782366,-0.0017058164812624454,-0.001019985880702734,-0.010096092242747545
34,e558da6313163140b0e184e8308f584bc1635823d3d2f9b3340fe9126e729a14,rewrite,0,accepted_z,0.1108795627951622,0.029568033292889595,0.016589319333434105,0.010060672648251057,-0.0813115295022726,-0.01297871395945549,-0.006528646685183048,-0.10081889014691114
35,7412f9b677bdd6da6ceaf7b352a8013e66884fca96673ccdef4c91ded318ed24,rewrite,0,accepted_z,0.19433487951755524,0.07618790864944458,0.04299260303378105,0.019555628299713135,-0.11814697086811066,-0.03319530561566353,-0.023436974734067917,-0.1747792512178421
36,23c1238dd9069718d334ae7f722280560776c5e930ea2fdbe0f4b20ca542081e,rewrite,0,accepted_z,0.10450489073991776,0.02294852025806904,0.013482349924743176,0.006314682774245739,-0.08155637048184872,-0.009466170333325863,-0.0071676671504974365,-0.09819020796567202
37,35bf1daae2dea57e75a545d92be2a5b950f31eba85989d792f9f262e54660b84,rewrite,0,accepted_z,0.06045743450522423,0.007026604376733303,0.0032673091627657413,0.002373974770307541,-0.053430830128490925,-0.0037592952139675617,-0.0008933343924582005,-0.05808345973491669
38,82e5ab0c97a6d3bf7b7c62e0fd42a5e8a875b906ce593c077f599ad5435d28ea,rewrite,0,accepted_z,0.06991288810968399,0.0327407605946064,0.020282136276364326,0.011688674800097942,-0.03717212751507759,-0.012458624318242073,-0.008593461476266384,-0.05822421330958605
39,eca5f60936dfc2d99bd2d8d8059966c1e2abd050a28822126da716e6255c6720,rewrite,0,accepted_z,0.023143762722611427,0.011890958063304424,0.008009695447981358,0.004958712495863438,-0.011252804659307003,-0.0038812626153230667,-0.00305098295211792,-0.01818505022674799
40,c26d9f7b75c14056267c2567ba556e5b76ebfdac6a2231a6d3f1fc8bfa91ec2d,rewrite,0,accepted_z,0.02850709669291973,0.007884097285568714,0.0040543037466704845,0.002304638037458062,-0.020622999407351017,-0.0038297935388982296,-0.0017496657092124224,-0.02620245865546167
41,a61a8732e7087bac9df081e4cfb0319a07f61ccb3987494c7f24ded194e18d42,rewrite,0,accepted_z,0.04286389797925949,0.01224429626017809,0.005276206880807877,0.0020736397709697485,-0.030619601719081402,-0.0069680893793702126,-0.003202567109838128,-0.04079025820828974
42,c95165b3bb5e2754faaa370e60fd0e96d24767b8eda1af67c1f801d7f4671c79,rewrite,0,accepted_z,0.014067890122532845,0.005233160685747862,0.003195182653144002,0.0021127776708453894,-0.008834729436784983,-0.00203797803260386,-0.0010824049822986126,-0.011955112451687455
43,b60dce4b4fb7c58f26743b14e89bf6f65fd42fa8a116dc3a52707814fd0496fe,rewrite,0,accepted_z,0.06328552961349487,0.011554582044482231,0.005807194393128157,0.0033642619382590055,-0.05173094756901264,-0.0057473876513540745,-0.002442932454869151,-0.05992126767523587
44,6a691cf16b423bb1d5a6ce4bf3417dd2d707fdac2436c48131dec1cd89b48a6b,rewrite,0,accepted_z,0.004341106861829758,0.0028630003798753023,0.002257776679471135,0.001648973091505468,-0.0014781064819544554,-0.0006052237004041672,-0.0006088035879656672,-0.00269213377032429
45,2a8f1b4955bc1a289af449ade95dfac602e09ca669c961f5c2f949575e94e148,rewrite,0,accepted_z,0.06857997179031372,0.022680755704641342,0.013797620311379433,0.007459524553269148,-0.04589921608567238,-0.00888313539326191,-0.006338095758110285,-0.06112044723704457
46,fc11f308500869e6b6107573e91176f8fb98c2b06cc9eb7d8107d0fb1af68f64,rewrite,0,accepted_z,0.014151930809020996,0.0038112399633973837,0.0018929197685793042,0.001190192298963666,-0.010340690845623612,-0.0019183201948180795,-0.0007027274696156383,-0.01296173851005733
47,409ab50440c393003452ca14f7a848b9b9c4c26eaf347918e74bd2328b526d48,rewrite,0,accepted_z,2.1255288124084473,0.014825057238340378,0.010181395336985588,0.007804969325661659,-2.110703755170107,-0.00464366190135479,-0.002376426011323929,-2.1177238430827856
48,55b3125b46809bfd09b46805671031439ad32c9f96657b2e9a2e1d248c8bbb80,rewrite,0,accepted_z,0.11677597463130951,0.03069593943655491,0.015421316027641296,0.00708247534930706,-0.0860800351947546,-0.015274623408913612,-0.008338840678334236,-0.10969349928200245
49,81c8c31e8abdcc2afdc5f07178b0a29d0dd009dcb1c5ad3746b934b567eccdeb,rewrite,0,accepted_z,0.009967907331883907,0.004894062876701355,0.0032645761966705322,0.002159764990210533,-0.005073844455182552,-0.0016294866800308228,-0.001104811206459999,-0.007808142341673374
50,65fe8c1ae82c41f795ca50b2a0707d66874e1ae73ea6a6a34e23cc47f17c9e67,rewrite,0,accepted_z,0.00899123027920723,0.0018910160288214684,0.0012366274604573846,0.0010093123419210315,-0.007100214250385761,-0.0006543885683640838,-0.0002273151185363531,-0.007981917937286198
51,2f7b6e27f3bba670acf943b4dec2a696193b1ce72e53248761d42a7b1a19ccf6,rewrite,0,accepted_z,0.052822038531303406,0.01741182804107666,0.010305171832442284,0.005895250476896763,-0.035410210490226746,-0.0071066562086343765,-0.004409921355545521,-0.04692678805440664
52,97e557fa2d1959dfc82a211736e5b608f395a1f440583abd5d70d65a2fbf5cfe,rewrite,0,accepted_z,0.011109166778624058,0.005536223296076059,0.0037867759820073843,0.0025326102040708065,-0.005572943482547998,-0.001749447314068675,-0.0012541657779365778,-0.008576556574553251
53,322b5d3c47aa80d2c94addc9a85c94282e44d92f9ccc5a0cf4cab593ea40cb3b,rewrite,0,accepted_z,0.04404661804437637,0.017883719876408577,0.013105211779475212,0.0093864556401968,-0.026162898167967796,-0.004778508096933365,-0.003718756139278412,-0.03466016240417957
54,2cb95a1a83adc4008a17e6b41b7af19fb47a468500652815384202b87b26ccb4,rewrite,0,accepted_z,0.05197383835911751,0.020208189263939857,0.013106388039886951,0.0069875395856797695,-0.03176564909517765,-0.007101801224052906,-0.006118848454207182,-0.04498629877343774
55,39cb134a7460153810c2e46692d13f26ce9cef48815e15c399b48c97a18eb027,rewrite,0,accepted_z,0.07201748341321945,0.012677554041147232,0.007595468778163195,0.0032802606001496315,-0.05933992937207222,-0.005082085262984037,-0.004315208178013563,-0.06873722281306982
56,50d6505f4bf83bb005d91ac06d26b044492e5bbdd5ebf7ac3ad402fb8cc9e12c,rewrite,0,accepted_z,0.007838561199605465,0.0024629279505461454,0.001501148217357695,0.001994883641600609,-0.0053756332490593195,-0.0009617797331884503,0.0004937354242429137,-0.005843677558004856
57,48f8e5c9758bc1ecd0a5d87381377f2e938e3fbd115904598f843ea205a1cb29,rewrite,0,accepted_z,0.014560866169631481,0.003815515199676156,0.0023959758691489697,0.0012684165267273784,-0.010745350969955325,-0.0014195393305271864,-0.0011275593424215913,-0.013292449642904103
58,5222c50191326e7119d973b8926c803a0ac65079d8f3f3217e939a2eed376d81,rewrite,0,accepted_z,0.0168202705681324,0.005252490285784006,0.0030166853684931993,0.0011600677389651537,-0.011567780282348394,-0.0022358049172908068,-0.0018566176295280457,-0.015660202829167247
59,f296600e034a8a300da559a46de195efdd639d61128b9c3cc6a0887b1ef0d697,rewrite,0,accepted_z,0.0400061160326004,0.00977538712322712,0.005623236298561096,0.0025366530753672123,-0.030230728909373283,-0.004152150824666023,-0.003086583223193884,-0.03746946295723319
60,1f15ad772a9fa6b37e334f9e0a833b6b234fbcc3e02b033e20f4c8f7f264ec9f,rewrite,0,accepted_z,0.014806381426751614,0.002458171220496297,0.003567642066627741,0.0024430686607956886,-0.012348210206255317,0.001109470846131444,-0.0011245734058320522,-0.012363312765955925
61,c416911d0d03300f77dc8d76e3ad6eab8c96026a867011c7a7728857b99e3e0c,rewrite,0,accepted_z,0.029254455119371414,0.010529558174312115,0.007693540770560503,0.00516283605247736,-0.0187248969450593,-0.0028360174037516117,-0.0025307047180831432,-0.024091619066894054
62,72a75cd16bd699577bf429e669049d3300002c7fd1905e4f2deb4e9e9cf79a10,rewrite,0,accepted_z,0.05689047649502754,0.013553268276154995,0.006978069432079792,0.004448873922228813,-0.04333720821887255,-0.006575198844075203,-0.002529195509850979,-0.05244160257279873
63,7e171f0683f1329a0b503c23931df0906725a579a73788155f049006f9ad9234,rewrite,0,accepted_z,0.11859174072742462,0.035824213176965714,0.01892404817044735,0.008992647752165794,-0.08276752755045891,-0.016900165006518364,-0.009931400418281555,-0.10959909297525883
64,50b6d7182bbb50024151c35a1af67f6f578882edaea4f98b765ec14cd313defc,rewrite,0,accepted_z,0.06969699263572693,0.024148615077137947,0.012034193612635136,0.005218337289988995,-0.04554837755858898,-0.012114421464502811,-0.006815856322646141,-0.06447865534573793
65,93b075f0e328c3fcb2abafea111d73fd635b70813aa17f11fff9e5c8b5f55ff7,rewrite,0,accepted_z,0.10099051147699356,0.03522273898124695,0.01957491599023342,0.00941586121916771,-0.06576777249574661,-0.015647822991013527,-0.010159054771065712,-0.09157465025782585
66,4a7d0d23ef3616b440f41d94b1e628cc6114d354cc49b0d25337f302b7cbf3ec,rewrite,0,accepted_z,0.04599125683307648,0.020558834075927734,0.01311533059924841,0.008322439156472683,-0.025432422757148743,-0.007443503476679325,-0.004792891442775726,-0.037668817676603794
67,f9f16bc7443ae596666c746ce23ea545748ddb3ef4434d0c407eb162fe7d8dbc,rewrite,0,accepted_z,0.010394248180091381,0.0039023214485496283,0.0026856327895075083,0.0012428186601027846,-0.006491926731541753,-0.00121668865904212,-0.0014428141294047236,-0.009151429519988596
68,586d683ae8d67dfbb02210b31897583d20fe567bc9eaac6aaeb7fc136b111f58,rewrite,0,accepted_z,0.016901852563023567,0.007954112254083157,0.005093574058264494,0.003018468152731657,-0.00894774030894041,-0.0028605381958186626,-0.002075105905532837,-0.01388338441029191
69,917e1683ed6303e6329abda3892afc6a827a129a43cdc31f1361ee9a99cabca9,rewrite,0,accepted_z,0.031110184267163277,0.006307338364422321,0.003751978976652026,0.001937180757522583,-0.024802845902740955,-0.002555359387770295,-0.0018147982191294432,-0.029173003509640694
70,d97bda6d6a887cafe4132a43d6d106a50a3a151b295c299fbaa9079c4004d670,rewrite,0,accepted_z,0.07615355402231216,0.02383868582546711,0.019505126401782036,0.010509032756090164,-0.052314868196845055,-0.004333559423685074,-0.008996093645691872,-0.065644521266222
71,7a3cc6340e797e103f5ab68ea59b5e176a2d12639a688d3976372b570f83f3d3,rewrite,0,accepted_z,0.015285257250070572,0.004790377337485552,0.0026956195943057537,0.0016395710408687592,-0.01049487991258502,-0.002094757743179798,-0.0010560485534369946,-0.013645686209201813
72,a0e3b3665e3acf91cc0f8e3266db11b483ea3b8269b38dbde27b268007d89343,rewrite,0,accepted_z,0.17070157825946808,0.07224440574645996,0.04611785337328911,0.02334560640156269,-0.09845717251300812,-0.026126552373170853,-0.022772246971726418,-0.1473559718579054
73,0f87867b9b690190efe9e3d65b533309c8a7791ed39a0a0b7c231d0b7d6a89a0,rewrite,0,accepted_z,0.01858593337237835,0.010069641284644604,0.007202611770480871,0.004503702744841576,-0.008516292087733746,-0.0028670295141637325,-0.0026989090256392956,-0.014082230627536774
74,44ab2dfa36200c934db39cfa054a5522dc88440bf69af322dc936c4ba1de5509,rewrite,0,accepted_z,0.0063532995991408825,0.0015505446353927255,0.0009615565068088472,0.0006525770877487957,-0.004802754963748157,-0.0005889881285838783,-0.00030897941906005144,-0.005700722511392087
75,cb7c55a4e2dd79332d59c67a80558cdd018be66887291ba61bda4f4cd96f0c0d,rewrite,0,accepted_z,0.03585020452737808,0.008204329758882523,0.004311908036470413,0.0026833738666027784,-0.02764587476849556,-0.0038924217224121094,-0.0016285341698676348,-0.033166830660775304
76,bc8ea88677fa3c48a9f530c375644aa2795c663a9f9bd749229249c49602f1d7,rewrite,0,accepted_z,0.06651686877012253,0.021859772503376007,0.011235538870096207,0.005307393614202738,-0.04465709626674652,-0.0106242336332798,-0.005928145255893469,-0.06120947515591979
77,b413834a331862a731306abda170f203ac59c4af3e39d4bd2b6671b13fa2651c,rewrite,0,accepted_z,0.04798109829425812,0.01028416957706213,0.005931750405579805,0.0033197076991200447,-0.03769692871719599,-0.004352419171482325,-0.0026120427064597607,-0.04466139059513807
78,62319418a997482ab3699f64675fd274c3b8fd81156833171d0938833ebbde03,rewrite,0,accepted_z,0.035226766020059586,0.020435385406017303,0.013070502318441868,0.008123925887048244,-0.014791380614042282,-0.007364883087575436,-0.004946576431393623,-0.02710284013301134
79,f861df3f9c6e6a756af53dd86b9a6637d28dfec0707b093be1f1b66e0835538e,rewrite,0,accepted_z,0.0072088842280209064,0.00506404135376215,0.0035829651169478893,0.0024063221644610167,-0.0021448428742587566,-0.0014810762368142605,-0.0011766429524868727,-0.00480256206355989
80,c5da7945932414925468ad5192bc538d69616b204b0c19a08458be414ffd783d,rewrite,0,accepted_z,0.022689729928970337,0.00462343730032444,0.0018995827995240688,0.00078671018127352,-0.018066292628645897,-0.002723854500800371,-0.0011128726182505488,-0.021903019747696817
81,589228d3143b3e0e5da484e7298376b1b8067cb8a493d947f96663047fd97310,rewrite,0,accepted_z,0.02183982916176319,0.014874974265694618,0.011146065779030323,0.00777102168649435,-0.006964854896068573,-0.003728908486664295,-0.0033750440925359726,-0.01406880747526884
82,2a475a8db1c123494579a717b4a26faaf206a116fa5e2625a04fd4d22e6f1fe6,rewrite,0,accepted_z,0.03139684349298477,0.009151182137429714,0.0053288559429347515,0.002908525988459587,-0.022245661355555058,-0.0038223261944949627,-0.0024203299544751644,-0.028488317504525185
83,c5bb0823d9465b1daec7a2e191874ebc0e80430ac73333d7510aee66649f2711,rewrite,0,accepted_z,0.06400780379772186,0.013093446381390095,0.0038826095405966043,0.0009650102583691478,-0.05091435741633177,-0.00921083684079349,-0.0029175992822274566,-0.06304279353935272
84,3cdee578c9ea2f065dc37a81eef836ce67d8d7925897fa1b78b87f8ebf769bde,rewrite,0,accepted_z,0.016769981011748314,0.005138286389410496,0.0029736608266830444,0.0015731590101495385,-0.011631694622337818,-0.0021646255627274513,-0.001400501816533506,-0.015196822001598775
85,c2a511b461d586287863e69ded39d72e773ee7ff59c54b951a1fc191530a9230,rewrite,0,accepted_z,0.01550371665507555,0.00740166287869215,0.004869506694376469,0.0030893003568053246,-0.0081020537763834,-0.0025321561843156815,-0.001780206337571144,-0.012414416298270226
86,3e85fe2dc398bc4391de8657ba293c4c2da08fa360ff4e648e41a041f0e4caa8,rewrite,0,accepted_z,0.0008390005677938461,0.0007943335804156959,0.0005000770906917751,0.00036840804386883974,-4.4666987378150225e-05,-0.0002942564897239208,-0.00013166904682293534,-0.0004705925239250064
87,0d37408f349a9e1575f9996b4666d8be3c1a4b030ef6385556f20138f0e45d77,rewrite,0,accepted_z,0.025348780676722527,0.006353062577545643,0.0020754244178533554,0.0012838939437642694,-0.018995718099176884,-0.0042776381596922874,-0.0007915304740890861,-0.024064886732958257
88,cad93aa25aedcacddc439835622bc76cd6fca8de2ba3a8c308395f1f1077074d,rewrite,0,accepted_z,0.02585330419242382,0.010303284041583538,0.005536223296076059,0.004125893581658602,-0.015550020150840282,-0.004767060745507479,-0.0014103297144174576,-0.02172741061076522
89,93d42cde8e8fd31026407a218569f7f6e8f3966169613fa62ecac7505fffc82b,rewrite,0,accepted_z,0.0078547652810812,0.004445788450539112,0.0029872101731598377,0.002118487609550357,-0.0034089768305420876,-0.0014585782773792744,-0.0008687225636094809,-0.005736277671530843
90,ff1c1d9405055ee8e382e7231c176b6bfdaa8fe6d7949fc5d436643c5ad7ca6c,rewrite,0,accepted_z,0.004310721065849066,0.0036100472789257765,0.0015163839561864734,0.0010402749758213758,-0.0007006737869232893,-0.002093663322739303,-0.0004761089803650975,-0.00327044609002769
91,33d7d08444cf56ef400978ca49e87be35361a5b7e9d51181355ebe6914d6ed92,rewrite,0,accepted_z,0.009249691851437092,0.005395137704908848,0.0035614653024822474,0.0020624573808163404,-0.003854554146528244,-0.0018336724024266005,-0.001499007921665907,-0.007187234470620751
92,719bc0576defaa23049b37c5031acb62bc8db10d464ac03f6da1299e2cd3a5b7,rewrite,0,accepted_z,2.6633315086364746,0.02357628382742405,0.007941575720906258,0.007852044887840748,-2.6397552248090506,-0.015634708106517792,-8.95308330655098e-05,-2.655479463748634
93,9ca8ef6d615cff61f4b47ea671a3b6ee00e045b5353a561638eae765a2c6c5ff,rewrite,0,accepted_z,0.00949793215841055,0.0029345566872507334,0.0016338583081960678,0.0009717986104078591,-0.006563375471159816,-0.0013006983790546656,-0.0006620596977882087,-0.00852613354800269
94,5be41b224968c5352077e3540871e2fe58f711f7d4c62e7adf253619a971f328,rewrite,0,accepted_z,0.10938456654548645,0.018191518262028694,0.009284770116209984,0.004280215594917536,-0.09119304828345776,-0.00890674814581871,-0.005004554521292448,-0.10510435095056891
95,dbf463ad5bb621bfe8a9a2c2319e02df1ad94daa27c797d0294c20d6f80a83f2,rewrite,0,accepted_z,0.1980542093515396,0.0324595645070076,0.019033413380384445,0.008030745200812817,-0.165594644844532,-0.013426151126623154,-0.011002668179571629,-0.1900234641507268
96,c6d164c926536dfcf140503cf8c1f3ba3f16534a36f08de1199bc1f118a10e43,rewrite,0,accepted_z,0.044105932116508484,0.01871616207063198,0.011325004510581493,0.005676815286278725,-0.025389770045876503,-0.0073911575600504875,-0.005648189224302769,-0.03842911683022976
97,bec2d64187af6c88f13d2db08996689e9e0dd634593dcaa26ba2380288b964d1,rewrite,0,accepted_z,0.013498815707862377,0.0005248599336482584,0.00046719127567484975,0.0002954761730507016,-0.012973955774214119,-5.76686579734087e-05,-0.00017171510262414813,-0.013203339534811676
98,c7f5868b37621703d985c03ffc002fca966f236b80fa46fa2649ad61e8f5f82f,rewrite,0,accepted_z,0.07100332528352737,0.01867181807756424,0.008893049322068691,0.004786224570125341,-0.052331507205963135,-0.009778768755495548,-0.00410682475194335,-0.06621710071340203
99,d9adf170517c84e347c8b92c76d199c5006909274e4ea6d0c61da2f5ed455049,rewrite,0,accepted_z,0.10161078721284866,0.04854803904891014,0.01987728662788868,0.011426246725022793,-0.05306274816393852,-0.02867075242102146,-0.008451039902865887,-0.09018454048782587
