entry,batch_raw,batch_effective,arm,stage,bank,case_id,context_index,context_weight,harm,identity,kind,negative_kl_tokens,ordinal,raw,token_nll,token_raw,node
Early,100,100,W0,endpoint,Base,13526,0,0.0078125,11.22541795409684,eff6ee558d82071ccebfc0a50f8090afd218c9728c8b81d97b33d6e71e44a09d,Base,0,6859,11.22541795409684,[5.419185638427734],[11.22541795409684],
Early,100,100,W0,endpoint,Base,10893,0,0.0078125,3.545452260573553,ad838e2546585173e20b4598fda4edce9cdb57712ac5d9cfdb5fd5368877ab6e,Base,0,4760,3.545452260573553,[0.42209380865097046],[3.545452260573553],
Early,100,100,W0,endpoint,Base,20909,0,0.0078125,0.7132375821608816,ac52b5b94de03b3169a574748222fbd1d3ea2fba22b28cfef558857a1fa074d1,Base,0,4872,0.7132375821608816,[3.1629555225372314],[0.7132375821608816],
Early,100,100,W0,endpoint,Base,9130,0,0.0078125,3.308885309469293,2c8a227bf12d84e2054762c6ff4c232ce33be9e755bacb6bbf8845bd7bbd7bde,Base,0,9445,3.308885309469293,[0.26708075404167175],[3.308885309469293],
Early,100,100,W0,endpoint,Base,8246,0,0.0078125,1.201948688489099,97780844113cc389ff4c39c711427906e9cfea167ad2618033876eb4156b500c,Base,0,5473,1.201948688489099,[4.514886379241943],[1.201948688489099],
Early,100,100,W0,endpoint,Base,17332,0,0.0078125,1.109350384950186,0c7c45b88b83f79c5cb32c1c02160e143b15e5613a1ff2f98b32a8f5a2d3eb8c,Base,0,1527,1.109350384950186,[2.148571491241455],[1.109350384950186],
Early,100,100,W0,endpoint,Base,17941,0,0.0078125,4.413036855218209,230f428a292490251d762deb56430d4930e75a17628403c546d82f67beb3a6fb,Base,0,8229,4.413036855218209,[1.4497699737548828],[4.413036855218209],
Early,100,100,W0,endpoint,Base,13383,0,0.0078125,0.04419471607190187,95144ebfeef6e8575ea9d05029989df8272d347ebaaa1e7c34001dfa0ae18206,Base,0,4321,0.04419471607190187,[6.068436622619629],[0.04419471607190187],
Early,100,100,W0,endpoint,Base,9068,0,0.0078125,1.215730771149345,05f8309dd98c086475872a3540946c37919574ffc8f93162a6260bdc8ebe1c65,Base,0,4656,1.215730771149345,[8.596892356872559],[1.215730771149345],
Early,100,100,W0,endpoint,Base,16065,0,0.0078125,0.04087091126322076,7deb7824980779a0a0a9033b7925c799c45a77e98487383fa568c2e6bc0451d5,Base,0,3894,0.04087091126322076,[4.392000675201416],[0.04087091126322076],
Early,100,100,W0,endpoint,Base,3771,0,0.0078125,0.8172654413322814,5a9f8c30607b05f55a4cf2ced5226a06c8be8a86fb21792f8f4bb62867fde625,Base,0,2533,0.8172654413322814,[10.124306678771973],[0.8172654413322814],
Early,100,100,W0,endpoint,Base,16644,0,0.0078125,0.4600617668593757,fd5db7d62391b21430c8bf4abc751ffceb73490127c89c4ba73f5077b16bda94,Base,0,6865,0.4600617668593757,[1.4975666999816895],[0.4600617668593757],
Early,100,100,W0,endpoint,Base,14341,0,0.0078125,1.3190302585479325,deda4dbeff59a5b588887f0c1addbcb8acadec54edc089680573362878649ad8,Base,0,3090,1.3190302585479325,[6.650748252868652],[1.3190302585479325],
Early,100,100,W0,endpoint,Base,740,0,0.0078125,0.014127396536696004,185f56d9a5e4018ed13f4ef70c57d6d86a1f92d71247e5fc150edc942317fa33,Base,0,4551,0.014127396536696004,[0.050158727914094925],[0.014127396536696004],
Early,100,100,W0,endpoint,Base,14106,0,0.0078125,2.69357918970153,1aebb396832b6353cfeaf39d9eb9d7c3f1b28ad8a1cd71d55c3701ed628fe11b,Base,0,7465,2.69357918970153,[9.21771240234375],[2.69357918970153],
Early,100,100,W0,endpoint,Base,21541,0,0.0078125,1.6976794309575112,a5655a14a8028a5fb571d9d3b09847317b4d097361e6fb4347fc12c3ccc5e754,Base,0,1163,1.6976794309575112,[0.29082587361335754],[1.6976794309575112],
Early,100,100,W0,endpoint,Base,6475,0,0.0078125,0.8375766563831063,5b277c36af3d078b8261f10d73edbc1eb06ac599c5ae7cadb30eb0a1a37e9939,Base,0,8254,0.8375766563831063,[6.273876667022705],[0.8375766563831063],
Early,100,100,W0,endpoint,Base,53,0,0.0078125,0.4854966608826552,67f7d03b4b9c136f6e0dd166343c96a980367f23d13def25ea940c77426a4fcb,Base,0,7681,0.4854966608826552,[5.352231025695801],[0.4854966608826552],
Early,100,100,W0,endpoint,Base,16786,0,0.0078125,0.8138315845920322,706c9c2e5e473ce0846ee67d8213550e41696c08b826c350f4b5121c986283ec,Base,0,5685,0.8138315845920322,[4.6216936111450195],[0.8138315845920322],
Early,100,100,W0,endpoint,Base,5992,0,0.0078125,0.03808433666396267,62988031d68cac8bf452fa8aeb66769abc5957478e9b56e619fe19a8c310b5ac,Base,0,1427,0.03808433666396267,[7.632113933563232],[0.03808433666396267],
Early,100,100,W0,endpoint,Base,16032,0,0.0078125,0.048311967412447254,9fd516b9744ac9e757ed378a464f1425894182fac7a70fc66e6d3c6b4e285402,Base,0,9984,0.048311967412447254,[0.29231932759284973],[0.048311967412447254],
Early,100,100,W0,endpoint,Base,10457,0,0.0078125,0.5965273897752006,2a216f30df5a71c6933ba60e13e76b244c5b3c80745a3f68105e7ab46954a1fb,Base,0,5537,0.5965273897752006,[6.5541534423828125],[0.5965273897752006],
Early,100,100,W0,endpoint,Base,12761,0,0.0078125,0.06638716767210487,941ae81aa1647ea357160b159a56c3e9d82fb4afec7bfa8a2dd8c740a7223203,Base,0,7112,0.06638716767210487,[5.39984655380249],[0.06638716767210487],
Early,100,100,W0,endpoint,Base,16808,0,0.0078125,0.18056249508394198,77508d951b2d4bfe92f80cd0a736f1e741020a65546dee0f41a67fec61d30091,Base,0,7005,0.18056249508394198,[5.676826477050781],[0.18056249508394198],
Early,100,100,W0,endpoint,Base,17608,0,0.0078125,0.021225878349517967,c2b926aed4232543ce630cbc775e92efcdec3d9db931fa7636377c3f1526f74f,Base,0,6803,0.021225878349517967,[0.08374486863613129],[0.021225878349517967],
Early,100,100,W0,endpoint,Base,8720,0,0.0078125,0.42987693915023745,0766d564afe8158fc914931031e162143891a5fa9c7e43a92293e25d5b43966e,Base,0,5632,0.42987693915023745,[3.737786054611206],[0.42987693915023745],
Early,100,100,W0,endpoint,Base,16262,0,0.0078125,0.09197793092814685,872487e2f03994dc2498d7905f8f8638109232bebfa32dd7d529155d11941bd4,Base,0,8312,0.09197793092814685,[13.156009674072266],[0.09197793092814685],
Early,100,100,W0,endpoint,Base,11317,0,0.0078125,2.2690382819382227,80153cbaa28df8c8871d90590772f6154bd1af8b09840f37d82389f8e9faaf71,Base,0,9345,2.2690382819382227,[4.8212127685546875],[2.2690382819382227],
Early,100,100,W0,endpoint,Base,15272,0,0.0078125,0.09159806930525374,f367b65315fab5af486a15eb1f9bc33eb194210b2907a55a15de9525da80730e,Base,0,3659,0.09159806930525374,[7.297783374786377],[0.09159806930525374],
Early,100,100,W0,endpoint,Base,6121,0,0.0078125,0.12083995319299545,327c2a54aaa3151ac8dc5a4bbb9b59440978b7a3f94156cb91d4f1a6a07e51d0,Base,0,9440,0.12083995319299545,[5.748887062072754],[0.12083995319299545],
Early,100,100,W0,endpoint,Base,21907,0,0.0078125,0.11789818642262856,806ab7e8feacb093835afe52a6949bf2fe1ea248c5aa8046f200d4254a795906,Base,0,4836,0.11789818642262856,[10.485282897949219],[0.11789818642262856],
Early,100,100,W0,endpoint,Base,414,0,0.0078125,2.003242087918413,3e482c0a94bcb0d779c19ac34e5daf06e1005b17e7713a69879495be04593cfc,Base,0,9500,2.003242087918413,[8.771991729736328],[2.003242087918413],
Early,100,100,W0,endpoint,Base,21416,0,0.0078125,0.3792545014106222,041370e8c63d58f939c838310db11cafda1198a6788894e73327fea7e5d9747c,Base,0,6711,0.3792545014106222,[7.807861804962158],[0.3792545014106222],
Early,100,100,W0,endpoint,Base,4060,0,0.0078125,0.7244791018982517,e938d88e6205d2919e75f0c829f962bc92f301ca02f805dd84368d3e33e49aa5,Base,0,6967,0.7244791018982517,[6.412439823150635],[0.7244791018982517],
Early,100,100,W0,endpoint,Base,6560,0,0.0078125,0.8457947266877913,4cb62745ff5dd050f173cbf11ecba07e617b5fa458c81273ca7cbdbf9e741bb6,Base,0,5592,0.8457947266877913,[2.365959405899048],[0.8457947266877913],
Early,100,100,W0,endpoint,Base,13335,0,0.0078125,0.35539398361765623,15e9fada9bdf21318d449b4fa06e4a5d357dae0bead35773768426e5c088a789,Base,0,9964,0.35539398361765623,[3.421868085861206],[0.35539398361765623],
Early,100,100,W0,endpoint,Base,16375,0,0.0078125,6.226111653411631,7351868add80e3d08761961a82d84b28ae390e6de8b644978c50310e8caecbc5,Base,0,2858,6.226111653411631,[1.9025862216949463],[6.226111653411631],
Early,100,100,W0,endpoint,Base,8046,0,0.0078125,0.7769311215754477,0c9407f8183e68e5f16b72c7896be927d520a9a3e62194db961f205830fecc41,Base,0,8853,0.7769311215754477,[0.08816610276699066],[0.7769311215754477],
Early,100,100,W0,endpoint,Base,6689,0,0.0078125,0.027251342695532192,d82d4ae5cfdf3d7cdfcf3298c325f14ea60786b3a63b5df9ef362a0a6cb39cd1,Base,0,4037,0.027251342695532192,[1.604128122329712],[0.027251342695532192],
Early,100,100,W0,endpoint,Base,13124,0,0.0078125,2.74079835534713,e7bcb68edcbdd2568d6a5b247d37922f9376dc425f35043536179836805c3956,Base,0,7818,2.74079835534713,[5.877951145172119],[2.74079835534713],
Early,100,100,W0,endpoint,Base,2889,0,0.0078125,0.553071134310711,567ca59dbb98b2051ed588fabe756a43672d7d26b0bb157d072393c25e96b7af,Base,0,4291,0.553071134310711,[1.3332172632217407],[0.553071134310711],
Early,100,100,W0,endpoint,Base,12039,0,0.0078125,0.22954619076683352,d7cde81a92d59f9d3123d9b6cec752d5c8dc2a9a4108d088a93e64b27a0e0123,Base,0,4041,0.22954619076683352,[10.973164558410645],[0.22954619076683352],
Early,100,100,W0,endpoint,Base,21641,0,0.0078125,1.4617905661752137,6fb7fa3d7f73a5909677a202b434b670778c4a49ac71292b035ebbccea5aadd5,Base,0,3569,1.4617905661752137,[0.12606185674667358],[1.4617905661752137],
Early,100,100,W0,endpoint,Base,13092,0,0.0078125,0.15038023357660907,0b86a0c0afb49a712bf677c5334b860018f826a0ca0a95323a7180aec6ed597a,Base,0,3667,0.15038023357660907,[2.61328125],[0.15038023357660907],
Early,100,100,W0,endpoint,Base,7347,0,0.0078125,0.022791334822216156,f0e3566fd4272b1a3a8d057cfb6b9ebf1b2f33c10570d05b20f9509c963ed81f,Base,0,3509,0.022791334822216156,[0.25999438762664795],[0.022791334822216156],
Early,100,100,W0,endpoint,Base,21731,0,0.0078125,0.4489147771739416,0d0851429b6afeec2ce8d8a592866fc9fe96518502c6abfd09e09af1771a0ed4,Base,0,8811,0.4489147771739416,[2.355703353881836],[0.4489147771739416],
Early,100,100,W0,endpoint,Base,19766,0,0.0078125,0.857190872783131,12c70a0704dbe7d879ee674fade1a403d84504387d4f91a0b58ae1cc15e44c26,Base,0,8715,0.857190872783131,[0.9386577606201172],[0.857190872783131],
Early,100,100,W0,endpoint,Base,5239,0,0.0078125,0.08222310414746306,a1733f9d52f1114bf358b46cf5e4287325fd767d8a12f99fc2e460bec3825e30,Base,0,7474,0.08222310414746306,[10.525187492370605],[0.08222310414746306],
Early,100,100,W0,endpoint,Base,11750,0,0.0078125,0.033534445880975206,03dd83d4b536a800c5703dccc0f938e4970b2a1de86211cd2f5b9c034caf6dd8,Base,0,8974,0.033534445880975206,[15.698068618774414],[0.033534445880975206],
Early,100,100,W0,endpoint,Base,10808,0,0.0078125,1.3285127384174151,6c9aa59921798cdd4b13a76439b0f95f710a09dca543907018fff027734f702b,Base,0,4993,1.3285127384174151,[3.557173252105713],[1.3285127384174151],
Early,100,100,W0,endpoint,Base,11713,0,0.0078125,0.03422776720327964,e0b2c79c64da1094f6f621acba508154e85e7e91fc412839f940a1b9bc0564f8,Base,0,3610,0.03422776720327964,[0.017684869468212128],[0.03422776720327964],
Early,100,100,W0,endpoint,Base,3542,0,0.0078125,0.24826840051224272,ec2b67e77e23f6b9c6ccd8a46b3f560dae64f270b0f0e71accfd74d131f3d64a,Base,0,5352,0.24826840051224272,[3.8872928619384766],[0.24826840051224272],
Early,100,100,W0,endpoint,Base,9308,0,0.0078125,0.42105013566643024,d9b569154dc138d995c9157265ea2fe5c2b3c2d4ae186faf5db6c64006807874,Base,0,1916,0.42105013566643024,[6.8631110191345215],[0.42105013566643024],
Early,100,100,W0,endpoint,Base,960,0,0.0078125,0.013477774420210538,a7c739527d215bbf022bd4fa3e7f5946678c808515f8a6c09a873895c8aacfa6,Base,0,4543,0.013477774420210538,[6.269802093505859],[0.013477774420210538],
Early,100,100,W0,endpoint,Base,10889,0,0.0078125,0.545764583020576,bb7b21f06bcce544691db566928f61c9482db8d08f8719c02bee8be199341ba4,Base,0,4500,0.545764583020576,[3.8786542415618896],[0.545764583020576],
Early,100,100,W0,endpoint,Base,17174,0,0.0078125,0.10305435838666509,4a7a6c1786c4bab0cbae2f41d6796841b3f6609cf65a3003f58bbd0ce15c8ca7,Base,0,2799,0.10305435838666509,[6.363839626312256],[0.10305435838666509],
Early,100,100,W0,endpoint,Base,17861,0,0.0078125,0.13908630784449438,607c7181275dd2740ab12b22223f71b4c7ca3842f259a7845ad113586dcbcb51,Base,0,4972,0.13908630784449438,"[4.555649757385254,0.00041214076918549836]","[0.27799883019542326,0.00017378549356548243]",
Early,100,100,W0,endpoint,Base,9373,0,0.0078125,0.014337150589825074,99fe15e3b6b384e8903a4024da21bec9b20415352be2aa8f8510358c9c0e4536,Base,0,3247,0.014337150589825074,[12.655228614807129],[0.014337150589825074],
Early,100,100,W0,endpoint,Base,17842,0,0.0078125,0.8071551124578026,9823c513ed0883e646d07121e3ee9cb850429f8e9ee049e08f80169a726d8ed3,Base,0,2866,0.8071551124578026,[0.3022141456604004],[0.8071551124578026],
Early,100,100,W0,endpoint,Base,15516,0,0.0078125,0.2885193629996461,e2fd71bb770a8d0bde463f84e545ed9fd56d208ce21826f78b121be95834f763,Base,0,5698,0.2885193629996461,[3.4402973651885986],[0.2885193629996461],
Early,100,100,W0,endpoint,Base,2119,0,0.0078125,9.073968051085647,307a4d51b15f622fa6736c0155513f83e02c9eddf8ac7bc4d091061e9dd68192,Base,0,2606,9.073968051085647,[1.8547340631484985],[9.073968051085647],
Early,100,100,W0,endpoint,Base,21048,0,0.0078125,1.201468324073475,aea2947fa2964ddd9907abb5da47bb78bdf1cca06da546b6ff9c4c681fae5549,Base,0,2182,1.201468324073475,[15.852306365966797],[1.201468324073475],
Early,100,100,W0,endpoint,Base,10251,0,0.0078125,0.09518630587150637,94a1aff1435a16da85730e0163e7c4c89c16f282e016d0ca4fc08dbbe762d6f9,Base,0,5457,0.09518630587150637,[0.017831025645136833],[0.09518630587150637],
Early,100,100,W0,endpoint,Base,1725,0,0.0078125,0.011152210871722724,9e03ac3cbeeb286bd79a3fe736aca5988006bd79d6d435a64dcde5830fcd78eb,Base,0,4995,0.011152210871722724,[5.97664737701416],[0.011152210871722724],
Early,100,100,W0,endpoint,Base,13958,0,0.0078125,0.02768649185533318,020b51b84ef5ae677164d096bb57bc249712a96f29adf388d86f90fd32f4cb59,Base,0,8857,0.02768649185533318,[6.0355424880981445],[0.02768649185533318],
Early,100,100,W0,endpoint,Base,2919,0,0.0078125,9.41880779807389,286aae83202d37b8a7bb34e4a2935fdab698ece9df84b1f174434fdd4b484caa,Base,0,6706,9.41880779807389,[0.030374273657798767],[9.41880779807389],
Early,100,100,W0,endpoint,Base,10050,0,0.0078125,5.094071352264779,7807428283aa4f1d3abd665a13ecc87b905fe418f4ffaeb807abcb58f3ef9085,Base,0,2523,5.094071352264779,[4.104640007019043],[5.094071352264779],
Early,100,100,W0,endpoint,Base,18479,0,0.0078125,9.33450429692542,09226dedb902946613ce0d70e0f32e51c30dd7c90b2c9f4057305721c364aef0,Base,0,3973,9.33450429692542,[0.27187448740005493],[9.33450429692542],
