entry,batch_raw,arm,bank,case_id,identity,new_nll,prompt_index,success,true_nll,entry_success,W0_success,inherited_success_change,additional_success_change,inherited_true_nll,additional_true_nll,entry_success_to_failure,entry_failure_to_success,W0_success_inherited_loss_recovered
Early,100,BF8,Base,8286,c57a1aa0c5e083b5bdf47154250441e48bba14a3749c1f50e8ec4c3487b153f8,9.775672912597656,2,True,7.090641021728516,True,True,0,0,1.4210200309753418,0.4442286491394043,False,False,False
Early,100,BF8,Base,8286,dd0b151a127f119f35ccb81b4712edb2115d74d749f4ec9a603c8870b21faebe,7.6164870262146,3,True,4.754228115081787,True,True,0,0,0.9072346687316895,-0.7099571228027344,False,False,False
Early,100,BF8,Base,8286,be4ec7ef6d29885842e0cdefa8beea540a147538a2751584915d7a61aa152ad3,9.380558013916016,4,True,7.294873237609863,True,True,0,0,1.2709622383117676,0.3778195381164551,False,False,False
Early,100,BF8,Base,8286,33279162d8da3132322c58fb677d1f2312bdbd6b145d32650aa15223bdb85e71,8.738961219787598,5,True,0.30596715211868286,True,True,0,0,-0.18354001641273499,-0.03641828894615173,False,False,False
Early,100,BF8,Base,8286,869ec17338ff604bb3f74df624087686b7316babeddfe5953e63172a2ff1734f,10.735483169555664,6,True,0.12307040393352509,True,True,0,0,-0.34600451588630676,-0.09610937535762787,False,False,False
Early,100,BF8,Base,8286,9214114b1fc96cf47c86ea008673aec3ff69fac33862b2050580d2db17cde44b,10.97724437713623,7,True,5.786473274230957,True,True,0,0,-0.7842350006103516,0.6547727584838867,False,False,False
Early,100,BF8,Base,8286,a2cbb78646b1ecee039906a2e1e8afda0bcc1fd182fed49e01733c0c1b2ac0d5,9.90931224822998,8,True,4.732329845428467,True,True,0,0,-1.4332833290100098,0.3403596878051758,False,False,False
Early,100,BF8,Base,8286,5a759ec389629ee733a619fb2f8f7cdc22161b4052f9bf9b0ff09e8c45364f6b,13.41132640838623,9,True,1.9556297063827515,True,True,0,0,1.4006513208150864,0.3736945390701294,False,False,False
Early,100,BF8,Base,4338,85de418235e0297bdb38bf8ffc8c8216ccb87c2a04d3ff32125970c2bcee6d94,14.451481819152832,0,True,1.86618971824646,True,True,0,0,0.6061697006225586,-0.05737018585205078,False,False,False
Early,100,BF8,Base,4338,b2b3d5c799ca8a5d215582d34f34049d3392c8ef4d0103a7b6d7afa317f05c20,9.354769706726074,1,True,5.523299217224121,True,True,0,0,3.5234864950180054,1.2158851623535156,False,False,False
Early,100,BF8,Base,4338,7e38b74847a6b941ac8d2389b611c60f00bae6f3bf74ffa50d8c36dc9dbc3ee7,12.303831100463867,2,True,1.4650819301605225,True,True,0,0,-0.3214191198348999,0.32138776779174805,False,False,False
Early,100,BF8,Base,4338,3bca0bbefc47b56e86ffcb7e1fd85885c60891ed1d70a108adc87e7f58e211e1,10.541302680969238,3,True,1.8108484745025635,True,True,0,0,-0.365867018699646,0.3499569892883301,False,False,False
Early,100,BF8,Base,4338,9a07018c3544dabbed186e40bfaa7786f1ee0e27aea99574c50456cc43e85514,10.439342498779297,4,True,0.6229360103607178,True,True,0,0,0.14485228061676025,0.149562269449234,False,False,False
Early,100,BF8,Base,4338,cdbe6eb484caabd81e4d7f16c14d938aba5d25f88ecbbc948053e6d55b7c4e1e,11.900680541992188,5,True,1.6535640954971313,True,True,0,0,-0.6499145030975342,0.213171124458313,False,False,False
Early,100,BF8,Base,4338,4f26ad6f71d3f4089f7a450d79214e4f38a2997c2e128d36809d9194811463a5,9.782879829406738,6,True,4.427346706390381,True,True,0,0,1.76177978515625,0.17379999160766602,False,False,False
Early,100,BF8,Base,4338,dffbef12299a28f3f03bda704e549fe3d569f1bdadcf0457efcb3e0ed890668f,12.213982582092285,7,True,1.7198554277420044,True,True,0,0,-0.5633841753005981,0.38858580589294434,False,False,False
Early,100,BF8,Base,4338,f90c5a1d487638e853e6da6b181a95653344108f55ef9a61ee0a738ed9938108,12.869735717773438,8,True,3.902613639831543,True,True,0,0,3.5459203720092773,-0.3502063751220703,False,False,False
Early,100,BF8,Base,4338,7938d17702eeb4fb9f3c29f36b93446e174e6d1513295acfa1d68e38f41bf9d2,11.035972595214844,9,True,3.4213690757751465,True,True,0,0,-0.7549872398376465,0.6468513011932373,False,False,False
Early,100,BF8,Base,19719,bc66d70f4a0ba77e57074bafd87e67112f507963d963b6899c8901e5cdabec6a,13.12565803527832,0,True,8.336209297180176,True,True,0,0,3.8726963996887207,0.13190364837646484,False,False,False
Early,100,BF8,Base,19719,b1856197d1d3fbf45ed665da7c01fd34c7b5842d4358b83030375c100ff256f4,13.831762313842773,1,True,6.648547649383545,True,True,0,0,-0.10023164749145508,-0.07160663604736328,False,False,False
Early,100,BF8,Base,19719,c2b644f88fe46731a35fb4f10483184930ed0d81b3e9bae3beed8d5dfd20e544,15.808855056762695,2,True,13.194133758544922,True,True,0,0,5.017650604248047,0.3036985397338867,False,False,False
Early,100,BF8,Base,19719,4839d1b4cf37a21fad881eaceb8b0beb3c671995d71b4c6a36beff5295bda1bc,13.619369506835938,3,True,4.910720348358154,True,True,0,0,1.450498342514038,0.048757076263427734,False,False,False
Early,100,BF8,Base,19719,13a0badda4aaa7174c1a016971dcd6a5d90f9d4ba69682ebfacb1d6dec646702,10.6656494140625,4,True,7.3436102867126465,True,True,0,0,1.0510530471801758,0.09679651260375977,False,False,False
Early,100,BF8,Base,19719,9e036dd25afa43bb2bf82b59d510b42f1c15eb19c8372bfa1a268137c4411699,10.786914825439453,5,False,11.555656433105469,False,False,0,0,0.726283073425293,0.3321542739868164,False,False,False
Early,100,BF8,Base,19719,edad6102521b2dc30f3fac634cfe97e389190b51969be4b724fdddd9939244f3,9.827217102050781,6,True,6.2022833824157715,True,True,0,0,-0.26804542541503906,-0.2610960006713867,False,False,False
Early,100,BF8,Base,19719,bacd5eca1cf4fd1fff347124ca1334b78dbf366fb088d3584ec68183a0eeb1a6,13.819395065307617,7,True,5.942636013031006,True,True,0,0,1.8260529041290283,0.4378623962402344,False,False,False
Early,100,BF8,Base,19719,34893df9c62cd2050f900a55e15d7f0a4bca7f5cb461d6f224818d315b6b694f,14.137946128845215,8,False,15.869885444641113,False,False,0,0,-0.7784013748168945,0.27094078063964844,False,False,False
Early,100,BF8,Base,19719,b1883ad7f86afd71ac3b91f417bd6f915c0c8643f3810714a690edfcbb4419b9,15.697933197021484,9,True,11.986795425415039,True,True,0,0,5.215287208557129,0.2866945266723633,False,False,False
Early,100,BF8,Base,6341,75ac2f1519505792b622c45860b75685b322639ba31599d04df127d70229bc39,8.421059608459473,0,False,8.92154312133789,True,True,0,-1,2.755603790283203,0.13538169860839844,True,False,False
Early,100,BF8,Base,6341,7d79df69539fcc619b439a2436dc52770600865432c7684e9df330e91e37b595,12.999527931213379,1,False,16.18606185913086,False,True,-1,0,11.388825416564941,-0.16540145874023438,False,False,False
Early,100,BF8,Base,6341,2e1e7fdebd33c254987d8648fa25fc7c4f18c5841ab009b46f6d9ee33ce0d419,6.1906046867370605,2,False,7.832691669464111,False,True,-1,0,2.124234676361084,1.1263365745544434,False,False,False
Early,100,BF8,Base,6341,bcdd6057cb1f47addee875d18b67f9c79fe5921e4aa92af2f9b3a5187031bbef,12.615432739257812,3,True,12.595841407775879,True,True,0,0,6.635076999664307,0.47292423248291016,False,False,False
Early,100,BF8,Base,6341,2fe8bb93b24c6a4c5bc026eb0d00a6bd188c461b0385788e452899c0987cb691,12.652772903442383,4,False,12.794511795043945,True,True,0,-1,3.377359390258789,-0.40619850158691406,True,False,False
Early,100,BF8,Base,6341,1f2e201bcb91a8061bc4850663431a5df588d3f9a9399283a597867907eff958,7.11013126373291,5,True,4.571396827697754,True,True,0,0,1.8215935230255127,1.2979059219360352,False,False,False
Early,100,BF8,Base,6341,fb53d447c3d576b9594d6bfe3e015713ae11612ad5bc4e37fc452b15c2aee5a6,9.497099876403809,6,True,8.748278617858887,True,True,0,0,4.592823266983032,2.555356025695801,False,False,False
Early,100,BF8,Base,6341,545367645d7934855b47266c33cf0324896654decb7a25af0b666f954cecea13,10.103404998779297,7,True,5.644991874694824,True,True,0,0,-0.072052001953125,0.13147258758544922,False,False,False
Early,100,BF8,Base,6341,79e960dfcbc4802c04ce8807f867da1f7b43ad00cfc6acecc4a65f047744198f,11.835984230041504,8,True,11.432222366333008,True,True,0,0,0.8747835159301758,0.7810583114624023,False,False,False
Early,100,BF8,Base,6341,53d06a79235a98c46e7ed23cf74311d755681cceeb60dea0c3733c3378e6f4e5,7.436821937561035,9,False,10.516782760620117,False,True,-1,0,6.090775728225708,0.5638065338134766,False,False,False
Early,100,BF8,Base,11262,8c77a79aaa335be30cd5aa555430e5b9ff533239cab58ae8c0a386a1229255ee,6.394587516784668,0,True,4.701376914978027,True,True,0,0,1.5358009338378906,-0.6300530433654785,False,False,False
Early,100,BF8,Base,11262,897dace64c3266ff088fb8d5c8f123ab0674dd419146be5a20257f32eaeaf4da,10.89332103729248,1,True,6.147812366485596,True,True,0,0,0.8771963119506836,-0.09613275527954102,False,False,False
Early,100,BF8,Base,11262,59a108d04de0c2d7088e7b8d681f94cda8f05c5e2d502781b6ab71860e5c3938,8.101753234863281,2,True,4.9416117668151855,True,True,0,0,1.8959801197052002,-0.7192702293395996,False,False,False
Early,100,BF8,Base,11262,6777ca3a6db637819cfa430e33698625c3ab12ae187138771bba86940433e24e,6.012011528015137,3,True,4.014585494995117,True,True,0,0,0.15089058876037598,-0.09821033477783203,False,False,False
Early,100,BF8,Base,11262,a3bd63f49e4beff15911fc4647a790c51e53e528a7a99aca9e8ba68c83043059,6.500666618347168,4,True,2.15213680267334,True,True,0,0,-0.7185466289520264,-0.6366329193115234,False,False,False
Early,100,BF8,Base,11262,de0583cacfda9dcd671faa3ce271e195735dc2059194f714f5218d48bcc6eea1,3.714934825897217,5,False,3.8832573890686035,False,True,-1,0,-0.4272651672363281,-0.15039539337158203,False,False,False
Early,100,BF8,Base,11262,fc418a91c7920a1b9ec9176c3c7729b3bac5d5ff9a776355ae3edaaafa5b146c,6.138195037841797,6,True,2.3989362716674805,True,True,0,0,1.296308994293213,-0.8513717651367188,False,False,False
Early,100,BF8,Base,11262,fc9f3fe476ebf97277f1a04fd533788b4aa7d688c4e868a619721f02d60a91d8,8.150634765625,7,True,6.289482116699219,True,True,0,0,0.8573174476623535,-0.6975584030151367,False,False,False
Early,100,BF8,Base,11262,ff9d2a8c7f83c8358074d59382b99410839c54df6f5e25198eeb1338ba878a25,10.81583023071289,8,True,6.363924503326416,True,True,0,0,1.0414142608642578,-0.3176388740539551,False,False,False
Early,100,BF8,Base,11262,665c426ddc1b02d3db3b5e98c060e7295acab06f7147465455f245b8ce221ac6,7.944387912750244,9,True,4.336781978607178,True,True,0,0,0.1397709846496582,0.09308433532714844,False,False,False
Early,100,BF8,Base,9406,49d719425002f96a09dac4d5bc6795301e33c42fd12f3b0b0789dee413f574dc,5.500692367553711,0,True,4.230227470397949,True,True,0,0,-2.1453661918640137,-0.6054611206054688,False,False,False
Early,100,BF8,Base,9406,2dec5844c4090b47fcf7160b7cca7cf70ea2d31b89f8302003ff45c0f94ee549,5.903328895568848,1,False,7.888193130493164,False,True,-1,0,2.9238929748535156,0.801234245300293,False,False,False
Early,100,BF8,Base,9406,2c854b1ae8cb78840a2298fefd7749a651fc01870702d13f6e5493b747f1e118,8.784660339355469,2,True,7.526642322540283,True,False,1,0,-1.900613784790039,-0.7483906745910645,False,False,False
Early,100,BF8,Base,9406,49fa0e6191f928985ce1f21554591bef2c19d9b6cef73d2eca94ad79a7d75e28,3.371260404586792,3,False,12.595841407775879,False,True,-1,0,6.635076999664307,0.47292423248291016,False,False,False
Early,100,BF8,Base,9406,0bad937279e0ab355e0993f2935a4d96a5a6f8f88f4296d76050277285b36ebf,0.7403636574745178,4,False,13.413530349731445,False,True,-1,0,11.922916769981384,-0.16662883758544922,False,False,False
Early,100,BF8,Base,9406,67380e30791f6e9d3c26bf9887dda8f20eb5ea08557c8c2ea4e35e1c8bd5fefc,2.3422746658325195,5,False,7.832683086395264,False,True,-1,0,2.124218463897705,1.1263208389282227,False,False,False
Early,100,BF8,Base,9406,55e2878b39b8d6e1718827ee830d9ce29c34c78cf4436942138984c7dc5c88d6,1.8611907958984375,6,False,11.335972785949707,False,False,0,0,-0.9109048843383789,0.49599742889404297,False,False,False
Early,100,BF8,Base,9406,cc9e2ab54a54ef98d33fe04fc3cc22aa892f14978820be2859cd4cb3922e4f7f,10.032386779785156,7,True,8.099374771118164,True,True,0,0,-0.46462535858154297,1.8774986267089844,False,False,False
Early,100,BF8,Base,9406,df6f69401d9bfb80be40d103afad583a57fa207881ee11f9228612927ecbb895,6.0544047355651855,8,False,8.510375022888184,True,True,0,-1,0.01677989959716797,3.0358848571777344,True,False,False
Early,100,BF8,Base,9406,e4dfe6f602a97ba465ddd6607e385b20264d73860a701bdc5d3f2f62461babd1,2.490150213241577,9,False,4.571433067321777,False,True,-1,0,1.8216228485107422,1.297900676727295,False,False,False
Early,100,BF8,Base,11392,d11a1dad0998d76060325f119c774a42fb2c62abe031c6bbad86ce8ad3f77968,8.63199520111084,0,True,7.844447135925293,True,False,1,0,-1.3775701522827148,-0.5687894821166992,False,False,False
Early,100,BF8,Base,11392,61a5d6543fceb77ac0ce7d4f211d080ad43cbe9c9f712c57ff5f26a45f0357df,4.7581682205200195,1,False,8.056779861450195,False,False,0,0,-1.0264272689819336,-0.24818897247314453,False,False,False
Early,100,BF8,Base,11392,fc5da62de3d082e5cf6ac614aeb1a3db851172a4baf67e970192f59a45f88ed1,3.983551502227783,2,True,1.0259079933166504,True,True,0,0,-0.05216789245605469,-0.04824185371398926,False,False,False
Early,100,BF8,Base,11392,6f345e16c8d17c76f152819b497820b10524f8f3d887eef65b95e711b2218587,9.52890396118164,3,False,12.160320281982422,False,False,0,0,-1.4869117736816406,-0.33603477478027344,False,False,False
Early,100,BF8,Base,11392,a2c2a7a83d348e1a5b7cfddedc309bead4c04c340e20e5abcd184c3f77884612,3.5620150566101074,4,True,0.618007242679596,True,True,0,0,-0.8710118532180786,-0.3743261694908142,False,False,False
Early,100,BF8,Base,11392,afebf238cb0b4db1c576b525105cd30c00fcd06121d7cf405a255a76dfa87e3e,5.901050567626953,5,True,5.6569671630859375,True,False,1,0,-0.15801763534545898,-0.3245234489440918,False,False,False
Early,100,BF8,Base,11392,5e31d6e6e40e589162177dcbfabac1198621ba0f95f69d3d6458c0ce17b872cb,3.398561954498291,6,False,3.688098430633545,True,True,0,-1,-1.0259113311767578,0.5119271278381348,True,False,False
Early,100,BF8,Base,11392,27a1443650c00fd315569f6df2e0b490ec0c8f09c334bd998a0f0946977e131d,3.7846968173980713,7,True,0.6452524065971375,True,True,0,0,-0.037547945976257324,0.026897311210632324,False,False,False
Early,100,BF8,Base,11392,d8b1c8bffed2a3e3d1111280c3c6a9733143293209023d7bba7049a92ea0fbdc,6.709216117858887,8,True,3.477511405944824,True,True,0,0,-1.5929803848266602,-0.5905699729919434,False,False,False
Early,100,BF8,Base,11392,4de9980b5a6233905dddf8bd41aa1b16999a4195ab5fabb071dabf750f635ff7,4.006415367126465,9,True,2.9548847675323486,True,True,0,0,0.4418802261352539,-0.10293936729431152,False,False,False
Early,100,BF8,Base,5502,952a81151f5e11186977149aed76efc1760cee94f2e740d103bbc44cae145ba6,7.323276519775391,0,True,6.462038993835449,True,False,1,0,-0.9935622215270996,-0.07110404968261719,False,False,False
Early,100,BF8,Base,5502,3acfac48d4c0d9396bdf48e6516020a084a75b96fbb06d3e51a0ae26e235dc98,7.9622111320495605,1,True,0.09411750733852386,True,True,0,0,-0.1664855182170868,0.0048439353704452515,False,False,False
Early,100,BF8,Base,5502,78ae83b9e8da8e5977bd5217adcf0184cd41594811962f90f499bcdc81c0f709,2.8463523387908936,2,False,4.010637283325195,False,False,0,0,-1.2475252151489258,-0.2918853759765625,False,False,False
Early,100,BF8,Base,5502,c831b0bca86830d4825b4bacff1d4e181855ed18dbe2bf657c44f86209ef33a6,3.2846713066101074,3,True,0.33004623651504517,True,False,1,0,-1.50113844871521,0.029237210750579834,False,False,False
Early,100,BF8,Base,5502,2b112046f5a59b1c82d9ca18b25872543c7c7bb31b9c321ecdc4e6d0393e7fe1,6.489645004272461,4,True,0.4176654517650604,True,True,0,0,0.21381279826164246,-0.2222135365009308,False,False,False
Early,100,BF8,Base,5502,c0a3d98703afb604a9fe19ac6988afb8afb293a78f16bd7ba30d136e6b00a937,7.469572067260742,5,True,4.790889739990234,True,True,0,0,-1.9840641021728516,-1.404937744140625,False,False,False
Early,100,BF8,Base,5502,9fd3168d0c4437c4101b46a094b1d7a1609195ed0b878a8c3dfad5bb91fbda8e,8.755629539489746,6,True,0.01973937824368477,True,True,0,0,-0.12498785182833672,-0.02020569145679474,False,False,False
Early,100,BF8,Base,5502,c4dc7bb963abc8f87274d43b04b2c2994ec2119daa6a28a93073c57d5ed2219c,1.206153392791748,7,True,0.5460143685340881,True,True,0,0,-0.3551734685897827,-0.11785680055618286,False,False,False
Early,100,BF8,Base,5502,113032370b3c0743b5f578870646b4129c9a84917f8787ff6831634d6dc0035b,4.669036865234375,8,True,3.4026877880096436,True,True,0,0,0.8316588401794434,0.21779370307922363,False,False,False
Early,100,BF8,Base,5502,5806915e492d7a100bb922cbf65858f2900e7c0ab3332ef3e6f0ae2b10b8bd12,8.500401496887207,9,True,8.252020835876465,False,False,0,1,-0.8872509002685547,-0.624847412109375,False,True,False
Early,100,BF8,Base,9953,14e8c2bdbbd5da85f47981a85432c7c553a69a0f9862f4a727bbb9c148e79f64,1.9861130714416504,0,True,0.7003197073936462,True,True,0,0,0.17976102977991104,0.3999638259410858,False,False,False
Early,100,BF8,Base,9953,b4bc085082c8c8c6e9a7d60b3ee5da33a21840b35a2db48029e7fc38bf8f40aa,5.988239288330078,1,True,0.19989800453186035,True,True,0,0,-0.22765494883060455,-0.001956447958946228,False,False,False
Early,100,BF8,Base,9953,eec6cf1267099ed308b89401aa2a233d612dd484a635b05827014769255edbbd,4.800910949707031,2,True,1.0052070617675781,True,True,0,0,0.30201661586761475,0.20813477039337158,False,False,False
Early,100,BF8,Base,9953,7b3e1b637e2a38e3d8c2bc70237f974596e0d2a19ad82e841173d4a1eaa0683d,9.634149551391602,3,True,0.3162478804588318,True,True,0,0,-0.027895718812942505,-0.011478900909423828,False,False,False
Early,100,BF8,Base,9953,0408798eb23cc48d3d8efef27a18c4dc792495ad0b1e4f00a603d96416eba153,8.266500473022461,4,True,6.671826362609863,True,True,0,0,-0.2394561767578125,0.0953207015991211,False,False,False
Early,100,BF8,Base,9953,50ec37ce75de6226346f74d6441ccf12727664845e79bbf295bfe1089fdca9a3,4.7708563804626465,5,True,3.771766185760498,True,True,0,0,-1.3392395973205566,-0.10002994537353516,False,False,False
Early,100,BF8,Base,9953,329c24c56fde9e889f283b9b7477b79f27d7cf7c34610247a054eb58a5d186d8,9.09212875366211,6,True,2.0672388076782227,True,True,0,0,-3.0498087406158447,-1.228698492050171,False,False,False
Early,100,BF8,Base,9953,a018744f79f21559ff338acfafff686e3c4ef2c7329ab1a9006dfe65ec1dfbe8,7.11923885345459,7,True,2.628594160079956,True,True,0,0,-0.29398202896118164,0.2485208511352539,False,False,False
Early,100,BF8,Base,9953,ace57b009bdc05ceb547d9a26a80e2504052da84f51f09983f1d1136d3761fec,4.992048263549805,8,True,1.5814952850341797,True,True,0,0,0.22076904773712158,0.11953163146972656,False,False,False
Early,100,BF8,Base,9953,b891451c757d9a24e2aac260cdd7c161e2416c1c759a15ea70b3e846ec7cfd6f,6.630301475524902,9,True,4.582006454467773,True,True,0,0,2.4882609844207764,-0.07279062271118164,False,False,False
Early,100,BF8,Base,11181,ec63cf9a885a5ded8f5d7c72080fbf471ae3c717c8434897099c380a2fa22b96,13.18423843383789,0,True,5.689976215362549,True,True,0,0,-0.4274892807006836,0.5491375923156738,False,False,False
Early,100,BF8,Base,11181,23cbc0938e856136611b7f92855998ff67569a7b751f258253ddf66f899147f0,18.334550857543945,1,True,4.129779815673828,True,True,0,0,-2.6647257804870605,-1.0801467895507812,False,False,False
Early,100,BF8,Base,11181,1cb20eb82a072c6e229ffba9baf3c3fe89c4a0d9d6f28a96d80de39ed00c3b70,18.92760467529297,2,True,8.709720611572266,True,True,0,0,-0.819671630859375,-0.18772029876708984,False,False,False
Early,100,BF8,Base,11181,09ee0b70b1e48fec9f400789213732659e9fa5b370918c373096679834a0bffd,12.056964874267578,3,True,2.4174444675445557,True,True,0,0,-1.2344634532928467,-0.010078191757202148,False,False,False
Early,100,BF8,Base,11181,630b5158bb460d69b19b613593ec5947dcf476be184945401527e8537b831a21,15.175111770629883,4,True,6.276522636413574,True,True,0,0,-2.324286460876465,0.40396881103515625,False,False,False
Early,100,BF8,Base,11181,1cd798f55177c327adb0198757748ddd2a640e2d7ec517960f5934221863dc6d,16.22504997253418,5,True,3.751096725463867,True,True,0,0,-2.730835437774658,-0.33210086822509766,False,False,False
Early,100,BF8,Base,11181,4b251b1e8e71978a0ea8e440cb0223598004386f43478952b894954474ef8bb3,18.886917114257812,6,True,7.695021629333496,True,True,0,0,-2.3574085235595703,-0.7698507308959961,False,False,False
Early,100,BF8,Base,11181,c02562e75bf4c0228a17e0d4183bec77c142960b4c369b6ac293823eff267e3f,13.791918754577637,7,True,4.310472011566162,True,True,0,0,-0.5052533149719238,-0.35846424102783203,False,False,False
Early,100,BF8,Base,11181,0bff2380fc940b7a42157453030734b82931401af3c1d9aad945f12cda488c3d,15.986054420471191,8,True,2.8813798427581787,True,True,0,0,-0.9101247787475586,-0.47266459465026855,False,False,False
Early,100,BF8,Base,11181,b40ea3d21634399f6a56f714cec18c6a9c3d0dd8011b30244f866fab49912a80,12.662996292114258,9,True,6.9772629737854,True,True,0,0,-0.30776500701904297,-0.5687355995178223,False,False,False
Early,100,BF8,Base,8305,e546785bf8f922ee5ad9d143304b7f978a65a1ad4714131f5f1bcc69444bfc0f,5.814891338348389,0,True,2.4146008491516113,True,True,0,0,0.060896873474121094,0.263791561126709,False,False,False
Early,100,BF8,Base,8305,9423307f000f452ba2cfd1c4141de0b4dab6ad9c1c2ad0e6804659f7a1621728,6.400137901306152,1,True,4.57218074798584,True,True,0,0,-0.1329045295715332,-0.060793399810791016,False,False,False
Early,100,BF8,Base,8305,0890000a84c7b0af95fc9cdf4be115ae0e5f0397bc19ca3f7192eca1b60ebbde,6.64009952545166,2,True,0.9951563477516174,True,True,0,0,0.16742265224456787,0.1861554980278015,False,False,False
Early,100,BF8,Base,8305,622115c767111fdcb7c7a597527d5c6d0381fde481179db7ea4c70eec339793f,9.151016235351562,3,True,5.636632919311523,True,True,0,0,0.7257232666015625,0.3975963592529297,False,False,False
Early,100,BF8,Base,8305,10a211314864418cf7e33740e62a471cf39010d9d57e3926dec863b6469f5e6f,7.546930313110352,4,True,1.782934308052063,True,True,0,0,-1.7523107528686523,-0.7859662771224976,False,False,False
Early,100,BF8,Base,8305,8378e1581dbaf34f300c47d269d8a54ee253e4f08fb13867d90b7fd1c2cf4bf2,11.120572090148926,5,True,7.413576126098633,True,True,0,0,-0.08297491073608398,0.26508426666259766,False,False,False
Early,100,BF8,Base,8305,8378dac8c5eca8ea146adce5c31998e791f61a5a1d54b03ea8741ff589c9add3,8.808307647705078,6,True,6.44495964050293,True,True,0,0,-1.0606670379638672,-0.5149774551391602,False,False,False
Early,100,BF8,Base,8305,5cab9025543ec7a3b16b81d998770ec1bc636f5c45a8e422bb53fea2efc845fb,10.268925666809082,7,True,6.538163185119629,True,True,0,0,0.8245091438293457,0.14674139022827148,False,False,False
Early,100,BF8,Base,8305,daca60d5483d7e60ef821e3c75de629bae994dce41c1837c26387c5b7795b811,7.747879981994629,8,True,3.7004873752593994,True,True,0,0,-1.3983500003814697,0.40773630142211914,False,False,False
Early,100,BF8,Base,8305,4e61865307f20ff651e83af9ddc9d0f85d57ac072a5db35e1494b728b2917721,7.563388824462891,9,True,1.523949384689331,True,True,0,0,0.2718489170074463,0.13965559005737305,False,False,False
Early,100,BF8,Base,16615,e7b557e5244a94685ba9d68653b0f0e76855d33415e10e213ae1b193502918bd,2.1030256748199463,0,True,1.4516994953155518,True,True,0,0,0.28612828254699707,-0.20591425895690918,False,False,False
Early,100,BF8,Base,16615,115b732523f7a8dc458b1ced01b4e4ef64a33dc4884bdbf41629a939c5c10b7c,1.7014403343200684,1,False,2.861563205718994,False,True,-1,0,1.1527910232543945,-0.47541093826293945,False,False,False
Early,100,BF8,Base,16615,9df496d7fb288cb7ccf7a50e8a09684f0a4b6e79e01ca7e94092c93396c2122c,4.592454433441162,2,False,6.571998119354248,False,True,-1,0,-0.41552019119262695,0.050113677978515625,False,False,False
