cell,outer_K,prompt,prompt_ordinal,Z1_target_new_nll,longer_target_new_nll,longer_minus_Z1,winner_lower_nll
Z15,1,rephrase,11,9.812872886657715,7.420261859893799,-2.392611026763916,Z15
Z15,1,rephrase,12,9.569507598876953,7.913097858428955,-1.656409740447998,Z15
Z15,1,rephrase,13,5.931869029998779,2.5409369468688965,-3.390932083129883,Z15
Z15,1,rephrase,14,7.957818984985352,5.210895538330078,-2.7469234466552734,Z15
Z15,1,rephrase,15,8.33046817779541,2.3044018745422363,-6.026066303253174,Z15
Z15,1,rephrase,16,9.675698280334473,4.407121181488037,-5.2685770988464355,Z15
Z15,1,rephrase,17,10.814867973327637,5.549141883850098,-5.265726089477539,Z15
Z15,1,rephrase,18,12.000060081481934,11.479747772216797,-0.5203123092651367,Z15
Z15,1,rephrase,19,9.528705596923828,7.939586162567139,-1.5891194343566895,Z15
Z15,1,rephrase,20,0.8877376317977905,0.25027719140052795,-0.6374604403972626,Z15
Z15,1,rephrase,21,1.5048292875289917,0.8761447668075562,-0.6286845207214355,Z15
Z15,1,rephrase,22,4.761630535125732,3.068321704864502,-1.6933088302612305,Z15
Z15,1,rephrase,23,7.668731689453125,5.16141414642334,-2.507317543029785,Z15
Z15,1,rephrase,24,11.117769241333008,8.965142250061035,-2.1526269912719727,Z15
Z15,1,rephrase,25,13.827630996704102,12.874863624572754,-0.9527673721313477,Z15
Z15,1,rephrase,26,4.4679951667785645,3.703763961791992,-0.7642312049865723,Z15
Z15,1,rephrase,27,6.10768461227417,5.4074811935424805,-0.7002034187316895,Z15
Z15,1,rephrase,28,6.695013046264648,4.590338706970215,-2.1046743392944336,Z15
Z15,1,rephrase,29,9.613988876342773,7.713511943817139,-1.9004769325256348,Z15
Z15,1,rephrase,30,9.106729507446289,3.4008007049560547,-5.705928802490234,Z15
Z15,1,rephrase,31,7.483347415924072,3.4681482315063477,-4.015199184417725,Z15
Z15,1,rephrase,32,7.742452144622803,6.417754173278809,-1.3246979713439941,Z15
Z15,1,rephrase,33,1.964612364768982,1.7146632671356201,-0.24994909763336182,Z15
Z15,1,rephrase,34,13.214938163757324,7.336904525756836,-5.878033638000488,Z15
Z15,1,rephrase,35,12.9491605758667,7.1339945793151855,-5.815165996551514,Z15
Z15,1,rephrase,36,16.862363815307617,13.843683242797852,-3.0186805725097656,Z15
Z15,1,rephrase,37,10.47447395324707,9.261984825134277,-1.212489128112793,Z15
Z15,1,rephrase,38,3.015367031097412,2.8403377532958984,-0.17502927780151367,Z15
Z15,1,rephrase,39,8.736615180969238,5.830729007720947,-2.905886173248291,Z15
Z15,1,rephrase,40,11.176729202270508,10.136253356933594,-1.040475845336914,Z15
Z15,1,rephrase,41,10.058164596557617,9.381082534790039,-0.6770820617675781,Z15
Z15,1,rephrase,42,15.002111434936523,14.601373672485352,-0.4007377624511719,Z15
Z15,1,rephrase,43,1.2277904748916626,0.4705777168273926,-0.75721275806427,Z15
Z15,1,rephrase,44,3.866672992706299,2.845104217529297,-1.021568775177002,Z15
Z15,1,rephrase,45,4.384693622589111,2.4746084213256836,-1.9100852012634277,Z15
Z15,1,rephrase,46,9.731846809387207,8.930559158325195,-0.8012876510620117,Z15
Z15,1,rephrase,47,11.251023292541504,8.916864395141602,-2.3341588973999023,Z15
Z15,1,rephrase,48,11.457234382629395,10.73080062866211,-0.7264337539672852,Z15
Z15,1,rephrase,49,10.605088233947754,9.572076797485352,-1.0330114364624023,Z15
Z15,1,rephrase,50,8.103029251098633,6.10288143157959,-2.000147819519043,Z15
Z15,1,rephrase,51,7.964646339416504,6.309004783630371,-1.6556415557861328,Z15
Z15,1,rephrase,52,6.4739508628845215,5.989684581756592,-0.4842662811279297,Z15
Z15,1,rephrase,53,7.9501953125,7.546938419342041,-0.403256893157959,Z15
Z15,1,rephrase,54,9.546710968017578,7.197458744049072,-2.349252223968506,Z15
Z15,1,rephrase,55,14.050593376159668,13.551839828491211,-0.49875354766845703,Z15
Z15,1,rephrase,56,2.905122756958008,1.3238104581832886,-1.5813122987747192,Z15
Z15,1,rephrase,57,5.890728950500488,3.5011253356933594,-2.389603614807129,Z15
Z15,1,rephrase,58,12.406142234802246,2.0654685497283936,-10.340673685073853,Z15
Z15,1,rephrase,59,8.031797409057617,1.1817383766174316,-6.8500590324401855,Z15
Z15,1,rephrase,60,6.700034141540527,5.668428421020508,-1.0316057205200195,Z15
Z15,1,rephrase,61,7.866569519042969,6.884588241577148,-0.9819812774658203,Z15
Z15,1,rephrase,62,6.884296894073486,4.2695393562316895,-2.614757537841797,Z15
Z15,1,rephrase,63,11.95258617401123,7.980705738067627,-3.9718804359436035,Z15
Z15,1,rephrase,64,5.509284019470215,2.6447362899780273,-2.8645477294921875,Z15
Z15,1,rephrase,65,4.848872661590576,2.390395164489746,-2.45847749710083,Z15
Z15,1,rephrase,66,3.3833627700805664,1.3776495456695557,-2.0057132244110107,Z15
Z15,1,rephrase,67,3.033057451248169,0.9539908766746521,-2.079066574573517,Z15
Z15,1,rephrase,68,8.522393226623535,7.507065773010254,-1.0153274536132812,Z15
Z15,1,rephrase,69,4.828524589538574,3.3888301849365234,-1.4396944046020508,Z15
Z15,1,rephrase,70,4.8244500160217285,3.4661755561828613,-1.3582744598388672,Z15
Z15,1,rephrase,71,8.708863258361816,7.772839069366455,-0.9360241889953613,Z15
Z15,1,rephrase,72,14.578213691711426,13.749421119689941,-0.8287925720214844,Z15
Z15,1,rephrase,73,13.036090850830078,12.266748428344727,-0.7693424224853516,Z15
Z15,1,rephrase,74,13.233673095703125,12.668764114379883,-0.5649089813232422,Z15
Z15,1,rephrase,75,13.169334411621094,12.625041007995605,-0.5442934036254883,Z15
Z15,1,rephrase,76,3.1450438499450684,0.9931269884109497,-2.1519168615341187,Z15
Z15,1,rephrase,77,6.2762298583984375,4.257108688354492,-2.0191211700439453,Z15
Z15,1,rephrase,78,1.861343264579773,0.8392805457115173,-1.0220627188682556,Z15
Z15,1,rephrase,79,0.8408474326133728,0.24063324928283691,-0.6002141833305359,Z15
Z15,1,rephrase,80,2.686108350753784,1.798377513885498,-0.8877308368682861,Z15
Z15,1,rephrase,81,2.5733437538146973,1.938493251800537,-0.6348505020141602,Z15
Z15,1,rephrase,82,13.180293083190918,11.292917251586914,-1.887375831604004,Z15
Z15,1,rephrase,83,10.573029518127441,8.119770050048828,-2.4532594680786133,Z15
Z15,1,rephrase,84,5.812434196472168,2.689049243927002,-3.123384952545166,Z15
Z15,1,rephrase,85,6.22299861907959,3.255714178085327,-2.9672844409942627,Z15
Z15,1,rephrase,86,3.855675458908081,3.539595603942871,-0.31607985496520996,Z15
Z15,1,rephrase,87,0.9576913118362427,0.7855332493782043,-0.17215806245803833,Z15
Z15,1,rephrase,88,7.989224433898926,5.695426940917969,-2.293797492980957,Z15
Z15,1,rephrase,89,5.9942779541015625,1.5750393867492676,-4.419238567352295,Z15
Z15,1,rephrase,90,3.137516498565674,1.2458691596984863,-1.8916473388671875,Z15
Z15,1,rephrase,91,7.770236492156982,5.674632549285889,-2.0956039428710938,Z15
Z15,1,rephrase,92,9.959925651550293,5.606719970703125,-4.353205680847168,Z15
Z15,1,rephrase,93,10.46196174621582,7.297473907470703,-3.164487838745117,Z15
Z15,1,rephrase,94,10.197931289672852,8.137932777404785,-2.0599985122680664,Z15
Z15,1,rephrase,95,17.183191299438477,12.858133316040039,-4.3250579833984375,Z15
Z15,1,rephrase,96,5.81537389755249,4.654098987579346,-1.1612749099731445,Z15
Z15,1,rephrase,97,4.955848217010498,3.7704520225524902,-1.1853961944580078,Z15
Z15,1,rephrase,98,6.102648735046387,5.053366661071777,-1.0492820739746094,Z15
Z15,1,rephrase,99,8.724067687988281,5.718400478363037,-3.005667209625244,Z15
Z15,1,rephrase,100,11.044774055480957,10.199158668518066,-0.8456153869628906,Z15
Z15,1,rephrase,101,1.829687476158142,1.512726902961731,-0.31696057319641113,Z15
Z15,1,rephrase,102,3.409780979156494,2.4297940731048584,-0.9799869060516357,Z15
Z15,1,rephrase,103,6.047801494598389,4.272586822509766,-1.775214672088623,Z15
Z15,1,rephrase,104,3.818545341491699,2.758240222930908,-1.060305118560791,Z15
Z15,1,rephrase,105,5.305051803588867,4.942625999450684,-0.3624258041381836,Z15
Z15,1,rephrase,106,8.142389297485352,6.7433013916015625,-1.399087905883789,Z15
Z15,1,rephrase,107,11.244062423706055,9.938652992248535,-1.3054094314575195,Z15
Z15,1,rephrase,108,8.615289688110352,7.696291446685791,-0.9189982414245605,Z15
Z15,1,rephrase,109,3.1873373985290527,2.0375189781188965,-1.1498184204101562,Z15
Z15,1,rephrase,110,7.1073079109191895,6.263828754425049,-0.8434791564941406,Z15
Z15,1,rephrase,111,7.617534637451172,6.68594217300415,-0.9315924644470215,Z15
Z15,1,rephrase,112,5.882410526275635,3.975350856781006,-1.907059669494629,Z15
Z15,1,rephrase,113,9.524555206298828,6.4817023277282715,-3.0428528785705566,Z15
Z15,1,rephrase,114,7.0999298095703125,5.556299686431885,-1.5436301231384277,Z15
Z15,1,rephrase,115,5.361461162567139,4.076622486114502,-1.2848386764526367,Z15
Z15,1,rephrase,116,8.074817657470703,4.059804916381836,-4.015012741088867,Z15
Z15,1,rephrase,117,7.457891464233398,2.6730661392211914,-4.784825325012207,Z15
Z15,1,rephrase,118,10.098310470581055,8.61174201965332,-1.4865684509277344,Z15
Z15,1,rephrase,119,10.187925338745117,8.969589233398438,-1.2183361053466797,Z15
Z15,1,rephrase,120,3.4592227935791016,2.6455330848693848,-0.8136897087097168,Z15
Z15,1,rephrase,121,9.583173751831055,7.740450859069824,-1.8427228927612305,Z15
Z15,1,rephrase,122,10.749152183532715,9.044513702392578,-1.7046384811401367,Z15
Z15,1,rephrase,123,4.93482780456543,3.4788055419921875,-1.4560222625732422,Z15
Z15,1,rephrase,124,12.445992469787598,10.688976287841797,-1.7570161819458008,Z15
Z15,1,rephrase,125,11.906501770019531,7.641636371612549,-4.264865398406982,Z15
Z15,1,rephrase,126,7.208020210266113,4.234579563140869,-2.973440647125244,Z15
Z15,1,rephrase,127,7.333652019500732,5.197792053222656,-2.135859966278076,Z15
Z15,1,rephrase,128,7.337591171264648,3.335109233856201,-4.002481937408447,Z15
Z15,1,rephrase,129,6.163093566894531,2.318227767944336,-3.8448657989501953,Z15
Z15,1,rephrase,130,6.469510555267334,3.731287717819214,-2.73822283744812,Z15
Z15,1,rephrase,131,6.578254699707031,3.794278621673584,-2.7839760780334473,Z15
Z15,1,rephrase,132,12.271305084228516,12.268339157104492,-0.0029659271240234375,Z15
Z15,1,rephrase,133,8.340141296386719,9.291887283325195,0.9517459869384766,Z1-REFINE
Z15,1,rephrase,134,13.151167869567871,10.206827163696289,-2.944340705871582,Z15
Z15,1,rephrase,135,11.481771469116211,9.562076568603516,-1.9196949005126953,Z15
Z15,1,rephrase,136,6.15195369720459,3.7897956371307373,-2.3621580600738525,Z15
Z15,1,rephrase,137,4.134243011474609,1.5950120687484741,-2.5392309427261353,Z15
Z15,1,rephrase,138,11.502050399780273,8.72049331665039,-2.781557083129883,Z15
Z15,1,rephrase,139,6.022736072540283,4.317806720733643,-1.7049293518066406,Z15
Z15,1,rephrase,140,10.772892951965332,6.480260372161865,-4.292632579803467,Z15
Z15,1,rephrase,141,12.294110298156738,7.370924949645996,-4.923185348510742,Z15
Z15,1,rephrase,142,7.071067810058594,4.405915260314941,-2.6651525497436523,Z15
Z15,1,rephrase,143,10.388748168945312,8.114347457885742,-2.2744007110595703,Z15
Z15,1,rephrase,144,7.105470657348633,5.47415828704834,-1.631312370300293,Z15
Z15,1,rephrase,145,3.3418948650360107,2.016099452972412,-1.3257954120635986,Z15
Z15,1,rephrase,146,1.1432493925094604,0.8257785439491272,-0.31747084856033325,Z15
Z15,1,rephrase,147,10.337483406066895,9.871609687805176,-0.46587371826171875,Z15
Z15,1,rephrase,148,0.7561997175216675,0.5728349089622498,-0.18336480855941772,Z15
Z15,1,rephrase,149,3.088245391845703,2.165534734725952,-0.922710657119751,Z15
Z15,1,rephrase,150,9.49087905883789,4.532186031341553,-4.958693027496338,Z15
Z15,1,rephrase,151,6.281074523925781,1.9874272346496582,-4.293647289276123,Z15
Z15,1,rephrase,152,8.169723510742188,4.831728458404541,-3.3379950523376465,Z15
Z15,1,rephrase,153,6.020302772521973,2.2423453330993652,-3.7779574394226074,Z15
Z15,1,rephrase,154,11.24028491973877,8.664986610412598,-2.575298309326172,Z15
Z15,1,rephrase,155,12.893814086914062,10.493487358093262,-2.400326728820801,Z15
Z15,1,rephrase,156,16.008262634277344,15.135984420776367,-0.8722782135009766,Z15
Z15,1,rephrase,157,6.251323223114014,5.405104637145996,-0.8462185859680176,Z15
Z15,1,rephrase,158,8.192508697509766,5.066932201385498,-3.1255764961242676,Z15
Z15,1,rephrase,159,8.201369285583496,5.404681205749512,-2.7966880798339844,Z15
Z15,1,rephrase,160,3.999605655670166,2.1950855255126953,-1.8045201301574707,Z15
Z15,1,rephrase,161,4.883478164672852,2.323537588119507,-2.5599405765533447,Z15
Z15,1,rephrase,162,7.853379726409912,6.910215377807617,-0.9431643486022949,Z15
Z15,1,rephrase,163,9.088984489440918,8.24487590789795,-0.8441085815429688,Z15
Z15,1,rephrase,164,5.876069068908691,2.6161813735961914,-3.2598876953125,Z15
Z15,1,rephrase,165,5.100563049316406,2.601752758026123,-2.498810291290283,Z15
Z15,1,rephrase,166,8.186677932739258,1.0232658386230469,-7.163412094116211,Z15
Z15,1,rephrase,167,9.070011138916016,7.065861225128174,-2.004149913787842,Z15
Z15,1,rephrase,168,7.1676025390625,5.931156158447266,-1.2364463806152344,Z15
Z15,1,rephrase,169,6.615170001983643,5.599082946777344,-1.0160870552062988,Z15
Z15,1,rephrase,170,1.424094796180725,0.7330251336097717,-0.6910696625709534,Z15
Z15,1,rephrase,171,1.5121850967407227,0.7095608711242676,-0.8026242256164551,Z15
Z15,1,rephrase,172,5.093472957611084,3.3810172080993652,-1.7124557495117188,Z15
Z15,1,rephrase,173,7.2642598152160645,5.067140579223633,-2.1971192359924316,Z15
Z15,1,rephrase,174,9.665678024291992,6.823899745941162,-2.84177827835083,Z15
Z15,1,rephrase,175,14.402798652648926,11.114519119262695,-3.2882795333862305,Z15
Z15,1,rephrase,176,7.838108539581299,2.0766265392303467,-5.761482000350952,Z15
Z15,1,rephrase,177,10.283183097839355,5.790305137634277,-4.492877960205078,Z15
Z15,1,rephrase,178,7.749527454376221,4.919919967651367,-2.8296074867248535,Z15
Z15,1,rephrase,179,13.18310260772705,9.6680908203125,-3.515011787414551,Z15
Z15,1,rephrase,180,3.68603515625,0.294503778219223,-3.391531378030777,Z15
Z15,1,rephrase,181,4.936038970947266,1.5456578731536865,-3.390381097793579,Z15
Z15,1,rephrase,182,3.359530448913574,2.3722615242004395,-0.9872689247131348,Z15
Z15,1,rephrase,183,3.2515101432800293,2.144944190979004,-1.1065659523010254,Z15
Z15,1,rephrase,184,14.12930679321289,12.645132064819336,-1.4841747283935547,Z15
Z15,1,rephrase,185,14.410419464111328,12.398076057434082,-2.012343406677246,Z15
Z15,1,rephrase,186,5.105524063110352,2.8190131187438965,-2.286510944366455,Z15
Z15,1,rephrase,187,5.011672496795654,2.738590717315674,-2.2730817794799805,Z15
Z15,1,rephrase,188,7.008179664611816,5.084348678588867,-1.9238309860229492,Z15
Z15,1,rephrase,189,5.386545658111572,4.6229777336120605,-0.7635679244995117,Z15
Z15,1,rephrase,190,9.317934036254883,4.91436767578125,-4.403566360473633,Z15
Z15,1,rephrase,191,12.035542488098145,5.217472076416016,-6.818070411682129,Z15
Z15,1,rephrase,192,8.941474914550781,7.50700569152832,-1.434469223022461,Z15
Z15,1,rephrase,193,2.909057140350342,1.7082099914550781,-1.2008471488952637,Z15
Z15,1,rephrase,194,5.995893955230713,4.976152420043945,-1.0197415351867676,Z15
Z15,1,rephrase,195,5.626533031463623,5.186576843261719,-0.4399561882019043,Z15
Z15,1,rephrase,196,0.3416038453578949,0.1134820505976677,-0.2281217947602272,Z15
Z15,1,rephrase,197,6.259303092956543,5.061241149902344,-1.1980619430541992,Z15
Z15,1,rephrase,198,9.752423286437988,8.162160873413086,-1.5902624130249023,Z15
Z15,1,rephrase,199,7.537952899932861,6.257887363433838,-1.2800655364990234,Z15
Z15,4,rewrite,0,0.06018909066915512,0.01288163848221302,-0.0473074521869421,Z15
Z15,4,rewrite,1,0.03755563497543335,0.008912308141589165,-0.028643326833844185,Z15
Z15,4,rewrite,2,0.07916270196437836,0.017733942717313766,-0.06142875924706459,Z15
Z15,4,rewrite,3,0.00273913168348372,0.0013078240444883704,-0.0014313076389953494,Z15
Z15,4,rewrite,4,0.06093670427799225,0.011044559068977833,-0.049892145209014416,Z15
Z15,4,rewrite,5,0.09914765506982803,0.010936439037322998,-0.08821121603250504,Z15
Z15,4,rewrite,6,0.22711457312107086,0.017375392839312553,-0.2097391802817583,Z15
Z15,4,rewrite,7,0.00946805626153946,0.0025826692581176758,-0.0068853870034217834,Z15
Z15,4,rewrite,8,0.004655949305742979,0.0015937496209517121,-0.003062199684791267,Z15
Z15,4,rewrite,9,0.047492507845163345,0.011470087803900242,-0.036022420041263103,Z15
Z15,4,rewrite,10,0.006365855690091848,0.0062871999107301235,-7.865577936172485e-05,Z15
Z15,4,rewrite,11,0.05912589281797409,0.012163510546088219,-0.04696238227188587,Z15
Z15,4,rewrite,12,0.20381669700145721,0.03462953492999077,-0.16918716207146645,Z15
Z15,4,rewrite,13,0.032680999487638474,0.0103273531422019,-0.022353646345436573,Z15
Z15,4,rewrite,14,0.035450346767902374,0.006352233700454235,-0.02909811306744814,Z15
Z15,4,rewrite,15,0.08610455691814423,0.009476559236645699,-0.07662799768149853,Z15
Z15,4,rewrite,16,0.06003878265619278,0.012051978148519993,-0.04798680450767279,Z15
Z15,4,rewrite,17,0.08775027096271515,0.01437604334205389,-0.07337422762066126,Z15
Z15,4,rewrite,18,0.08432827144861221,0.016505366191267967,-0.06782290525734425,Z15
Z15,4,rewrite,19,0.015277039259672165,0.005110652651637793,-0.010166386608034372,Z15
Z15,4,rewrite,20,0.10599293559789658,0.021466413512825966,-0.08452652208507061,Z15
