arm,batch,metric,numerator,denominator,rate,request_denominator,pair_strict_num,ties,bit_order_sha256,new_nll_prompt_n,new_nll_prompt_mean,new_nll_prompt_median,new_nll_prompt_q25,new_nll_prompt_q75,new_nll_prompt_p90,new_nll_prompt_max,new_nll_request_n,new_nll_request_mean,new_nll_request_median,new_nll_request_q25,new_nll_request_q75,new_nll_request_p90,new_nll_request_max,new_strict_num,new_strict_den,new_token_correct,new_token_den,true_nll_prompt_n,true_nll_prompt_mean,true_nll_prompt_median,true_nll_prompt_q25,true_nll_prompt_q75,true_nll_prompt_p90,true_nll_prompt_max,true_nll_request_n,true_nll_request_mean,true_nll_request_median,true_nll_request_q25,true_nll_request_q75,true_nll_request_p90,true_nll_request_max,true_strict_num,true_strict_den,true_token_correct,true_token_den,margin_prompt_n,margin_prompt_mean,margin_prompt_median,margin_prompt_q25,margin_prompt_q75,margin_prompt_p90,margin_prompt_max,margin_request_n,margin_request_mean,margin_request_median,margin_request_q25,margin_request_q75,margin_request_p90,margin_request_max,new_nll_prompt_p99,new_nll_request_p99,true_nll_prompt_p99,true_nll_request_p99,margin_prompt_p99,margin_request_p99,atwrite_denominator,atwrite_before_num,atwrite_after_num,atwrite_retained,atwrite_lost,atwrite_gained,atwrite_both_failed,atwrite_conditional_loss_den,atwrite_conditional_loss_rate,atwrite_paired_rate_delta
BASE_MEMIT,11,RS,997,1100,0.9063636363636364,1100,997,0,10a6d7ee2090d756732e4fa4f226362edb6d9fb4221e7559084490d28061eb27,1100,1.2567692892990652,0.15570075809955597,0.021009282674640417,1.5520486235618591,4.254636287689209,11.378628730773926,1100,1.2567692892990652,0.15570075809955597,0.021009282674640417,1.5520486235618591,4.254636287689209,11.378628730773926,805,1100,821,1116,1100,8.325199365344915,8.032381534576416,5.439706325531006,11.075486421585083,14.043714809417725,22.68292999267578,1100,8.325199365344915,8.032381534576416,5.439706325531006,11.075486421585083,14.043714809417725,22.68292999267578,41,1100,55,1114,1100,7.068430076045849,7.2836800357326865,3.466662108898163,10.592872903798707,13.764925648318604,22.68285191363975,1100,7.068430076045849,7.2836800357326865,3.466662108898163,10.592872903798707,13.764925648318604,22.68285191363975,8.959275197982787,8.959275197982787,18.41943332672119,18.41943332672119,18.402686059707776,18.402686059707776,1100,1092,997,994,98,3,5,1092,0.08974358974358974,-0.08636363636363631
BASE_MEMIT,12,RS,1003,1200,0.8358333333333333,1200,1003,0,72ea41e3a49a374d4bc634b3b07eb1e70143e0b5d7fba8eb2236da1f6a3f8966,1200,1.9768743171399608,0.7367708086967468,0.07436574064195156,3.071490228176117,5.862451505661012,13.800074577331543,1200,1.9768743171399608,0.7367708086967468,0.07436574064195156,3.071490228176117,5.862451505661012,13.800074577331543,743,1200,762,1220,1200,7.00148143592601,6.416256904602051,4.140706777572632,9.329570055007935,12.600532531738283,25.661561965942383,1200,7.00148143592601,6.416256904602051,4.140706777572632,9.329570055007935,12.600532531738283,25.661561965942383,71,1200,85,1218,1200,5.02460711878605,4.889222204685211,1.373528003692627,8.447739455848932,11.909140470437709,25.661436750058783,1200,5.02460711878605,4.889222204685211,1.373528003692627,8.447739455848932,11.909140470437709,25.661436750058783,10.811378192901609,10.811378192901609,17.730569114685053,17.730569114685053,17.72983330914634,17.72983330914634,1200,1191,1003,1000,191,3,6,1191,0.16036943744752308,-0.15666666666666673
BASE_MEMIT,13,RS,1000,1300,0.7692307692307693,1300,1000,0,06f6f32b42da327ad128d0601a01a627764ad8f3244cf6f299b582899c02559f,1300,2.4712124315351964,1.6173332929611206,0.19508253782987595,3.9565911293029785,6.497232389450087,15.171219825744629,1300,2.4712124315351964,1.6173332929611206,0.19508253782987595,3.9565911293029785,6.497232389450087,15.171219825744629,685,1300,702,1320,1300,6.273903316173416,5.7390313148498535,3.5027610659599304,8.387349605560303,11.082868957519533,24.16661834716797,1300,6.273903316173416,5.7390313148498535,3.5027610659599304,8.387349605560303,11.082868957519533,24.16661834716797,109,1300,118,1321,1300,3.8026908846382197,3.2679967284202576,0.2242717742919922,6.96654012426734,10.625354317389432,24.16574051772477,1300,3.8026908846382197,3.2679967284202576,0.2242717742919922,6.96654012426734,10.625354317389432,24.16574051772477,10.513217267990111,10.513217267990111,17.60402286529541,17.60402286529541,17.29286486160359,17.29286486160359,1300,1291,1000,998,293,2,7,1291,0.22695584817970565,-0.2238461538461538
BASE_MEMIT,14,RS,1017,1400,0.7264285714285714,1400,1017,0,0788a0775e001a581e2ca9ff89668aa8283530d6b91e3fc41a10fdd1a7cc7f18,1400,2.8092586488569524,1.9136179089546204,0.19396121427416801,4.58997905254364,7.277333211898805,14.382804870605469,1400,2.8092586488569524,1.9136179089546204,0.19396121427416801,4.58997905254364,7.277333211898805,14.382804870605469,664,1400,679,1420,1400,6.431195016168058,5.7494587898254395,3.3711636066436768,8.644619464874268,11.952631187438966,28.796606063842773,1400,6.431195016168058,5.7494587898254395,3.3711636066436768,8.644619464874268,11.952631187438966,28.796606063842773,124,1400,132,1422,1400,3.6219363673111054,2.9240866601467133,-0.34702110290527344,7.0295296385884285,11.252883631736045,28.796416300654528,1400,3.6219363673111054,2.9240866601467133,-0.34702110290527344,7.0295296385884285,11.252883631736045,28.796416300654528,11.21850390434265,11.21850390434265,19.06093069076538,19.06093069076538,19.043827735172524,19.043827735172524,1400,1391,1017,1016,375,1,8,1391,0.2695902228612509,-0.2671428571428571
BASE_MEMIT,15,RS,1051,1500,0.7006666666666667,1500,1051,0,fa4ab6d6209088453b28da2f4ad0e492d683d16a65a4091b63dfabe5ff48bde5,1500,3.4192374318469616,2.520274519920349,0.2605821341276169,5.520540237426758,8.201499938964849,26.06835174560547,1500,3.4192374318469616,2.520274519920349,0.2605821341276169,5.520540237426758,8.201499938964849,26.06835174560547,620,1500,631,1522,1500,6.563955224370584,5.8562867641448975,3.665677487850189,8.754362106323242,12.365154838562018,25.060407638549805,1500,6.563955224370584,5.8562867641448975,3.665677487850189,8.754362106323242,12.365154838562018,25.060407638549805,127,1500,130,1523,1500,3.1447177925236223,2.3114209175109863,-0.6607201099395752,6.601340416353196,10.948444940708582,25.060398936309866,1500,3.1447177925236223,2.3114209175109863,-0.6607201099395752,6.601340416353196,10.948444940708582,25.060398936309866,13.296887922286984,13.296887922286984,19.59291820526123,19.59291820526123,18.4918307752721,18.4918307752721,1500,1490,1051,1051,439,0,10,1490,0.29463087248322145,-0.29266666666666663
BASE_MEMIT,16,RS,1053,1600,0.658125,1600,1053,0,5380ed721f91d69fba04f43b56fb1b70529b4480b780f5757694db00cbf526ae,1600,4.4543663727904175,3.9045106172561646,0.5717408210039139,7.1287031173706055,10.170384788513188,22.53208351135254,1600,4.4543663727904175,3.9045106172561646,0.5717408210039139,7.1287031173706055,10.170384788513188,22.53208351135254,536,1600,536,1622,1600,7.277635265668359,6.766806602478027,4.1920799016952515,9.788347959518433,12.833938026428223,33.14967727661133,1600,7.277635265668359,6.766806602478027,4.1920799016952515,9.788347959518433,12.833938026428223,33.14967727661133,103,1600,103,1624,1600,2.823268892877942,2.14271492511034,-1.2956585884094238,6.548592463135719,10.759966525831263,33.1496582033069,1600,2.823268892877942,2.14271492511034,-1.2956585884094238,6.548592463135719,10.759966525831263,33.1496582033069,15.062968349456787,15.062968349456787,19.261594219207762,19.261594219207762,19.226302992122946,19.226302992122946,1600,1590,1053,1053,537,0,10,1590,0.33773584905660375,-0.33562500000000006
BASE_MEMIT,17,RS,1073,1700,0.6311764705882353,1700,1073,0,387dcd0801f071a1d972fd6cbd2939200ab58185f2da44d7190f6f1863dc9756,1700,6.334853868331423,6.447959661483765,2.1804548501968384,9.871124505996704,12.269253635406494,20.44000816345215,1700,6.334853868331423,6.447959661483765,2.1804548501968384,9.871124505996704,12.269253635406494,20.44000816345215,389,1700,391,1724,1700,8.624935923060402,8.55387544631958,5.672683238983154,11.203032732009888,13.54520425796509,30.088558197021484,1700,8.624935923060402,8.55387544631958,5.672683238983154,11.203032732009888,13.54520425796509,30.088558197021484,69,1700,69,1724,1700,2.29008205472898,1.4947319030761719,-1.5739240646362305,5.155815362930298,9.959291166719051,30.08854162706666,1700,2.29008205472898,1.4947319030761719,-1.5739240646362305,5.155815362930298,9.959291166719051,30.08854162706666,15.594889764785766,15.594889764785766,20.561983528137205,20.561983528137205,19.58135853753097,19.58135853753097,1700,1690,1073,1071,619,2,8,1690,0.36627218934911243,-0.3629411764705882
BASE_MEMIT,18,RS,1133,1800,0.6294444444444445,1800,1133,0,57f89f1de8d5ad76045166f7a909f72a94772c035835f46a5063d17354f313ea,1800,6.960508636299416,7.361827850341797,3.2848209142684937,10.451472997665405,12.54878787994385,18.083438873291016,1800,6.960508636299416,7.361827850341797,3.2848209142684937,10.451472997665405,12.54878787994385,18.083438873291016,356,1800,358,1824,1800,9.190448635123257,9.075500011444092,6.713719010353088,11.615968465805054,13.71680908203125,26.82968521118164,1800,9.190448635123257,9.075500011444092,6.713719010353088,11.615968465805054,13.71680908203125,26.82968521118164,37,1800,37,1825,1800,2.2299399988238404,1.4287233352661133,-1.4941142797470093,4.821021795272827,9.343109382444528,26.829682826998578,1800,2.2299399988238404,1.4287233352661133,-1.4941142797470093,4.821021795272827,9.343109382444528,26.829682826998578,15.647035999298096,15.647035999298096,19.008074092864987,19.008074092864987,18.74302237947384,18.74302237947384,1800,1789,1133,1128,661,5,6,1789,0.3694801565120179,-0.36444444444444446
BASE_MEMIT,19,RS,1206,1900,0.6347368421052632,1900,1206,0,6851975847e09d7d670f735b999667acb21209ec785379064a15f34045cf2ba4,1900,7.31115773560889,7.837547540664673,4.11175799369812,10.649589538574219,12.743690490722656,19.033384323120117,1900,7.31115773560889,7.837547540664673,4.11175799369812,10.649589538574219,12.743690490722656,19.033384323120117,355,1900,355,1924,1900,9.45357531312657,9.47639274597168,7.277756571769714,11.58893346786499,13.60556106567383,26.386104583740234,1900,9.45357531312657,9.47639274597168,7.277756571769714,11.58893346786499,13.60556106567383,26.386104583740234,30,1900,30,1925,1900,2.1424175775176795,1.466548204421997,-1.4678736925125122,4.677461922168732,8.990997698903087,26.385939611689537,1900,2.1424175775176795,1.466548204421997,-1.4678736925125122,4.677461922168732,8.990997698903087,26.385939611689537,16.197381210327148,16.197381210327148,18.03580062866211,18.03580062866211,16.85893610224826,16.85893610224826,1900,1889,1206,1203,686,3,8,1889,0.36315510852302807,-0.3594736842105263
BASE_MEMIT,20,RS,1295,2000,0.6475,2000,1295,0,2bb8aae342760f400fbacfe4cb261d3f84a8216f845b7d6d0284410d4dd54072,2000,8.021353423675428,8.40716028213501,4.366327404975891,11.430842876434326,14.072280883789064,24.51605224609375,2000,8.021353423675428,8.40716028213501,4.366327404975891,11.430842876434326,14.072280883789064,24.51605224609375,314,2000,314,2024,2000,10.238078308237716,10.256145477294922,7.813628911972046,12.642072200775146,14.938929176330568,27.428205490112305,2000,10.238078308237716,10.256145477294922,7.813628911972046,12.642072200775146,14.938929176330568,27.428205490112305,38,2000,38,2027,2000,2.216724884562289,1.6906185150146484,-1.269254446029663,5.129351198673248,9.26557207107544,23.42599163367413,2000,2.216724884562289,1.6906185150146484,-1.269254446029663,5.129351198673248,9.26557207107544,23.42599163367413,19.035857219696044,19.035857219696044,19.235377540588377,19.235377540588377,15.586347578987478,15.586347578987478,2000,1989,1295,1292,697,3,8,1989,0.3504273504273504,-0.3470000000000001
BASE_MEMIT,21,RS,1385,2100,0.6595238095238095,2100,1385,0,e03f1145117ea6fcee8527220608f111a08bc687b590529c8ec71157e528c342,2100,8.092556221574986,8.476693630218506,4.45295524597168,11.342586755752563,13.966743278503422,23.265789031982422,2100,8.092556221574986,8.476693630218506,4.45295524597168,11.342586755752563,13.966743278503422,23.265789031982422,361,2100,362,2126,2100,10.320994346630316,10.23788070678711,7.909945487976074,12.639259099960327,14.959625053405762,25.985605239868164,2100,10.320994346630316,10.23788070678711,7.909945487976074,12.639259099960327,14.959625053405762,25.985605239868164,39,2100,39,2129,2100,2.2284381250553302,1.7052013874053955,-1.0686482191085815,5.0350735783576965,8.673104044795036,25.967831313028,2100,2.2284381250553302,1.7052013874053955,-1.0686482191085815,5.0350735783576965,8.673104044795036,25.967831313028,19.21450653076169,19.21450653076169,20.15130393981933,20.15130393981933,15.338862193259407,15.338862193259407,2100,2088,1385,1381,707,4,8,2088,0.33860153256704983,-0.3347619047619048
BASE_MEMIT,22,RS,1424,2200,0.6472727272727272,2200,1424,0,764ae434fad40d1aba80ba3f50bc6a3eb46bf2712c5d115cf2e06afcaec3528c,2200,8.631186303431347,8.866194248199463,4.980080604553223,12.030191421508789,14.888596630096439,23.267580032348633,2200,8.631186303431347,8.866194248199463,4.980080604553223,12.030191421508789,14.888596630096439,23.267580032348633,279,2200,281,2227,2200,10.696421437769155,10.6414213180542,7.802531003952026,13.372859477996826,15.980648517608644,27.488197326660156,2200,10.696421437769155,10.6414213180542,7.802531003952026,13.372859477996826,15.980648517608644,27.488197326660156,36,2200,36,2230,2200,2.065235134337808,1.6330604553222656,-1.34061861038208,4.854117155075073,8.813996243476868,24.12806295324117,2200,2.065235134337808,1.6330604553222656,-1.34061861038208,4.854117155075073,8.813996243476868,24.12806295324117,20.266095867156967,20.266095867156967,21.239774875640833,21.239774875640833,16.47280342047798,16.47280342047798,2200,2187,1424,1420,767,4,9,2187,0.3507087334247828,-0.3468181818181819
BASE_MEMIT,23,RS,1496,2300,0.6504347826086957,2300,1496,0,211eb4f13a8a75e32327c16c6f6386359a3ad9948fe1dda3d3854fb8e7e1330a,2300,9.376095539754054,9.559192657470703,5.674710392951965,13.082297086715698,15.766699314117426,26.446121215820312,2300,9.376095539754054,9.559192657470703,5.674710392951965,13.082297086715698,15.766699314117426,26.446121215820312,244,2300,246,2327,2300,11.417141102146276,11.156463623046875,8.647451639175415,13.976423501968384,16.519952392578123,27.802589416503906,2300,11.417141102146276,11.156463623046875,8.647451639175415,13.976423501968384,16.519952392578123,27.802589416503906,25,2300,25,2331,2300,2.0410455623922226,1.6236512660980225,-1.2880864143371582,4.910960674285889,8.471364668011665,23.760830134153366,2300,2.0410455623922226,1.6236512660980225,-1.2880864143371582,4.910960674285889,8.471364668011665,23.760830134153366,21.669142246246302,21.669142246246302,22.835555210113508,22.835555210113508,15.872450944259738,15.872450944259738,2300,2285,1496,1492,793,4,11,2285,0.34704595185995624,-0.34304347826086956
BASE_MEMIT,24,RS,1569,2400,0.65375,2400,1569,0,477d2ae44940145d47161b1cc2d58cacb8ba91d59a75106474f49ddb2aeaaaf6,2400,8.483633949343881,8.794477939605713,5.384223699569702,11.562965869903564,13.863299179077147,23.212087631225586,2400,8.483633949343881,8.794477939605713,5.384223699569702,11.562965869903564,13.863299179077147,23.212087631225586,302,2400,306,2430,2400,10.465124948984013,10.457503318786621,8.373410701751709,12.602854013442993,14.466155147552488,24.478900909423828,2400,10.465124948984013,10.457503318786621,8.373410701751709,12.602854013442993,14.466155147552488,24.478900909423828,32,2400,32,2433,2400,1.9814909996401304,1.479882001876831,-1.1396806240081787,4.682958364486694,8.133290112018582,23.26472695544362,2400,1.9814909996401304,1.479882001876831,-1.1396806240081787,4.682958364486694,8.133290112018582,23.26472695544362,18.284735870361295,18.284735870361295,19.316996345520007,19.316996345520007,14.390582419969084,14.390582419969084,2400,2382,1569,1565,817,4,14,2382,0.3429890848026868,-0.33875
BASE_MEMIT,25,RS,1638,2500,0.6552,2500,1638,0,6e408f2e80fb2acee1bb78768b2bc1703c3704abbcba2176418f3ffa5660982a,2500,8.39356739906608,8.688138484954834,5.397497653961182,11.42296290397644,13.541435146331787,21.705921173095703,2500,8.39356739906608,8.688138484954834,5.397497653961182,11.42296290397644,13.541435146331787,21.705921173095703,333,2500,336,2531,2500,10.255860778820514,10.348964214324951,8.285623550415039,12.320974826812744,14.080553722381591,24.102519989013672,2500,10.255860778820514,10.348964214324951,8.285623550415039,12.320974826812744,14.080553722381591,24.102519989013672,40,2500,40,2535,2500,1.8622933797544334,1.437922477722168,-0.9890817403793335,4.3987298011779785,7.469480562210082,24.06227120384574,2500,1.8622933797544334,1.437922477722168,-0.9890817403793335,4.3987298011779785,7.469480562210082,24.06227120384574,17.15873439788818,17.15873439788818,17.810691623687735,17.810691623687735,14.661447992920872,14.661447992920872,2500,2479,1638,1635,844,3,18,2479,0.34045986284792257,-0.33640000000000003
