phase,cell_id,status,evidence,numerical_equivalence
E4-H,E4-W50-H6,COMPLETED,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r4/writers/W050/H6/write/terminal.json,OBSERVATION_ONLY_NOT_GENERAL_PASS
E4-H,E4-W50-H56,COMPLETED,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r4/writers/W050/H56/write/terminal.json,OBSERVATION_ONLY_NOT_GENERAL_PASS
E4-H,E4-W50-MASS56,COMPLETED,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r4/writers/W050/MASS56/write/terminal.json,OBSERVATION_ONLY_NOT_GENERAL_PASS
E4-W,E4-W50-L5-components,COMPLETED,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r4/writers/W050/components/L5/components/no/observer/current.json,OBSERVATION_ONLY_NOT_GENERAL_PASS
E4-W,E4-W50-L5-matrix,COMPLETED,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r4/writers/W050/components/L5/matrix/parallel/observer/current.json,OBSERVATION_ONLY_NOT_GENERAL_PASS
E4-KR,E4-W50-L6-KRx4,COMPLETED,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r4/writers/W050/components/L5/KR/aa/observer/current.json,OBSERVATION_ONLY_NOT_GENERAL_PASS
E4-W,E4-W50-L6-components,COMPLETED,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r4/writers/W050/components/L6/components/no/observer/current.json,OBSERVATION_ONLY_NOT_GENERAL_PASS
E4-W,E4-W50-L6-matrix,COMPLETED,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r4/writers/W050/components/L6/matrix/parallel/observer/current.json,OBSERVATION_ONLY_NOT_GENERAL_PASS
E4-KR,E4-W50-L7-KRx4,COMPLETED,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r4/writers/W050/components/L6/KR/aa/observer/current.json,OBSERVATION_ONLY_NOT_GENERAL_PASS
E3,E3-W70-B71,COMPLETED,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r4/writers/W070/NATIVE/write/terminal.json,SEE_CONFORMANCE
E4-H,E4-W70-SHAM,COMPLETED,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r4/writers/W070/SHAM/write/terminal.json,OBSERVATION_ONLY_NOT_GENERAL_PASS
E4-H,E4-W70-H5,COMPLETED,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r4/writers/W070/H5/write/terminal.json,OBSERVATION_ONLY_NOT_GENERAL_PASS
E4-H,E4-W70-H6,COMPLETED,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r4/writers/W070/H6/write/terminal.json,OBSERVATION_ONLY_NOT_GENERAL_PASS
E4-H,E4-W70-H56,COMPLETED,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r4/writers/W070/H56/write/terminal.json,OBSERVATION_ONLY_NOT_GENERAL_PASS
E4-H,E4-W70-MASS56,COMPLETED,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r4/writers/W070/MASS56/write/terminal.json,OBSERVATION_ONLY_NOT_GENERAL_PASS
E4-W,E4-W70-L5-components,COMPLETED,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r4/writers/W070/components/L5/components/no/observer/current.json,OBSERVATION_ONLY_NOT_GENERAL_PASS
E4-W,E4-W70-L5-matrix,COMPLETED,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r4/writers/W070/components/L5/matrix/parallel/observer/current.json,OBSERVATION_ONLY_NOT_GENERAL_PASS
E4-KR,E4-W70-L6-KRx4,COMPLETED,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r4/writers/W070/components/L5/KR/aa/observer/current.json,OBSERVATION_ONLY_NOT_GENERAL_PASS
E4-W,E4-W70-L6-components,COMPLETED,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r4/writers/W070/components/L6/components/no/observer/current.json,OBSERVATION_ONLY_NOT_GENERAL_PASS
E4-W,E4-W70-L6-matrix,COMPLETED,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r4/writers/W070/components/L6/matrix/parallel/observer/current.json,OBSERVATION_ONLY_NOT_GENERAL_PASS
E4-KR,E4-W70-L7-KRx4,COMPLETED,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r4/writers/W070/components/L6/KR/aa/observer/current.json,OBSERVATION_ONLY_NOT_GENERAL_PASS
E3,E3-W80-B81,COMPLETED,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r4/writers/W080/NATIVE/write/terminal.json,SEE_CONFORMANCE
E4-H,E4-W80-SHAM,COMPLETED,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r4/writers/W080/SHAM/write/terminal.json,OBSERVATION_ONLY_NOT_GENERAL_PASS
E4-H,E4-W80-H5,COMPLETED,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r4/writers/W080/H5/write/terminal.json,OBSERVATION_ONLY_NOT_GENERAL_PASS
E4-H,E4-W80-H6,COMPLETED,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r4/writers/W080/H6/write/terminal.json,OBSERVATION_ONLY_NOT_GENERAL_PASS
E4-H,E4-W80-H56,COMPLETED,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r4/writers/W080/H56/write/terminal.json,OBSERVATION_ONLY_NOT_GENERAL_PASS
E4-H,E4-W80-MASS56,COMPLETED,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r4/writers/W080/MASS56/write/terminal.json,OBSERVATION_ONLY_NOT_GENERAL_PASS
E4-W,E4-W80-L5-components,COMPLETED,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r4/writers/W080/components/L5/components/no/observer/current.json,OBSERVATION_ONLY_NOT_GENERAL_PASS
E4-W,E4-W80-L5-matrix,COMPLETED,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r4/writers/W080/components/L5/matrix/parallel/observer/current.json,OBSERVATION_ONLY_NOT_GENERAL_PASS
E4-KR,E4-W80-L6-KRx4,COMPLETED,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r4/writers/W080/components/L5/KR/aa/observer/current.json,OBSERVATION_ONLY_NOT_GENERAL_PASS
E4-W,E4-W80-L6-components,COMPLETED,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r4/writers/W080/components/L6/components/no/observer/current.json,OBSERVATION_ONLY_NOT_GENERAL_PASS
E4-W,E4-W80-L6-matrix,COMPLETED,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r4/writers/W080/components/L6/matrix/parallel/observer/current.json,OBSERVATION_ONLY_NOT_GENERAL_PASS
E4-KR,E4-W80-L7-KRx4,COMPLETED,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r4/writers/W080/components/L6/KR/aa/observer/current.json,OBSERVATION_ONLY_NOT_GENERAL_PASS
E3,E3-W90-B91,COMPLETED,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r4/writers/W090/NATIVE/write/terminal.json,SEE_CONFORMANCE
E4-H,E4-W90-SHAM,COMPLETED,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r4/writers/W090/SHAM/write/terminal.json,OBSERVATION_ONLY_NOT_GENERAL_PASS
E4-H,E4-W90-H5,COMPLETED,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r4/writers/W090/H5/write/terminal.json,OBSERVATION_ONLY_NOT_GENERAL_PASS
E4-H,E4-W90-H6,COMPLETED,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r4/writers/W090/H6/write/terminal.json,OBSERVATION_ONLY_NOT_GENERAL_PASS
E4-H,E4-W90-H56,COMPLETED,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r4/writers/W090/H56/write/terminal.json,OBSERVATION_ONLY_NOT_GENERAL_PASS
E4-H,E4-W90-MASS56,COMPLETED,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r4/writers/W090/MASS56/write/terminal.json,OBSERVATION_ONLY_NOT_GENERAL_PASS
E4-W,E4-W90-L5-components,COMPLETED,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r4/writers/W090/components/L5/components/no/observer/current.json,OBSERVATION_ONLY_NOT_GENERAL_PASS
E4-W,E4-W90-L5-matrix,COMPLETED,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r4/writers/W090/components/L5/matrix/parallel/observer/current.json,OBSERVATION_ONLY_NOT_GENERAL_PASS
E4-KR,E4-W90-L6-KRx4,COMPLETED,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r4/writers/W090/components/L5/KR/aa/observer/current.json,OBSERVATION_ONLY_NOT_GENERAL_PASS
E4-W,E4-W90-L6-components,COMPLETED,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r4/writers/W090/components/L6/components/no/observer/current.json,OBSERVATION_ONLY_NOT_GENERAL_PASS
E4-W,E4-W90-L6-matrix,COMPLETED,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r4/writers/W090/components/L6/matrix/parallel/observer/current.json,OBSERVATION_ONLY_NOT_GENERAL_PASS
E4-KR,E4-W90-L7-KRx4,COMPLETED,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r4/writers/W090/components/L6/KR/aa/observer/current.json,OBSERVATION_ONLY_NOT_GENERAL_PASS
SEQ,SEQ-W70-NATIVE,FOLLOWUP_NOT_SUBMITTED,,SEE_CONFORMANCE
SEQ,SEQ-W70-IDENTIFIED_OPERATOR,FOLLOWUP_NOT_SUBMITTED,,SEE_CONFORMANCE
SEQ,SEQ-W70-MATCHED_CONTROL,FOLLOWUP_NOT_SUBMITTED,,SEE_CONFORMANCE
ORDER,ORDER-W70-20260924,FOLLOWUP_NOT_SUBMITTED,,SEE_CONFORMANCE
FUTURE,ORDER-COLD-20260924,FOLLOWUP_NOT_SUBMITTED,,SEE_CONFORMANCE
ORDER,ORDER-W70-20260925,FOLLOWUP_NOT_SUBMITTED,,SEE_CONFORMANCE
FUTURE,ORDER-COLD-20260925,FOLLOWUP_NOT_SUBMITTED,,SEE_CONFORMANCE
