arm,model,method,accepted_edit_count,category,prompt_denominator,strict_numerator,strict_rate,token_denominator,token_accuracy,request_cluster_nll_n,request_cluster_nll_mean,request_cluster_nll_median,request_cluster_nll_p90,request_cluster_nll_max,request_cluster_min_margin_n,request_cluster_min_margin_mean,request_cluster_min_margin_median,request_cluster_min_margin_p90,request_cluster_min_margin_max,prompt_nll_n,prompt_nll_mean,prompt_nll_median,prompt_nll_p90,prompt_nll_max,prompt_margin_n,prompt_margin_mean,prompt_margin_median,prompt_margin_p90,prompt_margin_max
LM,llama3-8b-inst,memit,5000,rewrite_target_true,5000,2,0.0004,5056,NOT_RECORDED_EVALUATOR_SCHEMA,5000,13.222412754440308,13.397514343261719,16.186971092224123,20.525949478149414,5000,-9.268258476638794,-9.35689640045166,-6.076555585861204,1.6145830154418945,5000,13.222412754440308,13.397514343261719,16.186971092224123,20.525949478149414,5000,-9.268258476638794,-9.35689640045166,-6.076555585861204,1.6145830154418945
LM,llama3-8b-inst,memit,5000,rephrase_target_new,10000,36,0.0036,10178,NOT_RECORDED_EVALUATOR_SCHEMA,5000,13.261108232548834,13.4673490524292,15.94543752670288,19.906124114990234,5000,-9.796099724960326,-9.874072074890137,-6.965381908416748,3.7375869750976562,10000,13.261108232548834,13.537675380706787,16.17410945892334,20.41668701171875,10000,-9.00356210398674,-9.16086483001709,-5.981477785110472,4.793871879577637
LM,llama3-8b-inst,memit,5000,rephrase_target_true,10000,2,0.0002,10112,NOT_RECORDED_EVALUATOR_SCHEMA,5000,13.63081695394516,13.69826340675354,16.320001029968264,19.90278911590576,5000,-10.134699402713776,-10.111061573028564,-7.442834424972532,-0.9066267013549805,10000,13.63081695394516,13.740649223327637,16.532715225219725,20.59688377380371,10000,-9.36126200413704,-9.344983577728271,-6.499828910827636,0.6980562210083008
LM,llama3-8b-inst,memit,5000,locality_target_true,50000,39,0.00078,50560,NOT_RECORDED_EVALUATOR_SCHEMA,5000,13.404578818733693,13.47228126525879,15.770193300247193,19.622219848632813,5000,-11.953272972774506,-11.958744525909424,-9.337724590301514,-4.516882419586182,50000,13.404578818733691,13.513358116149902,16.30130958557129,22.4092960357666,50000,-9.405847454771996,-9.448236465454102,-6.379719734191895,1.9686784744262695
LM,llama3-8b-inst,memit,7500,rewrite_target_new,7500,700,0.09333333333333334,7625,NOT_RECORDED_EVALUATOR_SCHEMA,7500,9.213099184705298,9.861515998840332,14.067649841308594,22.564563751220703,7500,-6.7242073094685875,-7.127200365066528,-0.28677778244018526,10.9019136428833,7500,9.213099184705298,9.861515998840332,14.067649841308594,22.564563751220703,7500,-6.7242073094685875,-7.127200365066528,-0.28677778244018526,10.9019136428833
LM,llama3-8b-inst,memit,7500,rewrite_target_true,7500,100,0.013333333333333334,7583,NOT_RECORDED_EVALUATOR_SCHEMA,7500,11.104219453511636,11.462663173675537,14.850356388092044,22.808500289916992,7500,-8.808292906443278,-8.786452770233154,-4.269719171524047,4.737603187561035,7500,11.104219453511636,11.462663173675537,14.850356388092044,22.808500289916992,7500,-8.808292906443278,-8.786452770233154,-4.269719171524047,4.737603187561035
LM,llama3-8b-inst,memit,7500,rephrase_target_new,15000,476,0.031733333333333336,15250,NOT_RECORDED_EVALUATOR_SCHEMA,7500,10.828631482733359,11.194952011108398,14.27197003364563,22.79085350036621,7500,-9.238870640436808,-9.292604923248291,-4.908427906036377,9.327940940856934,15000,10.828631482733359,11.298594951629639,14.572653388977052,27.36659812927246,15000,-7.8279366568406425,-8.049818515777588,-2.9587129592895502,11.157964706420898
LM,llama3-8b-inst,memit,7500,rephrase_target_true,15000,76,0.005066666666666666,15166,NOT_RECORDED_EVALUATOR_SCHEMA,7500,11.725243525767079,11.970777988433838,14.734486722946167,24.608205795288086,7500,-10.011899825223287,-9.867959022521973,-6.146548080444335,1.3358840942382812,15000,11.725243525767079,11.937450408935547,14.996642684936523,26.978485107421875,15000,-8.766662704928716,-8.730628967285156,-4.715276384353636,4.729277610778809
LM,llama3-8b-inst,memit,7500,locality_target_true,75000,1332,0.01776,75830,NOT_RECORDED_EVALUATOR_SCHEMA,7500,11.338867549508494,11.748169279098512,14.51667818069458,19.00687246322632,7500,-13.188948669687907,-12.96702241897583,-8.640463638305665,-0.3648691177368164,75000,11.338867549508493,11.77865219116211,15.174250602722168,24.773279190063477,75000,-8.88373336821556,-8.946512222290039,-3.990591239929199,6.069867134094238
LM,llama3-8b-inst,memit,10000,rewrite_target_new,10000,357,0.0357,10165,NOT_RECORDED_EVALUATOR_SCHEMA,10000,10.917193020340987,11.348133563995361,15.594786262512208,28.07003402709961,10000,-8.931875489401817,-8.858675003051758,-3.176850843429565,12.204072952270508,10000,10.917193020340987,11.348133563995361,15.594786262512208,28.07003402709961,10000,-8.931875489401817,-8.858675003051758,-3.176850843429565,12.204072952270508
LM,llama3-8b-inst,memit,10000,rewrite_target_true,10000,36,0.0036,10120,NOT_RECORDED_EVALUATOR_SCHEMA,10000,12.149391848428547,12.254209041595459,16.161209106445312,32.03446960449219,10000,-10.223546486186981,-9.857755661010742,-5.397386074066162,5.092962265014648,10000,12.149391848428547,12.254209041595459,16.161209106445312,32.03446960449219,10000,-10.223546486186981,-9.857755661010742,-5.397386074066162,5.092962265014648
LM,llama3-8b-inst,memit,10000,rephrase_target_new,20000,335,0.01675,20330,NOT_RECORDED_EVALUATOR_SCHEMA,10000,11.630341373318101,11.952851057052612,14.911456060409545,23.091588973999023,10000,-10.64308901193142,-10.302727699279785,-6.148702907562254,3.670844078063965,20000,11.630341373318101,11.94253158569336,15.350918483734132,29.713342666625977,20000,-9.003425882828235,-8.823193550109863,-4.327518129348753,8.056089401245117
LM,llama3-8b-inst,memit,10000,rephrase_target_true,20000,52,0.0026,20240,NOT_RECORDED_EVALUATOR_SCHEMA,10000,12.198153723460809,12.342535972595215,15.249720478057862,25.95961570739746,10000,-11.177381323838233,-10.677695751190186,-6.961279916763305,2.0992355346679688,20000,12.198153723460809,12.30232858657837,15.637926292419435,29.810829162597656,20000,-9.58192736171484,-9.194039344787598,-5.390838479995726,4.009909629821777
LM,llama3-8b-inst,memit,10000,locality_target_true,100000,648,0.00648,101200,NOT_RECORDED_EVALUATOR_SCHEMA,10000,12.368203778334223,12.532013463974,15.58102437019348,24.38927631378174,10000,-15.801300440740585,-15.636322975158691,-10.744273567199707,-2.756174087524414,100000,12.368203778334223,12.478556632995605,16.532188415527344,33.713924407958984,100000,-10.42470415421486,-9.974056243896484,-5.472681713104245,4.169853210449219
LA,llama3-8b-inst,alphaedit,1000,rewrite_target_new,1000,994,0.994,1019,NOT_RECORDED_EVALUATOR_SCHEMA,1000,0.030178290384659703,0.0010439071338623762,0.00536396554671228,9.978955268859863,1000,7.922965574264526,8.051470279693604,9.691666603088379,11.903892517089844,1000,0.030178290384659703,0.0010439071338623762,0.00536396554671228,9.978955268859863,1000,7.922965574264526,8.051470279693604,9.691666603088379,11.903892517089844
LA,llama3-8b-inst,alphaedit,1000,rewrite_target_true,1000,0,0.0,1010,NOT_RECORDED_EVALUATOR_SCHEMA,1000,14.514121997833252,14.278382301330566,20.019672393798828,27.755861282348633,1000,-14.581594841957092,-14.33775806427002,-9.53789005279541,-2.4411773681640625,1000,14.514121997833252,14.278382301330566,20.019672393798828,27.755861282348633,1000,-14.581594841957092,-14.33775806427002,-9.53789005279541,-2.4411773681640625
LA,llama3-8b-inst,alphaedit,1000,rephrase_target_new,2000,1450,0.725,2038,NOT_RECORDED_EVALUATOR_SCHEMA,1000,1.3436842499107169,0.3613566570566036,3.9031360268592836,13.00797414779663,1000,0.42530142068862914,1.0494675636291504,5.742292213439941,9.536293029785156,2000,1.3436842499107169,0.11286331713199615,4.778026819229126,15.503081321716309,2000,2.2147397918701173,3.1219348907470703,7.082161617279054,11.517674446105957
LA,llama3-8b-inst,alphaedit,1000,rephrase_target_true,2000,23,0.0115,2020,NOT_RECORDED_EVALUATOR_SCHEMA,1000,10.117623006021605,9.999169111251831,15.258719635009767,23.841723442077637,1000,-11.309991538524628,-11.143701076507568,-5.816481113433837,3.9760665893554688,2000,10.117623006021605,9.95076322555542,15.764821815490723,25.406253814697266,2000,-9.778113509654998,-9.754164218902588,-4.070008182525634,4.720297813415527
LA,llama3-8b-inst,alphaedit,1000,locality_target_true,10000,2130,0.213,10100,NOT_RECORDED_EVALUATOR_SCHEMA,1000,4.809834291214311,4.526144653558731,7.938827788233757,13.988080883026123,1000,-9.245738453388213,-9.19256067276001,-4.598703575134276,1.2239179611206055,10000,4.809834291214311,4.188934087753296,10.124668693542482,21.731904983520508,10000,-3.631907465362549,-3.394960403442383,1.6984424591064453,10.498542785644531
LA,llama3-8b-inst,alphaedit,1500,rewrite_target_new,1500,1488,0.992,1533,NOT_RECORDED_EVALUATOR_SCHEMA,1500,0.045934647692097014,0.0014467497821897268,0.009409366548061375,12.104925155639648,1500,7.538127084732055,7.694545745849609,9.532137966156007,11.938102722167969,1500,0.045934647692097014,0.0014467497821897268,0.009409366548061375,12.104925155639648,1500,7.538127084732055,7.694545745849609,9.532137966156007,11.938102722167969
LA,llama3-8b-inst,alphaedit,1500,rewrite_target_true,1500,0,0.0,1517,NOT_RECORDED_EVALUATOR_SCHEMA,1500,14.062634372790654,13.829694747924805,19.60116157531738,28.61012840270996,1500,-14.14009718132019,-13.920718669891357,-9.127591228485105,-0.916839599609375,1500,14.062634372790654,13.829694747924805,19.60116157531738,28.61012840270996,1500,-14.14009718132019,-13.920718669891357,-9.127591228485105,-0.916839599609375
LA,llama3-8b-inst,alphaedit,1500,rephrase_target_new,3000,2242,0.7473333333333333,3066,NOT_RECORDED_EVALUATOR_SCHEMA,1500,1.1844251923885227,0.33451863192021847,3.496789182978683,12.87210988998413,1500,0.661836755434672,1.3570795059204102,5.558522796630861,8.999448776245117,3000,1.1844251923885227,0.11822914332151413,4.181090688705443,15.79012393951416,3000,2.3680538477897644,3.077908515930176,7.032756519317626,11.060247421264648
LA,llama3-8b-inst,alphaedit,1500,rephrase_target_true,3000,38,0.012666666666666666,3034,NOT_RECORDED_EVALUATOR_SCHEMA,1500,9.972177798492213,9.843266248703003,15.020784425735474,23.23246669769287,1500,-11.176661430676779,-11.060791492462158,-5.9954086303710925,4.018379211425781,3000,9.972177798492213,9.851177215576172,15.439751815795898,25.546142578125,3000,-9.653602212746938,-9.579310894012451,-3.892370891571046,5.87144660949707
LA,llama3-8b-inst,alphaedit,1500,locality_target_true,15000,2940,0.196,15170,NOT_RECORDED_EVALUATOR_SCHEMA,1500,4.944991260600489,4.639453421905637,8.173126851767304,15.179668045043945,1500,-9.493575882275898,-9.34046983718872,-4.819361495971677,-0.008737564086914062,15000,4.944991260600489,4.3865461349487305,10.210541534423829,26.58199691772461,15000,-3.8115071370124816,-3.537947654724121,1.4902606010437014,9.864250183105469
LA,llama3-8b-inst,alphaedit,2000,rewrite_target_new,2000,1973,0.9865,2040,NOT_RECORDED_EVALUATOR_SCHEMA,2000,0.0773356451562604,0.001956752559635788,0.01780232451856143,15.769471168518066,2000,7.131081575393677,7.415578365325928,9.300035858154297,12.481513977050781,2000,0.0773356451562604,0.001956752559635788,0.01780232451856143,15.769471168518066,2000,7.131081575393677,7.415578365325928,9.300035858154297,12.481513977050781
LA,llama3-8b-inst,alphaedit,2000,rewrite_target_true,2000,0,0.0,2019,NOT_RECORDED_EVALUATOR_SCHEMA,2000,13.811306434333325,13.54530382156372,19.404366874694826,28.95328712463379,2000,-13.865768327713013,-13.635708332061768,-8.862181568145752,-0.5206680297851562,2000,13.811306434333325,13.54530382156372,19.404366874694826,28.95328712463379,2000,-13.865768327713013,-13.635708332061768,-8.862181568145752,-0.5206680297851562
LA,llama3-8b-inst,alphaedit,2000,rephrase_target_new,4000,3019,0.75475,4080,NOT_RECORDED_EVALUATOR_SCHEMA,2000,1.1793371441613336,0.3285958445085271,3.462925803661348,12.691842079162598,2000,0.6068400492668152,1.3448081016540527,5.244055557250977,9.271047592163086,4000,1.1793371441613336,0.12286742776632309,4.2131299495697005,15.437073707580566,4000,2.31736392557621,3.065906524658203,6.770755004882812,11.056684494018555
LA,llama3-8b-inst,alphaedit,2000,rephrase_target_true,4000,51,0.01275,4038,NOT_RECORDED_EVALUATOR_SCHEMA,2000,9.940693824477028,9.792881488800049,14.680801773071288,22.775341987609863,2000,-11.092439569950104,-10.963558673858643,-6.008813476562499,4.308317184448242,4000,9.940693824477028,9.818918704986572,15.22282028198242,26.923046112060547,4000,-9.612020268559457,-9.531988620758057,-4.014154243469238,4.828281402587891
LA,llama3-8b-inst,alphaedit,2000,locality_target_true,20000,3491,0.17455,20190,NOT_RECORDED_EVALUATOR_SCHEMA,2000,5.2176829437969205,4.836855506896972,8.656564300060275,14.972536754608154,2000,-9.775844839334487,-9.60991382598877,-5.266628074645996,0.2847890853881836,20000,5.2176829437969205,4.709826469421387,10.512248897552492,25.9671688079834,20000,-4.118590943074226,-3.8352699279785156,1.2222834587097249,8.799433708190918
LA,llama3-8b-inst,alphaedit,3000,rewrite_target_new,3000,2880,0.96,3054,NOT_RECORDED_EVALUATOR_SCHEMA,3000,0.21874852248851295,0.0040733590722084045,0.09762935936450959,19.71492576599121,3000,6.143819144090017,6.678715705871582,8.862702369689941,13.964469909667969,3000,0.21874852248851295,0.0040733590722084045,0.09762935936450959,19.71492576599121,3000,6.143819144090017,6.678715705871582,8.862702369689941,13.964469909667969
LA,llama3-8b-inst,alphaedit,3000,rewrite_target_true,3000,5,0.0016666666666666668,3026,NOT_RECORDED_EVALUATOR_SCHEMA,3000,12.795155845704178,12.499220371246338,18.693570137023926,30.920520782470703,3000,-12.791749812761942,-12.531700134277344,-7.272643280029297,3.948122024536133,3000,12.795155845704178,12.499220371246338,18.693570137023926,30.920520782470703,3000,-12.791749812761942,-12.531700134277344,-7.272643280029297,3.948122024536133
LA,llama3-8b-inst,alphaedit,3000,rephrase_target_new,6000,4383,0.7305,6108,NOT_RECORDED_EVALUATOR_SCHEMA,3000,1.3304507856767638,0.45803533247089945,3.6950816988945006,17.230292320251465,3000,0.2981739323933919,0.9414267539978027,4.986570262908936,9.852561950683594,6000,1.3304507856767638,0.1973085030913353,4.627304220199585,17.914058685302734,6000,1.9484244437217713,2.6498842239379883,6.463200759887696,11.458707809448242
LA,llama3-8b-inst,alphaedit,3000,rephrase_target_true,6000,79,0.013166666666666667,6052,NOT_RECORDED_EVALUATOR_SCHEMA,3000,9.581633587284635,9.387627601623535,14.310485219955444,26.924131393432617,3000,-10.629537074883778,-10.469619274139404,-5.604232597351077,2.004751205444336,6000,9.581633587284635,9.395785808563232,14.852832698822022,27.139421463012695,6000,-9.183035586754482,-9.055369853973389,-3.8187839508056634,5.559074401855469
LA,llama3-8b-inst,alphaedit,3000,locality_target_true,30000,4529,0.15096666666666667,30260,NOT_RECORDED_EVALUATOR_SCHEMA,3000,5.569786879722265,5.176004698872566,8.967462327480314,16.414821243286134,3000,-10.164866072336833,-9.930956840515137,-5.86690845489502,0.5414237976074219,30000,5.569786879722265,5.132360458374023,10.825929546356202,26.444944381713867,30000,-4.514650191084544,-4.266289710998535,0.8815385818481466,9.004314422607422
LA,llama3-8b-inst,alphaedit,5000,rewrite_target_new,5000,3293,0.6586,5089,NOT_RECORDED_EVALUATOR_SCHEMA,5000,2.25583260714497,0.18420730531215668,8.054756069183355,22.958847045898438,5000,1.2135269939422608,2.6514854431152344,7.359792423248291,13.743345260620117,5000,2.25583260714497,0.18420730531215668,8.054756069183355,22.958847045898438,5000,1.2135269939422608,2.6514854431152344,7.359792423248291,13.743345260620117
LA,llama3-8b-inst,alphaedit,5000,rewrite_target_true,5000,31,0.0062,5056,NOT_RECORDED_EVALUATOR_SCHEMA,5000,10.157457789831609,9.934710025787354,15.848344707489014,27.957984924316406,5000,-9.80661065864563,-9.647397994995117,-4.02772579193115,3.7072715759277344,5000,10.157457789831609,9.934710025787354,15.848344707489014,27.957984924316406,5000,-9.80661065864563,-9.647397994995117,-4.02772579193115,3.7072715759277344
LA,llama3-8b-inst,alphaedit,5000,rephrase_target_new,10000,4476,0.4476,10178,NOT_RECORDED_EVALUATOR_SCHEMA,5000,3.4144353229910536,2.5984804183244705,7.934194517135625,18.471614837646484,5000,-3.2395867904663085,-2.889824390411377,2.8152579307556165,9.634231567382812,10000,3.4144353229910536,2.0421671867370605,8.953966045379639,22.252153396606445,10000,-1.24459423456192,-0.6767220497131348,4.678376865386962,12.134483337402344
LA,llama3-8b-inst,alphaedit,5000,rephrase_target_true,10000,190,0.019,10112,NOT_RECORDED_EVALUATOR_SCHEMA,5000,8.530094206988066,8.30027723312378,12.85595226287842,24.13148593902588,5000,-9.35547764453888,-9.066535472869873,-4.504420375823974,2.3447065353393555,10000,8.530094206988066,8.289214611053467,13.570733642578126,26.058855056762695,10000,-7.7215347252845765,-7.4583539962768555,-2.5534556388854983,5.180556297302246
LA,llama3-8b-inst,alphaedit,5000,locality_target_true,50000,3815,0.0763,50560,NOT_RECORDED_EVALUATOR_SCHEMA,5000,7.039527046816535,6.848892268538475,10.704150047302251,17.369072818756102,5000,-11.662524165725708,-11.070029258728027,-7.061698627471923,-1.916518211364746,50000,7.039527046816535,6.754035949707031,12.320558547973633,26.09296226501465,50000,-6.059941192035675,-5.810342311859131,-0.5690898895263672,8.20504093170166
LA,llama3-8b-inst,alphaedit,7500,rewrite_target_new,7500,1468,0.19573333333333334,7625,NOT_RECORDED_EVALUATOR_SCHEMA,7500,7.417303767751216,7.829144239425659,13.59573392868042,28.819944381713867,7500,-5.364511908785502,-6.164797306060791,4.294596862792969,14.735280990600586,7500,7.417303767751216,7.829144239425659,13.59573392868042,28.819944381713867,7500,-5.364511908785502,-6.164797306060791,4.294596862792969,14.735280990600586
LA,llama3-8b-inst,alphaedit,7500,rewrite_target_true,7500,63,0.0084,7583,NOT_RECORDED_EVALUATOR_SCHEMA,7500,10.228240424744287,10.09315824508667,15.125942993164061,27.933773040771484,7500,-9.018771187082926,-8.784046649932861,-3.717765712738036,3.895146369934082,7500,10.228240424744287,10.09315824508667,15.125942993164061,27.933773040771484,7500,-9.018771187082926,-8.784046649932861,-3.717765712738036,3.895146369934082
