cell,arm,node,layer,Neff,absolute_residual,column,gain_by_request,negative_gain,pi,positive_gain,response_energy_by_request,s_median,s_min,top1,top5,g_i_native_whitened,r_i_native_whitened,conversion,V,aw,coefficients,dissipation_residual,gain,nu,policy,primary_influence_count,qN,response_sq,shat,speed_bound,speed_excess,status,velocity_mismatch
0,JV_NATIVE,1,7,9.528333338486785,"[2.1250566296791695, 2.350666549586373, 2.9130927460479024, 2.656524194986321, 2.0310790762518587, 2.672483971818961, 2.2570896072854376, 1.8291678178326454, 2.4338870240763892, 2.10173781601153]",3,"[0.013240092207070215, 0.011486526697072468, 0.012818597273438611, 0.013214346563592487, 0.011105584007750439, 0.013884797828248311, 0.01095082533017049, 0.00995009229718857, 0.008701247930272523, 0.00986816093906793]",0,"[0.10177421068879328, 0.10203797324094106, 0.0665511438417226, 0.10110615722114827, 0.15608318549399028, 0.10270621096681896, 0.09556771317834868, 0.07473226536404051, 0.09728224201759753, 0.10215889798659887]",10,"[0.009577954254043572, 0.009602776904509771, 0.006263117217577023, 0.00951508385191464, 0.014688962954064466, 0.009665664647150742, 0.008993861792598234, 0.007033041220496955, 0.009155215820091293, 0.009614157112464751]",4.354259967803955,3.317538261413574,0.15608318549399028,0.5647604783771425,"[0.05408561826589806, 0.04692232413662176, 0.05236381650463574, 0.05398044762030371, 0.04536617780821072, 0.05671923301537065, 0.0447339904617771, 0.04064600799447739, 0.03554449369637683, 0.04031131937675363]","[0.15982854149921022, 0.16024276022639639, 0.10451343403538596, 0.15877941509818425, 0.24511659408823208, 0.16129217599075343, 0.15008171626520161, 0.11736125385035066, 0.15277425145541215, 0.16043266320475258]","g_raw/sqrt(q_l), r_raw/q_l from same recorded node",,,,,,,,,,,,,,,
0,JV_NATIVE,1,8,9.955315113596855,"[2.1250566296791695, 2.350666549586373, 2.9130927460479024, 2.656524194986321, 2.0310790762518587, 2.672483971818961, 2.2570896072854376, 1.8291678178326454, 2.4338870240763892, 2.10173781601153]",4,"[0.01660063552823239, 0.012976773936070366, 0.016674667765588323, 0.014983493654626246, 0.01324076231154663, 0.01616279100734488, 0.0146107195343935, 0.013720718564246392, 0.01606923302986061, 0.013395447403855587]",0,"[0.08974506047126707, 0.10157466105539266, 0.08556828183348215, 0.10324134001058828, 0.10375282148069384, 0.09663549424643518, 0.10594706149939424, 0.1047835914984596, 0.10388565400990712, 0.1048660338943799]",10,"[0.0067327128232436305, 0.007620174518944333, 0.006419369103301876, 0.007745209487052338, 0.007783581045715823, 0.007249636112304627, 0.007948193870461853, 0.007860909853340266, 0.007793546198873911, 0.007867094717145324]",4.354259967803955,3.317538261413574,0.10594706149939424,0.5232351623828347,"[0.06755679737711431, 0.052809381057537755, 0.06785807384631475, 0.060975788734435564, 0.05388368987912674, 0.06577497561914776, 0.05945877297529991, 0.05583688662622558, 0.0653942385493429, 0.0545131856246724]","[0.11150100128327167, 0.1261983261609286, 0.10631169060916831, 0.1282690403745712, 0.1289045148592407, 0.12006180965726898, 0.13163068115581644, 0.13018516349293854, 0.12906954856619343, 0.130287591522348]","g_raw/sqrt(q_l), r_raw/q_l from same recorded node",,,,,,,,,,,,,,,
0,JV_NATIVE,1,,,,,,,,,,,,,,,,,0.15054458292418946,0.31622776601683794,"[0.0, 0.0, 0.004213926646906591, 0.03320510742430296, 0.4232869394517588]",5.898059818321144e-17,0.2730976412235454,"[3.374774553310487e-05, 5.0788010044188736e-05, 4.5016919616376895e-05, 5.018366874935517e-05, 4.3360200529836976e-05, 4.5278977227457066e-05, 4.429384750193292e-05, 4.398240807046024e-05, 4.299894938671486e-05, 4.476100934200152e-05]",NNUM,0,0.18029216944728196,0.25506842427881715,"[3.317538261413574, 4.992664813995361, 4.4253411293029785, 4.9332594871521, 4.262485504150391, 4.451103210449219, 4.354259967803955, 3.736332893371582, 4.2269744873046875, 4.400183200836182]",0.7527229146209472,-0.5724307451736652,SHADOW_ONLY,0.09981136047617657
0,JV_NATIVE,1,,,,,,,,,,,,,,,,,0.14797488372966025,0.31622776601683794,"[0.0, 0.0, 0.004699703894562812, 0.032831852699437385, 0.4186851059661983]",-8.673617379884035e-17,0.2688716852853379,"[3.374774553310487e-05, 5.0788010044188736e-05, 4.5016919616376895e-05, 5.018366874935517e-05, 4.3360200529836976e-05, 4.5278977227457066e-05, 4.429384750193292e-05, 4.398240807046024e-05, 4.299894938671486e-05, 4.476100934200152e-05]",NRMS,0,0.1763972357263008,0.2512319617127079,"[4.335703480138452, 4.335703480138452, 4.335703480138452, 4.335703480138452, 4.335703480138452, 4.335703480138452, 4.335703480138452, 4.335703480138452, 4.335703480138452, 4.335703480138452]",0.7398744186483012,-0.5634771829220003,SHADOW_ONLY,0.09715121513060218
0,JV_NATIVE,2,4,7.145001604669288,"[1.334728223587075, 1.077132181149065, 1.883392454842876, 1.3820485600302066, 0.9409552136729875, 1.5619671565585165, 1.1319421335768913, 0.8729206571836611, 1.3732184028515728, 0.9750163609986675]",0,"[0.002310499499759356, 0.0018540416785872485, 0.00312688864329339, 0.0014223583123488248, 0.0014979394103011498, 0.0025652772304837106, 0.0010616996737423127, 0.0011742788414240647, 0.0013373003923544348, 0.0013069398487109915]",0,"[0.1448753561213742, 0.10321782651203569, 0.06451311692638911, 0.06452252481776893, 0.27290207256831667, 0.0904490719963694, 0.05833463203921854, 0.07606315082868358, 0.04996752183572752, 0.07515472635411648]",10,"[0.008581473199609668, 0.006113952266615438, 0.003821337173889542, 0.003821894436145195, 0.016164942641458877, 0.005357614352410172, 0.0034553639408089073, 0.004505486010797905, 0.002959750788291207, 0.004451676857253281]",4.354259967803955,3.317538261413574,0.27290207256831667,0.6875074780267796,"[0.01737468351383552, 0.01394217457751837, 0.023513833509112486, 0.010695966618000983, 0.01126432755323885, 0.019290581975691896, 0.00798385622673209, 0.008830438279195284, 0.010056341099622126, 0.009828033395089942]","[0.48527050766340296, 0.3457355923905045, 0.2160913618434139, 0.21612287425758944, 0.9141052753421574, 0.30296572350503587, 0.195396078821807, 0.25477903768664195, 0.16736983664489694, 0.25173620405538094]","g_raw/sqrt(q_l), r_raw/q_l from same recorded node",,,,,,,,,,,,,,,
0,JV_NATIVE,2,5,8.729962470889914,"[1.334728223587075, 1.077132181149065, 1.883392454842876, 1.3820485600302066, 0.9409552136729875, 1.5619671565585165, 1.1319421335768913, 0.8729206571836611, 1.3732184028515728, 0.9750163609986675]",1,"[0.002656302328891168, 0.00200361758889531, 0.004013621479942736, 0.0019647917336217137, 0.0018776339749072967, 0.003035272863157253, 0.0017666126870196522, 0.001681444005908712, 0.0017440557655139374, 0.0013583314516316014]",0,"[0.09621822986472195, 0.10173004498602042, 0.09501919009905233, 0.08131082026937232, 0.20732578295708284, 0.10553992922484834, 0.09192820194412614, 0.08148832240617111, 0.05620119860273816, 0.08323827964586632]",10,"[0.003898448450851635, 0.004121769199437605, 0.0038498672752931553, 0.00329444889770137, 0.008400163654299188, 0.0042761332667215785, 0.003724630529604583, 0.0033016407046094686, 0.00227708902914645, 0.0033725432570648394]",4.354259967803955,3.317538261413574,0.20732578295708284,0.6058331771317259,"[0.019965060052252702, 0.015059409860451763, 0.030166819869302315, 0.014767590467874939, 0.014112503180623464, 0.022813444211075114, 0.013278054987115115, 0.012637917825596725, 0.013108514687595241, 0.010209368379392637]","[0.22023078738475907, 0.2328466023481961, 0.21748634413247392, 0.18610970079163847, 0.47454126406186264, 0.24156692288352005, 0.21041148154028705, 0.1865159796787541, 0.12863710169736048, 0.19052140007912502]","g_raw/sqrt(q_l), r_raw/q_l from same recorded node",,,,,,,,,,,,,,,
0,JV_NATIVE,2,6,9.643843814823803,"[1.334728223587075, 1.077132181149065, 1.883392454842876, 1.3820485600302066, 0.9409552136729875, 1.5619671565585165, 1.1319421335768913, 0.8729206571836611, 1.3732184028515728, 0.9750163609986675]",2,"[0.003531344687904165, 0.002047017945836772, 0.004697732431689367, 0.002897037810179077, 0.0019515789142346054, 0.003982179870452222, 0.0021845888333467357, 0.0022881457109153354, 0.0021515381931418707, 0.0015676118949033738]",0,"[0.11295248258616378, 0.08945189776397228, 0.10487853219374255, 0.10136894458795977, 0.1394484604540463, 0.12067684255450847, 0.09296562018012174, 0.08308280285064266, 0.07191548235434564, 0.08325893447449682]",10,"[0.0034935611755357626, 0.0027667003854281685, 0.0032438381151980006, 0.0031352884072059595, 0.004313067904982611, 0.003732471587006234, 0.002875377980941002, 0.0025697076128652725, 0.002224308234052442, 0.002575155271817005]",4.354259967803955,3.317538261413574,0.1394484604540463,0.5793252623764208,"[0.026495793777477565, 0.015358842068706823, 0.035247238865737024, 0.021736568692085474, 0.014642759917815468, 0.029878424780715656, 0.016391040901557623, 0.01716803151414083, 0.016143060875682146, 0.011761842912913581]","[0.19667175887481234, 0.15575277023690093, 0.18261347535249886, 0.17650261571001155, 0.24280629661203673, 0.21012133896702212, 0.16187082937079217, 0.14466296441444265, 0.12521853509656491, 0.14496964307668853]","g_raw/sqrt(q_l), r_raw/q_l from same recorded node",,,,,,,,,,,,,,,
0,JV_NATIVE,2,7,9.2753491168221,"[1.334728223587075, 1.077132181149065, 1.883392454842876, 1.3820485600302066, 0.9409552136729875, 1.5619671565585165, 1.1319421335768913, 0.8729206571836611, 1.3732184028515728, 0.9750163609986675]",3,"[0.004986943165702457, 0.002210329175790763, 0.00517623372590182, 0.0035044185173882234, 0.0021298637458384024, 0.004646977324437651, 0.002560038692688053, 0.0020328175881105747, 0.0023752535553085716, 0.0018425613864018568]",0,"[0.14422349227093995, 0.07118542170688079, 0.09759583858949139, 0.10074800771729747, 0.13092438361869235, 0.13078299060652032, 0.0834417975759576, 0.05546472897930987, 0.11225428551861484, 0.07337905341629541]",10,"[0.003644819926381737, 0.0017989998676339444, 0.0024664446243934765, 0.002546106326294089, 0.0033087244993776116, 0.00330515121141945, 0.0021087433240530523, 0.0014017061035755051, 0.0028368932844266767, 0.0018544373864439662]",4.354259967803955,3.317538261413574,0.14422349227093995,0.6189331597320649,"[0.037289969624464576, 0.01652778166636582, 0.03870539366389974, 0.026204361213410906, 0.015926099766443793, 0.034747868085929313, 0.01914274173893549, 0.015200435135106062, 0.01776100709088025, 0.01377779049151411]","[0.20379395533073355, 0.10058804167824599, 0.13790708889927414, 0.14236123852713242, 0.18500174671105074, 0.18480195234500854, 0.11790682433320326, 0.07837403131804674, 0.15862010057063022, 0.1036877369883602]","g_raw/sqrt(q_l), r_raw/q_l from same recorded node",,,,,,,,,,,,,,,
0,JV_NATIVE,2,8,9.628298184281574,"[1.334728223587075, 1.077132181149065, 1.883392454842876, 1.3820485600302066, 0.9409552136729875, 1.5619671565585165, 1.1319421335768913, 0.8729206571836611, 1.3732184028515728, 0.9750163609986675]",4,"[0.006558101518334708, 0.002702560881110637, 0.006974062307048365, 0.004066844076365752, 0.0028182730645918775, 0.00554130679440723, 0.0036791188167254853, 0.003113479664463628, 0.00510738809316759, 0.0028799349303888474]",0,"[0.12609661019251428, 0.07455892216570477, 0.12723008938170988, 0.09985522928796975, 0.07777665948155782, 0.1181476559725113, 0.094922031524909, 0.08421808121184317, 0.1171544363634247, 0.08004028441785523]",10,"[0.0026622044665391992, 0.0015741192035761099, 0.0026861349540883792, 0.0021081854382276662, 0.0016420534219610094, 0.002494382814581232, 0.002004033700135018, 0.001778047416367739, 0.0024734135460534917, 0.0016898440200332344]",4.354259967803955,3.317538261413574,0.12723008938170988,0.5884840211981299,"[0.04893184896938218, 0.020164570568990826, 0.052035449978548955, 0.030343873081319268, 0.021027931874117323, 0.041345256153612855, 0.02745094533488365, 0.02323055175112059, 0.038107666083576845, 0.02148800848255534]","[0.14820688880017235, 0.08763237861511763, 0.14953911671568848, 0.11736424032813851, 0.09141432672483064, 0.1388641334924521, 0.11156603614816121, 0.09898521283063406, 0.13769675882684207, 0.09407486461484162]","g_raw/sqrt(q_l), r_raw/q_l from same recorded node",,,,,,,,,,,,,,,
0,JV_NATIVE,2,,,,,,,,,,,,,,,,,0.04583507590893017,0.31622776601683794,"[0.0, 9.996636590875463e-07, 0.003017449074851658, 0.018686144662649763, 0.2399457432112889]",-3.209238430557093e-17,0.08278742991840068,"[3.374774553310487e-05, 5.0788010044188736e-05, 4.5016919616376895e-05, 5.018366874935517e-05, 4.3360200529836976e-05, 4.5278977227457066e-05, 4.429384750193292e-05, 4.398240807046024e-05, 4.299894938671486e-05, 4.476100934200152e-05]",NNUM,0,0.05793223668748991,0.07699420624965173,"[3.317538261413574, 4.992664813995361, 4.4253411293029785, 4.9332594871521, 4.262485504150391, 4.451103210449219, 4.354259967803955, 3.736332893371582, 4.2269744873046875, 4.400183200836182]",0.22917537954465084,-0.1712431428571609,SHADOW_ONLY,0.05558325494886685
0,JV_NATIVE,2,,,,,,,,,,,,,,,,,0.044162833888719354,0.31622776601683794,"[0.0, 2.6886919432311807e-05, 0.0033932061066436897, 0.01857870729931892, 0.2364858926239452]",-3.5561831257524545e-17,0.07974410461596104,"[3.374774553310487e-05, 5.0788010044188736e-05, 4.5016919616376895e-05, 5.018366874935517e-05, 4.3360200529836976e-05, 4.5278977227457066e-05, 4.429384750193292e-05, 4.398240807046024e-05, 4.299894938671486e-05, 4.476100934200152e-05]",NRMS,0,0.056282260345646505,0.07411587858139643,"[4.335703480138452, 4.335703480138452, 4.335703480138452, 4.335703480138452, 4.335703480138452, 4.335703480138452, 4.335703480138452, 4.335703480138452, 4.335703480138452, 4.335703480138452]",0.22081416944359675,-0.16453190909795024,SHADOW_ONLY,0.05434461451618789
