comparison,baseline,arm,state,metric,denominator,before_num,after_num,delta_pp,retained,lost,gained,both_failed,conditional_loss_den,conditional_recovery_den,strict_lost,strict_gained,strict_before,strict_after,desired_NLL_harm_mean,desired_NLL_harm_median,desired_NLL_harm_p90,desired_NLL_harm_p95,desired_NLL_harm_p99,desired_NLL_harm_min,desired_NLL_harm_max,competing_NLL_change_mean,competing_NLL_change_median,competing_NLL_change_p90,competing_NLL_change_p95,competing_NLL_change_p99,competing_NLL_change_min,competing_NLL_change_max
AlphaEdit_ORIGINAL_TO_CAP1,AlphaEdit_ORIGINAL,CAP1,MATCHED_PROMPT_IDENTITIES_DIFFERENT_TRAJECTORY_HPARAMS_SEED,NS,10000,8057,8056,-0.01,7898,159,158,1785,8057,1943,136,142,1814,1820,-0.01974366299448302,-0.0014054919593036175,0.5784539937973023,0.8907251358032223,2.0313078594207794,-13.790446281433105,8.859733581542969,0.01750031788730921,0.00183868408203125,0.7073963165283204,1.0498163938522336,2.232868881225589,-13.471230506896973,9.895657539367676
AlphaEdit_ORIGINAL_TO_CAP10,AlphaEdit_ORIGINAL,CAP10,MATCHED_PROMPT_IDENTITIES_DIFFERENT_TRAJECTORY_HPARAMS_SEED,RS,1000,997,999,0.2,997,0,2,1,997,3,2,0,997,995,-0.015426406101447356,-5.2626830438384786e-05,0.0013515577651560314,0.003217348139150998,0.04291924008750356,-16.504164695739746,3.2709436416625977,-0.015267549633979798,0.030157089233398438,2.2099263191223146,3.081546401977538,6.0680287933349595,-16.504162311553955,12.013467788696289
AlphaEdit_ORIGINAL_TO_CAP10,AlphaEdit_ORIGINAL,CAP10,MATCHED_PROMPT_IDENTITIES_DIFFERENT_TRAJECTORY_HPARAMS_SEED,PS,2000,1939,1947,0.4,1925,14,22,39,1939,61,85,74,1347,1336,0.01965530241338274,8.38955384097062e-05,0.6373657099902633,1.3571342926472412,3.6553105711936946,-10.694865703582764,8.699070516042411,-0.029472655136138202,-0.00996541976928711,1.8231871604919447,2.9288525104522702,5.815185499191284,-10.68359899520874,8.31429672241211
AlphaEdit_ORIGINAL_TO_CAP10,AlphaEdit_ORIGINAL,CAP10,MATCHED_PROMPT_IDENTITIES_DIFFERENT_TRAJECTORY_HPARAMS_SEED,NS,10000,8057,8075,0.18,7913,144,162,1781,8057,1943,140,129,1814,1803,-0.004248655750183389,0.0016643721610307693,0.6125325202941896,0.9545735359191889,2.0221573638916053,-14.610377311706543,9.83617639541626,0.01957783308992148,0.0008898219384718686,0.7101800918579103,1.0635373353958126,2.3554609394073522,-13.582626342773438,8.159153297543526
AlphaEdit_ORIGINAL_TO_CAP100,AlphaEdit_ORIGINAL,CAP100,MATCHED_PROMPT_IDENTITIES_DIFFERENT_TRAJECTORY_HPARAMS_SEED,RS,1000,997,998,0.1,996,1,2,1,997,3,2,0,997,995,-0.008856320594932186,-1.0663672583177686e-05,0.001533413154538721,0.0030822175089269843,0.03647326958074685,-16.237820148468018,4.04443359375,0.010315803587436676,0.05988597869873047,2.1749262809753422,3.39612135887146,5.921284046173093,-17.244858741760254,14.159332275390625
AlphaEdit_ORIGINAL_TO_CAP100,AlphaEdit_ORIGINAL,CAP100,MATCHED_PROMPT_IDENTITIES_DIFFERENT_TRAJECTORY_HPARAMS_SEED,PS,2000,1939,1945,0.3,1920,19,25,36,1939,61,72,80,1347,1355,0.008450592467652314,-0.00024412351194769144,0.5528478860855105,1.253752428293227,3.956847252845764,-10.774016380310059,12.521111715584993,-0.0136601656191051,-0.009154796600341797,1.8851321220397963,3.013512897491453,5.92659167051315,-12.710802555084229,12.278378009796143
AlphaEdit_ORIGINAL_TO_CAP100,AlphaEdit_ORIGINAL,CAP100,MATCHED_PROMPT_IDENTITIES_DIFFERENT_TRAJECTORY_HPARAMS_SEED,NS,10000,8057,8052,-0.05,7896,161,156,1787,8057,1943,136,125,1814,1803,-0.011058090456802165,-0.004052232019603252,0.5998841285705568,0.9065203547477717,2.325057039260868,-14.422502517700195,11.247499465942383,0.008562434107294393,-0.006609439849853516,0.6878022193908696,1.0658063888549787,2.3529977750778204,-13.67557430267334,7.147174194455147
AlphaEdit_ORIGINAL_TO_NORM_ONLY,AlphaEdit_ORIGINAL,NORM_ONLY,MATCHED_PROMPT_IDENTITIES_DIFFERENT_TRAJECTORY_HPARAMS_SEED,RS,1000,997,999,0.2,997,0,2,1,997,3,2,0,997,995,-0.01918122147147369,-3.1534116715192795e-05,0.0014874433516524743,0.0032296076780767174,0.08336110060336067,-16.349318981170654,2.630288600921631,0.021282803297042848,0.09593868255615234,2.1198678970336924,3.1964128255844115,5.725750827789304,-16.76475477218628,13.771973133087158
AlphaEdit_ORIGINAL_TO_NORM_ONLY,AlphaEdit_ORIGINAL,NORM_ONLY,MATCHED_PROMPT_IDENTITIES_DIFFERENT_TRAJECTORY_HPARAMS_SEED,PS,2000,1939,1938,-0.05,1915,24,23,38,1939,61,84,70,1347,1333,0.033219735544473224,-5.604161196970381e-05,0.6042440533638002,1.3770057119429102,3.8491026788949965,-10.889720916748047,12.350047338753939,-0.03410394257307053,-0.020094633102416992,2.049031257629395,3.052856922149656,5.872551238536834,-10.821381568908691,8.519539833068848
AlphaEdit_ORIGINAL_TO_NORM_ONLY,AlphaEdit_ORIGINAL,NORM_ONLY,MATCHED_PROMPT_IDENTITIES_DIFFERENT_TRAJECTORY_HPARAMS_SEED,NS,10000,8057,8042,-0.15,7896,161,146,1797,8057,1943,134,132,1814,1812,-0.023929610291629797,-0.0012598522007465363,0.5824551105499269,0.8978846192359919,2.065471649169922,-14.680157661437988,6.817052364349365,0.00872445447220889,-0.008925125905079767,0.6899341583251956,1.0468183279037468,2.3150561761856108,-13.909668922424316,6.959992945194244
MEMIT_ORIGINAL_TO_CAP1,MEMIT_ORIGINAL,CAP1,MATCHED_PROMPT_IDENTITIES_DIFFERENT_TRAJECTORY_HPARAMS_SEED,RS,1000,995,998,0.3,995,0,3,2,995,5,0,9,987,996,-0.09254364227490032,-0.0014142770232865587,0.0015228583244606864,0.0035000858595594757,0.03588878815324272,-14.817289417725988,1.5745982075459324,0.9340264090299606,1.1783571243286133,5.564771556854249,6.879169702529906,9.790148572921751,-18.705700874328613,17.03151512145996
MEMIT_ORIGINAL_TO_CAP1,MEMIT_ORIGINAL,CAP1,MATCHED_PROMPT_IDENTITIES_DIFFERENT_TRAJECTORY_HPARAMS_SEED,PS,2000,1899,1942,2.15,1870,29,72,29,1899,101,128,167,1302,1341,-0.14452167867710158,-0.00248204346280545,1.277167474105956,2.3196242332458485,4.795122875124213,-13.397276163101196,10.737147808074951,-0.03062104701716453,0.17714571952819824,4.0058501243591325,5.216797304153441,7.592660061120985,-15.585325241088867,12.514484405517578
MEMIT_ORIGINAL_TO_CAP1,MEMIT_ORIGINAL,CAP1,MATCHED_PROMPT_IDENTITIES_DIFFERENT_TRAJECTORY_HPARAMS_SEED,NS,10000,8507,8056,-4.51,7881,626,175,1318,8507,1493,475,271,2024,1820,0.1457045612480317,0.026808870548848063,1.8443183422088634,2.9434777677059145,5.63230930685997,-11.638870239257812,13.793986916542053,-0.9085672875145385,-0.6014351844787598,0.8438638210296632,1.4561720371246336,3.13599957704545,-15.235740184783936,10.949944019317627
MEMIT_ORIGINAL_TO_CAP10,MEMIT_ORIGINAL,CAP10,MATCHED_PROMPT_IDENTITIES_DIFFERENT_TRAJECTORY_HPARAMS_SEED,RS,1000,995,999,0.4,995,0,4,1,995,5,1,9,987,995,-0.0890982199214318,-0.0014369405689649284,0.0018278241797816017,0.004192194652569013,0.05567299254616944,-14.811800385359675,1.8597723171114922,0.845418177485466,1.1647539138793945,5.205348920822144,6.290792584419249,9.79512746810913,-15.103743076324463,14.449951171875
MEMIT_ORIGINAL_TO_CAP10,MEMIT_ORIGINAL,CAP10,MATCHED_PROMPT_IDENTITIES_DIFFERENT_TRAJECTORY_HPARAMS_SEED,PS,2000,1899,1947,2.4,1874,25,73,28,1899,101,131,165,1302,1336,-0.14099630607612199,-0.0010088235139846802,1.2601863026618996,2.2991136103868475,4.744389204554025,-14.18849003314972,9.771339416503906,-0.06825180637929588,0.14241385459899902,3.9561093330383317,5.194649028778076,7.6846158267743885,-15.546404838562012,12.304027140140533
MEMIT_ORIGINAL_TO_CAP10,MEMIT_ORIGINAL,CAP10,MATCHED_PROMPT_IDENTITIES_DIFFERENT_TRAJECTORY_HPARAMS_SEED,NS,10000,8507,8075,-4.32,7898,609,177,1316,8507,1493,465,244,2024,1803,0.1611995684923313,0.03712400794029236,1.885717916488648,2.9760831356048585,5.559612736701967,-12.048974990844727,13.440462708473206,-0.9064897723119262,-0.6017921566963196,0.8448412895202644,1.4917593002319331,3.263967170715332,-16.494400024414062,9.636270999908447
MEMIT_ORIGINAL_TO_CAP100,MEMIT_ORIGINAL,CAP100,MATCHED_PROMPT_IDENTITIES_DIFFERENT_TRAJECTORY_HPARAMS_SEED,RS,1000,995,998,0.3,994,1,4,1,995,5,2,10,987,995,-0.08252813441491662,-0.0014288087804743554,0.001827995473286137,0.0038948414330661723,0.05645221731014301,-14.817592786275782,5.030933141708374,0.8710015307068825,1.1520891189575195,5.201891994476319,6.833391642570495,9.97187869787216,-14.875290870666504,13.094425678253174
MEMIT_ORIGINAL_TO_CAP100,MEMIT_ORIGINAL,CAP100,MATCHED_PROMPT_IDENTITIES_DIFFERENT_TRAJECTORY_HPARAMS_SEED,PS,2000,1899,1945,2.3,1874,25,71,30,1899,101,123,176,1302,1355,-0.1522010160218524,-0.0026671983650885522,1.2551887697540254,2.331488215923309,5.068859920501708,-14.509559832513332,12.322140902280807,-0.05243931686226279,0.1806233823299408,3.904206848144533,5.245888018608093,7.975613622665405,-15.608175277709961,16.319374084472656
MEMIT_ORIGINAL_TO_CAP100,MEMIT_ORIGINAL,CAP100,MATCHED_PROMPT_IDENTITIES_DIFFERENT_TRAJECTORY_HPARAMS_SEED,NS,10000,8507,8052,-4.55,7881,626,171,1322,8507,1493,466,245,2024,1803,0.15439013378571254,0.021991245448589325,1.872999382019044,3.0009534597396836,5.835035445764664,-11.983430862426758,17.50667381286621,-0.9175051712945533,-0.6076664924621582,0.8307047843933106,1.4414675712585447,3.097576856613159,-13.194681406021118,9.120196342468262
MEMIT_ORIGINAL_TO_NORM_ONLY,MEMIT_ORIGINAL,NORM_ONLY,MATCHED_PROMPT_IDENTITIES_DIFFERENT_TRAJECTORY_HPARAMS_SEED,RS,1000,995,999,0.4,995,0,4,1,995,5,2,10,987,995,-0.09285303529145812,-0.0013880536280339584,0.00189989852369763,0.004253652462648455,0.08339202105300489,-14.8170410481398,3.2057149410247803,0.8819685304164886,1.1818537712097168,5.368977451324463,6.915525722503662,9.282446684837337,-14.821332931518555,15.323843002319336
MEMIT_ORIGINAL_TO_NORM_ONLY,MEMIT_ORIGINAL,NORM_ONLY,MATCHED_PROMPT_IDENTITIES_DIFFERENT_TRAJECTORY_HPARAMS_SEED,PS,2000,1899,1938,1.95,1869,30,69,32,1899,101,135,166,1302,1333,-0.1274318729450315,-0.0020465960260480642,1.2417766135185961,2.383678029337898,4.940006752513582,-14.48561368137598,12.151076525449753,-0.0728830938162282,0.16245222091674805,4.022434604167938,5.205875039100647,8.555579266548156,-15.485360145568848,13.687286376953125
MEMIT_ORIGINAL_TO_NORM_ONLY,MEMIT_ORIGINAL,NORM_ONLY,MATCHED_PROMPT_IDENTITIES_DIFFERENT_TRAJECTORY_HPARAMS_SEED,NS,10000,8507,8042,-4.65,7876,631,166,1327,8507,1493,472,260,2024,1812,0.14151861395088491,0.02322508953511715,1.858741116523743,2.9529638409614525,5.63270211696625,-11.884556293487549,13.228599190711975,-0.9173431509296388,-0.6106650829315186,0.8372729301452639,1.4304261207580562,3.160136609077454,-13.753611087799072,9.34541368484497
BASE_ALPHAEDIT_TO_CAP1,BASE_ALPHAEDIT,CAP1,MATCHED_PROMPT_IDENTITIES_DIFFERENT_TRAJECTORY_HPARAMS_SEED,RS,1000,989,998,0.9,988,1,10,1,989,11,0,21,975,996,-0.12053543245709625,-0.001988350646570325,0.0007706929434789347,0.0020032274886034396,0.008429334431420993,-14.662717266008258,4.804214954376221,2.2252943863272665,1.9385557174682617,7.05540590286255,9.085139203071591,13.151375942230223,-10.009330749511719,26.882323265075684
BASE_ALPHAEDIT_TO_CAP1,BASE_ALPHAEDIT,CAP1,MATCHED_PROMPT_IDENTITIES_DIFFERENT_TRAJECTORY_HPARAMS_SEED,PS,2000,1854,1942,4.4,1831,23,111,35,1854,146,210,184,1367,1341,-0.05208164968008168,0.0014579155831597745,1.927912462502719,3.0747247498482455,5.618689443320036,-13.759772300720215,12.18262106180191,1.214248053897638,1.163360595703125,5.7955265045166025,7.330797553062436,10.628240156173705,-13.96289873123169,14.302226707339287
BASE_ALPHAEDIT_TO_CAP1,BASE_ALPHAEDIT,CAP1,MATCHED_PROMPT_IDENTITIES_DIFFERENT_TRAJECTORY_HPARAMS_SEED,NS,10000,7510,8056,5.46,7059,451,997,1493,7510,2490,769,620,1969,1820,0.36023289949395404,0.3227729797363281,3.2991632342338573,4.41835458278656,6.825923087596894,-15.625978946685791,16.984223008155823,0.9822839921247251,0.7783474922180176,4.301027649641037,5.684492025524375,8.252317072153094,-10.123509883880615,15.955397605895996
BASE_ALPHAEDIT_TO_CAP10,BASE_ALPHAEDIT,CAP10,MATCHED_PROMPT_IDENTITIES_DIFFERENT_TRAJECTORY_HPARAMS_SEED,RS,1000,989,999,1.0,989,0,10,1,989,11,1,21,975,995,-0.11709001010362773,-0.0019838284933939576,0.0010963124164845794,0.0025815039349254216,0.024594808530527975,-14.660226697102189,4.691375255584717,2.136686154782772,1.849654197692871,7.139560794830323,9.206422996520995,13.076655387878418,-10.395517349243164,23.05021572113037
BASE_ALPHAEDIT_TO_CAP10,BASE_ALPHAEDIT,CAP10,MATCHED_PROMPT_IDENTITIES_DIFFERENT_TRAJECTORY_HPARAMS_SEED,PS,2000,1854,1947,4.65,1834,20,113,33,1854,146,218,187,1367,1336,-0.048556277079102074,0.0008702283521415666,1.9735587509814676,3.074011087417602,6.0028788208961466,-13.226962089538574,12.94718693336472,1.1766172945355065,1.1207528114318848,5.705052733421326,7.577147209644317,10.174715328216552,-12.50925064086914,14.8043143004179
BASE_ALPHAEDIT_TO_CAP10,BASE_ALPHAEDIT,CAP10,MATCHED_PROMPT_IDENTITIES_DIFFERENT_TRAJECTORY_HPARAMS_SEED,NS,10000,7510,8075,5.65,7064,446,1011,1479,7510,2490,779,613,1969,1803,0.3757279067382537,0.3295562267303467,3.2796473503112793,4.3700170159339855,6.982333734631538,-15.135913372039795,19.11897337436676,0.9843615073273373,0.7941488027572632,4.2731788635253904,5.670450395345685,8.210679674148562,-10.804309844970703,15.555630683898926
BASE_ALPHAEDIT_TO_CAP100,BASE_ALPHAEDIT,CAP100,MATCHED_PROMPT_IDENTITIES_DIFFERENT_TRAJECTORY_HPARAMS_SEED,RS,1000,989,998,0.9,988,1,10,1,989,11,1,21,975,995,-0.11051992459711255,-0.0018471497314749286,0.0010211476590484395,0.0025130842695943972,0.011893547818763148,-14.671059172600508,8.619443416595459,2.1622695080041887,1.820939064025879,6.97175784111023,9.1394047498703,12.750758910179137,-9.204878807067871,18.437668323516846
BASE_ALPHAEDIT_TO_CAP100,BASE_ALPHAEDIT,CAP100,MATCHED_PROMPT_IDENTITIES_DIFFERENT_TRAJECTORY_HPARAMS_SEED,PS,2000,1854,1945,4.55,1836,18,109,37,1854,146,194,182,1367,1355,-0.059760987024832506,0.0010914923768723384,1.8847431004047406,3.0236041009426113,6.109348146915434,-14.81991958618164,11.551263093948364,1.1924297840525395,1.1025302410125732,5.740467214584351,7.503454110771417,10.554419031143189,-11.546137809753418,15.009548664093018
BASE_ALPHAEDIT_TO_CAP100,BASE_ALPHAEDIT,CAP100,MATCHED_PROMPT_IDENTITIES_DIFFERENT_TRAJECTORY_HPARAMS_SEED,NS,10000,7510,8052,5.42,7052,458,1000,1490,7510,2490,780,614,1969,1803,0.36891847203163486,0.3218027502298355,3.3150104522705077,4.41002238988876,6.929931163787842,-14.085728168487549,20.29629385471344,0.9733461083447102,0.76628577709198,4.338954067230227,5.633014363050453,8.250814787745478,-9.404001235961914,16.18204402923584
BASE_ALPHAEDIT_TO_NORM_ONLY,BASE_ALPHAEDIT,NORM_ONLY,MATCHED_PROMPT_IDENTITIES_DIFFERENT_TRAJECTORY_HPARAMS_SEED,RS,1000,989,999,1.0,989,0,10,1,989,11,0,20,975,995,-0.12084482547365405,-0.0019517570617608726,0.0010410596209112556,0.0023912359523819713,0.014512681679334475,-14.66940447036177,1.2353482246398926,2.1732365077137947,1.8464231491088867,6.788525915145875,9.15523738861084,12.201505479812619,-9.10641860961914,18.402483463287354
BASE_ALPHAEDIT_TO_NORM_ONLY,BASE_ALPHAEDIT,NORM_ONLY,MATCHED_PROMPT_IDENTITIES_DIFFERENT_TRAJECTORY_HPARAMS_SEED,PS,2000,1854,1938,4.2,1829,25,109,37,1854,146,217,183,1367,1333,-0.034991843948011594,0.0010590406600385904,2.022781274467707,3.1454285964369775,6.440744189023971,-14.78391945362091,11.678213582839817,1.1719860070985741,1.138307809829712,5.685479521751406,7.651954472064972,10.102910723686218,-14.69368863105774,14.372709661722183
BASE_ALPHAEDIT_TO_NORM_ONLY,BASE_ALPHAEDIT,NORM_ONLY,MATCHED_PROMPT_IDENTITIES_DIFFERENT_TRAJECTORY_HPARAMS_SEED,NS,10000,7510,8042,5.32,7050,460,992,1498,7510,2490,781,624,1969,1812,0.35604695219680726,0.3086772561073303,3.2864429473876955,4.343611007928842,6.791160744428635,-14.40777587890625,20.486408829689026,0.9735081287096248,0.7605302333831787,4.313013660907745,5.66448631286621,8.247739953994751,-9.340188980102539,15.951338768005371
BASE_MEMIT_TO_CAP1,BASE_MEMIT,CAP1,MATCHED_PROMPT_IDENTITIES_DIFFERENT_TRAJECTORY_HPARAMS_SEED,RS,1000,949,998,4.9,948,1,50,1,949,51,0,167,829,996,-0.7305333881507413,-0.0279626899282448,-0.0006022406916599714,0.0005851561232702805,0.004426068290485989,-12.834347171708941,4.385293483734131,4.560674006856978,4.295778512954712,10.621070575714112,12.863578653335571,17.05980532169342,-15.79468584060669,21.733654975891113
BASE_MEMIT_TO_CAP1,BASE_MEMIT,CAP1,MATCHED_PROMPT_IDENTITIES_DIFFERENT_TRAJECTORY_HPARAMS_SEED,PS,2000,1783,1942,7.95,1754,29,188,29,1783,217,238,393,1186,1341,-0.5646136158750232,-0.017589319963008165,2.3627806845703168,4.0055016517639155,6.742153227329254,-16.302287101745605,12.235774040222168,1.4943836855217814,1.4844927787780762,6.86323790550232,8.468688929080962,11.906092653274536,-19.271088123321533,21.22805666923523
BASE_MEMIT_TO_CAP1,BASE_MEMIT,CAP1,MATCHED_PROMPT_IDENTITIES_DIFFERENT_TRAJECTORY_HPARAMS_SEED,NS,10000,7018,8056,10.38,6579,439,1477,1505,7018,2982,1039,802,2057,1820,0.6034368202483689,0.43086910247802734,4.410711479187012,5.772693249583244,8.790060105323796,-15.340877771377563,15.248053550720215,2.076441212674957,1.777057409286499,6.3138090133667,7.645457738637914,10.253423960208893,-10.438830375671387,14.59801721572876
BASE_MEMIT_TO_CAP10,BASE_MEMIT,CAP10,MATCHED_PROMPT_IDENTITIES_DIFFERENT_TRAJECTORY_HPARAMS_SEED,RS,1000,949,999,5.0,949,0,50,1,949,51,0,166,829,995,-0.7270879657972728,-0.028621182398637757,-0.0004951898648869242,0.0006300516892224549,0.004092254202114415,-12.831856602802873,4.272453784942627,4.472065775312483,4.1950907707214355,10.60262302160263,12.47251091003418,16.560388542413712,-18.671671152114868,20.30080270767212
