arm,batch,contrast,future_batches,metric,denominator,before,after,delta_pp,lost,gained,both_success,both_failure,conditional_loss_denominator,conditional_recovery_denominator,new_nll_delta_mean,new_nll_delta_median,new_nll_delta_p90,new_nll_delta_p95,new_nll_delta_p99,new_nll_delta_min,new_nll_delta_max,true_nll_delta_mean,true_nll_delta_median,true_nll_delta_p90,true_nll_delta_p95,true_nll_delta_p99,true_nll_delta_min,true_nll_delta_max,desired_margin_delta_mean,desired_margin_delta_median,desired_margin_delta_p90,desired_margin_delta_p95,desired_margin_delta_p99,desired_margin_delta_min,desired_margin_delta_max,desired_NLL_harmed
N4,4,ATWRITE_TO_W10,6,PS,200,196,195,-0.5,1,0,195,4,196,4,-0.04903964615354198,-0.001286316430196166,0.10208544135093675,0.2274394989013671,0.6591453456878653,-1.548548698425293,0.8117008209228516,-0.006387751698493958,-0.01987171173095703,0.8665571212768555,1.139476943016052,2.7696625566482513,-3.81076717376709,3.968386650085449,0.04265189445504802,0.011849649250507355,0.9767873364151455,1.3816014683281532,3.131751704141492,-3.9341646432876587,3.966482814401388,84
N4,4,ATWRITE_TO_W10,6,NS,1000,811,750,-6.1,77,16,734,173,811,189,-0.7795235654403732,-0.4656970500946045,0.6730802536010745,1.147834801673889,2.495987195968626,-12.085909843444824,10.320858478546143,0.3538151267613284,0.02386895939707756,1.8865852594375614,3.4472526788711475,7.886250805258749,-6.003451824188232,14.415534853935242,-1.1333386922017017,-0.47992175817489624,0.7729397773742677,1.2907958745956398,2.835016155242919,-24.759670272935182,5.831501483917236,526
N4,5,ATWRITE_TO_W10,5,RS,100,100,100,0.0,0,0,100,0,100,0,0.00018258714357216377,-5.004869308322668e-06,0.0006925097317434864,0.0012804497964680186,0.013996795751154423,-0.01717842649668455,0.014052070211619139,0.02457371711730957,0.040083885192871094,0.7137779235839845,0.9280593395233153,1.4891182518005384,-2.7600040435791016,1.734750747680664,0.024391129973737408,0.040541740469052456,0.7138704085256905,0.9286696522627608,1.4892389502070742,-2.7740002810023725,1.7519291741773486,48
N4,5,ATWRITE_TO_W10,5,PS,200,193,193,0.0,1,1,192,6,193,7,0.025638654161593877,-0.00032983627170324326,0.2206980943679806,0.4872006893157958,1.2801531338691616,-1.5968051552772522,14.817645937204361,0.1178286013007164,0.05098068714141846,0.8061088562011716,1.2335603952407836,1.9729743099212596,-1.193603515625,5.884303092956543,0.09218994713912253,0.06008571127313189,0.8315034656785426,1.2930886641144748,2.3974481087923047,-8.933342844247818,2.5266806482395623,96
N4,5,ATWRITE_TO_W10,5,NS,1000,859,804,-5.5,60,5,799,136,859,141,-0.5569512670040131,-0.3686981201171875,0.7836641073226931,1.4453273773193338,3.2083369684219356,-9.781939506530762,8.668038368225098,0.2824562729216414,0.0013997554779052734,1.5447626590728765,2.7844945192337027,7.829420449137686,-4.201963424682617,12.8095942735672,-0.8394075399256544,-0.3643952012062073,0.8855244100093842,1.3092438220977782,2.6049614847078906,-18.75515277683735,6.451470255851746,502
N4,6,ATWRITE_TO_W10,4,RS,100,100,100,0.0,0,0,100,0,100,0,0.0006859002120472723,3.2117299269884825e-05,0.0008864062139764435,0.0013936989795183753,0.006184258200228431,-0.0007802690379321575,0.04803220462054014,-0.16804194450378418,-0.07416152954101562,0.2984804153442385,0.43166079521179196,0.7638849163055423,-2.669994831085205,0.8257627487182617,-0.16872784471583147,-0.07438237953465432,0.2985131746536356,0.43177870475119556,0.7639140737120764,-2.718027035705745,0.8265430177561939,60
N4,6,ATWRITE_TO_W10,4,PS,200,192,194,1.0,1,3,191,5,192,8,0.0004665987819316797,7.3016039095819e-05,0.22198722362518306,0.34790556430816544,1.2687068128585792,-1.1359667778015137,2.6474082469940186,-0.04711368441581726,-0.057511329650878906,0.5221956729888916,0.9437624454498289,1.5039075279235838,-2.308907985687256,1.6584453582763672,-0.04758028319774894,-0.03443828225135803,0.5734354982152581,0.9409244022099298,1.5340790083282616,-3.5751075744628906,1.8607251644134521,101
N4,6,ATWRITE_TO_W10,4,NS,1000,806,781,-2.5,41,16,765,178,806,194,-0.3739227262060158,-0.23634862899780273,0.6811136245727539,1.0036712169647215,2.24486848115921,-12.960693597793579,8.198722839355469,0.1394969780095853,-0.0260469913482666,1.1512359619140626,2.0619236588478085,5.635958612561223,-3.606079578399658,10.994132995605469,-0.5134197042156011,-0.19005227088928223,0.7697517395019532,1.156460320949554,1.966333785057067,-17.999579512048513,3.232933759689331,459
N4,7,ATWRITE_TO_W10,3,RS,100,100,100,0.0,0,0,100,0,100,0,0.0001385255551576847,3.811248461715877e-06,0.0004062393214553605,0.001894835673738271,0.0056166689656674965,-0.004720107186585665,0.007607137784361839,-0.0631188678741455,-0.011219501495361328,0.3790091514587404,0.5251989364624021,0.8966474199295074,-1.8568992614746094,1.4773831367492676,-0.0632573934293032,-0.011269791466474999,0.3790584499860417,0.5252195227367336,0.8968423220297003,-1.8592373302672058,1.4821032439358532,54
N4,7,ATWRITE_TO_W10,3,PS,200,195,196,0.5,0,1,195,4,195,5,-0.03891424245106464,-0.000354886899003759,0.07884731255471707,0.19053158462047576,0.8021465826034481,-1.2686939239501953,1.7017340660095215,-0.06610958337783814,-0.025516510009765625,0.3945578575134275,0.7457137346267697,1.346351714134216,-3.0983505249023438,1.6357994079589844,-0.027195340926773497,-0.014693133533000946,0.5363026332110167,1.140979558939579,1.5692158403602656,-4.800084590911865,1.9582414627075195,94
N4,7,ATWRITE_TO_W10,3,NS,1000,848,833,-1.5,30,15,818,137,848,152,-0.2172032287369948,-0.17902088165283203,0.6487136840820313,1.1998807668685911,3.9736127567291235,-8.774155460996553,9.312010765075684,0.17689089906355365,-0.0022634267807006836,0.7536323308944702,1.6640785694122302,7.412760072052477,-5.105724573135376,12.327788120135665,-0.3940941278005484,-0.1794147491455078,0.7177252292633057,1.1371467590332016,2.451679999455809,-20.049746834440157,4.85982871055603,493
N4,8,ATWRITE_TO_W10,2,RS,100,100,100,0.0,0,0,100,0,100,0,0.05396308012123882,2.5032982193806674e-06,0.000266347918659449,0.0005269606277579441,0.057336610569646215,-0.0017696709837764502,5.392525988165289,-0.13648784160614014,-0.016768932342529297,0.4214607238769534,0.4811366081237793,0.9380639266967832,-12.568525314331055,2.076251983642578,-0.19045092172737896,-0.016769647489127237,0.421523062582128,0.48120405976951586,0.9388508111916658,-17.961051302496344,2.077128583594458,55
N4,8,ATWRITE_TO_W10,2,PS,200,193,192,-0.5,1,0,192,7,193,7,0.022806897505797678,0.0001250339555554092,0.1746262311935424,0.3484596133232111,0.8854999113082871,-2.5310099124908447,3.2641260623931885,-0.020444643795490266,-0.028910160064697266,0.30635528564453124,0.44893183708190915,1.3083884477615326,-1.884225845336914,4.452618598937988,-0.043251541301287943,-0.05835986137390137,0.32848297357559175,0.5313840366899967,1.189661363614722,-1.8926536925137043,2.910646677017212,107
N4,8,ATWRITE_TO_W10,2,NS,1000,834,811,-2.3,33,10,801,156,834,166,-0.22569771092943847,-0.1284489631652832,0.5050256729125979,0.8305850028991688,2.0797603607177733,-5.293931007385254,7.5813282802701,0.030334379968233408,-0.010770648717880249,0.6434500694274906,1.1766281127929672,3.1748323905467957,-6.162126064300537,11.757538795471191,-0.25603209089767187,-0.09149646759033203,0.671137857437134,1.0748241662979126,2.3000869739055627,-10.873104095458984,13.743454344570637,465
N4,9,ATWRITE_TO_W10,1,RS,100,100,100,0.0,0,0,100,0,100,0,0.0002191301512721111,9.344308637082577e-06,0.00030850131297484096,0.0008095274766674258,0.008023196756839787,-0.004288176074624062,0.014869846403598785,0.021917567253112794,0.006547451019287109,0.21793346405029354,0.3048547267913818,0.5919742584228663,-0.6125335693359375,3.4568653106689453,0.021698437101840683,0.006575150138814934,0.2179854605288716,0.3048363715031882,0.5920262579743724,-0.6137589173158631,3.456920236116275,57
N4,9,ATWRITE_TO_W10,1,PS,200,197,199,1.0,0,2,197,1,197,3,-0.010900986455089879,0.0001809513196349144,0.09165234565734863,0.16640487909316998,0.4991218781471252,-1.7213842868804932,0.9202091693878174,0.024162377379834652,-0.016373634338378906,0.23599529266357422,0.3536706447601303,2.381178094148632,-1.150925636291504,4.6702782437205315,0.03506336383492453,-0.0192020982503891,0.2710243470035493,0.5584730586037036,2.774020776450628,-1.2027926743030548,6.391662530601025,111
N4,9,ATWRITE_TO_W10,1,NS,1000,816,810,-0.6,17,11,799,173,816,184,-0.11665102509170538,-0.0613858699798584,0.36292347908020034,0.5846995353698731,1.1597413015365599,-5.220944881439209,3.5226430892944336,-0.03326458241790533,-0.007878348231315613,0.3350908160209656,0.6038078308105468,1.9158348560333245,-4.935856819152832,4.21434473991394,-0.08338644267380005,-0.028659939765930176,0.47486743927001973,0.7333145260810843,1.7000683546066275,-7.89258337020874,6.670680046081543,470
N4,10,ATWRITE_TO_W10,0,RS,100,99,99,0.0,0,0,99,1,99,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
N4,10,ATWRITE_TO_W10,0,PS,200,195,195,0.0,0,0,195,5,195,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
N4,10,ATWRITE_TO_W10,0,NS,1000,810,810,0.0,0,0,810,190,810,190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
REFIT4,1,ATWRITE_TO_W10,9,RS,100,100,99,-1.0,1,0,99,0,100,0,0.19483196279521509,0.00014611793449148536,0.00838187900371852,0.0328179250893299,0.5681801216569361,-0.013678494840860367,18.784667732972594,-0.4371301984786987,-0.33211803436279297,0.8932878494262703,1.074517297744751,2.1599334621429493,-5.510554313659668,3.1356420516967773,-0.6319621612739138,-0.3770556935342029,0.8422725528478626,1.0707377804093994,1.4433563200850077,-15.649025681275816,2.152828666381538,64
REFIT4,1,ATWRITE_TO_W10,9,PS,200,192,191,-0.5,3,2,189,6,192,8,-0.11117813262855634,-0.004797682515345514,0.37803289890289304,0.7809090854600056,2.5160763835906836,-8.36298257112503,13.003229079535231,-0.04942570179700852,-0.006987094879150391,1.0261385917663572,1.3285064220428449,2.5301207399368284,-4.737173080444336,2.8328495025634766,0.06175243083154783,0.03535789716988802,1.5312683165073393,2.251108874380586,3.776109109139035,-12.205377517035231,7.596640586853027,86
REFIT4,1,ATWRITE_TO_W10,9,NS,1000,869,841,-2.8000000000000003,47,19,822,112,869,131,-1.0733340135794134,-0.8531403541564941,0.8554853916168217,1.8225186347961406,4.253466165065764,-15.429543942213058,8.179550170898438,0.03713437059585704,-0.12074875831604004,1.6335144519805915,3.5030644893646214,8.29679829120636,-6.506242275238037,12.723834991455078,-1.1104683841752703,-0.6411666870117188,0.995806217193604,1.7842056989669788,3.221973297595978,-22.02804586291313,5.228929042816162,442
REFIT4,2,ATWRITE_TO_W10,8,RS,100,100,100,0.0,0,0,100,0,100,0,0.0054356796366846535,0.00011407624697312713,0.014073776453733488,0.03187202299013733,0.046097618786153365,-0.009580429643392563,0.22205093502998352,-0.366220076084137,-0.14820098876953125,0.6139334678649903,0.8091094970703123,1.165839786529542,-7.9318084716796875,1.3699264526367188,-0.3716557557208216,-0.14942403347231448,0.6144206700613722,0.8091859732288865,1.167694909576095,-8.153859406709671,1.3708173570921645,59
REFIT4,2,ATWRITE_TO_W10,8,PS,200,189,190,0.5,1,2,188,9,189,11,-0.04555277693027165,-0.00711032934486866,0.27625994682312,0.5868146300315855,1.4562404632568329,-2.0308967232704163,1.970299243927002,0.024961042180657388,-0.05997353792190552,1.2151460647583006,1.3984498679637904,1.897242751121515,-3.0229415893554688,3.1670589447021484,0.07051381911092904,-0.01652967615518719,1.248793355654925,1.6707834526896472,2.0782419517636255,-4.475909233093262,5.197955667972565,82
REFIT4,2,ATWRITE_TO_W10,8,NS,1000,859,827,-3.2,46,14,813,127,859,141,-0.9561904384538938,-0.6766605377197266,0.741072177886963,1.3546543598175034,3.853094315528866,-13.693279545754194,14.587087154388428,0.07162051370472182,-0.07496918737888336,1.6505828857421876,2.7129473030567164,6.059886083602905,-6.803658604621887,14.201677799224854,-1.0278109521586156,-0.5671843886375427,1.034067440032959,1.7714308738708495,2.949205870125442,-22.437571804970503,8.255845308303833,444
REFIT4,3,ATWRITE_TO_W10,7,RS,100,100,100,0.0,0,0,100,0,100,0,0.0037574455804133323,0.000142077129567042,0.008168511511757978,0.019107002097007348,0.049038858743734336,-0.023546457290649414,0.16638774931197986,-0.3442589807510376,-0.0849757194519043,0.623959827423096,0.7490404605865477,1.092909431457522,-7.081175804138184,1.6024227142333984,-0.3480164263314509,-0.08513411926105618,0.6241439828590958,0.7484408601536414,1.0941782603133496,-7.2475635534501635,1.6053293875884265,63
REFIT4,3,ATWRITE_TO_W10,7,PS,200,185,185,0.0,2,2,183,13,185,15,-0.1105381404444961,-0.00280814990401268,0.30820744037628167,0.5435736179351806,1.0988567996025085,-3.296796441078186,2.017547607421875,-0.07618279926478863,-0.003547661006450653,0.7820845603942871,1.2329216003417967,1.8107284593582142,-3.9419803619384766,2.312325954437256,0.03435534117970747,0.13341058092191815,1.0922304689884184,1.4182750880718216,2.574571987390513,-4.2841796875,3.8574524521827698,85
REFIT4,3,ATWRITE_TO_W10,7,NS,1000,865,816,-4.9,61,12,804,123,865,135,-0.8707141339262744,-0.5654377937316895,0.662821388244629,1.1922279119491577,2.892908015251159,-14.137229649815708,12.037382125854492,0.25189756477309855,-0.020219236612319946,1.6573771238327026,3.069352912902831,7.403183495402333,-6.523643612861633,14.52262020111084,-1.1226116986993728,-0.4764218330383301,0.680695414543152,1.1145203232765193,2.8332044519484025,-26.884595601353794,7.856860399246216,480
REFIT4,4,ATWRITE_TO_W10,6,RS,100,100,100,0.0,0,0,100,0,100,0,0.0021143991674034625,8.988683111965656e-05,0.004517119983211161,0.011464812280610194,0.03677208629902476,-0.009922580793499947,0.08187701553106308,-0.12629282474517822,-0.015801429748535156,0.7524056911468516,1.0345375061035154,1.835599727630617,-3.473904609680176,2.1870851516723633,-0.1284072239125817,-0.0162837142997887,0.7548928551375876,1.0351345367977045,1.8365770546905715,-3.478404304943979,2.191589804366231,57
REFIT4,4,ATWRITE_TO_W10,6,PS,200,194,192,-1.0,3,1,191,5,194,6,0.025618448260902368,-0.0016685016453266144,0.17179495394229877,0.4337428092956543,1.1925977919436561,-1.9586076736450195,10.041163682937622,-0.02352034069597721,0.05646324157714844,0.7948635578155517,1.018100118637083,1.8139412879943837,-5.083219528198242,3.0773487091064453,-0.04913878895687958,0.10364881902933121,0.901969652250409,1.1520563662052155,2.018826533704994,-11.912630319595337,3.1226461557671428,89
REFIT4,4,ATWRITE_TO_W10,6,NS,1000,819,772,-4.7,59,12,760,169,819,181,-0.5746200381660564,-0.4069192409515381,0.6200352668762207,1.0604153156280511,3.437758769989013,-11.981055539101362,17.9414005279541,0.15256907166622113,-1.1775176972150803e-05,1.4336610138416297,2.5840692996978745,6.323008915185924,-4.549607276916504,12.922234021127224,-0.7271891098322776,-0.3664247989654541,0.9051937460899354,1.389774751663207,2.9035711145400995,-22.529511015862226,8.818272590637207,500
REFIT4,5,ATWRITE_TO_W10,5,RS,100,100,100,0.0,0,0,100,0,100,0,0.0015003289888772997,-1.0122479579877108e-05,0.007255429774522785,0.010685285320505496,0.03440396500751385,-0.022519566118717194,0.05252625606954098,-0.03941400051116943,-0.027925491333007812,0.4809597015380861,0.8086577415466308,0.9432100200653097,-2.0465078353881836,1.3621606826782227,-0.04091432950004673,-0.028057795963832177,0.4817885026801379,0.8056388627592241,0.9441384216235041,-2.0550756459124386,1.3636709488928318,49
REFIT4,5,ATWRITE_TO_W10,5,PS,200,190,191,0.5,1,2,189,8,190,10,-0.019167973803996576,-0.0009732607286423445,0.24567245244979855,0.46966888904571463,0.931170754432673,-1.9307794570922852,2.2991635501384735,-0.0007725943997502327,-0.04259920120239258,0.6685667037963867,1.0047714233398435,1.8347382736206022,-3.7172651290893555,2.359919548034668,0.01839537940424634,-0.017456388566643,0.824831998348236,1.0455302357673637,1.9298454558663045,-4.226506918668747,2.608695328235626,92
REFIT4,5,ATWRITE_TO_W10,5,NS,1000,852,815,-3.6999999999999997,48,11,804,137,852,148,-0.5276402586339973,-0.27321428060531616,0.7215928077697754,1.166087222099304,2.788259963989256,-8.990379810333252,8.01733112335205,0.21199383438611402,-0.002782464027404785,1.2101599216461183,2.1848808050155553,6.549146848320959,-4.988245010375977,12.954704968258739,-0.7396340930201113,-0.2979665994644165,0.7231024533510209,1.220339417457579,2.174385352134704,-20.660155069082975,4.037606239318848,498
REFIT4,6,ATWRITE_TO_W10,4,RS,100,100,100,0.0,0,0,100,0,100,0,0.0006232719599211123,4.78296606161166e-05,0.0026196676306426536,0.005492138233967125,0.010754662416875742,-0.03610248863697052,0.08425566554069519,-0.06861458301544189,-0.11826419830322266,0.7094298362731934,0.8579885721206661,1.04346195220948,-1.7667903900146484,2.433908462524414,-0.069237854975363,-0.11910387175157666,0.7101256308611483,0.8582211046625158,1.043867900274934,-1.7670196951003163,2.437751457793638,57
REFIT4,6,ATWRITE_TO_W10,4,PS,200,196,197,0.5,0,1,196,3,196,4,-0.04921498216222972,-0.002218300476670265,0.19151225090026852,0.3561687946319579,0.6538074922561594,-1.9576711654663086,2.0770459175109863,-0.02299373745918274,-0.005692243576049805,0.5288884162902832,0.623025274276733,0.9473945331573419,-1.4417505264282227,2.4878787994384766,0.026221244703046976,0.004503488540649414,0.5640367940068244,0.8579923987388608,1.9620806439220853,-1.9726662635803223,3.088149517774582,92
REFIT4,6,ATWRITE_TO_W10,4,NS,1000,810,796,-1.4000000000000001,24,10,786,180,810,190,-0.35158177276328206,-0.20961856842041016,0.5790072679519656,0.9148992538452148,2.1660431671142573,-11.980746746063232,10.3729088306427,0.09622867187880911,-0.014695882797241211,0.9576533079147339,1.4260492920875547,4.147442651987067,-7.783082962036133,9.749667167663574,-0.4478104446420912,-0.15196871757507324,0.5933567047119142,0.9437889337539671,1.7342451238632197,-19.114461224526167,4.745418548583984,473
REFIT4,7,ATWRITE_TO_W10,3,RS,100,100,100,0.0,0,0,100,0,100,0,0.0033335591257673512,2.3118001990951598e-05,0.0020778952166438215,0.014813507907092571,0.09697384124854605,-0.006579795852303505,0.1468449980020523,-0.08841476917266845,-0.017918109893798828,0.49936928749084475,0.643489933013916,0.7985768127441449,-5.806676387786865,1.635788917541504,-0.09174832829843581,-0.018114930135197937,0.4994528549839743,0.6436805745528545,0.7987233739023256,-5.903146479977295,1.6389304418116808,56
REFIT4,7,ATWRITE_TO_W10,3,PS,200,199,200,0.5,0,1,199,0,199,1,-0.003061389765935019,-0.0015351143665611744,0.22837219238281248,0.43486240208148946,1.1670440769195556,-1.6477198600769043,2.5394439697265625,-0.07412620306015015,-0.04833054542541504,0.4852060317993164,0.6354372501373289,1.1050602102279639,-1.9426674842834473,1.4968280792236328,-0.07106481329421513,-0.02675005793571472,0.5511458903551102,0.8340084457886404,1.6138422686606628,-3.301912307739258,2.402545690536499,88
REFIT4,7,ATWRITE_TO_W10,3,NS,1000,853,843,-1.0,19,9,834,138,853,147,-0.2131792294178158,-0.1553952693939209,0.5308805942535401,0.8594698905944809,2.6758182621002193,-8.58723233640194,10.412679672241211,0.08145174898719415,-0.012491390109062195,0.6654472827911377,1.2788660472258913,4.019203753471373,-3.3274407386779785,11.98793888092041,-0.29463097840500996,-0.1468449831008911,0.5549860954284668,0.8705100089311596,1.680026553869247,-17.483433470129967,4.853268504142761,467
REFIT4,8,ATWRITE_TO_W10,2,RS,100,100,100,0.0,0,0,100,0,100,0,0.09439701479946962,2.85979695036076e-06,0.0009738638997077953,0.0018800959689542647,0.15846743768085836,-0.007398616522550583,9.382627686485648,-0.07178426265716553,-0.020867347717285156,0.35165042877197283,0.4576401233673091,0.8691245460510262,-8.130913734436035,1.0199165344238281,-0.16618127745663513,-0.020710006821900606,0.3526052737492138,0.45927533560316025,0.8692526030098096,-17.513541420921683,1.0201594668324105,51
REFIT4,8,ATWRITE_TO_W10,2,PS,200,194,194,0.0,0,0,194,6,194,6,0.004072520150984928,-0.002612922340631485,0.10553619861602781,0.21555175781249983,0.6511173272132852,-0.4165635108947754,2.2510918378829956,-0.011245553493499755,0.0035643577575683594,0.3868453741073608,0.5701134204864502,0.8262656116485585,-4.7916412353515625,1.9806175231933594,-0.015318073644484684,0.024233297910541296,0.4072941578924653,0.617953869700431,0.8334646248351768,-7.042733073234558,2.0950497686862946,83
REFIT4,8,ATWRITE_TO_W10,2,NS,1000,842,841,-0.1,15,14,827,144,842,158,-0.22392281574383377,-0.1074371337890625,0.30481877326965334,0.5062669754028319,1.4579426479339588,-7.222938060760498,11.09609630331397,-0.040745000973343846,-0.018668517470359802,0.44040915966033944,0.7600508093833914,1.7910140895843505,-9.415916442871094,4.016775131225586,-0.18317781477048994,-0.0746630821377039,0.47414622306823734,0.7107802152633664,2.166822986602781,-8.142400741577148,19.48843079805374,449
REFIT4,9,ATWRITE_TO_W10,1,RS,100,100,100,0.0,0,0,100,0,100,0,0.0006222318021536921,2.3179491108749062e-05,0.000794289296027273,0.0014303875621408198,0.025222448203712777,-0.006521731615066528,0.03961884416639805,-0.06642394542694091,-0.03266716003417969,0.2756977081298829,0.33454809188842766,0.5609393119812051,-3.847097873687744,1.308837890625,-0.06704617722909462,-0.03287305362755433,0.2758514105749783,0.3360070779541274,0.5612971118569878,-3.886716717854142,1.3099234155379236,55
REFIT4,9,ATWRITE_TO_W10,1,PS,200,196,197,0.5,0,1,196,3,196,4,-0.02182064082051511,6.997748278081417e-05,0.06162291765213013,0.10995905399322503,0.36681437492370444,-3.398903727531433,0.9753479957580566,-0.0623011676967144,-0.05005812644958496,0.21453042030334457,0.3192721366882324,0.48784755706787025,-1.3563590049743652,0.7971987724304199,-0.04048052687619929,-0.049302637577056885,0.264473719894886,0.37414304371923185,0.9187507855892174,-1.4880352020263672,3.774592489004135,102
