arm,model,method,accepted_edit_count,age_stratum,request_denominator,metric,numerator,denominator,rate,tie_count,bit_vector_sha256,prompt_order_sha256,ordered_nll_pair_sha256,target_new_nll_n,target_new_nll_mean,target_new_nll_median,target_new_nll_p90,target_new_nll_max,target_true_nll_n,target_true_nll_mean,target_true_nll_median,target_true_nll_p90,target_true_nll_max,nll_advantage_n,nll_advantage_mean,nll_advantage_median,nll_advantage_p90,nll_advantage_max
LM,llama3-8b-inst,memit,1500,EARLY_FIRST_20PCT,300,PS,299,600,0.49833333333333335,0,d94cb6f45b02bdfd4aae4131db218e7cc221a1a6d9bf0918d0269c8fd9f3e6c8,681c93f9742be4595ab4e18b18c4f9fc01d82f48756baeb59c4aab951adf4c79,ee56c26b3ee64e556edab90c0a986b20b29a3db427f94473a004e53932f39ec2,600,5.903471371469398,5.131371736526489,11.073299884796143,22.651044845581055,600,5.924770291435222,5.114616394042969,11.25302085876465,22.958457946777344,600,0.02129891996582349,-0.01646709442138672,4.520876908302308,13.568930268287659
LM,llama3-8b-inst,memit,1500,EARLY_FIRST_20PCT,300,NS,1975,3000,0.6583333333333333,0,b304a2360d72b20372e21e31087b4ca907c38af5ff0d9b725f2c342dc803a784,4a35eea27a0d118419714a9e1054945b435b65e6ae33dc3c9cafab396db01a2f,7059c01ac0fd85f6fddae856597666be915c22d9e2459d4f18809018148d26a4,3000,6.2483298492257795,5.875921964645386,10.694736957550049,22.092113494873047,3000,4.976674881914009,4.357034683227539,9.816893005371094,22.15464973449707,3000,1.2716549673117696,1.4024733901023865,5.804346179962158,13.78130678832531
LM,llama3-8b-inst,memit,1500,MIDDLE_60PCT,900,RS,613,900,0.6811111111111111,0,1ab96129377ef5a05e775696abdfd4f88b16f72e31839e2bde48f2a36bf3814c,5839eb5e42348ae710625b8ab52419813b05cb3a542feff0f2988075acf67531,9c1a17c3b708dfeb1f5949274cab8c117944730876dad14c344019f2d261acef,900,4.1537666383665055,3.4586719274520874,9.059989929199219,23.594017028808594,900,5.947022394215067,5.4942710399627686,10.290983486175536,21.291757583618164,900,1.7932557558485618,1.7785476446151733,7.03277630582452,15.584110563620925
LM,llama3-8b-inst,memit,1500,MIDDLE_60PCT,900,PS,1141,1800,0.6338888888888888,0,3bbed636203ffa32acd9a8ccd2b22950ba322d7a6c2927e3a66469e41b676dc2,7a05e95cc657e9a2168493366437f9c5a06b5d8ee6b021c0b231f7f5a0073031,f22b9ea4ad2e6884b71f1cf23bf4767dc1e3a09b84a82ac8ef42551735136846,1800,4.770932723414671,4.18818736076355,9.961215972900392,22.938312530517578,1800,6.210079285481738,5.774341106414795,10.710067749023438,22.478168487548828,1800,1.4391465620670674,1.4360734224319458,6.564137551561006,16.486081501469016
LM,llama3-8b-inst,memit,1500,MIDDLE_60PCT,900,NS,5997,9000,0.6663333333333333,0,b64c444c9da4b2fe03a36cf40b83f4de5cb09d935ab42187497735faaa623bdb,a3dd7a2ef897b3518eaa57a54d803666378e89b6d043adc2a795f4f32b5475ec,e0dc4a2f8301ffa70aec60034167d561f382fcd187db13e107cc81c50b767142,9000,6.67717509189662,6.337869644165039,11.336771583557134,23.497472763061523,9000,5.059685173195477,4.535807132720947,9.548708343505862,21.80881690979004,9000,1.6174899187011438,1.5848402380943298,6.580564451217654,15.438727498054504
LM,llama3-8b-inst,memit,1500,RECENT_LAST_20PCT,300,RS,295,300,0.9833333333333333,0,7635eefc3882c3ac312ef5bda1b7e765457bf20a526273aa449d59e4ee621b35,262328857ee397d08cb30e4c9822f06dde2710c277dabda2b04921cf5d6fd0b4,90ebc75fd64954bc3d0f24eb193b5df17b9528cac28b53f80f41a3308eaebd52,300,0.3960348165323588,0.0219713244587183,0.49692517518997203,14.149003028869629,300,10.107957372367382,9.61712646484375,15.187786674499513,27.29554557800293,300,9.711922555835024,9.338847977109253,15.186183851771059,27.295544266701654
LM,llama3-8b-inst,memit,1500,RECENT_LAST_20PCT,300,PS,582,600,0.97,0,6183688698a09d843f7590c68d40804a6e1b124d672cc8af6785eb73bb4a1b99,83dfee1001ee012e7b97d9fbccadbd7be5698b5e8b9cb1423ae443ac3609c13f,21af24b7a1eb3fa36adb3173b57ee9224ced2531f6320269d262cad4c20b87e0,600,1.2166384398320376,0.1465696170926094,3.5376495838165285,20.8519344329834,600,8.727437661364675,8.228295803070068,14.221827030181885,25.46278190612793,600,7.510799221532637,7.10538334120065,13.273076486587529,25.29933452786645
LM,llama3-8b-inst,memit,1500,RECENT_LAST_20PCT,300,NS,1789,3000,0.5963333333333334,0,8f5b71b0a092451f177f78087fc3873ac10d8e05dc75defe0b5bfe6145a1e3fe,28482a82d7eb4495258b79ee9017982f610948716f82a0d108211bb194f2f08c,ffb7de9089f351cff2a121aa18eacac97407a288fbfb15fa41f683a8c67dd16f,3000,5.7684278952590855,5.524149656295776,10.264867877960205,21.380504608154297,3000,4.986696447658042,4.481566429138184,9.324026203155517,21.80883026123047,3000,0.7817314476010427,0.8231673240661621,5.4583628177642805,16.99090963602066
LM,llama3-8b-inst,memit,2000,EARLY_FIRST_20PCT,400,RS,189,400,0.4725,0,1ad0c14cff83426933a009ed721f897412905fe9810c1cc968902be01761f773,e954118a9a97d7273772a5ce2713b9e575c001fd2659b91973a0ef8d7bfb46ce,47a1fb9dedb79159ccc5b4b4df4bdf7479a6e63105e0e06c5d7cff6bb76f511b,400,9.435700655158435,9.67396068572998,13.435343551635743,18.73271942138672,400,9.178222143799067,9.20883321762085,13.519977378845219,20.382694244384766,400,-0.257478511359368,-0.16904354095458984,4.145615673065187,16.34841315576341
LM,llama3-8b-inst,memit,2000,EARLY_FIRST_20PCT,400,PS,400,800,0.5,0,67fa8bbd7137a93d0859c17accf8a056a391b96a6770105f1eeb8c8574bfea2e,27baf8ae6a8b697ad4774527a24dbb86e4ae62c193911e0cec9958a836967012,8615f05e93e10ea0d9353720f815e05a975b70f1cacf7c950a5373ad01a0b60e,800,9.98942932042817,10.300915718078613,14.196675777435303,23.59037971496582,800,9.759904329155106,10.157532691955566,13.681289768218996,21.47939109802246,800,-0.2295249912730651,0.002200603485107422,4.31887788772583,16.14577021030709
LM,llama3-8b-inst,memit,2000,EARLY_FIRST_20PCT,400,NS,2091,4000,0.52275,0,5aa6309bdc2bd23a0982889e3518aee614a76b3e2219dbdff3c975cd480c3ea2,07a7e22b335fdb3a05f20556e1fa5ffa3d48c3bbfab8ec580bd0438a582a4d92,7bead4a2a2b63459ec6d03998cb5c3f0b4fba2f23356c4bd1a09f0edba24e784,4000,9.713983023307195,10.062832832336426,13.627377891540528,27.12847328186035,4000,9.370548690042458,9.724459171295166,13.386801719665527,23.1844425201416,4000,0.34343433326473677,0.19977763295173645,5.000008201599121,15.459781784564257
LM,llama3-8b-inst,memit,2000,MIDDLE_60PCT,1200,RS,702,1200,0.585,0,a79e06875276418c14fa230b9e8ec8250c90cc8c1d87ec178281b6399b33b829,62f4b4a50990eb62ea1534f4925d10bb2faee851295e1d9b3fc4014509a40711,9b567d7b701d194073725d689ac3e422d671b045a07ebac196b6acb34a782841,1200,8.49771290996885,8.961696147918701,13.140457153320314,21.354902267456055,1200,9.405463162314458,9.69696855545044,13.348277950286866,20.177860260009766,1200,0.9077502523456072,0.9485301971435547,6.222674250602724,15.202601900906302
LM,llama3-8b-inst,memit,2000,MIDDLE_60PCT,1200,PS,1304,2400,0.5433333333333333,0,492a2e95f66e208708d0e5841cd9ecb1c8fbe6bbff91fc4b66a15bf7cb9f5ec8,3d00ce65cbe287157603c3d9ad55ece4d7c1c9b19a5070478c45b5b3075197a8,73229ae302a4c493efa33896571093884b05c3097d2cfe038bd5f342a0cd7f8a,2400,9.171185482182992,9.558447360992432,13.666894531249998,22.589374542236328,2400,9.572374281974044,9.883178234100342,13.572177791595458,24.07728385925293,2400,0.4011887997910526,0.45657777786254883,5.387378203868864,19.60283312725369
LM,llama3-8b-inst,memit,2000,MIDDLE_60PCT,1200,NS,6395,12000,0.5329166666666667,0,4b2d689124088de435cb5837f34639a82a047c5376688e542fc9f4662ed4fb45,d775d137497e8d66ca480068248a7eecba1f972bb7b545d65ae6801dfc2bb066,2e5e5e8acb59c0d3623db49d90e1229f0b5fc8e4fc368fe0235c4503abe9a116,12000,9.665616431857122,9.9870023727417,13.764176750183106,26.943368911743164,12000,9.290989514211425,9.628012657165527,13.237388992309572,27.43682289123535,12000,0.37462691764569656,0.2983260154724121,5.2066865444183374,16.13509964942932
LM,llama3-8b-inst,memit,2000,RECENT_LAST_20PCT,400,RS,370,400,0.925,0,86d03041c4823763a27a1d3c065a4908a6debfed125d5a387533f8ae029077a8,add361e3c9a4a2d812650178c7e71e321e22c4519583385c7fc8c08c78c0fad1,622acff508aff422d5ecfb83f8f52fa5a989d216b15231f9672bf0db93f0f082,400,2.948109092153034,0.8935980796813965,8.671064567565919,14.970051765441895,400,11.23446175808087,10.957374572753906,16.524125289916995,25.464021682739258,400,8.286352665927835,7.808557987213135,16.257231030333788,25.463692123361398
LM,llama3-8b-inst,memit,2000,RECENT_LAST_20PCT,400,PS,690,800,0.8625,0,30abe4c48d581f65f75187769e86b89a7f797b149a56bd966ca74b86605e6e25,599dbcdcf7c0001f6068db56952d87e522e74e1713e130fb8bce52e77fd8ee83,d728e388a97fbd1558b81c1e566b06afea202b861a7919bd4e59ad2d3d496d38,800,4.208152234207374,3.092197060585022,10.455376434326173,18.07317352294922,800,10.88580060666427,10.597074031829834,16.184190177917483,28.146787643432617,800,6.677648372456896,5.776773124933243,15.579990139743312,28.146787524223335
LM,llama3-8b-inst,memit,2000,RECENT_LAST_20PCT,400,NS,1826,4000,0.4565,0,511b60f0aeda30e0ac0eea110e78a38723fd873f7f715f5e8dd3e8fb69a5cc70,a96cc4a23711cabe7465bec84d232a25c79428e8e1a546382ca8cbbb5ec7c6c0,a56181082fb785744fd93a01558423446a8ba19797f9407c00969117a069e31d,4000,8.990702396647153,9.29868745803833,13.536449623107908,22.588022232055664,4000,9.349875102768651,9.607669353485107,13.408899784088135,23.317014694213867,4000,-0.3591727061214979,-0.4393477439880371,4.621694469451905,22.585590936243534
LM,llama3-8b-inst,memit,3000,EARLY_FIRST_20PCT,600,RS,283,600,0.4716666666666667,0,67a8f12c96a162cf4f5378f73f789cc1eadb2ab8819dc7fcc91849c3111e3e88,bb089c26b8792cbdded89f0d6c2658f3d7e267d4ce35bb685eb480841dc5d73f,9979a37667ac5323beef5ef40e5a914b2705ace50f3398b6bc777c479ed163db,600,9.481236189703147,9.707171440124512,13.664455699920655,19.1762638092041,600,9.52456882122904,9.751822471618652,13.456639862060547,20.121685028076172,600,0.043332631525894005,-0.3013157844543457,5.0685861110687265,12.603579998016357
LM,llama3-8b-inst,memit,3000,EARLY_FIRST_20PCT,600,PS,597,1200,0.4975,0,7e4c683997bc157bf95e9a48b2998eebba109598fbb5e5af3bc25357adec795e,944025c61bab45190dd8b951f5c61095f9988cb5acc08570842da3ec85001c65,389a922ced349fd64378175a9a774b80cae5a1e8dedbb14374eb82468f0ade54,1200,10.302912210753808,10.49497127532959,14.272126102447512,20.551986694335938,1200,10.374998375959695,10.494561672210693,14.264439010620121,17.59733772277832,1200,0.07208616520588597,-0.03932380676269531,5.112167644500739,12.951404094696045
LM,llama3-8b-inst,memit,3000,EARLY_FIRST_20PCT,600,NS,3158,6000,0.5263333333333333,0,8c51a4aa64c641ec92363085e20ada15c25c105ab5d180d05e5308cf29295050,258aa9a8aa229b254d0fc669230c64bc87e01b4b57f57f78f7199671d128d6ba,b6c45beb05000444b58d6ab591864b83dda368dca7250f8b867675c170456837,6000,9.708329445914927,9.894553184509277,13.805620288848882,21.70876121520996,6000,9.65000029637261,9.907932758331299,13.65588321685791,23.089113235473633,6000,0.058329149542318194,0.24140357971191406,4.800067520141603,13.959198363125324
LM,llama3-8b-inst,memit,3000,MIDDLE_60PCT,1800,RS,1182,1800,0.6566666666666666,0,a6724f22629bae0a5699c26805a32bcd17c85e19d061edf2e43196a5e31f5870,d2353d89c45bce1987ba1fd609b3881fa080b7b95ab3d711a0fa2218e8784ad0,903edbc614a90551e0bf63e2d81716619b0b78e87d38f12c8e903205058f8951,1800,7.609618867360982,7.921911001205444,12.70565004348755,17.63027000427246,1800,9.72626411208883,9.883197784423828,13.634587574005128,29.691450119018555,1800,2.116645244727847,1.8285655975341797,8.262324696779253,29.691446065910895
LM,llama3-8b-inst,memit,3000,MIDDLE_60PCT,1800,PS,2165,3600,0.6013888888888889,0,b848acc467e6aad97389157b811c98ec35b9201413a5d88f9575d92c03c0476e,13ecad09c4edf9763e02760dccd7522fc78d3824017b99f12091419f4008d413,028ef180b5c1e045a4fa56ce0f76f83ed4dfe28c4df53d34a3cd8f0844b7171e,3600,9.263109272263698,9.608958721160889,13.651696491241456,18.258840560913086,3600,10.36853625787629,10.577731609344482,14.215469074249267,22.11296272277832,3600,1.1054269856125918,1.0276374816894531,6.377419281005859,22.112320152809843
LM,llama3-8b-inst,memit,3000,MIDDLE_60PCT,1800,NS,8991,18000,0.4995,0,ef27e06e96a977caef83ad6f8c8ee63b5156c31536c30fd87164059f2c2f7bb1,987e58ded000ddc1a256c81a045edb70c1ba50650da2e8efc9ac1bdc4651bcd7,4710b76bcfab74ef6501a2e786744ea58a541561ff8e4d3240cf8dfa10f70637,18000,9.82679569572736,10.115900993347168,13.842643737792969,21.209684371948242,18000,9.877631969120353,10.19272232055664,13.749820709228516,23.089153289794922,18000,-0.05083627339299225,-0.0036458969116210938,5.053369331359863,15.6642339900136
LM,llama3-8b-inst,memit,3000,RECENT_LAST_20PCT,600,RS,551,600,0.9183333333333333,0,6e3bcff6c55488bdf523d524aaee2c81aab755d96d4d8ce21016090a60527c97,f911ceb79ebb6c8a00b3ff263ca800c91d15c05ec9a71027e587e6635e7e47d1,c08a5bc4e5a2fdbc28592b2bfe4777f8cc25fd9c79699261bf001b9f134f0290,600,3.363655363313301,2.636268138885498,7.794240427017213,14.771528244018555,600,9.794306120872498,10.003378868103027,13.865339660644532,19.947656631469727,600,6.430650757559197,6.422774218022823,12.408594941161574,19.94350319588557
LM,llama3-8b-inst,memit,3000,RECENT_LAST_20PCT,600,PS,970,1200,0.8083333333333333,0,22bbe67fc45d0d7172d74dddd76ce011616a3263e2d69fcec49812343107e77d,98c85d3bc1b3e9fc9ffaaa79f778c0e93ff19de08cddff797347f4833793b912,fb99a7fa9a69a3d4ada8de5e5dd7602de65cb9b00c13c597514c16f9339a4c70,1200,6.489101595257138,6.560711622238159,11.364127922058106,16.327905654907227,1200,10.221419162079691,10.349949836730957,13.977879524230959,19.68718147277832,1200,3.7323175668225548,3.7069787979125977,9.475404977798485,19.68458727025427
LM,llama3-8b-inst,memit,3000,RECENT_LAST_20PCT,600,NS,2671,6000,0.44516666666666665,0,4923424bc983b186f0e5bc285ad39474236db11d295ebbe855a4e320616ff9bf,1d4e62f9d9d06641571819442519e1d8aaaa0f80ad8e4df79c80d344568df987,6edcabdd9c83a35e0d88cafbb5015411dff1e3fb269a1672a697fb07785c23cd,6000,9.058896869551177,9.492676258087158,13.32972402572632,19.35987663269043,6000,9.768807431120425,9.99561357498169,13.718222904205325,23.089153289794922,6000,-0.7099105615692485,-0.4898521900177002,4.532700347900391,14.4018634557724
LM,llama3-8b-inst,memit,5000,EARLY_FIRST_20PCT,1000,RS,524,1000,0.524,0,a73d277155799bf9fdc257e96fa47711ddffa7ae31e901f0e9af30ffd7bffa6c,f4f6d988dc63d104fcb106a70a16c222fc0ca47aa2a170a462e764f045d30cc3,5c6ec2fc97426d89a428448e71ce8f8b9aae1ffcbc28229c6373fb0a67f42323,1000,13.181987259864806,13.288224697113037,15.933656787872314,19.299327850341797,1000,13.27371471118927,13.427196502685547,15.97017593383789,19.476470947265625,1000,0.09172745132446289,0.11979269981384277,3.0079627037048353,12.462104082107544
LM,llama3-8b-inst,memit,5000,EARLY_FIRST_20PCT,1000,PS,1044,2000,0.522,0,4e7826839b84dfbdfe33fc068f945e5c585f668fb6295720c3e4fd94d9518733,a3823c1152b8c58e06b253520a4573e568d4931fe65430431bb9636ea4e07965,a531b7caee3ebb1475878e03913b0a6b81c74e1c3ded24dd8744259447bf72e1,2000,13.550388310670852,13.702552795410156,16.270318222045898,20.273727416992188,2000,13.709412378311157,13.76446533203125,16.55736484527588,19.324007034301758,2000,0.15902406764030458,0.13196945190429688,3.238464164733887,12.584324836730957
LM,llama3-8b-inst,memit,5000,EARLY_FIRST_20PCT,1000,NS,4913,10000,0.4913,0,82c865904e459988a8aaced8eecf3e0e9e12e9459bb80fa0d247755e33906c63,f242d5a845845202ac0ec162d1ea5b8afd7a76ca49651e644af9f449b1a74b51,02c31150663ea1f17f52539f46ac0934b97a069eae3498ec1cd36b5762f8e62a,10000,13.286726642608643,13.471429824829102,15.990173816680908,20.63198471069336,10000,13.398263939225673,13.49561357498169,16.252941703796388,19.861146926879883,10000,-0.1115372966170311,-0.04688119888305664,2.9379155158996584,9.568291425704956
LM,llama3-8b-inst,memit,5000,MIDDLE_60PCT,3000,RS,1649,3000,0.5496666666666666,0,93c6333840b9fff543b1ed4150094e6a3f063143c7ac2fe5eaf3111386f4f11f,a5055cb8e73153720beebbad5f8ded1b4802ba57c653d41218c51c4fec7ed729,b6e7455d6355841b7db855513001bdc59b6336e2d0d523e954257e3969d41d3c,3000,12.845661992331346,13.178398609161377,15.844761943817138,20.441429138183594,3000,13.303677247365316,13.453621864318848,16.2989444732666,20.525949478149414,3000,0.4580152550339699,0.2740163803100586,3.607137870788574,14.60984456539154
LM,llama3-8b-inst,memit,5000,MIDDLE_60PCT,3000,PS,3099,6000,0.5165,0,a144fe3478918234b76397a09b92b8ce786d073117fd3c3135a7a6eb6db560ac,d6005385819e48b4037a0ce89e2b5b0ba9ecb259f6584be02b8ec35c9efd6df4,40e126cb940ea7e35b82d93dc9404f847f864c14feea45c1dac42ba22cf6d760,6000,13.446698257068793,13.672175884246826,16.22839698791504,20.41668701171875,6000,13.659905356963476,13.77044153213501,16.561045074462893,20.59688377380371,6000,0.21320709989468256,0.1031503677368164,3.350729274749756,14.139922976493835
LM,llama3-8b-inst,memit,5000,MIDDLE_60PCT,3000,NS,14569,30000,0.4856333333333333,0,24b9067e5472b4c6d016dd478717693775423bae3c51bb3025ee053dea2d7128,387309b6375be3e0dfe9f192286cf0476132964761b28842c17c40271c789087,c951ee6db39e5e2a757760e3e2c40ec339c34dd14050dd93145a714ad7fdc8ac,30000,13.223800322270394,13.436656475067139,16.07200698852539,20.613752365112305,30000,13.410922616652648,13.516419887542725,16.31136131286621,22.4092960357666,30000,-0.18712229438225428,-0.08292055130004883,2.8682806968688985,11.331614017486572
LM,llama3-8b-inst,memit,5000,RECENT_LAST_20PCT,1000,RS,748,1000,0.748,0,db3178a90d13454e227f23b790b4ce05a21f909e9bae7727cce93eb7755a67bb,2a5ddfe33aaac033a4701b8e4f9127f61a23e6233f86dcb686502859eda95095,168aafe526a6ce053117bf234cbc5b0006ce646cac5d4492d208f73abbde4c06,1000,10.74271108585084,11.51420783996582,15.085946178436279,18.43988609313965,1000,12.927317318916321,13.154785633087158,16.066701889038086,19.311813354492188,1000,2.184606233065482,1.8146686553955078,6.508913755416871,15.593392372131348
LM,llama3-8b-inst,memit,5000,RECENT_LAST_20PCT,1000,PS,1270,2000,0.635,0,8584b0078121d3d392f76863817be9f1a03019756daf05cd0a5ddc08630eabdb,2e98d10524c594f089b4d55fe9b314a5e8e903bcf9bc2dea61552554df7ffaf9,e0375956a9f6ddb48593569e737131a2d4e08f45ba55a88de168c39de0e1f45e,2000,12.415058080866933,12.730216979980469,15.850635051727298,18.89471435546875,2000,13.464956320524216,13.619876861572266,16.439604949951175,20.45238494873047,2000,1.049898239657283,0.8391847610473633,4.563603496551514,14.317126750946045
LM,llama3-8b-inst,memit,5000,RECENT_LAST_20PCT,1000,NS,4690,10000,0.469,0,e359ed695150b9c3e25662337ad3ce71fa6b0beb5b94c04898f4319e9df77d7c,0306471fde89edb4c5a17a067e61cc6473896e1c1edad4e03ee093fecc77f174,85a4ea5b9cf1d915d532d25bff47a661641bba4a4760a415ccbf88913f7161da,10000,13.075972203832865,13.36451005935669,16.037424087524414,21.622055053710938,10000,13.391862304484844,13.527764320373535,16.303899192810057,20.613601684570312,10000,-0.3158901006519794,-0.19915390014648438,2.8429303169250493,10.821737289428711
LM,llama3-8b-inst,memit,7500,EARLY_FIRST_20PCT,1500,RS,750,1500,0.5,0,b272ed0a18b1ec059d5e347523aece21a104542ab75d80226e0dbdd21c46194e,5f37a3c3e429edd4d1e1704ce3456449a2aec211ad0642482c23b5dfbbf3466b,d3a10a1fd5618207674b85e13cbffc6a621bd62cc10d0a11f4d4fface2d1a9f0,1500,11.093908016265681,11.485294342041016,15.110590076446535,22.185606002807617,1500,11.234052601960798,11.593918323516846,14.979026699066162,21.788976669311523,1500,0.1401445856951177,0.0017690658569335938,4.115730094909669,15.434563040733337
LM,llama3-8b-inst,memit,7500,EARLY_FIRST_20PCT,1500,PS,1541,3000,0.5136666666666667,0,dfb96b378f5a024f0a9a98969da2fd2c176a4d2e235ceb5ddc1fe223968ea3fe,7795ef737dcf36b98a4f097d55ea903fc158397b376d19cab805317cdeb9078b,39470362ca97a1a3380e17879611a77b4c9c5ba2a558db117e9b055f7f4f8dc3,3000,11.719167096993575,11.95209550857544,14.903390884399414,24.339902877807617,3000,11.85777009109656,12.076965808868408,15.020374107360839,23.067977905273438,3000,0.13860299410298466,0.1059112548828125,3.644710731506347,17.70524274930358
