cell,arm,batch,stage,age,start_ordinal,end_ordinal_exclusive,category,target,unit,prompt_den,strict_num,correct_token_num,target_token_den,nll_n,nll_mean,nll_median,nll_q25,nll_q75,nll_p90,nll_max,margin_true_minus_new_n,margin_true_minus_new_mean,margin_true_minus_new_median,margin_true_minus_new_q25,margin_true_minus_new_q75,margin_true_minus_new_p90,margin_true_minus_new_max
LM,O,1,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,recent,80,100,locality,true,request_cluster,200,50,50,200,20,4.8808735180902296,4.5998807115247473,3.0740648004459219,6.4294091880321504,8.7313481926918026,9.4524475336074829,20,-5.5336350916814991,-6.0381817921996115,-7.6095288510783572,-4.4057885456830261,-2.8403832173347423,1.524024772644043
LM,O,2,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,early,0,40,rewrite,new,prompt,40,38,39,41,40,0.49500332974221239,0.0016118994099088013,0.00065323150192853063,0.0039263624348677695,0.047696604207158155,13.906005859375,40,12.61059978803296,12.336625350668328,10.540905422385549,16.351572083483916,18.555710111715598,22.502679151948541
LM,O,2,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,early,0,40,rewrite,new,request_cluster,40,38,39,41,40,0.49500332974221239,0.0016118994099088013,0.00065323150192853063,0.0039263624348677695,0.047696604207158155,13.906005859375,40,12.61059978803296,12.336625350668328,10.540905422385549,16.351572083483916,18.555710111715598,22.502679151948541
LM,O,2,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,early,0,40,rewrite,true,prompt,40,1,1,40,40,13.105603117775171,12.35849142074585,10.542409420013428,16.353877544403076,18.556138229370116,22.505231857299805,40,12.61059978803296,12.336625350668328,10.540905422385549,16.351572083483916,18.555710111715598,22.502679151948541
LM,O,2,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,early,0,40,rewrite,true,request_cluster,40,1,1,40,40,13.105603117775171,12.35849142074585,10.542409420013428,16.353877544403076,18.556138229370116,22.505231857299805,40,12.61059978803296,12.336625350668328,10.540905422385549,16.351572083483916,18.555710111715598,22.502679151948541
LM,O,2,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,early,0,40,rephrase,new,prompt,80,42,44,82,80,3.1205433710070793,1.0910351276397705,0.048170285299420357,4.5904525518417358,11.285061740875246,15.097638130187988,80,5.491904840193456,7.0631444454193115,2.1624433398246765,9.6651134304702282,12.525661968998612,15.384593531489372
LM,O,2,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,early,0,40,rephrase,new,request_cluster,80,42,44,82,40,3.1205433710070793,1.3884380348026752,0.18852768884971738,4.997999519109726,7.1685870170593269,14.044248104095459,40,5.491904840193456,6.5371891260147095,3.8304440886713564,9.6986555441981182,11.459702212177218,15.231881687883288
LM,O,2,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,early,0,40,rephrase,true,prompt,80,5,5,80,80,8.6124482112005349,8.9609098434448242,6.7074778079986572,11.008486747741699,14.029171466827394,15.793970108032227,80,5.491904840193456,7.0631444454193115,2.1624433398246765,9.6651134304702282,12.525661968998612,15.384593531489372
LM,O,2,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,early,0,40,rephrase,true,request_cluster,80,5,5,80,40,8.6124482112005349,8.9535007476806641,7.3948346972465515,11.062082648277283,12.834767675399782,15.501744270324707,40,5.491904840193456,6.5371891260147095,3.8304440886713564,9.6986555441981182,11.459702212177218,15.231881687883288
LM,O,2,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,early,0,40,locality,new,prompt,400,7,17,410,400,10.781583070605993,10.647349834442139,7.8538484573364258,13.601833343505859,16.582796287536624,22.103866577148438,400,-6.0592092927002525,-5.8585810661315918,-9.3533459901809692,-2.8932186365127563,0.18186979293823424,11.763643264770508
LM,O,2,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,early,0,40,locality,new,request_cluster,400,7,17,410,40,10.781583070605993,10.493744993209839,8.2546668171882622,12.660499739646912,15.270192613601687,18.212097644805908,40,-6.0592092927002525,-5.7105116114020351,-7.9316867082379758,-3.5765972316265104,-1.250264967456459,3.473735284805298
LM,O,2,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,early,0,40,locality,true,prompt,400,76,76,400,400,4.7223737779057409,4.1646718978881836,1.9679789841175079,6.6830108165740967,9.707023048400881,15.868227005004883,400,-6.0592092927002525,-5.8585810661315918,-9.3533459901809692,-2.8932186365127563,0.18186979293823424,11.763643264770508
LM,O,2,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,early,0,40,locality,true,request_cluster,400,76,76,400,40,4.7223737779057418,4.1602217571577054,2.9525864966446536,5.6103603130643025,8.054445147514345,11.686772251129151,40,-6.0592092927002525,-5.7105116114020351,-7.9316867082379758,-3.5765972316265104,-1.250264967456459,3.473735284805298
LM,O,2,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,middle,40,160,rewrite,new,prompt,120,117,118,121,120,0.1050579733070966,0.0020719129825010896,0.00066520493419375271,0.0069639771245419979,0.038161964341998172,8.2072515487670898,120,12.928877748408194,12.954608131709392,10.172174695297144,15.704296663214336,18.165472601374496,25.958925556100439
LM,O,2,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,middle,40,160,rewrite,new,request_cluster,120,117,118,121,120,0.1050579733070966,0.0020719129825010896,0.00066520493419375271,0.0069639771245419979,0.038161964341998172,8.2072515487670898,120,12.928877748408194,12.954608131709392,10.172174695297144,15.704296663214336,18.165472601374496,25.958925556100439
LM,O,2,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,middle,40,160,rewrite,true,prompt,120,0,2,122,120,13.033935721715292,12.956651210784912,10.173934698104858,15.705305099487305,18.16826057434082,25.959300994873047,120,12.928877748408194,12.954608131709392,10.172174695297144,15.704296663214336,18.165472601374496,25.958925556100439
LM,O,2,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,middle,40,160,rewrite,true,request_cluster,120,0,2,122,120,13.033935721715292,12.956651210784912,10.173934698104858,15.705305099487305,18.16826057434082,25.959300994873047,120,12.928877748408194,12.954608131709392,10.172174695297144,15.704296663214336,18.165472601374496,25.958925556100439
LM,O,2,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,middle,40,160,rephrase,new,prompt,240,135,137,242,240,2.468196416813377,0.8181900680065155,0.035095842555165291,3.8783280849456787,6.9939643859863274,18.009971618652344,240,6.3261084502754175,6.3584530353546143,2.3791823387145996,10.017034833319485,14.023678178014233,21.96878421529982
LM,O,2,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,middle,40,160,rephrase,new,request_cluster,240,135,137,242,120,2.468196416813377,1.8742524230619892,0.17843921249732375,3.640745997428894,5.9207663774490378,11.82834005355835,120,6.3261084502754175,6.3175784040358849,2.9391693621873856,9.350426363380393,12.608141396753496,19.271310657914
LM,O,2,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,middle,40,160,rephrase,true,prompt,240,6,8,244,240,8.794304867088794,8.5115323066711426,5.7940313816070557,11.516431093215942,14.411217403411865,21.968851089477539,240,6.3261084502754175,6.3584530353546143,2.3791823387145996,10.017034833319485,14.023678178014233,21.96878421529982
LM,O,2,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,middle,40,160,rephrase,true,request_cluster,240,6,8,244,120,8.794304867088794,8.6361167430877686,6.3004598021507263,10.949130296707153,13.70660433769226,19.271729469299316,120,6.3261084502754175,6.3175784040358849,2.9391693621873856,9.350426363380393,12.608141396753496,19.271310657914
LM,O,2,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,middle,40,160,locality,new,prompt,1200,7,7,1210,1200,10.370109336500366,10.395107746124268,7.9049919843673706,12.693033218383789,14.990716743469239,22.602733612060547,1200,-5.7184249805762377,-5.5675516128540039,-8.7106416970491409,-2.6885360777378082,-0.10034408569334832,11.625449270009995
LM,O,2,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,middle,40,160,locality,new,request_cluster,1200,7,7,1210,120,10.370109336500366,10.477616024017333,8.318177413940429,12.001245427131654,14.038761863708499,16.941564750671386,120,-5.7184249805762368,-5.8388806283473969,-7.5530952274799343,-3.3276672124862672,-2.1381831669807405,1.4305910110473632
LM,O,2,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,middle,40,160,locality,true,prompt,1200,249,269,1220,1200,4.6516843559241288,3.9248145818710327,1.772727370262146,6.9202395677566528,9.92908115386963,20.999975204467773,1200,-5.7184249805762377,-5.5675516128540039,-8.7106416970491409,-2.6885360777378082,-0.10034408569334832,11.625449270009995
LM,O,2,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,middle,40,160,locality,true,request_cluster,1200,249,269,1220,120,4.6516843559241297,4.2904747882857919,3.1785276025533675,5.7989678159356117,8.0089729309082074,11.524557399749757,120,-5.7184249805762368,-5.8388806283473969,-7.5530952274799343,-3.3276672124862672,-2.1381831669807405,1.4305910110473632
LM,O,2,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,recent,160,200,rewrite,new,prompt,40,39,39,40,40,0.13106152275577188,0.0018582945922389627,0.00082854725769720972,0.0038362672785297036,0.013426300231367393,4.380399227142334,40,12.634830225910992,12.135319617111236,10.066955320769921,15.173448922578245,18.92919690925628,23.886058244388551
LM,O,2,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,recent,160,200,rewrite,new,request_cluster,40,39,39,40,40,0.13106152275577188,0.0018582945922389627,0.00082854725769720972,0.0038362672785297036,0.013426300231367393,4.380399227142334,40,12.634830225910992,12.135319617111236,10.066955320769921,15.173448922578245,18.92919690925628,23.886058244388551
LM,O,2,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,recent,160,200,rewrite,true,prompt,40,0,0,41,40,12.765891748666764,12.136571407318115,10.068350076675415,15.174697399139404,18.932995223999026,23.886795043945312,40,12.634830225910992,12.135319617111236,10.066955320769921,15.173448922578245,18.92919690925628,23.886058244388551
LM,O,2,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,recent,160,200,rewrite,true,request_cluster,40,0,0,41,40,12.765891748666764,12.136571407318115,10.068350076675415,15.174697399139404,18.932995223999026,23.886795043945312,40,12.634830225910992,12.135319617111236,10.066955320769921,15.173448922578245,18.92919690925628,23.886058244388551
LM,O,2,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,recent,160,200,rephrase,new,prompt,80,43,43,80,80,2.9201725217666534,0.75850746035575867,0.043475449085235596,4.8191179037094116,7.7762541770935112,20.703525543212891,80,5.5812345138569075,6.3507605195045471,2.0403957813978195,9.6149311643093824,12.663768177002204,21.055645622313023
LM,O,2,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,recent,160,200,rephrase,new,request_cluster,80,43,43,80,40,2.9201725217666534,1.9745085798203945,0.048429520335048437,4.4927301090210676,6.1422577142715475,18.883160591125488,40,5.5812345138569075,6.7263397885108134,2.7854032535105944,8.906386939343065,12.102869392139837,19.915138850396033
LM,O,2,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,recent,160,200,rephrase,true,prompt,80,5,7,82,80,8.5014070356235614,8.2552652359008789,5.4297201633453369,11.969074964523315,13.838111972808841,21.060815811157227,80,5.5812345138569075,6.3507605195045471,2.0403957813978195,9.6149311643093824,12.663768177002204,21.055645622313023
LM,O,2,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,recent,160,200,rephrase,true,request_cluster,80,5,7,82,40,8.5014070356235614,8.6380786895751953,5.7271186113357544,10.681619763374329,13.190882921218874,19.918261528015137,40,5.5812345138569075,6.7263397885108134,2.7854032535105944,8.906386939343065,12.102869392139837,19.915138850396033
LM,O,2,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,recent,160,200,locality,new,prompt,400,4,4,400,400,10.3018381986022,10.433943748474121,7.9028663635253906,12.694262266159058,14.816421222686769,21.170654296875,400,-5.4469730842269204,-5.5668558180332184,-8.4712207149714231,-2.1094048023223877,0.2550060272216812,7.5749317407608032
LM,O,2,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,recent,160,200,locality,new,request_cluster,400,4,4,400,40,10.3018381986022,10.713773345947267,8.5928930521011342,12.058225274085999,13.262491035461426,16.52602939605713,40,-5.4469730842269204,-4.9917658448219306,-6.7925561092793938,-3.4240624003112314,-2.2522704795002935,1.8671175479888915
LM,O,2,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,recent,160,200,locality,true,prompt,400,90,97,410,400,4.8548651143752792,4.0667130947113037,1.4994776844978333,7.8205653429031372,10.229914760589603,16.16627311706543,400,-5.4469730842269204,-5.5668558180332184,-8.4712207149714231,-2.1094048023223877,0.2550060272216812,7.5749317407608032
LM,O,2,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,recent,160,200,locality,true,request_cluster,400,90,97,410,40,4.8548651143752792,4.8134976625442505,3.4883653499186038,6.313098365068436,7.1590564322471621,12.869215106964111,40,-5.4469730842269204,-4.9917658448219306,-6.7925561092793938,-3.4240624003112314,-2.2522704795002935,1.8671175479888915
LM,O,3,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,early,0,60,rewrite,new,prompt,60,58,59,61,60,0.30805763023951538,0.0013940146309323609,0.00057734268193598837,0.0033318225177936256,0.041828038915991801,14.532876968383789,60,13.11389537137887,14.080986517306883,11.078381143743172,16.183950382292096,17.991723264934262,23.049642464728095
LM,O,3,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,early,0,60,rewrite,new,request_cluster,60,58,59,61,60,0.30805763023951538,0.0013940146309323609,0.00057734268193598837,0.0033318225177936256,0.041828038915991801,14.532876968383789,60,13.11389537137887,14.080986517306883,11.078381143743172,16.183950382292096,17.991723264934262,23.049642464728095
LM,O,3,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,early,0,60,rewrite,true,prompt,60,1,1,60,60,13.421953001618386,14.083363056182861,11.079113245010376,16.184540748596191,17.992254066467286,23.051345825195312,60,13.11389537137887,14.080986517306883,11.078381143743172,16.183950382292096,17.991723264934262,23.049642464728095
LM,O,3,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,early,0,60,rewrite,true,request_cluster,60,1,1,60,60,13.421953001618386,14.083363056182861,11.079113245010376,16.184540748596191,17.992254066467286,23.051345825195312,60,13.11389537137887,14.080986517306883,11.078381143743172,16.183950382292096,17.991723264934262,23.049642464728095
LM,O,3,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,early,0,60,rephrase,new,prompt,120,65,67,122,120,2.6104010431579203,0.54166623950004578,0.018124052323400974,3.9196913838386536,9.1451723098754947,17.026361465454102,120,6.2761600224749294,7.0968486070632935,2.9131241366267204,10.397731953533366,14.143655570666306,22.323447113296425
LM,O,3,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,early,0,60,rephrase,new,request_cluster,120,65,67,122,60,2.6104010431579203,1.4474164880812168,0.10142718732822686,3.5957090016454458,6.6791053771972662,13.761703968048096,60,6.2761600224749294,6.8086047805845737,4.1763494238257408,10.28608142468147,13.272692311531864,20.387080884156603
LM,O,3,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,early,0,60,rephrase,true,prompt,120,6,6,120,120,8.8865610656328506,8.9962592124938965,5.328916072845459,11.957866907119751,14.601315975189209,22.32354736328125,120,6.2761600224749294,7.0968486070632935,2.9131241366267204,10.397731953533366,14.143655570666306,22.323447113296425
