alias,case_index,eff_margin_delta_il3_minus_il1,eff_nll_delta_il3_minus_il1,gen_margin_delta_il3_minus_il1,gen_max_nll_delta_il3_minus_il1,gen_nll_delta_il3_minus_il1,request_index,request_sha256,terminal_nll_delta_il3_minus_il1
llama3-8b-inst,2,1.8182373046875,-0.0057373046875,0.1953125,0.09375,0.0078125,0,77f07216c6ca6c39ab0274107bf776c38abd63ae8c1ca02ea59fcdab0f36e4e4,-0.019408212509006262
llama3-8b-inst,2,2.4906158447265625,-0.0218658447265625,-0.203125,-0.140625,-0.203125,1,8d67adfeef800f3ba3b181a61828d73e1a8c5712ee92223ca71ce23e8fee6253,-0.026756887324154377
llama3-8b-inst,2,2.18804931640625,-0.06304931640625,0.5927734375,-0.8125,-0.4677734375,2,6346c3ea243517cbad25c3a69368e9e4e406b1dc74740054f1cb5fffd458cc0c,-0.027623942587524652
llama3-8b-inst,2,2.385986328125,-0.010986328125,1.48828125,0.09375,-0.09765625,3,2089e9a0a34cd6b112042624259e5a1dfb017b6f95b70d028c2452eef4371262,-0.017667317762970924
llama3-8b-inst,2,1.141265869140625,-0.016265869140625,1.3609619140625,-1.2265625,-0.6422119140625,4,3a77016737e2b0f4dfa9685598e7703e88fe37b911c923d52a9dd4187d20f892,-0.02034521196037531
llama3-8b-inst,2,1.7601699829101562,-0.01016998291015625,-0.2947998046875,-0.04248046875,-0.0177001953125,5,0cbdcd102101aa2847555821e9cb9856e3e26f89510271de286f5bf4667c4094,-0.02103168750181794
llama3-8b-inst,2,1.9470977783203125,-0.0095977783203125,1.082763671875,-0.46875,-0.254638671875,6,28380ae63c22bfe558c51b74c37ea0f21b0d2a56d51d9668b669a7da0368ae22,-0.022105304524302483
llama3-8b-inst,2,2.65045166015625,-0.02545166015625,1.6766357421875,-0.10400390625,-0.0828857421875,7,5fb850b2455f7b7e5f6079f0dce941715ca198eff1276c7a4d63f6aaeb20d520,-0.01784063340164721
llama3-8b-inst,2,1.53277587890625,-0.03277587890625,0.53515625,-0.1875,-0.53515625,8,85a4eedb16a30908dfc36bf358b5d34dc472310148a017735bbdad65a96f977c,-0.024011101573705673
llama3-8b-inst,2,1.4405517578125,-0.0030517578125,-0.1640625,-0.03125,0.0078125,9,cf6f2bb990d5607be73e905f76a5a18c2756098f9d34cb16b4de12fe91ac1d3d,-0.006295379949733615
llama3-8b-inst,3,1.92852783203125,-0.05352783203125,2.0234375,-1.5,-1.9609375,0,d62d3daaa98597827218b56a25f7ae3bb2b223eaaf78b7acf4945a97a6ef323f,-0.07158470619469881
llama3-8b-inst,3,1.985260009765625,-0.047760009765625,0.03594970703125,0.8125,0.40155029296875,1,c4c0883e808830f850159906afcefc21c16dcd760fd4acf68e0181ad9745b79a,-0.039085447788238525
llama3-8b-inst,3,1.84014892578125,-0.02764892578125,1.5458984375,0.359375,0.1416015625,2,2d7a05de733521918b9b3c10f95568ee42e8fa4bbeb9911964758f2e95f6e9e4,-0.037187997717410326
llama3-8b-inst,3,1.9455642700195312,-0.00806427001953125,0.3671875,-0.34375,-0.4609375,3,7ad81b264c5bf8e0448ecd9bcdb6f342989288fde3543b7704f2c1ec659b7185,-0.038435474038124084
llama3-8b-inst,3,1.5111236572265625,-0.0111236572265625,1.12274169921875,-0.12890625,-0.09149169921875,4,b11185489a6e191b8145c5e43c46e1ac11afecedbb8858886ba16fb0915c52d5,-0.03527411073446274
llama3-8b-inst,3,1.960052490234375,-0.022552490234375,0.34130859375,-0.5390625,-0.41943359375,5,472026d0a81e0abea282876d5064eede5f410d0102c44d94d070ebf92420c771,-0.024681901093572378
llama3-8b-inst,3,1.0591049194335938,-0.05910491943359375,0.6475124359130859,0.42413330078125,0.13373756408691406,6,34da1f2e8dc9670ec41d7784fa8d025678bc1009ebfcc9577823787902857e92,-0.08155984058976173
llama3-8b-inst,3,2.48681640625,-0.04931640625,0.8671875,-0.9375,-0.4296875,7,9a6dd76f564eabe6d772c906c071d9d837193dc7543a04dc4a666f2c4bfaf5fc,-0.047007713466882706
llama3-8b-inst,3,1.737518310546875,-0.018768310546875,1.39990234375,-0.1962890625,-0.14208984375,8,c36d70eb53ba78389390e289afb5dd9f925d5772a413bd1a75bd67a4b4a12428,-0.036538210697472095
llama3-8b-inst,3,1.258331298828125,-0.039581298828125,-0.08001708984375,-0.0126953125,-0.01373291015625,9,63e9e046e3468bc2aaa15480bfe629a10c7ed43491d17ef3a0eceed9d49c6365,-0.015718300826847553
llama3-8b-inst,4,0.003082275390625,-0.003082275390625,0.23101806640625,-0.0294189453125,-0.02789306640625,0,94bd4b37a5d07ad36fd1f8d54bbc8b2908a74560edcbbcfa2e8cd869eebaf856,-0.00778936455026269
llama3-8b-inst,4,1.5671844482421875,-0.0046844482421875,0.69091796875,-0.05908203125,-0.03466796875,1,53a3ee42de862f325a85838efdb208f2f0d6da19694bc8ccc8241fd530598eea,-0.003222838742658496
llama3-8b-inst,4,0.3790740966796875,-0.0040740966796875,0.3175048828125,-0.00714111328125,-0.0050048828125,2,569f1a97c3971140f8e826932006d0d697bae8da7872d2105db2e6eab60839d6,-0.00533507764339447
llama3-8b-inst,4,0.688140869140625,-0.000640869140625,0.532196044921875,-0.028564453125,-0.016571044921875,3,93140396d3eb2d8f451a94d46170ab2af2e1f02d91529583cd73ad449bfb207e,-0.005256965756416321
llama3-8b-inst,4,0.881072998046875,-0.006072998046875,1.673828125,1.15625,0.357421875,4,e558da6313163140b0e184e8308f584bc1635823d3d2f9b3340fe9126e729a14,-0.014039089204743505
llama3-8b-inst,4,1.168914794921875,-0.012664794921875,0.566162109375,-0.0625,-0.034912109375,5,7412f9b677bdd6da6ceaf7b352a8013e66884fca96673ccdef4c91ded318ed24,-0.003371947444975376
llama3-8b-inst,4,2.14691162109375,-0.02191162109375,0.34765625,-0.625,-0.25,6,23c1238dd9069718d334ae7f722280560776c5e930ea2fdbe0f4b20ca542081e,-0.017874460900202394
llama3-8b-inst,4,0.7517166137695312,-0.00171661376953125,-0.46875,-0.25,-0.0625,7,35bf1daae2dea57e75a545d92be2a5b950f31eba85989d792f9f262e54660b84,-0.012531255488283932
llama3-8b-inst,4,0.447021484375,-0.009521484375,-0.52716064453125,-0.0654296875,-0.03533935546875,8,82e5ab0c97a6d3bf7b7c62e0fd42a5e8a875b906ce593c077f599ad5435d28ea,-0.005266407039016485
llama3-8b-inst,4,0.7529144287109375,-0.0029144287109375,0.696685791015625,-0.01483154296875,-0.009185791015625,9,eca5f60936dfc2d99bd2d8d8059966c1e2abd050a28822126da716e6255c6720,-0.004018399864435196
llama3-8b-inst,5,2.8577880859375,-0.0452880859375,2.20037841796875,-0.1639404296875,-0.10662841796875,0,c26d9f7b75c14056267c2567ba556e5b76ebfdac6a2231a6d3f1fc8bfa91ec2d,-0.05003204778768122
llama3-8b-inst,5,0.7572021484375,-0.0072021484375,0.3330078125,0.8125,0.3544921875,1,a61a8732e7087bac9df081e4cfb0319a07f61ccb3987494c7f24ded194e18d42,-0.017039139289408922
llama3-8b-inst,5,1.4452667236328125,-0.0077667236328125,0.302734375,-0.08203125,-0.083984375,2,c95165b3bb5e2754faaa370e60fd0e96d24767b8eda1af67c1f801d7f4671c79,-0.007209541508927941
llama3-8b-inst,5,1.7079925537109375,-0.0204925537109375,1.9060516357421875,-0.0406494140625,-0.0310516357421875,3,b60dce4b4fb7c58f26743b14e89bf6f65fd42fa8a116dc3a52707814fd0496fe,-0.02876519411802292
llama3-8b-inst,5,1.5653076171875,-0.0028076171875,1.0892333984375,-0.283203125,-0.1517333984375,4,6a691cf16b423bb1d5a6ce4bf3417dd2d707fdac2436c48131dec1cd89b48a6b,-0.00799594260752201
llama3-8b-inst,5,0.771148681640625,-0.021148681640625,0.171142578125,-0.15625,-0.077392578125,5,2a8f1b4955bc1a289af449ade95dfac602e09ca669c961f5c2f949575e94e148,-0.011517265113070607
llama3-8b-inst,5,1.572967529296875,-0.010467529296875,0.8948974609375,-0.3125,-0.1761474609375,6,fc11f308500869e6b6107573e91176f8fb98c2b06cc9eb7d8107d0fb1af68f64,-0.014828522223979235
llama3-8b-inst,5,1.253387451171875,-0.003387451171875,-0.421875,0.53125,0.375,7,409ab50440c393003452ca14f7a848b9b9c4c26eaf347918e74bd2328b526d48,-0.00669135176576674
llama3-8b-inst,5,1.327789306640625,-0.015289306640625,0.8470458984375,-0.19140625,-0.1126708984375,8,55b3125b46809bfd09b46805671031439ad32c9f96657b2e9a2e1d248c8bbb80,-0.008265691809356213
llama3-8b-inst,5,0.3786468505859375,-0.0036468505859375,0.3687744140625,-0.140625,-0.1187744140625,9,81c8c31e8abdcc2afdc5f07178b0a29d0dd009dcb1c5ad3746b934b567eccdeb,-0.0117642218247056
llama3-8b-inst,6,0.9539794921875,-0.0164794921875,0.6669921875,-0.265625,-0.1669921875,0,65fe8c1ae82c41f795ca50b2a0707d66874e1ae73ea6a6a34e23cc47f17c9e67,-0.019143676850944757
llama3-8b-inst,6,1.983062744140625,-0.045562744140625,1.2342910766601562,-0.026947021484375,-0.01554107666015625,1,2f7b6e27f3bba670acf943b4dec2a696193b1ce72e53248761d42a7b1a19ccf6,-0.04050058964639902
llama3-8b-inst,6,0.5672149658203125,-0.0047149658203125,-0.119873046875,0.34375,0.151123046875,2,97e557fa2d1959dfc82a211736e5b608f395a1f440583abd5d70d65a2fbf5cfe,-0.01227705692872405
llama3-8b-inst,6,0.12516021728515625,-0.00016021728515625,-0.0439453125,-0.03125,-0.0068359375,3,322b5d3c47aa80d2c94addc9a85c94282e44d92f9ccc5a0cf4cab593ea40cb3b,-4.6986970119178295e-05
llama3-8b-inst,6,2.908935546875,-0.033935546875,1.00927734375,0.0,-0.00927734375,4,2cb95a1a83adc4008a17e6b41b7af19fb47a468500652815384202b87b26ccb4,-0.02356497198343277
llama3-8b-inst,6,1.6406707763671875,-0.0156707763671875,0.756103515625,0.09765625,-0.037353515625,5,39cb134a7460153810c2e46692d13f26ce9cef48815e15c399b48c97a18eb027,-0.04337569372728467
llama3-8b-inst,6,-0.1251678466796875,0.0001678466796875,-0.0800628662109375,0.03515625,0.0175628662109375,6,50d6505f4bf83bb005d91ac06d26b044492e5bbdd5ebf7ac3ad402fb8cc9e12c,-0.0001566191203892231
llama3-8b-inst,6,0.9423065185546875,-0.0048065185546875,0.06719970703125,-0.109375,-0.09844970703125,7,48f8e5c9758bc1ecd0a5d87381377f2e938e3fbd115904598f843ea205a1cb29,-0.014207453466951847
llama3-8b-inst,6,3.316864013671875,-0.004364013671875,3.571573257446289,-0.01216888427734375,-0.009073257446289062,8,5222c50191326e7119d973b8926c803a0ac65079d8f3f3217e939a2eed376d81,-0.024218739476054907
llama3-8b-inst,6,1.82232666015625,-0.00982666015625,0.40625,0.078125,-0.328125,9,f296600e034a8a300da559a46de195efdd639d61128b9c3cc6a0887b1ef0d697,-0.01992837293073535
llama3-8b-inst,7,4.986534118652344,-0.04903411865234375,3.35400390625,-3.078125,-1.66650390625,0,1f15ad772a9fa6b37e334f9e0a833b6b234fbcc3e02b033e20f4c8f7f264ec9f,-0.11576356086879969
llama3-8b-inst,7,1.1692452430725098,-0.01300048828125,0.27927398681640625,-0.40625,-0.265625,1,c416911d0d03300f77dc8d76e3ad6eab8c96026a867011c7a7728857b99e3e0c,-0.024305561557412148
llama3-8b-inst,7,2.134552001953125,-0.009552001953125,2.7545623779296875,-0.0517578125,-0.0358123779296875,2,72a75cd16bd699577bf429e669049d3300002c7fd1905e4f2deb4e9e9cf79a10,-0.017776980064809322
llama3-8b-inst,7,1.019012451171875,-0.019012451171875,0.166015625,-0.1484375,-0.166015625,3,7e171f0683f1329a0b503c23931df0906725a579a73788155f049006f9ad9234,-0.013054001610726118
llama3-8b-inst,7,1.328521728515625,-0.016021728515625,1.608978271484375,-0.13427734375,-0.077728271484375,4,50b6d7182bbb50024151c35a1af67f6f578882edaea4f98b765ec14cd313defc,-0.028611284215003252
llama3-8b-inst,7,3.828460693359375,-0.015960693359375,2.484466552734375,-0.01739501953125,-0.015716552734375,5,93b075f0e328c3fcb2abafea111d73fd635b70813aa17f11fff9e5c8b5f55ff7,-0.020750621799379587
llama3-8b-inst,7,0.56817626953125,-0.00567626953125,0.1171875,0.0,0.0078125,6,4a7d0d23ef3616b440f41d94b1e628cc6114d354cc49b0d25337f302b7cbf3ec,-0.009477785788476467
llama3-8b-inst,7,-0.0623931884765625,-0.0001068115234375,-0.187591552734375,0.00030517578125,9.1552734375e-05,7,f9f16bc7443ae596666c746ce23ea545748ddb3ef4434d0c407eb162fe7d8dbc,-0.00023700273595750332
llama3-8b-inst,7,1.0034332275390625,-0.0034332275390625,0.794189453125,-0.020751953125,-0.012939453125,8,586d683ae8d67dfbb02210b31897583d20fe567bc9eaac6aaeb7fc136b111f58,-0.006824370473623276
llama3-8b-inst,7,0.5017547607421875,-0.0017547607421875,0.5784912109375,-0.07958984375,-0.0472412109375,9,917e1683ed6303e6329abda3892afc6a827a129a43cdc31f1361ee9a99cabca9,-0.00730447331443429
llama3-8b-inst,8,0.25177001953125,-0.00177001953125,0.2542724609375,-0.00634765625,-0.0042724609375,0,d97bda6d6a887cafe4132a43d6d106a50a3a151b295c299fbaa9079c4004d670,-0.0007840157486498356
llama3-8b-inst,8,1.85211181640625,-0.03961181640625,0.16796875,-0.3125,-0.15234375,1,7a3cc6340e797e103f5ab68ea59b5e176a2d12639a688d3976372b570f83f3d3,-0.0386954341083765
llama3-8b-inst,8,0.251953125,-0.189453125,1.2646484375,0.125,-0.1083984375,2,a0e3b3665e3acf91cc0f8e3266db11b483ea3b8269b38dbde27b268007d89343,-0.1681211981922388
llama3-8b-inst,8,1.46142578125,-0.02392578125,0.40771484375,-0.125,-0.18896484375,3,0f87867b9b690190efe9e3d65b533309c8a7791ed39a0a0b7c231d0b7d6a89a0,-0.05324883759021759
llama3-8b-inst,8,2.3169631958007812,-0.00446319580078125,0.3759765625,-0.0703125,-0.1259765625,4,44ab2dfa36200c934db39cfa054a5522dc88440bf69af322dc936c4ba1de5509,-0.02670590253546834
llama3-8b-inst,8,1.62579345703125,-0.03204345703125,0.859130859375,1.59375,0.758056640625,5,cb7c55a4e2dd79332d59c67a80558cdd018be66887291ba61bda4f4cd96f0c0d,-0.046381205320358276
llama3-8b-inst,8,2.021728515625,-0.084228515625,2.0030517578125,-0.65625,-0.4093017578125,6,bc8ea88677fa3c48a9f530c375644aa2795c663a9f9bd749229249c49602f1d7,-0.09787402488291264
llama3-8b-inst,8,2.54364013671875,-0.04364013671875,2.1640625,-0.109375,-0.4453125,7,b413834a331862a731306abda170f203ac59c4af3e39d4bd2b6671b13fa2651c,-0.05603049136698246
llama3-8b-inst,8,0.2894287109375,-0.0394287109375,-0.64453125,0.9375,0.45703125,8,62319418a997482ab3699f64675fd274c3b8fd81156833171d0938833ebbde03,-0.04077147413045168
llama3-8b-inst,8,0.765167236328125,-0.015167236328125,0.41796875,-0.734375,-0.48046875,9,f861df3f9c6e6a756af53dd86b9a6637d28dfec0707b093be1f1b66e0835538e,-0.05036290921270847
llama3-8b-inst,9,3.3064193725585938,-0.02516937255859375,2.6154327392578125,-0.056640625,-0.0685577392578125,0,c5da7945932414925468ad5192bc538d69616b204b0c19a08458be414ffd783d,-0.06382457911968231
llama3-8b-inst,9,0.8179931640625,-0.0367431640625,-0.017333984375,-0.02099609375,-0.029541015625,1,589228d3143b3e0e5da484e7298376b1b8067cb8a493d947f96663047fd97310,-0.03706447593867779
llama3-8b-inst,9,1.788848876953125,-0.038848876953125,1.207672119140625,-0.01806640625,-0.020172119140625,2,2a475a8db1c123494579a717b4a26faaf206a116fa5e2625a04fd4d22e6f1fe6,-0.051729814149439335
llama3-8b-inst,9,3.5610809326171875,-0.0610809326171875,0.7365264892578125,-0.09375,-0.0490264892578125,3,c5bb0823d9465b1daec7a2e191874ebc0e80430ac73333d7510aee66649f2711,-0.10402092710137367
llama3-8b-inst,9,2.8958282470703125,-0.0208282470703125,1.12451171875,-0.1455078125,-0.17138671875,4,3cdee578c9ea2f065dc37a81eef836ce67d8d7925897fa1b78b87f8ebf769bde,-0.04610360786318779
llama3-8b-inst,9,2.235107421875,-0.016357421875,1.3341217041015625,-0.0205078125,-0.0216217041015625,5,c2a511b461d586287863e69ded39d72e773ee7ff59c54b951a1fc191530a9230,-0.03137858025729656
llama3-8b-inst,9,3.314342498779297,-0.001842498779296875,0.09716796875,-0.1328125,-0.19091796875,6,3e85fe2dc398bc4391de8657ba293c4c2da08fa360ff4e648e41a041f0e4caa8,-0.04606816545128822
llama3-8b-inst,9,2.3267822265625,-0.0142822265625,1.228515625,-0.0703125,-0.150390625,7,0d37408f349a9e1575f9996b4666d8be3c1a4b030ef6385556f20138f0e45d77,-0.036616521421819925
llama3-8b-inst,9,1.44122314453125,-0.03497314453125,1.133544921875,-0.5390625,-0.297607421875,8,cad93aa25aedcacddc439835622bc76cd6fca8de2ba3a8c308395f1f1077074d,-0.014808082953095436
llama3-8b-inst,9,1.268035888671875,-0.018035888671875,0.2734375,-0.53125,-0.3671875,9,93d42cde8e8fd31026407a218569f7f6e8f3966169613fa62ecac7505fffc82b,-0.04631522949784994
llama3-8b-inst,10,0.6300048828125,-0.0050048828125,0.2724609375,-0.03515625,-0.0537109375,0,ff1c1d9405055ee8e382e7231c176b6bfdaa8fe6d7949fc5d436643c5ad7ca6c,-0.009312928188592196
llama3-8b-inst,10,0.7538223266601562,-0.00382232666015625,0.49261474609375,-0.0250244140625,-0.02386474609375,1,33d7d08444cf56ef400978ca49e87be35361a5b7e9d51181355ebe6914d6ed92,-0.006292436504736543
llama3-8b-inst,10,3.2399749755859375,-0.2399749755859375,2.8019561767578125,-0.6634521484375,-0.6144561767578125,2,719bc0576defaa23049b37c5031acb62bc8db10d464ac03f6da1299e2cd3a5b7,-0.24916344648227096
llama3-8b-inst,10,2.878650665283203,-0.003650665283203125,3.3219223022460938,-0.009765625,-0.00942230224609375,3,9ca8ef6d615cff61f4b47ea671a3b6ee00e045b5353a561638eae765a2c6c5ff,-0.010973134194500744
llama3-8b-inst,10,1.460174560546875,-0.022674560546875,0.3828125,0.296875,0.0703125,4,5be41b224968c5352077e3540871e2fe58f711f7d4c62e7adf253619a971f328,-0.018790809903293848
llama3-8b-inst,10,2.8585205078125,-0.0460205078125,1.2896652221679688,-0.201171875,-0.10216522216796875,5,dbf463ad5bb621bfe8a9a2c2319e02df1ad94daa27c797d0294c20d6f80a83f2,-0.019059808226302266
llama3-8b-inst,10,0.025421142578125,-0.025421142578125,-3.603515625,2.15625,1.087890625,6,c6d164c926536dfcf140503cf8c1f3ba3f16534a36f08de1199bc1f118a10e43,-0.03136808052659035
llama3-8b-inst,10,5.010700225830078,-0.010700225830078125,2.665313720703125,-0.546875,-0.290313720703125,7,bec2d64187af6c88f13d2db08996689e9e0dd634593dcaa26ba2380288b964d1,-0.01963178114965558
llama3-8b-inst,10,1.6358184814453125,-0.0108184814453125,0.15875244140625,-0.25390625,-0.12750244140625,8,c7f5868b37621703d985c03ffc002fca966f236b80fa46fa2649ad61e8f5f82f,-0.012815105263143778
llama3-8b-inst,10,0.7606658935546875,-0.0106658935546875,0.3984375,-0.15625,-0.1484375,9,d9adf170517c84e347c8b92c76d199c5006909274e4ea6d0c61da2f5ed455049,-0.02313726209104061
qwen2.5-7b-inst,1,1.929229736328125,-0.022979736328125,0.109375,-0.125,-0.078125,0,285a3add6f31d8546b0d76689a016bc0f9f7d8e58c95f54e87bba48ad5cabc65,-0.019867860712110996
qwen2.5-7b-inst,1,0.9603271484375,-0.0228271484375,1.72900390625,-1.15625,-0.63525390625,1,6abbaf2496b409f11036390da3b47c9272a243b8a164ca3d9f9a65fafbec985d,-0.026469300501048565
qwen2.5-7b-inst,1,1.40283203125,-0.15283203125,0.40234375,-0.15625,-0.30859375,2,9e6706cd1a722d31b1dbfa3eba84ea86ef6cdb2c3c17d63b21f5cc7e76ef6e7d,-0.06752172019332647
qwen2.5-7b-inst,1,2.368133544921875,-0.055633544921875,-0.22265625,-0.0625,0.03515625,3,90537afae22e47988418137733b2bba6fe78ac3f2cf3e8a710430cb784b35dc9,-0.02719537541270256
qwen2.5-7b-inst,1,0.7504596710205078,-0.0004596710205078125,0.24951171875,-0.029296875,-0.03076171875,4,a77982960263f0dfb48efd2b8425a460b3d20430fb61ce562f7e2ffbbd3561fd,-0.02628696896135807
qwen2.5-7b-inst,1,1.34271240234375,-0.03021240234375,0.015625,0.3125,-0.015625,5,cc987485b7f9961ef45a3aeb9301abf629d197b349e59b58ed6f5592212f16a5,-0.04587266314774752
qwen2.5-7b-inst,1,2.7624969482421875,-0.0749969482421875,0.5001296997070312,-0.1875,-0.09387969970703125,6,042d6957cbf51889a68f9ec05692ae02395bbfb258ab0b145b56d98b06844fc8,-0.031158291269093752
qwen2.5-7b-inst,1,2.5181884765625,-0.0806884765625,0.359619140625,-0.25390625,-0.140869140625,7,05dcb1cec09134d2efacd122ce09e701a8db7624e92b7aacd3194a7f4fdb415c,-0.030786246061325073
qwen2.5-7b-inst,1,2.370819091796875,-0.058319091796875,-0.19384765625,0.03125,0.02978515625,8,db99bc188dd5a31df5e5c30a1acc5379a51ae45dff15346ebc2be90a1d016ffb,-0.01721842889674008
qwen2.5-7b-inst,1,3.126220703125,-0.063720703125,0.828125,-1.21875,-0.78125,9,4042d278f9a0433f41f891fcbc391eee910a5adfea1cc73f3792d75698ffdd46,-0.03818097151815891
qwen2.5-7b-inst,2,0.33441162109375,-0.02191162109375,-0.70703125,-0.171875,-0.13671875,0,77f07216c6ca6c39ab0274107bf776c38abd63ae8c1ca02ea59fcdab0f36e4e4,-0.014007930178195238
qwen2.5-7b-inst,2,1.58038330078125,-0.01788330078125,-0.0625,-0.1875,-0.1875,1,8d67adfeef800f3ba3b181a61828d73e1a8c5712ee92223ca71ce23e8fee6253,-0.01144554978236556
qwen2.5-7b-inst,2,1.131561279296875,-0.006561279296875,0.40234375,-0.21875,-0.27734375,2,6346c3ea243517cbad25c3a69368e9e4e406b1dc74740054f1cb5fffd458cc0c,-0.008515646681189537
qwen2.5-7b-inst,2,2.234893798828125,-0.016143798828125,0.40625,-0.40625,-0.3828125,3,2089e9a0a34cd6b112042624259e5a1dfb017b6f95b70d028c2452eef4371262,-0.007755538448691368
qwen2.5-7b-inst,2,1.20928955078125,-0.02178955078125,-0.111328125,-0.109375,-0.060546875,4,3a77016737e2b0f4dfa9685598e7703e88fe37b911c923d52a9dd4187d20f892,-0.012113243341445923
qwen2.5-7b-inst,2,2.90234375,-0.02734375,1.016357421875,-0.1328125,-0.078857421875,5,0cbdcd102101aa2847555821e9cb9856e3e26f89510271de286f5bf4667c4094,-0.009043602854944766
qwen2.5-7b-inst,2,1.9446029663085938,-0.00710296630859375,0.73046875,-0.056640625,-0.10546875,6,28380ae63c22bfe558c51b74c37ea0f21b0d2a56d51d9668b669a7da0368ae22,-0.005849940236657858
qwen2.5-7b-inst,2,0.00048828125,-0.00048828125,-0.17919921875,0.00390625,-0.00830078125,7,5fb850b2455f7b7e5f6079f0dce941715ca198eff1276c7a4d63f6aaeb20d520,-0.0004936668556183577
qwen2.5-7b-inst,2,0.1291351318359375,-0.0041351318359375,-0.17578125,-0.1875,-0.10546875,8,85a4eedb16a30908dfc36bf358b5d34dc472310148a017735bbdad65a96f977c,-0.007141156122088432
qwen2.5-7b-inst,2,0.378326416015625,-0.003326416015625,0.44677734375,-0.0078125,-0.00927734375,9,cf6f2bb990d5607be73e905f76a5a18c2756098f9d34cb16b4de12fe91ac1d3d,-0.005132982507348061
qwen2.5-7b-inst,3,3.90130615234375,-0.02630615234375,0.234375,-0.03125,-0.265625,0,d62d3daaa98597827218b56a25f7ae3bb2b223eaaf78b7acf4945a97a6ef323f,-0.024179819971323013
qwen2.5-7b-inst,3,2.4593505859375,-0.3031005859375,0.408203125,-0.5,-0.283203125,1,c4c0883e808830f850159906afcefc21c16dcd760fd4acf68e0181ad9745b79a,-0.06809881841763854
qwen2.5-7b-inst,3,2.105010986328125,-0.042510986328125,1.6005859375,-0.3046875,-0.3505859375,2,2d7a05de733521918b9b3c10f95568ee42e8fa4bbeb9911964758f2e95f6e9e4,-0.022094201296567917
qwen2.5-7b-inst,3,3.069061279296875,-0.037811279296875,0.84375,-0.5,-0.609375,3,7ad81b264c5bf8e0448ecd9bcdb6f342989288fde3543b7704f2c1ec659b7185,-0.03176979208365083
qwen2.5-7b-inst,3,4.458740234375,-0.771240234375,1.3125,0.0,-0.09375,4,b11185489a6e191b8145c5e43c46e1ac11afecedbb8858886ba16fb0915c52d5,-0.6339392373338342
qwen2.5-7b-inst,3,3.537384033203125,-0.099884033203125,1.42919921875,-0.33984375,-0.30419921875,5,472026d0a81e0abea282876d5064eede5f410d0102c44d94d070ebf92420c771,-0.03554346598684788
qwen2.5-7b-inst,3,1.351959228515625,-0.039459228515625,0.7290761470794678,-0.2813720703125,-0.16657614707946777,6,34da1f2e8dc9670ec41d7784fa8d025678bc1009ebfcc9577823787902857e92,-0.03224983112886548
qwen2.5-7b-inst,3,0.8136978149414062,-0.00119781494140625,-0.40625,0.1875,0.34375,7,9a6dd76f564eabe6d772c906c071d9d837193dc7543a04dc4a666f2c4bfaf5fc,-0.025722468504682183
