arm,batch,population,metric,group,prompt_denominator,request_denominator,numerator,rate,ties,request_all_success_numerator,order_sha256,bit_order_sha256,new_strict_numerator,new_strict_rate,new_request_all_strict_numerator,new_request_all_strict_rate,new_token_correct,new_token_denominator,new_token_accuracy,true_strict_numerator,true_strict_rate,true_request_all_strict_numerator,true_request_all_strict_rate,true_token_correct,true_token_denominator,true_token_accuracy
RES8,55,suffix,PS,ACTIVE_TARGET,998,499,978,0.9799599198396793,0,481,0639803159111e6c0158c8d8ffb80d7b1adc735bbacabe85399ff4e3e2b1cf25,2b8027834a18a068ba1f8de7a355a12fd8ca6a25c4bb4d65fa7a33eda0744d5b,714,0.7154308617234469,278,0.5571142284569138,727,1012,0.7183794466403162,1,0.001002004008016032,0,0.0,13,1010,0.01287128712871287
RES8,55,suffix,PS,SUPERSEDED,2,1,1,0.5,0,0,d6be93e1a1a3f61a3433c7b16bcc1becc85ea0f4cf05ec23f332b224214a02d4,c3f1d4039cf4765638dccbf53eee05908e1c370b5ef9b58211d2174bdd9937dc,1,0.5,0,0.0,1,2,0.5,0,0.0,0,0.0,0,2,0.0
RES8,55,suffix,PS,UNKNOWN_RELATION,0,0,0,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,,0,,0,0,,0,,0,,0,0,
RES8,55,suffix,NS,ALL,5000,500,3611,0.7222,0,147,3888cf778c56fc9e67dbb8321aff30a83076c58fd78e90e9d007d7e043109456,fefae043ee5b6ddcc515664f311fc28164c22aeb3fdb5a94d81fcfc3a15c91f0,213,0.0426,0,0.0,282,5070,0.05562130177514793,575,0.115,0,0.0,635,5060,0.12549407114624506
RES8,55,suffix,NS,ACTIVE_TARGET,4990,499,3602,0.7218436873747495,0,147,14c29f67ddea9384cef0334864f7906d4ffb3138d769f5a1eae5b7db4cd66cd3,2f9b702e36ba6d0ec85674de88bee48a3b056c3cfa0b6b952a0532adac9768d5,213,0.042685370741482966,0,0.0,282,5060,0.055731225296442685,575,0.11523046092184369,0,0.0,635,5050,0.12574257425742574
RES8,55,suffix,NS,SUPERSEDED,10,1,9,0.9,0,0,4c92c36935f7e06b2d99740b10544efaf8efd1872aac68c301ffdad0d86cc14d,7dc7274961996b90c95896585ad9ae80c957c1d9fa52b02610f1cf2ef7a2063b,0,0.0,0,0.0,0,10,0.0,0,0.0,0,0.0,0,10,0.0
RES8,55,suffix,NS,UNKNOWN_RELATION,0,0,0,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,,0,,0,0,,0,,0,,0,0,
RES8,56,current,RS,ALL,100,100,100,1.0,0,100,edc8150be6b620d66705a8f6242dd6cad3c49614014f74057b1e6bf7c38dfabe,ab84a6943b4514cccfac181656a4aac89d48de18efeeced161c191b0a094f4e1,100,1.0,100,1.0,105,105,1.0,0,0.0,0,0.0,4,104,0.038461538461538464
RES8,56,current,PS,ALL,200,100,192,0.96,0,93,dafde2ff55dc7d5f053c964c17c4d7eb217f89f4adc564346ec5337ca3279709,448fb923a149d31bfe1e064d6b3c1416b6aba70d0078557d6e92024dac50fda3,142,0.71,57,0.57,152,210,0.7238095238095238,1,0.005,0,0.0,9,208,0.04326923076923077
RES8,56,current,NS,ALL,1000,100,693,0.693,0,22,00389932588b925828f401d92373e87f3da998ab87ac9d2ce7cbf8239815a29c,1f497b4c438e40135daf56ad96bbdb70233a7e3ca680c188c342ffd988d8c414,42,0.042,0,0.0,91,1050,0.08666666666666667,87,0.087,0,0.0,127,1040,0.12211538461538461
RES8,56,historical,RS,ALL,128,128,128,1.0,0,128,49c3aa0410faa279cb4105f46dcb5a374a2ad1820e8bd1fae9da17f1739f4d01,4a46b72e59faaabc3052c4ef7c4ce238f9c15c4d2314ff222f161101c7e47ed4,124,0.96875,124,0.96875,124,128,0.96875,0,0.0,0,0.0,0,128,0.0
RES8,56,historical,RS,ACTIVE_TARGET,124,124,124,1.0,0,124,42205eaaa54bc134286058569563a5fd3947a246e604d53104f8ec1fa2e7c8c4,150786e9b79536f282a59aac9dbf153d0b81113f16bba40d37a26a340e9fc75e,122,0.9838709677419355,122,0.9838709677419355,122,124,0.9838709677419355,0,0.0,0,0.0,0,124,0.0
RES8,56,historical,RS,SUPERSEDED,4,4,4,1.0,0,4,fdb2ce97a1f4c2950b450f0cb6b4295a515aa3c7d6060bbcbe0710517968f895,d595541fc3518759793416c68e211d8383688498b8a6ce23a74c78cc703a317e,2,0.5,2,0.5,2,4,0.5,0,0.0,0,0.0,0,4,0.0
RES8,56,historical,RS,UNKNOWN_RELATION,0,0,0,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,,0,,0,0,,0,,0,,0,0,
RES8,56,historical,PS,ALL,256,128,249,0.97265625,0,121,ad04e4c9165dc2968762f1be57e56ecd3200a794a6f9119060043ed6ae660483,4da4ea93928d23897a439e2582e3e62aad9e45201a2f84bcbc1206ca3a140001,179,0.69921875,66,0.515625,179,256,0.69921875,0,0.0,0,0.0,0,256,0.0
RES8,56,historical,PS,ACTIVE_TARGET,248,124,244,0.9838709677419355,0,120,3791f82e104a2ada4b398dc1db2a2264fb0af62a4e4bf6aef0a086422f32f1f0,c1446b062baa0cd1b3a76e0ece26eca833beaceef1e4bd7180d62220c5a0a45e,178,0.717741935483871,66,0.532258064516129,178,248,0.717741935483871,0,0.0,0,0.0,0,248,0.0
RES8,56,historical,PS,SUPERSEDED,8,4,5,0.625,0,1,62062e6cb49887f32a1c76fdf17b099924e6047363e07cb4722f9c3296834b1c,c7dc7e8fc447c86c76c7d67edb645c1538021107b3dcdc6054196bcc608154bc,1,0.125,0,0.0,1,8,0.125,0,0.0,0,0.0,0,8,0.0
RES8,56,historical,PS,UNKNOWN_RELATION,0,0,0,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,,0,,0,0,,0,,0,,0,0,
RES8,56,historical,NS,ALL,1280,128,881,0.68828125,0,35,44ffffbda00cae6fb736e66766f9335f3770a75bc0424d960da4e3f3546df901,aaf0b4a718b95f907a7b25428fba25a39b1a8bf715db907f70a89204d19113bb,77,0.06015625,0,0.0,77,1280,0.06015625,148,0.115625,0,0.0,148,1280,0.115625
RES8,56,historical,NS,ACTIVE_TARGET,1240,124,859,0.692741935483871,0,34,a5877f0728f82ce6c3766b9a09a6887ba7c195abf4b87c8d0f6257a5d1f4382a,3bbc313aaf81ebbd81e0fd5a63f636cf53f55c36163223416ab04f9219369e75,76,0.06129032258064516,0,0.0,76,1240,0.06129032258064516,148,0.11935483870967742,0,0.0,148,1240,0.11935483870967742
RES8,56,historical,NS,SUPERSEDED,40,4,22,0.55,0,1,c783b8eee87ee1f8bdc0657262a67cfe71155effba81fc0256ecd9a309a7cf8c,f691293e89c21262f3cc856254123ca9f47a03ffbe6b612a9112f68db86fdb14,1,0.025,0,0.0,1,40,0.025,0,0.0,0,0.0,0,40,0.0
RES8,56,historical,NS,UNKNOWN_RELATION,0,0,0,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,,0,,0,0,,0,,0,,0,0,
RES8,57,current,RS,ALL,100,100,100,1.0,0,100,7aee12d22eb2fef2e76faa40edcd5a76fa446e3fe63f32d22936839f6e586725,0c701b5e7b1789e559230d5346087f14474c0172988db4962dec0aa96305239c,100,1.0,100,1.0,100,100,1.0,0,0.0,0,0.0,1,101,0.009900990099009901
RES8,57,current,PS,ALL,200,100,197,0.985,0,97,5040fe0bd85ff1b57a9a162dfa313c08220d637955e21b88f756be6aa2aeca23,3878611145bf2d7138b01a2a1c5e63504e9505b297aac96869aa3ff24d65fc93,144,0.72,54,0.54,144,200,0.72,0,0.0,0,0.0,1,202,0.0049504950495049506
RES8,57,current,NS,ALL,1000,100,727,0.727,0,33,1de380b85496b24dd4bafdbe1c7117315b8fdd6afb86dc65f018dd7b5e696b1f,1b20b2324c9d76a1e41b727388c7adc0b42f5f4e6398159dce8583a4f0cbf6b0,45,0.045,1,0.01,45,1000,0.045,92,0.092,0,0.0,102,1010,0.100990099009901
RES8,57,historical,RS,ALL,128,128,128,1.0,0,128,49c3aa0410faa279cb4105f46dcb5a374a2ad1820e8bd1fae9da17f1739f4d01,4a46b72e59faaabc3052c4ef7c4ce238f9c15c4d2314ff222f161101c7e47ed4,123,0.9609375,123,0.9609375,123,128,0.9609375,0,0.0,0,0.0,0,128,0.0
RES8,57,historical,RS,ACTIVE_TARGET,123,123,123,1.0,0,123,bf365f7255b37f55d30f4b586a3c200713377d76730762a59f21f449acec0e52,91afc99f1d29a5487f3b064adead82f38c3e042056d2efc23eb4a790b74eda13,121,0.983739837398374,121,0.983739837398374,121,123,0.983739837398374,0,0.0,0,0.0,0,123,0.0
RES8,57,historical,RS,SUPERSEDED,5,5,5,1.0,0,5,3fed3054e520047218b591237b715abb7cfd2aeec4b15c0dc70ff6f874d210cb,cc5484e6ffe445042d66b3c1d8354cd35323ebae32d3c2132347f58b3935b3d3,2,0.4,2,0.4,2,5,0.4,0,0.0,0,0.0,0,5,0.0
RES8,57,historical,RS,UNKNOWN_RELATION,0,0,0,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,,0,,0,0,,0,,0,,0,0,
RES8,57,historical,PS,ALL,256,128,250,0.9765625,0,122,ad04e4c9165dc2968762f1be57e56ecd3200a794a6f9119060043ed6ae660483,86dc807c5d5bdba253543a6ddabcad34fd0500081de7b4724e510f7459f0ee65,179,0.69921875,66,0.515625,179,256,0.69921875,0,0.0,0,0.0,0,256,0.0
RES8,57,historical,PS,ACTIVE_TARGET,246,123,243,0.9878048780487805,0,120,f99a73ea7daff5a354dc12c9ca9b8c8a31d138551bd0ada98b9c295dc3361a63,598d1294ebfcf90d9b4d14e862aa6b3be69685eb84085e689dfab1dd17bf2fbe,178,0.7235772357723578,66,0.5365853658536586,178,246,0.7235772357723578,0,0.0,0,0.0,0,246,0.0
RES8,57,historical,PS,SUPERSEDED,10,5,7,0.7,0,2,570ef4d09ebf6c9af11a77e1dfd0bd09118722854386e14c5c5c0740fb4b7e8e,e49db44f0f140cb11566ea44b56b10436af5c7d32e34cd1e9cf2e3cd0a77d9c9,1,0.1,0,0.0,1,10,0.1,0,0.0,0,0.0,0,10,0.0
RES8,57,historical,PS,UNKNOWN_RELATION,0,0,0,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,,0,,0,0,,0,,0,,0,0,
RES8,57,historical,NS,ALL,1280,128,881,0.68828125,0,34,44ffffbda00cae6fb736e66766f9335f3770a75bc0424d960da4e3f3546df901,4ff9b8789977ccd59c27ecfeb5f1452febfd261f49bde9ed84b687e94f623d82,78,0.0609375,0,0.0,78,1280,0.0609375,146,0.1140625,0,0.0,146,1280,0.1140625
RES8,57,historical,NS,ACTIVE_TARGET,1230,123,853,0.6934959349593496,0,33,e5d3b14bf005c49ef53a8a55bfa49c794af3462e754ec07543613fc8dc4b5bab,8cfe4fa0adb519092f40e14390b1cf6d7d04ee095dc55aa631db6500c3dd1d55,77,0.06260162601626017,0,0.0,77,1230,0.06260162601626017,146,0.11869918699186992,0,0.0,146,1230,0.11869918699186992
RES8,57,historical,NS,SUPERSEDED,50,5,28,0.56,0,1,912c1306110e50e4be348778f1e55b02fe3ec2d68a64383c5dffdcde7229bfb2,55944b4909711088b5be7e71d55bf2cf8b08078a7a01401fdf29e4c54e7c74b5,1,0.02,0,0.0,1,50,0.02,0,0.0,0,0.0,0,50,0.0
RES8,57,historical,NS,UNKNOWN_RELATION,0,0,0,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,,0,,0,0,,0,,0,,0,0,
RES8,58,current,RS,ALL,100,100,100,1.0,0,100,6b7d5341651e255659ecb52125cb91ef266370136f40464d32d45a5455c8bbb5,0a0632217c8637d82f19087db7ce5351aa0e004a04fd1f7b3e440beb923b48f0,100,1.0,100,1.0,101,101,1.0,0,0.0,0,0.0,4,104,0.038461538461538464
RES8,58,current,PS,ALL,200,100,197,0.985,0,97,687a45f615977f84eeffdcae47935948a4518122f7d2f1c603dfc3d3e7988e04,a937fad09e236431389bc8acbac5453d90f40f54ff315bbcb53cbd94f826527d,133,0.665,47,0.47,135,202,0.6683168316831684,1,0.005,0,0.0,9,208,0.04326923076923077
RES8,58,current,NS,ALL,1000,100,711,0.711,0,23,c461f5f9f480254be5eb7d9f79c927f78bbf47b9cbf5018a3b226446f5a94b7d,27dba3d2e8d764351e4af044308abd4f427b14e89741b0c4a9a376398f845088,38,0.038,0,0.0,48,1010,0.047524752475247525,117,0.117,0,0.0,157,1040,0.15096153846153845
RES8,58,historical,RS,ALL,128,128,128,1.0,0,128,49c3aa0410faa279cb4105f46dcb5a374a2ad1820e8bd1fae9da17f1739f4d01,4a46b72e59faaabc3052c4ef7c4ce238f9c15c4d2314ff222f161101c7e47ed4,123,0.9609375,123,0.9609375,123,128,0.9609375,0,0.0,0,0.0,0,128,0.0
RES8,58,historical,RS,ACTIVE_TARGET,123,123,123,1.0,0,123,bf365f7255b37f55d30f4b586a3c200713377d76730762a59f21f449acec0e52,91afc99f1d29a5487f3b064adead82f38c3e042056d2efc23eb4a790b74eda13,121,0.983739837398374,121,0.983739837398374,121,123,0.983739837398374,0,0.0,0,0.0,0,123,0.0
RES8,58,historical,RS,SUPERSEDED,5,5,5,1.0,0,5,3fed3054e520047218b591237b715abb7cfd2aeec4b15c0dc70ff6f874d210cb,cc5484e6ffe445042d66b3c1d8354cd35323ebae32d3c2132347f58b3935b3d3,2,0.4,2,0.4,2,5,0.4,0,0.0,0,0.0,0,5,0.0
RES8,58,historical,RS,UNKNOWN_RELATION,0,0,0,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,,0,,0,0,,0,,0,,0,0,
RES8,58,historical,PS,ALL,256,128,250,0.9765625,0,122,ad04e4c9165dc2968762f1be57e56ecd3200a794a6f9119060043ed6ae660483,86dc807c5d5bdba253543a6ddabcad34fd0500081de7b4724e510f7459f0ee65,181,0.70703125,67,0.5234375,181,256,0.70703125,0,0.0,0,0.0,0,256,0.0
RES8,58,historical,PS,ACTIVE_TARGET,246,123,243,0.9878048780487805,0,120,f99a73ea7daff5a354dc12c9ca9b8c8a31d138551bd0ada98b9c295dc3361a63,598d1294ebfcf90d9b4d14e862aa6b3be69685eb84085e689dfab1dd17bf2fbe,180,0.7317073170731707,67,0.5447154471544715,180,246,0.7317073170731707,0,0.0,0,0.0,0,246,0.0
RES8,58,historical,PS,SUPERSEDED,10,5,7,0.7,0,2,570ef4d09ebf6c9af11a77e1dfd0bd09118722854386e14c5c5c0740fb4b7e8e,e49db44f0f140cb11566ea44b56b10436af5c7d32e34cd1e9cf2e3cd0a77d9c9,1,0.1,0,0.0,1,10,0.1,0,0.0,0,0.0,0,10,0.0
RES8,58,historical,PS,UNKNOWN_RELATION,0,0,0,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,,0,,0,0,,0,,0,,0,0,
RES8,58,historical,NS,ALL,1280,128,870,0.6796875,0,34,44ffffbda00cae6fb736e66766f9335f3770a75bc0424d960da4e3f3546df901,542ea291ee9e1cadaadcfd86a4a068592f0bd46882bc622a3230f6beb51cf35f,78,0.0609375,0,0.0,78,1280,0.0609375,143,0.11171875,0,0.0,143,1280,0.11171875
RES8,58,historical,NS,ACTIVE_TARGET,1230,123,842,0.6845528455284553,0,33,e5d3b14bf005c49ef53a8a55bfa49c794af3462e754ec07543613fc8dc4b5bab,e6f75ffcb904280ce1b26c86824555032fe3d571bb65ce8be73079c283415eca,77,0.06260162601626017,0,0.0,77,1230,0.06260162601626017,143,0.11626016260162601,0,0.0,143,1230,0.11626016260162601
RES8,58,historical,NS,SUPERSEDED,50,5,28,0.56,0,1,912c1306110e50e4be348778f1e55b02fe3ec2d68a64383c5dffdcde7229bfb2,41ff91a809a47b2b41d0fc0482f29422b7f7a7f388c418ee52ed3e6339e62330,1,0.02,0,0.0,1,50,0.02,0,0.0,0,0.0,0,50,0.0
RES8,58,historical,NS,UNKNOWN_RELATION,0,0,0,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,,0,,0,0,,0,,0,,0,0,
RES8,59,current,RS,ALL,100,100,100,1.0,0,100,b1762585e08c2fed4c5164e290388defa08e04afbc7898c700b8fc1ab4c69a48,426b047740fec0f24eb08d88f6563dab02828b448370e5d0b3b4923fc0d8d14e,100,1.0,100,1.0,103,103,1.0,0,0.0,0,0.0,1,101,0.009900990099009901
RES8,59,current,PS,ALL,200,100,197,0.985,0,97,21db778346c335ac09473c556736b090c6cc6dc6ea4db1a6fb9a4fe46d09b4a7,402bb9fe0e559743aff9ec859b1e6b386a5c372fc0b28b2805bea5b71bf72d3a,143,0.715,56,0.56,149,206,0.7233009708737864,0,0.0,0,0.0,2,202,0.009900990099009901
RES8,59,current,NS,ALL,1000,100,695,0.695,0,24,e4d7f8c0a3016c7c148fd8cda3db2f5330ae9787480f0af8783da1cf893a64c5,ab02f49f04fff5d61f279f715c1029c0a2adfcb0d4d1f8c4f8fa3765e247c3da,51,0.051,0,0.0,81,1030,0.07864077669902912,114,0.114,0,0.0,122,1010,0.12079207920792079
RES8,59,historical,RS,ALL,128,128,128,1.0,0,128,49c3aa0410faa279cb4105f46dcb5a374a2ad1820e8bd1fae9da17f1739f4d01,4a46b72e59faaabc3052c4ef7c4ce238f9c15c4d2314ff222f161101c7e47ed4,123,0.9609375,123,0.9609375,123,128,0.9609375,0,0.0,0,0.0,0,128,0.0
RES8,59,historical,RS,ACTIVE_TARGET,123,123,123,1.0,0,123,bf365f7255b37f55d30f4b586a3c200713377d76730762a59f21f449acec0e52,91afc99f1d29a5487f3b064adead82f38c3e042056d2efc23eb4a790b74eda13,121,0.983739837398374,121,0.983739837398374,121,123,0.983739837398374,0,0.0,0,0.0,0,123,0.0
RES8,59,historical,RS,SUPERSEDED,5,5,5,1.0,0,5,3fed3054e520047218b591237b715abb7cfd2aeec4b15c0dc70ff6f874d210cb,cc5484e6ffe445042d66b3c1d8354cd35323ebae32d3c2132347f58b3935b3d3,2,0.4,2,0.4,2,5,0.4,0,0.0,0,0.0,0,5,0.0
RES8,59,historical,RS,UNKNOWN_RELATION,0,0,0,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,,0,,0,0,,0,,0,,0,0,
RES8,59,historical,PS,ALL,256,128,251,0.98046875,0,123,ad04e4c9165dc2968762f1be57e56ecd3200a794a6f9119060043ed6ae660483,6a841b456ba8899a78744763a635c058cf7341b8976a422557f7e26b608b8b3f,180,0.703125,66,0.515625,180,256,0.703125,0,0.0,0,0.0,0,256,0.0
RES8,59,historical,PS,ACTIVE_TARGET,246,123,243,0.9878048780487805,0,120,f99a73ea7daff5a354dc12c9ca9b8c8a31d138551bd0ada98b9c295dc3361a63,598d1294ebfcf90d9b4d14e862aa6b3be69685eb84085e689dfab1dd17bf2fbe,179,0.7276422764227642,66,0.5365853658536586,179,246,0.7276422764227642,0,0.0,0,0.0,0,246,0.0
RES8,59,historical,PS,SUPERSEDED,10,5,8,0.8,0,3,570ef4d09ebf6c9af11a77e1dfd0bd09118722854386e14c5c5c0740fb4b7e8e,0e0d8cce8760a35b1cb7abffead3a4e1775dcbca6ee4e17f4af46bf2de4cb484,1,0.1,0,0.0,1,10,0.1,0,0.0,0,0.0,0,10,0.0
RES8,59,historical,PS,UNKNOWN_RELATION,0,0,0,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,,0,,0,0,,0,,0,,0,0,
RES8,59,historical,NS,ALL,1280,128,867,0.67734375,0,35,44ffffbda00cae6fb736e66766f9335f3770a75bc0424d960da4e3f3546df901,869e4a95bfbb2430645ae936b30c6ae49558046af8efe09cb265a7e598dcdebe,82,0.0640625,0,0.0,82,1280,0.0640625,139,0.10859375,0,0.0,139,1280,0.10859375
RES8,59,historical,NS,ACTIVE_TARGET,1230,123,841,0.683739837398374,0,34,e5d3b14bf005c49ef53a8a55bfa49c794af3462e754ec07543613fc8dc4b5bab,af6c23b5636f35c4d60ece1ecd24c859e457ab16fcc8a86ae2e4fb5a0b1224e6,81,0.06585365853658537,0,0.0,81,1230,0.06585365853658537,139,0.11300813008130081,0,0.0,139,1230,0.11300813008130081
RES8,59,historical,NS,SUPERSEDED,50,5,26,0.52,0,1,912c1306110e50e4be348778f1e55b02fe3ec2d68a64383c5dffdcde7229bfb2,cccec8b3bed11add254dee773c4c43179c8e50cb0fc384552488a04473b4b047,1,0.02,0,0.0,1,50,0.02,0,0.0,0,0.0,0,50,0.0
RES8,59,historical,NS,UNKNOWN_RELATION,0,0,0,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,,0,,0,0,,0,,0,,0,0,
RES8,60,current,RS,ALL,100,100,100,1.0,0,100,4bbefbfca48174e9b05c32077efdc9b2d4cf4fc8d0d3427fddde13f4a9de57e4,42ff857bdcba0f1327e6a16facd8bbb79664d4d3d5cfe725c9c6be1a207e4938,100,1.0,100,1.0,100,100,1.0,0,0.0,0,0.0,0,101,0.0
RES8,60,current,PS,ALL,200,100,199,0.995,0,99,841dd06b98c1b48d7ef0af7a2ae7d14515ec2128551748c7122856e635e71dae,e2b69b9a03aa3e7d39845abc031f357c2caa889af95b588aceefacb8131976c2,156,0.78,65,0.65,156,200,0.78,0,0.0,0,0.0,1,202,0.0049504950495049506
RES8,60,current,NS,ALL,1000,100,733,0.733,0,30,2fa78466e1ecb466a066aec3ad38039f88bc7e09c80b645e29c6c8b8dfd6de99,b94a89705b4addfd52fb674b20a308710e6120bc505cb792ec6797d5d718bb04,47,0.047,0,0.0,47,1000,0.047,110,0.11,0,0.0,116,1010,0.11485148514851486
RES8,60,historical,RS,ALL,128,128,128,1.0,0,128,49c3aa0410faa279cb4105f46dcb5a374a2ad1820e8bd1fae9da17f1739f4d01,4a46b72e59faaabc3052c4ef7c4ce238f9c15c4d2314ff222f161101c7e47ed4,122,0.953125,122,0.953125,122,128,0.953125,0,0.0,0,0.0,0,128,0.0
RES8,60,historical,RS,ACTIVE_TARGET,123,123,123,1.0,0,123,bf365f7255b37f55d30f4b586a3c200713377d76730762a59f21f449acec0e52,91afc99f1d29a5487f3b064adead82f38c3e042056d2efc23eb4a790b74eda13,120,0.975609756097561,120,0.975609756097561,120,123,0.975609756097561,0,0.0,0,0.0,0,123,0.0
RES8,60,historical,RS,SUPERSEDED,5,5,5,1.0,0,5,3fed3054e520047218b591237b715abb7cfd2aeec4b15c0dc70ff6f874d210cb,cc5484e6ffe445042d66b3c1d8354cd35323ebae32d3c2132347f58b3935b3d3,2,0.4,2,0.4,2,5,0.4,0,0.0,0,0.0,0,5,0.0
RES8,60,historical,RS,UNKNOWN_RELATION,0,0,0,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,,0,,0,0,,0,,0,,0,0,
RES8,60,historical,PS,ALL,256,128,251,0.98046875,0,123,ad04e4c9165dc2968762f1be57e56ecd3200a794a6f9119060043ed6ae660483,6a841b456ba8899a78744763a635c058cf7341b8976a422557f7e26b608b8b3f,179,0.69921875,66,0.515625,179,256,0.69921875,0,0.0,0,0.0,0,256,0.0
RES8,60,historical,PS,ACTIVE_TARGET,246,123,243,0.9878048780487805,0,120,f99a73ea7daff5a354dc12c9ca9b8c8a31d138551bd0ada98b9c295dc3361a63,598d1294ebfcf90d9b4d14e862aa6b3be69685eb84085e689dfab1dd17bf2fbe,178,0.7235772357723578,66,0.5365853658536586,178,246,0.7235772357723578,0,0.0,0,0.0,0,246,0.0
RES8,60,historical,PS,SUPERSEDED,10,5,8,0.8,0,3,570ef4d09ebf6c9af11a77e1dfd0bd09118722854386e14c5c5c0740fb4b7e8e,0e0d8cce8760a35b1cb7abffead3a4e1775dcbca6ee4e17f4af46bf2de4cb484,1,0.1,0,0.0,1,10,0.1,0,0.0,0,0.0,0,10,0.0
RES8,60,historical,PS,UNKNOWN_RELATION,0,0,0,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,,0,,0,0,,0,,0,,0,0,
RES8,60,historical,NS,ALL,1280,128,862,0.6734375,0,36,44ffffbda00cae6fb736e66766f9335f3770a75bc0424d960da4e3f3546df901,e8d639d32f6cfcb66c16867d3443c62c63233d9d2dddf6336b53153b2f31973e,81,0.06328125,0,0.0,81,1280,0.06328125,136,0.10625,0,0.0,136,1280,0.10625
RES8,60,historical,NS,ACTIVE_TARGET,1230,123,836,0.6796747967479675,0,35,e5d3b14bf005c49ef53a8a55bfa49c794af3462e754ec07543613fc8dc4b5bab,330c7841ab3805c8604ca9906d9d565e63400879d4cf3c03a4be8b7f556baca3,80,0.06504065040650407,0,0.0,80,1230,0.06504065040650407,136,0.11056910569105691,0,0.0,136,1230,0.11056910569105691
RES8,60,historical,NS,SUPERSEDED,50,5,26,0.52,0,1,912c1306110e50e4be348778f1e55b02fe3ec2d68a64383c5dffdcde7229bfb2,cccec8b3bed11add254dee773c4c43179c8e50cb0fc384552488a04473b4b047,1,0.02,0,0.0,1,50,0.02,0,0.0,0,0.0,0,50,0.0
RES8,60,historical,NS,UNKNOWN_RELATION,0,0,0,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,,0,,0,0,,0,,0,,0,0,
RES8,60,suffix,RS,ALL,1000,1000,999,0.999,0,999,3d8441c97974f7cd040c389398d91e2eb5ac18fab77a8c2eb4529838716fd31c,8ffeb9fe1d73196227a1b0a3c03058149cb7fac805dedce8a755f653acdef35e,997,0.997,997,0.997,1013,1016,0.9970472440944882,1,0.001,1,0.001,17,1017,0.01671583087512291
