model,method,batch_index,request_sha256,case_identity_sha256,q_pre_L4,q_pre_L5,q_pre_L6,q_pre_L7,q_pre_L8,q_post_L8,q_L8_gt_0_2,d_parallel,d_perp,recurrence_closure_relative_error,target_new_nll,target_true_nll,target_new_strict,target_true_strict,target_new_margin,target_true_margin
llama3-8b-inst,memit,2,77f07216c6ca6c39ab0274107bf776c38abd63ae8c1ca02ea59fcdab0f36e4e4,411353515cc0142dae64277601822898304b68117deccac73129392d8e9f61c9,1.0,0.9660113953862141,0.9330965932750253,0.8588791762980549,0.6897716157645803,0.2783771237145684,1,0.3046050146215123,0.47027509091307956,5.034581531000312e-18,0.0026699393056333065,19.902597427368164,1,0,6.684521675109863,-19.899927139282227
llama3-8b-inst,memit,2,8d67adfeef800f3ba3b181a61828d73e1a8c5712ee92223ca71ce23e8fee6253,891017dacd4b473a6f7329fcec869b221ca3b62c8104dc76b679008e253cf333,1.0,0.964661768413454,0.9008677284038746,0.813299641912339,0.6475628650479057,0.3080460791818401,1,0.30051950482118844,0.41087454226637776,4.68973262974971e-18,0.0027210612315684557,8.723347663879395,1,0,6.7825164794921875,-8.720626831054688
llama3-8b-inst,memit,2,6346c3ea243517cbad25c3a69368e9e4e406b1dc74740054f1cb5fffd458cc0c,dc3f3ccda49342816a251cf7e45b72927132282b580fa392b8a0f9a6a6298982,1.0,0.9454253734496983,0.8744533412724992,0.7655116242791247,0.6251452813837831,0.30293545476010586,1,0.3047070979726662,0.3688866602256305,3.956904206577462e-18,3.3330321311950684,6.706885814666748,0,0,-2.212185859680176,-5.5860395431518555
llama3-8b-inst,memit,2,2089e9a0a34cd6b112042624259e5a1dfb017b6f95b70d028c2452eef4371262,8d2cc46547918f9871cbfebbc5916d925d902c59226a8dd995fbaf067f0c31f7,1.0,0.961334330009857,0.9133711493897165,0.8174572326354326,0.6498307232122703,0.2695841145871443,1,0.3225778663767124,0.38625424580675544,4.590320694901961e-18,0.00010024998482549563,14.170647621154785,1,0,10.749815940856934,-14.170547485351562
llama3-8b-inst,memit,2,3a77016737e2b0f4dfa9685598e7703e88fe37b911c923d52a9dd4187d20f892,f306f4f7ba37366e648ae8fa7a2ddde5764ac582ba2c792899e9a5a6ea30e61e,1.0,0.9759395754929602,0.9522777862218148,0.906962932577405,0.7408696681587724,0.3230424478560774,1,0.36711970220667123,0.4767212063320728,4.237758775151449e-18,0.0066669173538684845,9.378371238708496,1,0,6.789401054382324,-9.3717041015625
llama3-8b-inst,memit,2,0cbdcd102101aa2847555821e9cb9856e3e26f89510271de286f5bf4667c4094,3753536c7cc444ae78ffa4795b4a1eac793e07fb40d97000933557d1fdff50d2,1.0,0.9789742783099593,0.9424846994381608,0.8768304372937582,0.7518867824927898,0.38242704207678896,1,0.42053246219800394,0.42458591244392896,3.471104750671673e-18,0.04945077374577522,10.5587797164917,1,0,3.1049671173095703,-10.509328842163086
llama3-8b-inst,memit,2,28380ae63c22bfe558c51b74c37ea0f21b0d2a56d51d9668b669a7da0368ae22,8008f1973e406c947b9ce84010af5455438e9a1f4dd7d86b7338af89ed12d5a2,1.0,0.9387119813102414,0.9022447459124113,0.8255993594333119,0.6572855453627123,0.23222294738858162,1,0.2672684885379844,0.46226015160533446,4.922968583869979e-18,0.0009651293512433767,14.269197463989258,1,0,9.316581726074219,-14.268232345581055
llama3-8b-inst,memit,2,5fb850b2455f7b7e5f6079f0dce941715ca198eff1276c7a4d63f6aaeb20d520,ff6d33b2927d7269ea52c0536d19149101f75a146be52eca817f39d6b5deb8cc,1.0,0.9625777338299533,0.9116826980107083,0.8308860574641305,0.6924947020808753,0.33629481044786946,1,0.4194982011469802,0.30946872408328474,2.4436538521227005e-18,0.07045353204011917,14.595873832702637,1,0,2.965028762817383,-14.525420188903809
llama3-8b-inst,memit,2,85a4eedb16a30908dfc36bf358b5d34dc472310148a017735bbdad65a96f977c,c7888c75fa98d5811d1a6f9c78a27ebe703d92b74dac38dc59feacb3edfae3cd,1.0,0.9252654817808306,0.8398656713894446,0.7334426174375162,0.579624384401646,0.27282862345342607,1,0.27601757298971,0.3307139204780679,4.155305782142012e-18,0.007946070283651352,15.988162994384766,1,0,5.183313369750977,-15.980216979980469
llama3-8b-inst,memit,2,cf6f2bb990d5607be73e905f76a5a18c2756098f9d34cb16b4de12fe91ac1d3d,b613e40ed242cd48cf0cafeadbb976dcf0e45b7697fcfb2cae551aebfe2af5d7,1.0,0.9270958282203926,0.8455812154224697,0.7327165169959745,0.5471973591493114,0.2014581475687477,1,0.23316348467494374,0.33435661411768275,4.812994939253156e-18,1.9073304429184645e-05,17.341537475585938,1,0,11.473508834838867,-17.34151840209961
llama3-8b-inst,memit,3,d62d3daaa98597827218b56a25f7ae3bb2b223eaaf78b7acf4945a97a6ef323f,0d8c705a4223d64889a4c7bc28cf4a79093b011f91e35e452fe21f6a2b66c893,1.0,0.966026192859221,0.9193777497883587,0.8497394302163633,0.6605854649884895,0.2666185910801476,1,0.3207177643098714,0.4064802165987772,4.406268157094192e-18,0.004759174305945635,21.995216369628906,1,0,6.888439178466797,-21.99045753479004
llama3-8b-inst,memit,3,c4c0883e808830f850159906afcefc21c16dcd760fd4acf68e0181ad9745b79a,703f7cd9993faaad9ca57ab30e9212e4b42497a235752a6d67ed0c4b15985889,1.0,0.9596370702131045,0.9104659073922907,0.8402238241720509,0.7394932719541317,0.30377650753500063,1,0.3106258437344357,0.5348939586272446,5.600236907586655e-18,0.009504781104624271,8.16373348236084,1,0,5.3036956787109375,-8.154229164123535
llama3-8b-inst,memit,3,2d7a05de733521918b9b3c10f95568ee42e8fa4bbeb9911964758f2e95f6e9e4,6cd34228c8f755c6d640410f4ce1b8e0ddf4e8dcb9a07d94ff46b13da6c90d89,1.0,0.9958414341277435,0.974826029915463,0.8989399697095031,0.7555216110875205,0.35106416325225687,1,0.3708353359857401,0.49493426231200693,5.116905807833512e-18,0.0018319981172680855,17.4581241607666,1,0,7.354798316955566,-17.4562931060791
llama3-8b-inst,memit,3,7ad81b264c5bf8e0448ecd9bcdb6f342989288fde3543b7704f2c1ec659b7185,0b1054bb97a38f13a51f26a67808bac74d8af447d1adaf76972bb91779160efc,1.0,0.9088927876148076,0.8135705603122154,0.6878013108731462,0.5070550730693176,0.1856651483527491,1,0.21103389738915748,0.2969107312348468,4.501948698192967e-18,0.0006834316882304847,14.217680931091309,1,0,7.91175651550293,-14.216997146606445
llama3-8b-inst,memit,3,b11185489a6e191b8145c5e43c46e1ac11afecedbb8858886ba16fb0915c52d5,d5c5347fe7683bb76206a2622fa08bf4b7710a99e4cb37a4180cb67704e3b61b,1.0,0.9505503638192315,0.8935656936443103,0.7966966917988302,0.6377818165864457,0.27784228727269866,1,0.31053208246613806,0.3822599094086324,3.729164005908624e-18,0.26159006357192993,11.419178009033203,1,0,3.079519271850586,-11.157588005065918
llama3-8b-inst,memit,3,472026d0a81e0abea282876d5064eede5f410d0102c44d94d070ebf92420c771,148c217c4f5f057ff3b38b884133bb2327804ac86376e5bd380f030b251668fe,1.0,0.9615679115631097,0.9295767843606496,0.8216070934350432,0.6431856518817659,0.2630686839277924,1,0.28944198380455455,0.41729405372714734,5.110623382426627e-18,0.00093606993323192,16.918790817260742,1,0,7.359527587890625,-16.91785430908203
llama3-8b-inst,memit,3,34da1f2e8dc9670ec41d7784fa8d025678bc1009ebfcc9577823787902857e92,76af86a02fc5d7fa81308a3e50846dee8404f81a751625c06dd97b0a0d46a15e,1.0,0.9531568998276713,0.8907872004509396,0.8061768766165185,0.6511724149832626,0.29788150375556244,1,0.33422319967793457,0.37233195801731256,3.845680604234904e-18,0.014088821597397327,12.74290943145752,1,0,4.3623809814453125,-12.715328216552734
llama3-8b-inst,memit,3,9a6dd76f564eabe6d772c906c071d9d837193dc7543a04dc4a666f2c4bfaf5fc,5c87ee01c2c41ad62cfa1d5e660e64d6064e2bb4e02034df65f037485b2bfa76,1.0,0.9759590550210157,0.980466741807166,0.9522189417423225,0.8931011330522332,0.373996529524754,1,0.25713963999690576,0.7672372406255341,4.9134132889613745e-18,0.0015849421033635736,9.898950576782227,1,0,8.188392639160156,-9.89736557006836
llama3-8b-inst,memit,3,c36d70eb53ba78389390e289afb5dd9f925d5772a413bd1a75bd67a4b4a12428,6c4bb857d878c527067e19b48fe155bb7e5bf247055de1d676df74aa5c6dc9cf,1.0,0.9477963890448879,0.9209481938588866,0.8492456050787615,0.7273785347920488,0.2981924496299379,1,0.23832724389860116,0.5804728763107591,6.292695403398132e-18,0.000985494232736528,11.792441368103027,1,0,7.896661758422852,-11.79145622253418
llama3-8b-inst,memit,3,63e9e046e3468bc2aaa15480bfe629a10c7ed43491d17ef3a0eceed9d49c6365,54612902d128c1bd68ce9bf61066deed31d29bf16423bad3253e2627ab55db30,1.0,0.9535533001046589,0.8907039760383988,0.8059272131919225,0.6713958559005763,0.35902419129843416,1,0.40653502369800015,0.2879021714890918,2.046454603162028e-18,0.02315133437514305,4.692108154296875,1,0,4.668956756591797,-4.668956756591797
llama3-8b-inst,memit,4,94bd4b37a5d07ad36fd1f8d54bbc8b2908a74560edcbbcfa2e8cd869eebaf856,c4b6123a3f665f856ca81f52992ddeaedc4bfbe11e83d55877b7ebec3d6e06a2,1.0,0.9522632636117231,0.9024905359533556,0.8069635012531576,0.6462523527445615,0.2737705677303577,1,0.2850946427008666,0.4269956569460643,4.778072845545401e-18,0.0021692810114473104,6.77544641494751,1,0,6.773277282714844,-6.773277282714844
llama3-8b-inst,memit,4,53a3ee42de862f325a85838efdb208f2f0d6da19694bc8ccc8241fd530598eea,e6f1070394d276e3b7d716d29a488ecf576f9d79cf414119fc684ef2b407ee09,1.0,0.9290795691811654,0.8420909075083186,0.7415967561852705,0.5731398967053638,0.2466887175830391,1,0.25062890247592806,0.3541510037382027,4.503318956522008e-18,0.0002671123365871608,16.16559600830078,1,0,8.38016128540039,-16.165328979492188
llama3-8b-inst,memit,4,569f1a97c3971140f8e826932006d0d697bae8da7872d2105db2e6eab60839d6,c6aa54cb5e6919ee91e1bb534cc4ef916691386014014a5423ccde2d6870a9b1,1.0,0.9234965291780155,0.8564706200075282,0.7628062165123938,0.593098736735514,0.254638713468847,1,0.2842675333956752,0.34241943229923766,3.664629489372439e-18,0.007667633704841137,10.684408187866211,1,0,5.734140396118164,-10.676740646362305
llama3-8b-inst,memit,4,93140396d3eb2d8f451a94d46170ab2af2e1f02d91529583cd73ad449bfb207e,e1896c7a03e1643fc626c875266f62a966f32bb6b2871acc72ab4bbb5de019a2,1.0,0.938135471276527,0.8736499672958125,0.7918900867145987,0.6256090938333599,0.2800337680054833,1,0.2914246793013127,0.38715439150370023,4.105250182783731e-18,0.0028707266319543123,10.246381759643555,1,0,7.602042198181152,-10.243511199951172
llama3-8b-inst,memit,4,e558da6313163140b0e184e8308f584bc1635823d3d2f9b3340fe9126e729a14,d5162047d87444d82f660691c22ac606c8ebda5647b6163380baac17626a4bed,1.0,0.9336262995615731,0.8558957925925819,0.7519872192662026,0.5984159938501658,0.2604179207188926,1,0.31025584044051685,0.31263505720252266,3.3838240182288656e-18,0.005760496947914362,9.466601371765137,1,0,6.084905624389648,-9.460841178894043
llama3-8b-inst,memit,4,7412f9b677bdd6da6ceaf7b352a8013e66884fca96673ccdef4c91ded318ed24,2a7e4a7e0dc88b983e95a81c4b2506b15e639fb96e27d62cb27b30fb25ec6371,1.0,0.9547359482108668,0.9053603382775325,0.8291844187211805,0.6931292663208879,0.3213386111966695,1,0.3749217904793846,0.38716032165307473,2.9668730749599106e-18,0.01551592443138361,6.710115909576416,1,0,6.166153907775879,-6.6946001052856445
llama3-8b-inst,memit,4,23c1238dd9069718d334ae7f722280560776c5e930ea2fdbe0f4b20ca542081e,5c8711bed17befbb67b442255668f5dc894f872259509ec78484c04462870d0a,1.0,0.9774780970756198,0.9475808859377899,0.9036670573840937,0.8056554236544888,0.405879677988705,1,0.5071252465757696,0.38607583104754295,2.3252050852474506e-18,4.178905010223389,7.161509037017822,0,0,-3.7567005157470703,-6.739304542541504
llama3-8b-inst,memit,4,35bf1daae2dea57e75a545d92be2a5b950f31eba85989d792f9f262e54660b84,8ed4b5eaa74287dcc1e0b471da7bcb0e3455cee83dfa2860eb5793730012a9de,1.0,0.9743321899304709,0.9384959157927077,0.8800586655520221,0.743697076210072,0.35109775210271127,1,0.45320877440924245,0.35553289327175513,2.6854754732101385e-18,13.842011451721191,0.037073176354169846,0,1,-13.804938316345215,4.124530792236328
llama3-8b-inst,memit,4,82e5ab0c97a6d3bf7b7c62e0fd42a5e8a875b906ce593c077f599ad5435d28ea,bedae9f2c29ecc0e4d297bee5588c0fa6e5cf6c4e9435ecd1ddee5950b864926,1.0,0.9180873459353528,0.8404773995509939,0.7317144657121696,0.5640882719476403,0.23566264600722214,1,0.2419153263331686,0.35058012336800415,4.97243519833853e-18,0.0014781750505790114,14.05671501159668,1,0,7.297333717346191,-14.05523681640625
llama3-8b-inst,memit,4,eca5f60936dfc2d99bd2d8d8059966c1e2abd050a28822126da716e6255c6720,395e62cc16eb66ede8d2509d0429649abbe5e29367a0e500a7989d6b8a354515,1.0,0.9296090915440356,0.8700226435729106,0.7671729829203038,0.601650237968121,0.24292529530286952,1,0.2682745399250629,0.3777591350385431,5.033999639757557e-18,0.002959516830742359,11.604615211486816,1,0,7.472013473510742,-11.601655960083008
llama3-8b-inst,memit,5,c26d9f7b75c14056267c2567ba556e5b76ebfdac6a2231a6d3f1fc8bfa91ec2d,0418973a9854b52e9214a6f26213cbe9c06e6a2a0da91ca7ecf621018a2ce41f,1.0,0.9112454360931527,0.8638702913148699,0.7839830715273933,0.7087717692352165,0.27416083538939356,1,0.25277189853650744,0.5453026946205815,4.558470753768334e-18,0.004746716935187578,11.404958724975586,1,0,5.916471481323242,-11.400212287902832
llama3-8b-inst,memit,5,a61a8732e7087bac9df081e4cfb0319a07f61ccb3987494c7f24ded194e18d42,51fb02c1961b3182e2da1d26324b43af1343b48b947fdb8888e2da074884617b,1.0,0.9952442130977921,0.9508892260394523,0.8678357198624961,0.7034566213566309,0.34618423950032884,1,0.37312433215496293,0.40789670018573887,4.990213583963199e-18,0.004988959990441799,7.098632335662842,1,0,6.2713775634765625,-7.0936431884765625
llama3-8b-inst,memit,5,c95165b3bb5e2754faaa370e60fd0e96d24767b8eda1af67c1f801d7f4671c79,625f0e9eeee806ee1cd30a67d958ec6f74a014ebc9ebd089eccce222fb147b50,1.0,0.9717427803214799,0.8996146058205462,0.7926123312960696,0.6126275479242717,0.2508360402577884,1,0.24094240036371423,0.42530261230939165,5.710896759819907e-18,0.0003625689132604748,10.935323715209961,1,0,8.798969268798828,-10.934961318969727
llama3-8b-inst,memit,5,b60dce4b4fb7c58f26743b14e89bf6f65fd42fa8a116dc3a52707814fd0496fe,7ab957251e20fae6a62fd70e5f169cddfa346e296f96a2925d13bb46d314c06d,1.0,0.9676195325544279,0.9263527571011486,0.8636568967274786,0.7384826254020392,0.3707795131825391,1,0.41968505759418495,0.4016802427493552,3.2750511166740875e-18,0.0033115092664957047,11.504234313964844,1,0,6.565389633178711,-11.500923156738281
llama3-8b-inst,memit,5,6a691cf16b423bb1d5a6ce4bf3417dd2d707fdac2436c48131dec1cd89b48a6b,6e10c589bebda66364027bfb7023a3f7baf4179af2076bcc6b22f78ebfc9e03e,1.0,0.9285217518551392,0.8598217283969753,0.7588960197911593,0.5752983235863238,0.2395554093824817,1,0.2725387506266147,0.3281391324994224,4.057895484245468e-18,0.000648883986286819,15.058953285217285,1,0,8.128527641296387,-15.058304786682129
llama3-8b-inst,memit,5,2a8f1b4955bc1a289af449ade95dfac602e09ca669c961f5c2f949575e94e148,d199de4f7bd0ee76aa69f9294d3e4eccd75afe1c6c7c56321115b93e960e3b3f,1.0,0.9333021683126269,0.8593347795172683,0.7634939258908994,0.6120439337363366,0.2817725335018307,1,0.3179038752476047,0.32614927997308696,3.4022840008744154e-18,0.0021313349716365337,10.503460884094238,1,0,7.785135269165039,-10.50132942199707
llama3-8b-inst,memit,5,fc11f308500869e6b6107573e91176f8fb98c2b06cc9eb7d8107d0fb1af68f64,8688e8fc9a817eb128ac84024ef26f9d82993e64b08a045e580e08f1c9e520eb,1.0,0.9357368647846389,0.8599520568960188,0.7471963497313711,0.5753413431592092,0.23569346930732277,1,0.26975307685735134,0.3321892652258575,3.9884591466366906e-18,0.0020728071685880423,9.073131561279297,1,0,6.665372848510742,-9.071059226989746
llama3-8b-inst,memit,5,409ab50440c393003452ca14f7a848b9b9c4c26eaf347918e74bd2328b526d48,e40f5d0ea24787c48868309fe28908a096c96b7ed24db3a6ecab88cf5e59a667,1.0,0.9733779981579651,0.9338403458640464,0.8683012649901377,0.7365560499153598,0.3944759115712038,1,0.3958571373097973,0.43297700468257166,3.663173487560964e-18,0.19395878911018372,11.4694242477417,1,0,3.6287946701049805,-11.27546501159668
llama3-8b-inst,memit,5,55b3125b46809bfd09b46805671031439ad32c9f96657b2e9a2e1d248c8bbb80,84933586b48fab11121cd8a5d66b2a059b5db9eb1010a71fdee8f0335f86eb79,1.0,0.9679260521731704,0.9376657422529586,0.8467215592623903,0.6821272051062822,0.25301103053134205,1,0.31220498760561166,0.4504925910800803,4.4543863896141755e-18,0.007087683770805597,9.263757705688477,1,0,5.442554473876953,-9.256669998168945
llama3-8b-inst,memit,5,81c8c31e8abdcc2afdc5f07178b0a29d0dd009dcb1c5ad3746b934b567eccdeb,8bcab27d4705ce3f1c747bbf7819b2da3404358614eb4aa3f51be73a4ffad867,1.0,0.9242081207296357,0.8336285933381458,0.7101301362900889,0.5444839361168238,0.23059425962932642,1,0.23740417183472268,0.3242535229582718,4.345947991958027e-18,0.0028799984138458967,15.609636306762695,1,0,7.028599739074707,-15.606756210327148
llama3-8b-inst,memit,6,65fe8c1ae82c41f795ca50b2a0707d66874e1ae73ea6a6a34e23cc47f17c9e67,a135813dda2f17c5b724a2d4810f4e4a797aa2d79486fdd2302dbd9f7ea85188,1.0,0.9792900226036492,0.9552951939894923,0.8997594037270712,0.7499341059298182,0.34403707109369874,1,0.39399404928589427,0.45779059912770487,3.597425584094215e-18,0.014326806180179119,9.332503318786621,1,0,5.91014289855957,-9.31817626953125
llama3-8b-inst,memit,6,2f7b6e27f3bba670acf943b4dec2a696193b1ce72e53248761d42a7b1a19ccf6,c5b98761c7d4c23ea64c82fc9a15eaab3a8a0e96eda6be651bef38b431715395,1.0,0.9452949268649014,0.8860567752827496,0.8040389109383413,0.6633273023881251,0.27464381326739223,1,0.3340535890424156,0.3934334430681044,4.056042433460426e-18,0.0005515484372153878,10.642290115356445,1,0,9.256233215332031,-10.641738891601562
llama3-8b-inst,memit,6,97e557fa2d1959dfc82a211736e5b608f395a1f440583abd5d70d65a2fbf5cfe,e5b03fb02749548a13c634143149150ffb58bab9b6f75b57fef44a64f79605fd,1.0,0.9402957595827596,0.9137433354785679,0.8337236596223349,0.6430888657439763,0.2930804564910798,1,0.2929986386858827,0.4129353841677192,4.403842566403684e-18,0.002393359551206231,12.676695823669434,1,0,7.426342010498047,-12.674302101135254
llama3-8b-inst,memit,6,322b5d3c47aa80d2c94addc9a85c94282e44d92f9ccc5a0cf4cab593ea40cb3b,3853f4caff00b577b6de22827d8cdb38c66e7706fc48b101b85d710e1f03c282,1.0,0.9596947088514776,0.914129482223929,0.8429189968890537,0.7823186495798353,0.2907425851284077,1,0.37644375049490714,0.5288998695365542,3.260730875056218e-18,0.01710648275911808,17.0992374420166,1,0,4.269062042236328,-17.082130432128906
llama3-8b-inst,memit,6,2cb95a1a83adc4008a17e6b41b7af19fb47a468500652815384202b87b26ccb4,a52efcd73a1e1f79515cffbea83ff45550b77d561edf2c4c51c7c4d5613f8ed9,1.0,0.9313869844699327,0.8733925971166133,0.7878095466581847,0.6409370059006534,0.2915869320710118,1,0.2919346008781869,0.41085349455945225,4.348757075803379e-18,0.008237316273152828,13.508605003356934,1,0,5.905622482299805,-13.500368118286133
llama3-8b-inst,memit,6,39cb134a7460153810c2e46692d13f26ce9cef48815e15c399b48c97a18eb027,7d5bb6ed53ce7b321dbc6d50a2916044eb0043c6fd3f4fdb1c37ee9e1880f4bb,1.0,0.9693812329608881,0.9722471471929561,0.9173107719435031,0.7240919245199929,0.31834588326475316,1,0.3009443349071354,0.522842125769831,5.450858539145875e-18,0.0007527616689912975,17.570829391479492,1,0,8.516077041625977,-17.57007598876953
llama3-8b-inst,memit,6,50d6505f4bf83bb005d91ac06d26b044492e5bbdd5ebf7ac3ad402fb8cc9e12c,e12326a9362da16adad90253f845f25a5c3400642c021fff8950826b6c9a5504,1.0,0.9691330768614167,0.905110755338039,0.825461454095422,0.7003010202484624,0.3552541573805874,1,0.3636072288356033,0.41565419589520536,4.433670776690035e-18,0.016875246539711952,19.021045684814453,1,0,5.053361892700195,-19.00417137145996
llama3-8b-inst,memit,6,48f8e5c9758bc1ecd0a5d87381377f2e938e3fbd115904598f843ea205a1cb29,d96918577b274424831d562c178d07111a4efb4e5cbf63c7c8490c179923de2d,1.0,0.9213277613769454,0.849065036365834,0.7545619949725951,0.5889719054897901,0.2820296375254862,1,0.26898038143156683,0.35629384963619115,4.3753026112241496e-18,0.0023493566550314426,11.873111724853516,1,0,7.230046272277832,-11.870762825012207
llama3-8b-inst,memit,6,5222c50191326e7119d973b8926c803a0ac65079d8f3f3217e939a2eed376d81,3c28583550f3dc1ec438b63e2be842f1e1c38756bf85e32c20cd89f166242484,1.0,0.9547768298588667,0.8996048826845735,0.8104934364604726,0.6302552878850848,0.2903927104579704,1,0.27489313840602453,0.4143648573443322,5.241021826906614e-18,7.30726242181845e-05,21.22224235534668,1,0,10.792165756225586,-21.222169876098633
llama3-8b-inst,memit,6,f296600e034a8a300da559a46de195efdd639d61128b9c3cc6a0887b1ef0d697,612edc67277b3e331dceb5dfd3ec7c840846bec74e0dab548dd1c0e04e982780,1.0,0.9879961186911719,0.956345962468335,0.8596308225002303,0.6755403495918361,0.28758196464526986,1,0.31535708422159364,0.43676291013463875,5.643883238771003e-18,0.0008357845945283771,14.236311912536621,1,0,8.397869110107422,-14.23547649383545
llama3-8b-inst,memit,7,1f15ad772a9fa6b37e334f9e0a833b6b234fbcc3e02b033e20f4c8f7f264ec9f,b9d865c73bbbcbf195a741a1dd471fa0c70be62988d1f661ca7a7faa387913a7,1.0,0.969785567577284,0.926309376636101,0.8476705227998255,0.7124702819235841,0.34155672812668797,1,0.3742316465819189,0.4217486439671031,4.073373320286022e-18,0.11807630211114883,14.415109634399414,1,0,2.319408416748047,-14.297033309936523
llama3-8b-inst,memit,7,c416911d0d03300f77dc8d76e3ad6eab8c96026a867011c7a7728857b99e3e0c,d1fbb09a62fef57b66d9dc5c2e3a2d8a642c4759e3c23c164a1ac45fc0ea5647,1.0,0.9497295269542961,0.8909848129650622,0.8024554846906369,0.6592571972490763,0.27814787226348925,1,0.342157594431435,0.37508025131300665,3.8427910757100085e-18,0.08260579407215118,3.759579658508301,1,0,4.196896553039551,-7.436525344848633
